,restaurant_name,restaurant_location,specialty_item,cheeseburger,hamburger,combo,fries,state,zip,county_name
695,Burger King,"101 commerce piace west, okatie, sc, 29909, us",6.89,2.49,3.39,12.79,3.69,sc,29909,Beaufort
696,Burger King,"4709 dorchester road, n charleston, sc, 29405, us",,,,,5.2,sc,29405,Charleston
697,Burger King,"6000 rivers ave, north charleston, sc, 29406, us",,,,,5.2,sc,29406,Charleston
698,Burger King,"974 south academy street, greenville, sc, 29601, us",6.6,2.45,3.79,9.3,3.79,sc,29601,Greenville
699,Burger King,"501 south king's highway, myrtle beach, sc, 29577, us",,,,,5.2,sc,29577,Horry
700,Burger King,"2216 bush river road, columbia, sc, 29210, us",7.81,3.59,4.26,13.79,,sc,29210,Richland
701,Burger King,"3403 north main street, columbia, sc, 29203, us",7.81,3.59,4.26,13.79,,sc,29203,Richland
702,Burger King,"1212 west main street, lexington, sc, 29072, us",7.81,3.59,4.26,13.79,3.76,sc,29072,Lexington
703,Burger King,"226 longs pond road, lexington, sc, 29072, us",7.81,3.59,4.26,13.79,3.76,sc,29072,Lexington
704,Burger King,"2514 sunset blvd, west columbia, sc, 29169, us",,,,,,sc,29169,Lexington
705,Burger King,"2902 two notch road, columbia, sc, 29204, us",7.81,3.59,4.26,13.79,3.76,sc,29204,Richland
706,Burger King,"2022 bluff road, columbia, sc, 29201, us",7.81,3.59,4.26,13.79,3.76,sc,29201,Richland
707,Burger King,"6029 wade hampton boulevard, taylors, sc, 29687, us",6.6,2.45,3.79,9.3,3.79,sc,29687,Greenville
708,Burger King,"1599 highway 101 south, greer, sc, 29651, us",6.6,2.45,3.79,9.3,3.79,sc,29651,Greenville
709,Burger King,"1371 saluda street, rock hill, sc, 29730, us",6.6,2.45,3.79,9.3,3.79,sc,29730,York
710,Burger King,"2430 north cherry road, rock hill, sc, 29732, us",6.6,2.45,3.79,9.3,3.79,sc,29732,York
711,Burger King,"1501 charlotte avenue, nashville, tn, 37203, us",6.99,2.69,4.4,9.55,4.05,tn,37203,Davidson
712,Burger King,"2119 east 23rd street, chattanooga, tn, 37404, us",6.59,2.79,3.89,11.79,3.39,tn,37404,Hamilton
713,Burger King,"3401 amnicola highway, chattanooga, tn, 37406, us",6.59,2.79,3.89,11.79,3.39,tn,37406,Hamilton
714,Burger King,"4535 highway 58, chattanooga, tn, 37416, us",,,,,,tn,37416,Hamilton
715,Burger King,"2806 north broadway, knoxville, tn, 37917, us",6.99,3.49,4.99,11.99,3.49,tn,37917,Knox
716,Burger King,"819 memorial blvd, murfreesboro, tn, 37129, us",6.99,2.69,4.4,9.55,4.05,tn,37129,Rutherford
717,Burger King,"1661 middle tennessee blvd, murfreesboro, tn, 37130, us",6.99,2.69,4.4,9.55,4.05,tn,37130,Rutherford
718,Burger King,"1702 memorial blvd, murfreesboro, tn, 37129, us",,,,,,tn,37129,Rutherford
719,Burger King,"1621 middle tennessee boulevard, murfreesboro, tn, 37130, us",,,,,,tn,37130,Rutherford
720,Burger King,"412 forks of the river, sevierville, tn, 37862, us",6.6,2.69,4.4,9.45,4.29,tn,37862,Sevier
721,Burger King,"1231 dolly parton pkwy, sevierville, tn, 37862, us",6.6,2.69,4.4,9.45,4.29,tn,37862,Sevier
722,Burger King,"1027 union ave, memphis, tn, 38104, us",6.85,2.69,4.15,9.45,3.79,tn,38104,Shelby
723,Burger King,"1330 poplar avenue, memphis, tn, 38104, us",6.85,2.69,4.15,9.45,3.79,tn,38104,Shelby
724,Burger King,"3227 poplar ave, memphis, tn, 38111, us",,,,,,tn,38111,Shelby
725,Burger King,"2391 airways boulevard, memphis, tn, 38114, us",,4.79,,,,tn,38114,Shelby
726,Burger King,"1911 mallory lane, franklin, tn, 37067, us",6.99,2.69,4.4,9.55,4.05,tn,37067,Williamson
727,Burger King,"7116 highway 70 south, nashville, tn, 37221, us",6.99,2.69,4.4,9.55,4.05,tn,37221,Davidson
728,Burger King,"493 old hickory blvd, brentwood, tn, 37027, us",,12.99,,,,tn,37027,Williamson
729,Burger King,"677 contra costa boulevard, pleasant hill, ca, 94523, us",10.09,4.29,5.69,17.79,5.49,ca,94523,Contra Costa
730,Burger King,"4520 west commerce, san antonio, tx, 78237, us",7.69,2.79,3.59,12.59,3.59,tx,78237,Bexar
731,Burger King,"8131 pat booker rd, live oak, tx, 78233, us",7.84,2.05,4.29,12.26,3.43,tx,78233,Bexar
732,Burger King,"11001a fuqua, houston, tx, 77089, us",6.89,2.39,3.19,11.59,,tx,77089,Harris
733,Burger King,"2910 airport boulevard, houston, tx, 77051, us",6.89,2.39,3.19,11.59,,tx,77051,Harris
734,Burger King,"2902 richey street, houston, tx, 77017, us",6.89,2.39,3.39,11.69,,tx,77017,Harris
735,Burger King,"925 north frontage road, brownsville, tx, 78521, us",5.27,,2.41,7.92,,tx,78521,Cameron
736,Burger King,"11404 east northwest highway, dallas, tx, 75218, us",7.74,2.36,3.74,12.74,,tx,75218,Dallas
737,Burger King,"3112 e berry st, fort worth, tx, 76119, us",7.74,2.36,3.74,12.74,,tx,76119,Tarrant
738,Burger King,"2542 ne 30th street, ft. worth, tx, 76106, us",7.74,2.36,3.74,12.74,3.49,tx,76106,Tarrant
739,Burger King,"2605 jacksboro hwy, river oaks, tx, 76114, us",7.74,2.36,3.74,12.74,3.49,tx,76114,Tarrant
740,Burger King,"4200 south freeway, fort worth, tx, 76115, us",,,,,4.11,tx,76115,Tarrant
741,Burger King,"425 south, el paso, tx, 79901, us",6.9,2.93,3.83,12.28,3.57,tx,79901,El Paso
742,Burger King,"4639 irvington, houston, tx, 77009, us",6.89,2.39,3.19,11.59,,tx,77009,Harris
743,Burger King,"3009 collingsworth st, houston, tx, 77026, us",6.89,2.39,3.19,11.59,,tx,77026,Harris
744,Burger King,"7011 gulf freeway, houston, tx, 77087, us",6.89,2.39,3.19,11.59,,tx,77087,Harris
745,Burger King,"10205 e. freeway, houston, tx, 77013, us",6.89,2.39,3.19,11.59,,tx,77013,Harris
746,Burger King,"1094 federal road, houston, tx, 77015, us",6.89,2.39,3.19,11.59,,tx,77015,Harris
747,Burger King,"6220 east freeway, houston, tx, 77020, us",6.89,2.39,3.19,11.59,,tx,77020,Harris
748,Burger King,"1620 south loop west, houston, tx, 77054, us",6.89,2.39,3.19,11.59,,tx,77054,Harris
749,Burger King,"9009 clinton drive, houston, tx, 77029, us",6.89,2.39,3.19,11.59,,tx,77029,Harris
750,Burger King,"4676 bellfort avenue, houston, tx, 77051, us",6.89,2.39,3.39,11.69,,tx,77051,Harris
751,Burger King,"2414 east expressway 83, mission, tx, 78572, us",7.74,2.36,3.74,12.74,,tx,78572,Hidalgo
752,Burger King,"6135 eastex freeway #2, beaumont, tx, 77706, us",6.89,2.39,3.39,11.89,,tx,77706,Jefferson
753,Burger King,"6425 phelan boulevard, beaumont, tx, 77706, us",6.89,2.39,3.39,11.89,,tx,77706,Jefferson
754,Burger King,"1804 4th street, lubbock, tx, 79415, us",7.74,2.36,3.74,12.74,3.49,tx,79415,Lubbock
755,Burger King,"2002 50th street, lubbock, tx, 79412, us",7.74,2.36,3.74,12.74,3.49,tx,79412,Lubbock
756,Burger King,"1702 19th st, lubbock, tx, 79401, us",,,,,3.25,tx,79401,Lubbock
757,Burger King,"1109 university ave, lubbock, tx, 79401, us",,,,,,tx,79401,Lubbock
758,Burger King,"1627 university ave, lubbock, tx, 79401, us",,,,,4.11,tx,79401,Lubbock
759,Burger King,"2414 mac davis lane, lubbock, tx, 79401, us",,,,,,tx,79401,Lubbock
760,Burger King,"3399 port chicago hwy, concord, ca, 94520, us",10.09,4.29,5.69,17.79,5.49,ca,94520,Contra Costa
761,Burger King,"309 ih 37, corpus christi, tx, 78401, us",6.89,2.49,3.39,11.89,3.19,tx,78401,Nueces
762,Burger King,"3941 crosstown expressway, corpus christi, tx, 78416, us",6.89,2.49,3.39,11.89,3.19,tx,78416,Nueces
763,Burger King,"3155 s padre island dr, corpus christi, tx, 78415, us",,,,,,tx,78415,Nueces
764,Burger King,"2037 s padre island drive, corpus christi, tx, 78417, us",,,,,6.24,tx,78417,Nueces
765,Burger King,"2021 morgan ave, corpus christi, tx, 78405-1541, us",,,,,,tx,78405,Nueces
766,Burger King,"3204 southeast loop 820, forest hill, tx, 76140, us",7.74,2.36,3.74,12.74,,tx,76140,Tarrant
767,Burger King,"2500 e riverside dr, austin, tx, 78741, us",7.39,2.69,3.59,12.19,3.39,tx,78741,Travis
768,Burger King,"1001 east ben white boulevard, austin, tx, 78704, us",7.39,2.69,3.59,12.19,3.39,tx,78704,Travis
769,Burger King,"303 e oltorf st, austin, tx, 78704, us",,,,,,tx,78704,Travis
770,Burger King,"619 n ih 35, austin, tx, 78702, us",,,,,,tx,78702,Travis
771,Burger King,"301 west 3rd street, austin, tx, 78701, us",,,,,,tx,78701,Travis
772,Burger King,"4905 airport blvd, austin, tx, 78751, us",,,,,,tx,78751,Travis
773,Burger King,"2500 s i h 35, round rock, tx, 78681, us",7.39,2.69,3.59,12.19,3.39,tx,78681,Williamson
774,Burger King,"4410 sunrise rd, round rock, tx, 78665, us",6.87,2.05,4.29,10.74,3.15,tx,78665,Williamson
775,Burger King,"17000 n rm 620, round rock, tx, 78681, us",,,,,3.13,tx,78681,Williamson
776,Burger King,"607 louis henna blvd, round rock, tx, 78664, us",,,,,,tx,78664,Williamson
777,Burger King,"1121 e palm valley blvd, round rock, tx, 78664, us",,,,,,tx,78664,Williamson
778,Burger King,"110 north ih 35, round rock, tx, 78681, us",,,,,,tx,78681,Williamson
779,Burger King,"100 river oaks cove, georgetown, tx, 78626, us",7.39,2.69,3.59,12.19,3.39,tx,78626,Williamson
780,Burger King,"803 n. main, layton, ut, 84041, us",7.79,2.49,4.49,13.59,3.99,ut,84041,Davis
781,Burger King,"2025 north main, layton, ut, 84041, us",7.79,2.49,4.49,13.59,3.99,ut,84041,Davis
782,Burger King,"1726 bluff ridge drive, syracuse, ut, 84075, us",,,,,,ut,84075,Davis
783,Burger King,"2011 north hillfield road, layton, ut, 84041, us",,,,,,ut,84041,Davis
784,Burger King,"4029, riverdale, ut, 84405, us",,,,,,ut,84405,Weber
785,Burger King,"737 n. main street, layton, ut, 84041, us",,,,,,ut,84041,Davis
786,Burger King,"575 east 400 south street, salt lake city, ut, 84102, us",7.59,2.99,4.29,12.89,,ut,84102,Salt Lake
787,Burger King,"11 west center street, orem, ut, 84057, us",7.59,2.99,4.29,12.89,,ut,84057,Utah
788,Burger King,"1080 south university avenue, provo, ut, 84601, us",7.79,2.49,4.49,13.59,3.99,ut,84601,Utah
789,Burger King,"1075 south state street, orem, ut, 84097, us",7.59,2.99,4.29,12.89,4.29,ut,84097,Utah
790,Burger King,"1680 n freedom blvd, provo, ut, 84604, us",,,,,,ut,84604,Utah
791,Burger King,"2328 university ave, green bay, wi, 54302, us",8.95,2.98,5.18,15.59,4.28,wi,54302,Brown
792,Burger King,"2655 east washington avenue, madison, wi, 53704, us",8.95,2.98,5.18,15.59,,wi,53704,Dane
793,Burger King,"6909 odana road, madison, wi, 53719, us",9.22,3.24,5.31,15.85,,wi,53719,Dane
794,Burger King,"810 north main street, oregon, wi, 53575, us",8.95,2.98,5.18,15.59,4.28,wi,53575,Dane
795,Burger King,"3219 s 27th st, milwaukee, wi, 53215, us",8.95,2.98,5.18,15.59,,wi,53215,Milwaukee
796,Burger King,"2862 n. martin luther king dr., milwaukee, wi, 53212, us",8.95,2.98,5.18,15.59,4.28,wi,53212,Milwaukee
797,Burger King,"1841 south 14th street, milwaukee, wi, 53204, us",,,,,,wi,53204,Milwaukee
798,Burger King,"1190 west sunset drive, waukesha, wi, 53189, us",8.95,2.98,5.18,15.59,4.28,wi,53189,Waukesha
799,Sonic,"1461 springhill avenue, mobile, al, 36604, us",,4.38,,,,al,36604,Mobile
800,Sonic,"313 valley avenue, birmingham, al, 35209, us",,4.5,,,,al,35209,Jefferson
801,Sonic,"9829 parkway e, birmingham, al, 35215, us",,4.5,,,,al,35215,Jefferson
802,Sonic,"907 jordan ln nw, huntsville, al, 35816, us",,3.89,,,,al,35816,Madison
803,Sonic,"396 canebrake road, savannah, ga, 31419, us",,3.83,,,,ga,31419,Chatham
804,Sonic,"5903 roswell road, atlanta, ga, 30328, us",,4.01,,,,ga,30328,Fulton
805,Sonic,"3900 flat shoals pkwy, decatur, ga, 30034, us",,4.01,,,,ga,30034,DeKalb
806,Sonic,"1463 moreland ave se, atlanta, ga, 30316, us",,4.01,,,,ga,30316,DeKalb
807,Sonic,"580 thornton rd, lithia springs, ga, 30122, us",,4.01,,,,ga,30122,Douglas
808,Sonic,"6055 main street, american canyon, ca, 94503, us",,4.79,,,,ca,94503,Napa
809,Sonic,"851 n. orchard, boise, id, 83706, us",,4.26,,,,id,83706,Ada
810,Sonic,"188 east spring mill pointe drive, westfield, in, 46074, us",,4.75,,,,in,46074,Hamilton
811,Sonic,"896 north superior drive, crown point, in, 46307, us",,4.62,,,,in,46307,Lake
812,Sonic,"1262 north emerson avenue, greenwood, in, 46143, us",,4.67,,,,in,46143,Johnson
813,Sonic,"5350 merle hay road, johnston, ia, 50131, us",,4.26,,,,ia,50131,Polk
814,Sonic,"1451 n, ankeny, ia, 50021, us",,4.26,,,,ia,50021,Polk
815,Sonic,"10075 w. 75th street, overland park, ks, 66204, us",,4.75,,,,ks,66204,Johnson
816,Sonic,"504 south broadway, wichita, ks, 67202, us",,4.26,,,,ks,67202,Sedgwick
817,Sonic,"110 s. west street, wichita, ks, 67213, us",,4.26,,,,ks,67213,Sedgwick
818,Sonic,"2939 e. 21st street north, wichita, ks, 67214, us",,4.26,,,,ks,67214,Sedgwick
819,Sonic,"1026 s broadway, lexington, ky, 40504, us",,,,,,ky,40504,Fayette
820,Sonic,"120 bellerive blvd, nicholasville, ky, 40356, us",,,,,,ky,40356,Jessamine
821,Sonic,"8600 ambrosse lane, louisville, ky, 40299, us",,4.5,,,,ky,40299,Jefferson
822,Sonic,"3641 springhurst blvd, louisville, ky, 40241, us",,4.5,,,,ky,40241,Jefferson
823,Sonic,"11810 standiford plaza drive, louisville, ky, 40229, us",,4.5,,,,ky,40229,Jefferson
824,Sonic,"505 east boyd drive, baton rouge, la, 70808, us",,4.87,,,,la,70808,East Baton Rouge
825,Sonic,"5725 airline drive, metairie, la, 70003, us",,4.14,,,,la,70003,Jefferson
826,Sonic,"616 west pinhook road, lafayette, la, 70503, us",,4.26,,,,la,70503,Lafayette
827,Sonic,"231 west willow street, lafayette, la, 70501, us",,4.26,,,,la,70501,Lafayette
828,Sonic,"940 ambassador caffery parkway, lafayette, la, 70506, us",,4.26,,,,la,70506,Lafayette
829,Sonic,"3913 veterans memorial blvd, metairie, la, 70002, us",,4.26,,,,la,70002,Jefferson
830,Sonic,"1249 gause blvd., slidell, la, 70458, us",,4.75,,,,la,70458,St. Tammany
831,Sonic,"3225 pontchartrain dr, slidell, la, 70458, us",,4.75,,,,la,70458,St. Tammany
832,Sonic,"1968 gause blvd e, slidell, la, 70461, us",,4.75,,,,la,70461,St. Tammany
833,Sonic,"2505 17th st, gulfport, ms, 39501, us",,4.75,,,,ms,39501,Harrison
834,Sonic,"1001 tunnel road, asheville, nc, 28805, us",,2.59,,,1.29,nc,28805,Buncombe
835,Sonic,"1489 skibo road, fayetteville, nc, 28303, us",,4.26,,,,nc,28303,Cumberland
836,Sonic,"5938 cliffdale rd, fayetteville, nc, 28314, us",,4.26,,,,nc,28314,Cumberland
837,Sonic,"109 jones franklin road, raleigh, nc, 27606, us",,4.38,,,,nc,27606,Wake
838,Sonic,"4648 atlantic ave, raleigh, nc, 27604, us",,4.14,,,,nc,27604,Wake
839,Sonic,"12508 capital blvd, wakeforest, nc, 27587, us",,4.38,,,,nc,27587,Wake
840,Sonic,"304 south main street, rolesville, nc, 27571, us",,4.38,,,,nc,27571,Wake
841,Sonic,"2005 silas creek parkway, winston salem, nc, 27103, us",,4.26,,,,nc,27103,Forsyth
842,Sonic,"2615 lewisville, clemmons, nc, 27012, us",,,,,2.39,nc,27012,Forsyth
843,Sonic,"7820 forest point blvd, charlotte, nc, 28217, us",,4.01,,,,nc,28217,Mecklenburg
844,Sonic,"7761 gateway lane nw, concord, nc, 28027, us",,4.5,,,,nc,28027,Cabarrus
845,Sonic,"4206 market st, wilmington, nc, 28403, us",,4.01,,,,nc,28403,New Hanover
846,Sonic,"700 cayman ave, holly springs, nc, 27540, us",,4.14,,,,nc,27540,Wake
847,Sonic,"705 n. porter, norman, ok, 73071, us",,4.01,,,,ok,73071,Cleveland
848,Sonic,"1627 n. peoria ave, tulsa, ok, 74106, us",,3.89,,,,ok,74106,Tulsa
849,Sonic,"1547 south lewis, tulsa, ok, 74104, us",,3.89,,,,ok,74104,Tulsa
850,Sonic,"1432 s peoria ave, tulsa, ok, 74120, us",,,,,,ok,74120,Tulsa
851,Sonic,"1533 n. peoria, tulsa, ok, 74106, us",,,,,,ok,74106,Tulsa
852,Sonic,"4840 s yale ave, tulsa, ok, 74135, us",,,,,,ok,74135,Tulsa
853,Sonic,"3130 south memorial drive, tulsa, ok, 74145, us",,,,,,ok,74145,Tulsa
854,Sonic,"4515 perkiomen avenue, reading, pa, 19606, us",,4.26,,,,pa,19606,Berks
855,Sonic,"850 crossings boulevard, morgantown, pa, 19520, us",,4.26,,,,pa,19520,Chester
856,Sonic,"2610 east macdade boulevard, holmes, pa, 19043, us",,4.26,,,,pa,19043,Delaware
857,Sonic,"37 west ridge pike, royersford, pa, 19468, us",,4.26,,,,pa,19468,Montgomery
858,Sonic,"2901 swede rd, norristown, pa, 19401, us",,4.26,,,,pa,19401,Montgomery
859,Sonic,"2405 easton road, willow grove, pa, 19090, us",,4.26,,,,pa,19090,Montgomery
860,Sonic,"2223 lincoln hwy e, lancaster, pa, 17602, us",,4.26,,,,pa,17602,Lancaster
861,Sonic,"4247 oregon pike, ephrata, pa, 17522, us",,4.26,,,,pa,17522,Lancaster
862,Sonic,"1753 airport road, allentown, pa, 18109, us",,4.38,,,,pa,18109,Lehigh
863,Sonic,"931 folly road, james island, sc, 29412, us",,4.26,,,,sc,29412,Charleston
864,Sonic,"119 buncombe road, greer, sc, 29650, us",,4.26,,,,sc,29650,Greenville
865,Sonic,"6398 calhoun memorial hwy, easley, sc, 29640, us",,4.07,,,,sc,29640,Pickens
866,Sonic,"1930 mr. joe white ave, myrtle beach, sc, 29577, us",,4.26,,,,sc,29577,Horry
867,Sonic,"3782 renee dr, myrtle beach, sc, 29579, us",,4.26,,,,sc,29579,Horry
868,Sonic,"800 s. kings hwy, myrtle beach, sc, 29577, us",,,,,,sc,29577,Horry
869,Sonic,"201 74th avenue north, myrtle beach, sc, 29572-3832, us",,,,,,sc,29572,Horry
870,Sonic,"1857 southlake drive, lexington, sc, 29073, us",,,,,,sc,29073,Lexington
871,Sonic,"5417 forest drive, columbia, sc, 29206, us",,4.5,,,,sc,29206,Richland
872,Sonic,"3036 broad river road, columbia, sc, 29210, us",,4.5,,,,sc,29210,Richland
873,Sonic,"2149 e. main, duncan, sc, 29334, us",,4.62,,,,sc,29334,Spartanburg
874,Sonic,"1648 celanese road, rock hill, sc, 29732, us",,3.89,,,,sc,29732,York
875,Sonic,"1906 charlotte ave, nashville, tn, 37203, us",,3.89,,,,tn,37203,Davidson
876,Sonic,"3907 brainerd road, chattanooga, tn, 37411, us",,4.01,,,,tn,37411,Hamilton
877,Sonic,"4348 ringgold rd, chattanooga, tn, 37412, us",,4.2,,,,tn,37412,Hamilton
878,Sonic,"5238 highway 153, hixson, tn, 37343, us",,,,,,tn,37343,Hamilton
879,Sonic,"4535 highway 58, chattanooga, tn, 37416, us",,,,,,tn,37416,Hamilton
880,Sonic,"4515 chapman hwy, knoxville, tn, 37920, us",,3.89,,,,tn,37920,Knox
881,Sonic,"3307 n broadway, knoxville, tn, 37917, us",,3.89,,,,tn,37917,Knox
882,Sonic,"3813 north broadway, knoxville, tn, 37917, us",,,,,,tn,37917,Knox
883,Sonic,"2021 cumberland avenue, knoxville, tn, 37916, us",,,,,,tn,37916,Knox
884,Sonic,"1650 middle tennessee blvd., murfreesboro, tn, 37130, us",,3.59,,,,tn,37130,Rutherford
885,Sonic,"308 e main st, sevierville, tn, 37862, us",,4.01,,,,tn,37862,Sevier
886,Sonic,"2246 parkway, pigeon forge, tn, 37863, us",,4.01,,,,tn,37863,Sevier
887,Sonic,"401 hillsboro road, franklin, tn, 37064, us",,4.26,,,,tn,37064,Williamson
888,Sonic,"5510 babcock rd, san antonio, tx, 78240, us",,4.26,,,,tx,78240,Bexar
889,Sonic,"422 s zorzamora, san antonio, tx, 78207, us",,4.26,,,,tx,78207,Bexar
890,Sonic,"320 fm 78, schertz, tx, 78154, us",,4.26,,,,tx,78154,Bexar
891,Sonic,"749 fm 1103, cibolo, tx, 78108, us",,4.14,,,,tx,78108,Guadalupe
892,Sonic,"6950 n loop 1604 e, san antonio, tx, 78247, us",,,,,,tx,78247,Bexar
893,Sonic,"17220 interstate highway 35 north, schertz, tx, 78154, us",,,,,,tx,78154,Bexar
894,Sonic,"17455 ih 35 n, schertz, tx, 78154, us",,,,,,tx,78154,Bexar
895,Sonic,"2815 east broadway street, pearland, tx, 77581, us",,4.01,,,,tx,77581,Brazoria
896,Sonic,"11390 monroe blvd, houston, tx, 77075, us",,4.01,,,,tx,77075,Harris
897,Sonic,"2406 s main st, pearland, tx, 77581, us",,,,,,tx,77581,Brazoria
898,Sonic,"3426 main st ste 102, pearland, tx, 77581, us",,,,,,tx,77581,Brazoria
899,Sonic,"2829 broadway st, pearland, tx, 77581, us",,,,,,tx,77581,Brazoria
900,Sonic,"19212 gulf fwy, friendswood, tx, 77546, us",,,,,,tx,77546,Galveston
901,Sonic,"512 harvey rd, college station, tx, 77840, us",,4.5,,,,tx,77840,Brazos
902,Sonic,"401 texas ave, college station, tx, 77840, us",,4.5,,,,tx,77840,Brazos
903,Sonic,"2900 texas avenue south, college station, tx, 77845, us",,4.5,,,,tx,77845,Brazos
904,Sonic,"1504 texas ave. s, college station, tx, 77840, us",,,,,,tx,77840,Brazos
905,Sonic,"12061 fm 2154, college station, tx, 77845, us",,,,,,tx,77845,Brazos
906,Sonic,"607 texas ave, college station, tx, 77840, us",,,,,,tx,77840,Brazos
907,Sonic,"721 jupiter rd, plano, tx, 75074, us",,4.26,,,,tx,75074,Collin
908,Sonic,"1601 custer rd, plano, tx, 75075, us",,4.26,,,,tx,75075,Collin
909,Sonic,"2548 k avenue, plano, tx, 75074, us",,,,,,tx,75074,Collin
910,Sonic,"7020 coit road, plano, tx, 75025, us",,,,,,tx,75025,Collin
911,Sonic,"1205 jupiter rd, plano, tx, 75074, us",,,,,,tx,75074,Collin
912,Sonic,"933 north central expressway, plano, tx, 75075, us",,,,,,tx,75075,Collin
913,Sonic,"1005 south riverfront, dallas, tx, 75207, us",,4.26,,,,tx,75207,Dallas
914,Sonic,"4801 ross avenue, dallas, tx, 75204, us",,2.99,,10.19,2.99,tx,75204,Dallas
915,Sonic,"3023 inwood rd, dallas, tx, 75235, us",,4.01,,,,tx,75235,Dallas
916,Sonic,"2030 market center, dallas, tx, 75207, us",,,,,,tx,75207,Dallas
917,Sonic,"ihop, dallas, tx, 75235, us",,,,,,tx,75235,Dallas
918,Sonic,"2327 w. shady grove, irving, tx, 75060, us",,4.26,,,,tx,75060,Dallas
919,Sonic,"3431 west walnut hill, irving, tx, 75038, us",,4.01,,,,tx,75038,Dallas
920,Sonic,"410 s loop 12, irving, tx, 75060, us",,,,,,tx,75060,Dallas
921,Sonic,"1025 west airport freeway, irving, tx, 75062, us",,,,,,tx,75062,Dallas
922,Sonic,"502 n. o'connor rd, irving, tx, 75061, us",,,,,,tx,75061,Dallas
923,Sonic,"4115 w. airport frwy., irving, tx, 75062, us",,,,,,tx,75062,Dallas
924,Sonic,"100 n nichols st, fort worth, tx, 76102, us",,3.59,,,,tx,76102,Tarrant
925,Sonic,"301 university dr, fort worth, tx, 76107, us",,4.26,,,,tx,76107,Tarrant
926,Sonic,"3701 west fwy, fort worth, tx, 76107, us",,,,,,tx,76107,Tarrant
927,Sonic,"515 s henderson st, fort worth, tx, 76104, us",,,,,,tx,76104,Tarrant
928,Sonic,"3112 e berry st, fort worth, tx, 76119, us",,,,,,tx,76119,Tarrant
929,Sonic,"4200 south freeway, fort worth, tx, 76115, us",,,,,,tx,76115,Tarrant
930,Sonic,"5930 cromo drive, el paso, tx, 79912, us",,4.01,,,,tx,79912,El Paso
931,Sonic,"2720 washington ave, houston, tx, 77007, us",,4.01,,,,tx,77007,Harris
932,Sonic,"3626 old spanish trail, houston, tx, 77021, us",,4.26,,,,tx,77021,Harris
933,Sonic,"3639 westheimer rd, houston, tx, 77027, us",,,,,,tx,77027,Harris
934,Sonic,"4639 irvington, houston, tx, 77009, us",,,,,,tx,77009,Harris
935,Sonic,"1801 durham, houston, tx, 77007, us",,,,,,tx,77007,Harris
936,Sonic,"3110 w dallas st, houston, tx, 77019, us",,,,,,tx,77019,Harris
937,Sonic,"5445 east fwy, houston, tx, 77020, us",,,,,,tx,77020,Harris
938,Sonic,"1159 w main st, league city, tx, 77573, us",,4.26,,,,tx,77573,Galveston
939,Sonic,"2311 fm rd 518 east, league city, tx, 77573, us",,4.26,,,,tx,77573,Galveston
940,Sonic,"2212 e main st, league city, tx, 77573, us",,,,,,tx,77573,Galveston
941,Sonic,"1503 w, league city, tx, 77573, us",,,,,,tx,77573,Galveston
942,Sonic,"2940 gulf freeway, league city, tx, 77573, us",,,,,,tx,77573,Galveston
943,Sonic,"1400 nasa rd. 1, nassau bay, tx, 77058, us",,,,,,tx,77058,Harris
944,Sonic,"3107 red bluff rd, pasadena, tx, 77503, us",,,,,,tx,77503,Harris
945,Sonic,"2616 spencer highway, pasadena, tx, 77504, us",,4.38,,,,tx,77504,Harris
946,Sonic,"10802 hughes road, houston, tx, 77089, us",,,,,,tx,77089,Harris
947,Sonic,"701 s jackson rd, pharr, tx, 78577, us",,4.26,,,,tx,78577,Hidalgo
948,Sonic,"1040 s 11th st, beaumont, tx, 77701, us",,4.26,,,,tx,77701,Jefferson
949,Sonic,"425 n 23rd st, beaumont, tx, 77707, us",,4.26,,,,tx,77707,Jefferson
950,Sonic,"6425 phelan boulevard, beaumont, tx, 77706, us",,,,,,tx,77706,Jefferson
951,Sonic,"3830 college st, beaumont, tx, 77701, us",,,,,,tx,77701,Jefferson
952,Sonic,"1550 interstate 10 e, beaumont, tx, 77703, us",,,,,,tx,77703,Jefferson
953,Sonic,"3850 college street, beaumont, tx, 77701, us",,,,,,tx,77701,Jefferson
954,Sonic,"1901 34th st, lubbock, tx, 79412, us",,4.79,,,,tx,79412,Lubbock
955,Sonic,"101 n. university, lubbock, tx, 79415, us",,4.79,,,,tx,79415,Lubbock
956,Sonic,"1702 19th st, lubbock, tx, 79401, us",,,,,,tx,79401,Lubbock
957,Sonic,"1109 university ave, lubbock, tx, 79401, us",,,,,,tx,79401,Lubbock
958,Sonic,"1627 university ave, lubbock, tx, 79401, us",,,,,,tx,79401,Lubbock
959,Sonic,"2414 mac davis lane, lubbock, tx, 79401, us",,,,,,tx,79401,Lubbock
960,Sonic,"3500 ayers street, corpus christi, tx, 78415, us",,4.26,,,,tx,78415,Nueces
961,Sonic,"4801 s staples, corpus christi, tx, 78411, us",,4.26,,,,tx,78411,Nueces
962,Sonic,"3155 s padre island dr, corpus christi, tx, 78415, us",,,,,,tx,78415,Nueces
963,Sonic,"2037 s padre island drive, corpus christi, tx, 78417, us",,,,,,tx,78417,Nueces
964,Sonic,"2021 morgan ave, corpus christi, tx, 78405-1541, us",,,,,,tx,78405,Nueces
965,Sonic,"409 w randol mill rd, arlington, tx, 76011, us",,4.26,,,,tx,76011,Tarrant
