menu_item,menu_item_price,menu_item_calories,restaurant_address
Big Bacon Classic Triple,8.39,"1,220","6351 E. 82Nd Street, Indianapolis, IN, 46250, US"
Bacon Double Stack,4.19,440,"6351 E. 82Nd Street, Indianapolis, IN, 46250, US"
Jr. Bacon Cheeseburger,3.39,370,"6351 E. 82Nd Street, Indianapolis, IN, 46250, US"
Jr. Cheeseburger Deluxe,2.59,350,"6351 E. 82Nd Street, Indianapolis, IN, 46250, US"
Jr. Cheeseburger,1.99,290,"6351 E. 82Nd Street, Indianapolis, IN, 46250, US"
Double Stack™,3.49,410,"6351 E. 82Nd Street, Indianapolis, IN, 46250, US"
Jr. Hamburger,1.79,250,"6351 E. 82Nd Street, Indianapolis, IN, 46250, US"
French Fries,1.99-3.19,210-470,"6351 E. 82Nd Street, Indianapolis, IN, 46250, US"
Baconator Fries,3.29,460,"6351 E. 82Nd Street, Indianapolis, IN, 46250, US"
Chili Cheese Fries,3.29,520,"6351 E. 82Nd Street, Indianapolis, IN, 46250, US"
Cheese Fries,2.79,470,"6351 E. 82Nd Street, Indianapolis, IN, 46250, US"
Chili,2.59/3.59,240/340,"6351 E. 82Nd Street, Indianapolis, IN, 46250, US"
Sour Cream and Chive Baked Potato,2.59,310,"6351 E. 82Nd Street, Indianapolis, IN, 46250, US"
Plain Baked Potato,2.59,270,"6351 E. 82Nd Street, Indianapolis, IN, 46250, US"
Bacon Cheese Baked Potato,3.79,440,"6351 E. 82Nd Street, Indianapolis, IN, 46250, US"
Chili & Cheese Baked Potato,3.79,500,"6351 E. 82Nd Street, Indianapolis, IN, 46250, US"
Cheese Baked Potato,3.59,450,"6351 E. 82Nd Street, Indianapolis, IN, 46250, US"
Apple Bites,0.99,35,"6351 E. 82Nd Street, Indianapolis, IN, 46250, US"
6 PC. Crispy Chicken Nuggets,3.09,270,"6351 E. 82Nd Street, Indianapolis, IN, 46250, US"
4 PC. Crispy Chicken Nuggets,2.09,180,"6351 E. 82Nd Street, Indianapolis, IN, 46250, US"
6 PC. Spicy Chicken Nuggets,3.09,280,"6351 E. 82Nd Street, Indianapolis, IN, 46250, US"
4 PC. Spicy Chicken Nuggets,2.09,190,"6351 E. 82Nd Street, Indianapolis, IN, 46250, US"
Pretzel Baconator®,8.99,"1,050","2245 N. Meridian St, Indianapolis, IN, 46208, US"
Dave's Single®,5.39,590,"2245 N. Meridian St, Indianapolis, IN, 46208, US"
Dave's Double®,6.39,860,"2245 N. Meridian St, Indianapolis, IN, 46208, US"
Dave's Triple®,7.49,"1,160","2245 N. Meridian St, Indianapolis, IN, 46208, US"
Baconator®,7.99,960,"2245 N. Meridian St, Indianapolis, IN, 46208, US"
Son of Baconator®,6.29,630,"2245 N. Meridian St, Indianapolis, IN, 46208, US"
Big Bacon Classic®,6.39,650,"2245 N. Meridian St, Indianapolis, IN, 46208, US"
Big Bacon Classic® Double,7.39,920,"2245 N. Meridian St, Indianapolis, IN, 46208, US"
Big Bacon Classic Triple,8.39,"1,220","2245 N. Meridian St, Indianapolis, IN, 46208, US"
Bacon Double Stack,4.19,440,"2245 N. Meridian St, Indianapolis, IN, 46208, US"
Jr. Bacon Cheeseburger,3.39,370,"2245 N. Meridian St, Indianapolis, IN, 46208, US"
Jr. Cheeseburger Deluxe,2.59,350,"2245 N. Meridian St, Indianapolis, IN, 46208, US"
Jr. Cheeseburger,1.99,290,"2245 N. Meridian St, Indianapolis, IN, 46208, US"
Double Stack™,3.49,410,"2245 N. Meridian St, Indianapolis, IN, 46208, US"
Jr. Hamburger,1.79,250,"2245 N. Meridian St, Indianapolis, IN, 46208, US"
French Fries,1.99-3.19,210-470,"2245 N. Meridian St, Indianapolis, IN, 46208, US"
Baconator Fries,3.29,460,"2245 N. Meridian St, Indianapolis, IN, 46208, US"
Chili Cheese Fries,3.29,520,"2245 N. Meridian St, Indianapolis, IN, 46208, US"
Cheese Fries,2.79,470,"2245 N. Meridian St, Indianapolis, IN, 46208, US"
Chili,2.59/3.59,240/340,"2245 N. Meridian St, Indianapolis, IN, 46208, US"
Sour Cream and Chive Baked Potato,2.59,310,"2245 N. Meridian St, Indianapolis, IN, 46208, US"
Plain Baked Potato,2.59,270,"2245 N. Meridian St, Indianapolis, IN, 46208, US"
Bacon Cheese Baked Potato,3.79,440,"2245 N. Meridian St, Indianapolis, IN, 46208, US"
Chili & Cheese Baked Potato,3.79,500,"2245 N. Meridian St, Indianapolis, IN, 46208, US"
Cheese Baked Potato,3.59,450,"2245 N. Meridian St, Indianapolis, IN, 46208, US"
Apple Bites,0.99,35,"2245 N. Meridian St, Indianapolis, IN, 46208, US"
6 PC. Crispy Chicken Nuggets,3.09,270,"2245 N. Meridian St, Indianapolis, IN, 46208, US"
4 PC. Crispy Chicken Nuggets,2.09,180,"2245 N. Meridian St, Indianapolis, IN, 46208, US"
6 PC. Spicy Chicken Nuggets,3.09,280,"2245 N. Meridian St, Indianapolis, IN, 46208, US"
4 PC. Spicy Chicken Nuggets,2.09,190,"2245 N. Meridian St, Indianapolis, IN, 46208, US"
Pretzel Baconator®,8.99,"1,050","3323 E. Washington St, Indianapolis, IN, 46201, US"
Dave's Single®,5.39,590,"3323 E. Washington St, Indianapolis, IN, 46201, US"
Dave's Double®,6.39,860,"3323 E. Washington St, Indianapolis, IN, 46201, US"
Dave's Triple®,7.49,"1,160","3323 E. Washington St, Indianapolis, IN, 46201, US"
Baconator®,7.99,960,"3323 E. Washington St, Indianapolis, IN, 46201, US"
Son of Baconator®,6.29,630,"3323 E. Washington St, Indianapolis, IN, 46201, US"
Big Bacon Classic®,6.39,650,"3323 E. Washington St, Indianapolis, IN, 46201, US"
Big Bacon Classic® Double,7.39,920,"3323 E. Washington St, Indianapolis, IN, 46201, US"
Big Bacon Classic Triple,8.39,"1,220","3323 E. Washington St, Indianapolis, IN, 46201, US"
Bacon Double Stack,4.19,440,"3323 E. Washington St, Indianapolis, IN, 46201, US"
Jr. Bacon Cheeseburger,3.39,370,"3323 E. Washington St, Indianapolis, IN, 46201, US"
Jr. Cheeseburger Deluxe,2.59,350,"3323 E. Washington St, Indianapolis, IN, 46201, US"
Jr. Cheeseburger,1.99,290,"3323 E. Washington St, Indianapolis, IN, 46201, US"
Double Stack™,3.49,410,"3323 E. Washington St, Indianapolis, IN, 46201, US"
Jr. Hamburger,1.79,250,"3323 E. Washington St, Indianapolis, IN, 46201, US"
French Fries,1.99-3.19,210-470,"3323 E. Washington St, Indianapolis, IN, 46201, US"
Baconator Fries,3.29,460,"3323 E. Washington St, Indianapolis, IN, 46201, US"
Chili Cheese Fries,3.29,520,"3323 E. Washington St, Indianapolis, IN, 46201, US"
Cheese Fries,2.79,470,"3323 E. Washington St, Indianapolis, IN, 46201, US"
Chili,2.59/3.59,240/340,"3323 E. Washington St, Indianapolis, IN, 46201, US"
Sour Cream and Chive Baked Potato,2.59,310,"3323 E. Washington St, Indianapolis, IN, 46201, US"
Plain Baked Potato,2.59,270,"3323 E. Washington St, Indianapolis, IN, 46201, US"
Bacon Cheese Baked Potato,3.79,440,"3323 E. Washington St, Indianapolis, IN, 46201, US"
Chili & Cheese Baked Potato,3.79,500,"3323 E. Washington St, Indianapolis, IN, 46201, US"
Cheese Baked Potato,3.59,450,"3323 E. Washington St, Indianapolis, IN, 46201, US"
Apple Bites,0.99,35,"3323 E. Washington St, Indianapolis, IN, 46201, US"
6 PC. Crispy Chicken Nuggets,3.09,270,"3323 E. Washington St, Indianapolis, IN, 46201, US"
4 PC. Crispy Chicken Nuggets,2.09,180,"3323 E. Washington St, Indianapolis, IN, 46201, US"
6 PC. Spicy Chicken Nuggets,3.09,280,"3323 E. Washington St, Indianapolis, IN, 46201, US"
4 PC. Spicy Chicken Nuggets,2.09,190,"3323 E. Washington St, Indianapolis, IN, 46201, US"
Pretzel Baconator®,8.49,"1,050","3640 SOUTH KEYSTONE AVENUE, INDIANAPOLIS, IN, 46227, US"
Dave's Single®,5.89,590,"3640 SOUTH KEYSTONE AVENUE, INDIANAPOLIS, IN, 46227, US"
Dave's Double®,6.99,860,"3640 SOUTH KEYSTONE AVENUE, INDIANAPOLIS, IN, 46227, US"
Dave's Triple®,7.99,"1,160","3640 SOUTH KEYSTONE AVENUE, INDIANAPOLIS, IN, 46227, US"
Baconator®,8.19,960,"3640 SOUTH KEYSTONE AVENUE, INDIANAPOLIS, IN, 46227, US"
Son of Baconator®,6.99,630,"3640 SOUTH KEYSTONE AVENUE, INDIANAPOLIS, IN, 46227, US"
Big Bacon Classic®,6.99,650,"3640 SOUTH KEYSTONE AVENUE, INDIANAPOLIS, IN, 46227, US"
Big Bacon Classic® Double,8.09,920,"3640 SOUTH KEYSTONE AVENUE, INDIANAPOLIS, IN, 46227, US"
Big Bacon Classic Triple,9.19,"1,220","3640 SOUTH KEYSTONE AVENUE, INDIANAPOLIS, IN, 46227, US"
Bacon Double Stack,4.59,440,"3640 SOUTH KEYSTONE AVENUE, INDIANAPOLIS, IN, 46227, US"
Jr. Bacon Cheeseburger,3.59,370,"3640 SOUTH KEYSTONE AVENUE, INDIANAPOLIS, IN, 46227, US"
Jr. Cheeseburger Deluxe,2.59,340,"3640 SOUTH KEYSTONE AVENUE, INDIANAPOLIS, IN, 46227, US"
Jr. Cheeseburger,2.19,290,"3640 SOUTH KEYSTONE AVENUE, INDIANAPOLIS, IN, 46227, US"
Double Stack™,3.99,410,"3640 SOUTH KEYSTONE AVENUE, INDIANAPOLIS, IN, 46227, US"
Jr. Hamburger,1.99,250,"3640 SOUTH KEYSTONE AVENUE, INDIANAPOLIS, IN, 46227, US"
French Fries,1.99-3.49,210-470,"3640 SOUTH KEYSTONE AVENUE, INDIANAPOLIS, IN, 46227, US"
Baconator Fries,3.99,460,"3640 SOUTH KEYSTONE AVENUE, INDIANAPOLIS, IN, 46227, US"
Chili Cheese Fries,3.99,520,"3640 SOUTH KEYSTONE AVENUE, INDIANAPOLIS, IN, 46227, US"
Cheese Fries,3.99,470,"3640 SOUTH KEYSTONE AVENUE, INDIANAPOLIS, IN, 46227, US"
Family Chili,16.99,"1,100","3640 SOUTH KEYSTONE AVENUE, INDIANAPOLIS, IN, 46227, US"
Chili,3.49/4.49,240/340,"3640 SOUTH KEYSTONE AVENUE, INDIANAPOLIS, IN, 46227, US"
Sour Cream and Chive Baked Potato,2.99,310,"3640 SOUTH KEYSTONE AVENUE, INDIANAPOLIS, IN, 46227, US"
Plain Baked Potato,2.99,270,"3640 SOUTH KEYSTONE AVENUE, INDIANAPOLIS, IN, 46227, US"
Bacon Cheese Baked Potato,4.29,440,"3640 SOUTH KEYSTONE AVENUE, INDIANAPOLIS, IN, 46227, US"
Chili & Cheese Baked Potato,4.29,500,"3640 SOUTH KEYSTONE AVENUE, INDIANAPOLIS, IN, 46227, US"
Cheese Baked Potato,4.29,450,"3640 SOUTH KEYSTONE AVENUE, INDIANAPOLIS, IN, 46227, US"
Apple Bites,1.29,35,"3640 SOUTH KEYSTONE AVENUE, INDIANAPOLIS, IN, 46227, US"
6 PC. Crispy Chicken Nuggets,3.39,270,"3640 SOUTH KEYSTONE AVENUE, INDIANAPOLIS, IN, 46227, US"
4 PC. Crispy Chicken Nuggets,2.29,180,"3640 SOUTH KEYSTONE AVENUE, INDIANAPOLIS, IN, 46227, US"
6 PC. Spicy Chicken Nuggets,3.39,280,"3640 SOUTH KEYSTONE AVENUE, INDIANAPOLIS, IN, 46227, US"
4 PC. Spicy Chicken Nuggets,2.19,190,"3640 SOUTH KEYSTONE AVENUE, INDIANAPOLIS, IN, 46227, US"
Pretzel Baconator®,9.89,"1,050","4935 MERLE HAY ROAD, DES MOINES, IA, 50322, US"
Dave's Single®,5.99,590,"4935 MERLE HAY ROAD, DES MOINES, IA, 50322, US"
Dave's Double®,7.19,860,"4935 MERLE HAY ROAD, DES MOINES, IA, 50322, US"
Dave's Triple®,8.39,"1,160","4935 MERLE HAY ROAD, DES MOINES, IA, 50322, US"
Baconator®,8.89,960,"4935 MERLE HAY ROAD, DES MOINES, IA, 50322, US"
Son of Baconator®,6.79,630,"4935 MERLE HAY ROAD, DES MOINES, IA, 50322, US"
Big Bacon Classic®,7.29,650,"4935 MERLE HAY ROAD, DES MOINES, IA, 50322, US"
Big Bacon Classic® Double,8.49,920,"4935 MERLE HAY ROAD, DES MOINES, IA, 50322, US"
Big Bacon Classic Triple,9.69,"1,220","4935 MERLE HAY ROAD, DES MOINES, IA, 50322, US"
Bacon Double Stack,4.19,440,"4935 MERLE HAY ROAD, DES MOINES, IA, 50322, US"
Jr. Bacon Cheeseburger,3.19,370,"4935 MERLE HAY ROAD, DES MOINES, IA, 50322, US"
Jr. Cheeseburger Deluxe,2.59,350,"4935 MERLE HAY ROAD, DES MOINES, IA, 50322, US"
Jr. Cheeseburger,2.19,290,"4935 MERLE HAY ROAD, DES MOINES, IA, 50322, US"
Double Stack™,3.19,410,"4935 MERLE HAY ROAD, DES MOINES, IA, 50322, US"
Jr. Hamburger,1.69,250,"4935 MERLE HAY ROAD, DES MOINES, IA, 50322, US"
French Fries,1.79-3.49,210-470,"4935 MERLE HAY ROAD, DES MOINES, IA, 50322, US"
Baconator Fries,4.19,460,"4935 MERLE HAY ROAD, DES MOINES, IA, 50322, US"
Chili Cheese Fries,4.19,520,"4935 MERLE HAY ROAD, DES MOINES, IA, 50322, US"
Cheese Fries,3.99,470,"4935 MERLE HAY ROAD, DES MOINES, IA, 50322, US"
Family Chili,16.99,"1,100","4935 MERLE HAY ROAD, DES MOINES, IA, 50322, US"
Chili,3.49/4.19,240/340,"4935 MERLE HAY ROAD, DES MOINES, IA, 50322, US"
Sour Cream and Chive Baked Potato,3.19,310,"4935 MERLE HAY ROAD, DES MOINES, IA, 50322, US"
Plain Baked Potato,2.99,270,"4935 MERLE HAY ROAD, DES MOINES, IA, 50322, US"
Bacon Cheese Baked Potato,4.69,440,"4935 MERLE HAY ROAD, DES MOINES, IA, 50322, US"
Chili & Cheese Baked Potato,4.69,500,"4935 MERLE HAY ROAD, DES MOINES, IA, 50322, US"
Cheese Baked Potato,4.49,450,"4935 MERLE HAY ROAD, DES MOINES, IA, 50322, US"
Apple Bites,1.39,35,"4935 MERLE HAY ROAD, DES MOINES, IA, 50322, US"
6 PC. Crispy Chicken Nuggets,3.29,270,"4935 MERLE HAY ROAD, DES MOINES, IA, 50322, US"
4 PC. Crispy Chicken Nuggets,2.49,180,"4935 MERLE HAY ROAD, DES MOINES, IA, 50322, US"
6 PC. Spicy Chicken Nuggets,3.29,280,"4935 MERLE HAY ROAD, DES MOINES, IA, 50322, US"
4 PC. Spicy Chicken Nuggets,2.49,190,"4935 MERLE HAY ROAD, DES MOINES, IA, 50322, US"
Pretzel Baconator®,9.89,"1,050","9161 Metcalf Avenue, Overland Park, KS, 66212, US"
Dave's Single®,5.99,590,"9161 Metcalf Avenue, Overland Park, KS, 66212, US"
Dave's Double®,7.49,860,"9161 Metcalf Avenue, Overland Park, KS, 66212, US"
Dave's Triple®,8.79,"1,160","9161 Metcalf Avenue, Overland Park, KS, 66212, US"
Baconator®,8.89,960,"9161 Metcalf Avenue, Overland Park, KS, 66212, US"
Son of Baconator®,6.69,630,"9161 Metcalf Avenue, Overland Park, KS, 66212, US"
Big Bacon Classic®,6.99,650,"9161 Metcalf Avenue, Overland Park, KS, 66212, US"
Big Bacon Classic® Double,8.49,920,"9161 Metcalf Avenue, Overland Park, KS, 66212, US"
Big Bacon Classic Triple,9.79,"1,220","9161 Metcalf Avenue, Overland Park, KS, 66212, US"
Bacon Double Stack,3.99,440,"9161 Metcalf Avenue, Overland Park, KS, 66212, US"
Jr. Bacon Cheeseburger,3.19,370,"9161 Metcalf Avenue, Overland Park, KS, 66212, US"
Jr. Cheeseburger Deluxe,2.79,350,"9161 Metcalf Avenue, Overland Park, KS, 66212, US"
Jr. Cheeseburger,2.39,290,"9161 Metcalf Avenue, Overland Park, KS, 66212, US"
Double Stack™,3.39,410,"9161 Metcalf Avenue, Overland Park, KS, 66212, US"
Jr. Hamburger,1.99,250,"9161 Metcalf Avenue, Overland Park, KS, 66212, US"
French Fries,1.49-3.49,210-470,"9161 Metcalf Avenue, Overland Park, KS, 66212, US"
Baconator Fries,4.39,460,"9161 Metcalf Avenue, Overland Park, KS, 66212, US"
Chili Cheese Fries,4.39,520,"9161 Metcalf Avenue, Overland Park, KS, 66212, US"
Cheese Fries,3.59,470,"9161 Metcalf Avenue, Overland Park, KS, 66212, US"
Family Chili,12.99,"1,100","9161 Metcalf Avenue, Overland Park, KS, 66212, US"
Chili,2.99/3.69,240/340,"9161 Metcalf Avenue, Overland Park, KS, 66212, US"
Sour Cream and Chive Baked Potato,2.69,310,"9161 Metcalf Avenue, Overland Park, KS, 66212, US"
Plain Baked Potato,2.39,270,"9161 Metcalf Avenue, Overland Park, KS, 66212, US"
Bacon Cheese Baked Potato,4.19,440,"9161 Metcalf Avenue, Overland Park, KS, 66212, US"
Chili & Cheese Baked Potato,4.19,500,"9161 Metcalf Avenue, Overland Park, KS, 66212, US"
Cheese Baked Potato,3.39,450,"9161 Metcalf Avenue, Overland Park, KS, 66212, US"
Apple Bites,1.39,35,"9161 Metcalf Avenue, Overland Park, KS, 66212, US"
6 PC. Crispy Chicken Nuggets,3.89,270,"9161 Metcalf Avenue, Overland Park, KS, 66212, US"
4 PC. Crispy Chicken Nuggets,2.99,180,"9161 Metcalf Avenue, Overland Park, KS, 66212, US"
6 PC. Spicy Chicken Nuggets,3.89,280,"9161 Metcalf Avenue, Overland Park, KS, 66212, US"
4 PC. Spicy Chicken Nuggets,2.99,190,"9161 Metcalf Avenue, Overland Park, KS, 66212, US"
Pretzel Baconator®,8.99,"1,050","555 S. BROADWAY, WICHITA, KS, 67202, US"
Dave's Single®,5.69,590,"555 S. BROADWAY, WICHITA, KS, 67202, US"
Dave's Double®,6.99,860,"555 S. BROADWAY, WICHITA, KS, 67202, US"
Dave's Triple®,8.29,"1,160","555 S. BROADWAY, WICHITA, KS, 67202, US"
Baconator®,8.19,960,"555 S. BROADWAY, WICHITA, KS, 67202, US"
Son of Baconator®,6.29,630,"555 S. BROADWAY, WICHITA, KS, 67202, US"
Big Bacon Classic®,6.99,650,"555 S. BROADWAY, WICHITA, KS, 67202, US"
Big Bacon Classic® Double,7.79,920,"555 S. BROADWAY, WICHITA, KS, 67202, US"
Big Bacon Classic Triple,8.79,"1,220","555 S. BROADWAY, WICHITA, KS, 67202, US"
Bacon Double Stack,3.99,440,"555 S. BROADWAY, WICHITA, KS, 67202, US"
Jr. Bacon Cheeseburger,2.89,370,"555 S. BROADWAY, WICHITA, KS, 67202, US"
Jr. Cheeseburger Deluxe,2.49,350,"555 S. BROADWAY, WICHITA, KS, 67202, US"
Jr. Cheeseburger,2.29,290,"555 S. BROADWAY, WICHITA, KS, 67202, US"
Double Stack™,3.19,410,"555 S. BROADWAY, WICHITA, KS, 67202, US"
Jr. Hamburger,1.99,250,"555 S. BROADWAY, WICHITA, KS, 67202, US"
French Fries,1.99-3.29,210-470,"555 S. BROADWAY, WICHITA, KS, 67202, US"
Baconator Fries,3.79,460,"555 S. BROADWAY, WICHITA, KS, 67202, US"
Chili Cheese Fries,3.79,520,"555 S. BROADWAY, WICHITA, KS, 67202, US"
Cheese Fries,3.49,470,"555 S. BROADWAY, WICHITA, KS, 67202, US"
Chili,2.79/3.59,240/340,"555 S. BROADWAY, WICHITA, KS, 67202, US"
Sour Cream and Chive Baked Potato,2.89,310,"555 S. BROADWAY, WICHITA, KS, 67202, US"
Plain Baked Potato,2.69,270,"555 S. BROADWAY, WICHITA, KS, 67202, US"
Bacon Cheese Baked Potato,3.99,440,"555 S. BROADWAY, WICHITA, KS, 67202, US"
Chili & Cheese Baked Potato,3.99,500,"555 S. BROADWAY, WICHITA, KS, 67202, US"
Cheese Baked Potato,3.49,450,"555 S. BROADWAY, WICHITA, KS, 67202, US"
Apple Bites,1.19,35,"555 S. BROADWAY, WICHITA, KS, 67202, US"
6 PC. Crispy Chicken Nuggets,3.19,270,"555 S. BROADWAY, WICHITA, KS, 67202, US"
4 PC. Crispy Chicken Nuggets,2.59,180,"555 S. BROADWAY, WICHITA, KS, 67202, US"
6 PC. Spicy Chicken Nuggets,3.19,280,"555 S. BROADWAY, WICHITA, KS, 67202, US"
4 PC. Spicy Chicken Nuggets,2.59,190,"555 S. BROADWAY, WICHITA, KS, 67202, US"
Pretzel Baconator®,8.99,"1,050","1705 W. 21ST STREET NORTH, WICHITA, KS, 67203, US"
Dave's Single®,5.69,590,"1705 W. 21ST STREET NORTH, WICHITA, KS, 67203, US"
Dave's Double®,6.99,860,"1705 W. 21ST STREET NORTH, WICHITA, KS, 67203, US"
Dave's Triple®,8.29,"1,160","1705 W. 21ST STREET NORTH, WICHITA, KS, 67203, US"
Baconator®,8.19,960,"1705 W. 21ST STREET NORTH, WICHITA, KS, 67203, US"
Son of Baconator®,6.29,630,"1705 W. 21ST STREET NORTH, WICHITA, KS, 67203, US"
Big Bacon Classic®,6.99,650,"1705 W. 21ST STREET NORTH, WICHITA, KS, 67203, US"
Big Bacon Classic® Double,7.79,920,"1705 W. 21ST STREET NORTH, WICHITA, KS, 67203, US"
Big Bacon Classic Triple,8.79,"1,220","1705 W. 21ST STREET NORTH, WICHITA, KS, 67203, US"
Bacon Double Stack,3.99,440,"1705 W. 21ST STREET NORTH, WICHITA, KS, 67203, US"
Jr. Bacon Cheeseburger,2.89,370,"1705 W. 21ST STREET NORTH, WICHITA, KS, 67203, US"
Jr. Cheeseburger Deluxe,2.49,350,"1705 W. 21ST STREET NORTH, WICHITA, KS, 67203, US"
Jr. Cheeseburger,2.29,290,"1705 W. 21ST STREET NORTH, WICHITA, KS, 67203, US"
Double Stack™,3.19,410,"1705 W. 21ST STREET NORTH, WICHITA, KS, 67203, US"
Jr. Hamburger,1.99,250,"1705 W. 21ST STREET NORTH, WICHITA, KS, 67203, US"
French Fries,1.99-3.29,210-470,"1705 W. 21ST STREET NORTH, WICHITA, KS, 67203, US"
Baconator Fries,3.79,460,"1705 W. 21ST STREET NORTH, WICHITA, KS, 67203, US"
Chili Cheese Fries,3.79,520,"1705 W. 21ST STREET NORTH, WICHITA, KS, 67203, US"
Cheese Fries,3.49,470,"1705 W. 21ST STREET NORTH, WICHITA, KS, 67203, US"
Family Chili,9.99,"1,100","1705 W. 21ST STREET NORTH, WICHITA, KS, 67203, US"
Chili,2.79/3.59,240/340,"1705 W. 21ST STREET NORTH, WICHITA, KS, 67203, US"
Sour Cream and Chive Baked Potato,2.89,310,"1705 W. 21ST STREET NORTH, WICHITA, KS, 67203, US"
Plain Baked Potato,2.69,270,"1705 W. 21ST STREET NORTH, WICHITA, KS, 67203, US"
Bacon Cheese Baked Potato,3.99,440,"1705 W. 21ST STREET NORTH, WICHITA, KS, 67203, US"
Chili & Cheese Baked Potato,3.99,500,"1705 W. 21ST STREET NORTH, WICHITA, KS, 67203, US"
Cheese Baked Potato,3.49,450,"1705 W. 21ST STREET NORTH, WICHITA, KS, 67203, US"
Apple Bites,1.19,35,"1705 W. 21ST STREET NORTH, WICHITA, KS, 67203, US"
6 PC. Crispy Chicken Nuggets,3.19,270,"1705 W. 21ST STREET NORTH, WICHITA, KS, 67203, US"
4 PC. Crispy Chicken Nuggets,2.59,180,"1705 W. 21ST STREET NORTH, WICHITA, KS, 67203, US"
6 PC. Spicy Chicken Nuggets,3.19,280,"1705 W. 21ST STREET NORTH, WICHITA, KS, 67203, US"
4 PC. Spicy Chicken Nuggets,2.59,190,"1705 W. 21ST STREET NORTH, WICHITA, KS, 67203, US"
Pretzel Baconator®,8.39,"1,050","9489 WESTPORT RD, LOUISVILLE, KY, 40241, US"
Dave's Single®,5.39,590,"9489 WESTPORT RD, LOUISVILLE, KY, 40241, US"
Dave's Double®,6.59,860,"9489 WESTPORT RD, LOUISVILLE, KY, 40241, US"
Dave's Triple®,7.89,"1,160","9489 WESTPORT RD, LOUISVILLE, KY, 40241, US"
Baconator®,7.39,960,"9489 WESTPORT RD, LOUISVILLE, KY, 40241, US"
Son of Baconator®,5.99,630,"9489 WESTPORT RD, LOUISVILLE, KY, 40241, US"
Big Bacon Classic®,6.19,650,"9489 WESTPORT RD, LOUISVILLE, KY, 40241, US"
Big Bacon Classic® Double,7.39,910,"9489 WESTPORT RD, LOUISVILLE, KY, 40241, US"
Big Bacon Classic Triple,8.69,"1,220","9489 WESTPORT RD, LOUISVILLE, KY, 40241, US"
Bacon Double Stack,3.79,440,"9489 WESTPORT RD, LOUISVILLE, KY, 40241, US"
Jr. Bacon Cheeseburger,3.19,370,"9489 WESTPORT RD, LOUISVILLE, KY, 40241, US"
Jr. Cheeseburger Deluxe,2.29,340,"9489 WESTPORT RD, LOUISVILLE, KY, 40241, US"
Jr. Cheeseburger,2.19,290,"9489 WESTPORT RD, LOUISVILLE, KY, 40241, US"
Double Stack™,3.19,410,"9489 WESTPORT RD, LOUISVILLE, KY, 40241, US"
Jr. Hamburger,1.99,250,"9489 WESTPORT RD, LOUISVILLE, KY, 40241, US"
French Fries,1.79-3.69,210-470,"9489 WESTPORT RD, LOUISVILLE, KY, 40241, US"
Baconator Fries,3.89,460,"9489 WESTPORT RD, LOUISVILLE, KY, 40241, US"
Chili Cheese Fries,3.89,520,"9489 WESTPORT RD, LOUISVILLE, KY, 40241, US"
Cheese Fries,3.59,470,"9489 WESTPORT RD, LOUISVILLE, KY, 40241, US"
Family Chili,14.99,"1,100","9489 WESTPORT RD, LOUISVILLE, KY, 40241, US"
Chili,3.19/3.99,240/340,"9489 WESTPORT RD, LOUISVILLE, KY, 40241, US"
Sour Cream and Chive Baked Potato,2.79,310,"9489 WESTPORT RD, LOUISVILLE, KY, 40241, US"
Plain Baked Potato,2.59,270,"9489 WESTPORT RD, LOUISVILLE, KY, 40241, US"
Bacon Cheese Baked Potato,4.49,440,"9489 WESTPORT RD, LOUISVILLE, KY, 40241, US"
Chili & Cheese Baked Potato,4.49,500,"9489 WESTPORT RD, LOUISVILLE, KY, 40241, US"
Cheese Baked Potato,3.99,450,"9489 WESTPORT RD, LOUISVILLE, KY, 40241, US"
Apple Bites,1.49,35,"9489 WESTPORT RD, LOUISVILLE, KY, 40241, US"
6 PC. Crispy Chicken Nuggets,2.99,270,"9489 WESTPORT RD, LOUISVILLE, KY, 40241, US"
4 PC. Crispy Chicken Nuggets,2.19,180,"9489 WESTPORT RD, LOUISVILLE, KY, 40241, US"
6 PC. Spicy Chicken Nuggets,2.99,280,"9489 WESTPORT RD, LOUISVILLE, KY, 40241, US"
4 PC. Spicy Chicken Nuggets,2.19,190,"9489 WESTPORT RD, LOUISVILLE, KY, 40241, US"
Pretzel Baconator®,7.99,"1,050","2374 College Drive, Baton Rouge, LA, 70808, US"
Dave's Single®,5.69,590,"2374 College Drive, Baton Rouge, LA, 70808, US"
Dave's Double®,6.69,860,"2374 College Drive, Baton Rouge, LA, 70808, US"
Dave's Triple®,7.69,"1,160","2374 College Drive, Baton Rouge, LA, 70808, US"
Baconator®,7.69,960,"2374 College Drive, Baton Rouge, LA, 70808, US"
Son of Baconator®,5.99,630,"2374 College Drive, Baton Rouge, LA, 70808, US"
Big Bacon Classic®,6.69,650,"2374 College Drive, Baton Rouge, LA, 70808, US"
Big Bacon Classic® Double,7.69,910,"2374 College Drive, Baton Rouge, LA, 70808, US"
Big Bacon Classic Triple,8.69,"1,220","2374 College Drive, Baton Rouge, LA, 70808, US"
Bacon Double Stack,3.99,440,"2374 College Drive, Baton Rouge, LA, 70808, US"
Jr. Bacon Cheeseburger,3.29,370,"2374 College Drive, Baton Rouge, LA, 70808, US"
Jr. Cheeseburger Deluxe,2.99,340,"2374 College Drive, Baton Rouge, LA, 70808, US"
