search_location,restaurant_name,item,price,restaurant_address
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Burger King,Texas Double Whopper® Meal,19.19,"819 Van Ness Avenue, San Francisco, CA 94109, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Burger King,Triple Whopper®,12.69,"819 Van Ness Avenue, San Francisco, CA 94109, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Burger King,Triple Whopper® Meal,18.19,"819 Van Ness Avenue, San Francisco, CA 94109, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Burger King,BBQ Bacon Whopper® Jr.,4.59,"819 Van Ness Avenue, San Francisco, CA 94109, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Burger King,BBQ Bacon Whopper® Jr. Meal,8.39,"819 Van Ness Avenue, San Francisco, CA 94109, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Burger King,Whopper® Jr.,4.89,"819 Van Ness Avenue, San Francisco, CA 94109, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Burger King,Whopper® Jr. Meal,12.19,"819 Van Ness Avenue, San Francisco, CA 94109, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Burger King,Bacon Double Cheeseburger,5.12,"819 Van Ness Avenue, San Francisco, CA 94109, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Burger King,Bacon Cheeseburger,3.39,"819 Van Ness Avenue, San Francisco, CA 94109, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Burger King,Cheeseburger,2.89,"819 Van Ness Avenue, San Francisco, CA 94109, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Burger King,Cheeseburger Meal,6.79,"819 Van Ness Avenue, San Francisco, CA 94109, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Burger King,Royal Crispy Chicken,7.11,"819 Van Ness Avenue, San Francisco, CA 94109, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Burger King,Royal Crispy Chicken Meal,10.74,"819 Van Ness Avenue, San Francisco, CA 94109, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Burger King,Spicy Royal Crispy Chicken,7.86,"819 Van Ness Avenue, San Francisco, CA 94109, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Burger King,Spicy Royal Crispy Chicken Meal,11.49,"819 Van Ness Avenue, San Francisco, CA 94109, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Burger King,Bacon and Swiss Royal Crispy Chicken,9.36,"819 Van Ness Avenue, San Francisco, CA 94109, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Burger King,Bacon and Swiss Royal Crispy Chicken Meal,12.99,"819 Van Ness Avenue, San Francisco, CA 94109, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Burger King,Original Chicken Sandwich,6.49,"819 Van Ness Avenue, San Francisco, CA 94109, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Burger King,4 Pc. Chicken Fries,2.39,"819 Van Ness Avenue, San Francisco, CA 94109, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Burger King,8 Pc. Chicken Fries,4.79,"819 Van Ness Avenue, San Francisco, CA 94109, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Burger King,8 Pc. Chicken Fries Meal,10.79,"819 Van Ness Avenue, San Francisco, CA 94109, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Burger King,12 Pc. Chicken Fries Meal,9.89,"819 Van Ness Avenue, San Francisco, CA 94109, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Burger King,8 Pc. Chicken Nuggets,3.39,"819 Van Ness Avenue, San Francisco, CA 94109, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Burger King,8 Pc. Chicken Nuggets Meal,6.89,"819 Van Ness Avenue, San Francisco, CA 94109, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Burger King,16 Pc. Chicken Nuggets Meal,7.99,"819 Van Ness Avenue, San Francisco, CA 94109, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Burger King,Fiery Big Fish,11.11,"819 Van Ness Avenue, San Francisco, CA 94109, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Burger King,Big Fish,8.69,"819 Van Ness Avenue, San Francisco, CA 94109, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Burger King,Big Fish Sandwich Meal,15.69,"819 Van Ness Avenue, San Francisco, CA 94109, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Burger King,Fiery Buffalo Royal Crispy Wrap,4.54,"819 Van Ness Avenue, San Francisco, CA 94109, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Burger King,Royal Crispy Wrap,4.54,"819 Van Ness Avenue, San Francisco, CA 94109, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Burger King,Spicy Royal Crispy Wrap,4.54,"819 Van Ness Avenue, San Francisco, CA 94109, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Burger King,Honey Mustard Royal Crispy Wrap,4.54,"819 Van Ness Avenue, San Francisco, CA 94109, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Burger King,Onion Rings,5.59,"819 Van Ness Avenue, San Francisco, CA 94109, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Burger King,4 Pc. Mozzarella Sticks,2.69,"819 Van Ness Avenue, San Francisco, CA 94109, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Burger King,2 Tacos,3.18,"819 Van Ness Avenue, San Francisco, CA 94109, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Burger King,Classic Oreo® Shake,6.89,"819 Van Ness Avenue, San Francisco, CA 94109, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Burger King,Chocolate Oreo® Shake,6.89,"819 Van Ness Avenue, San Francisco, CA 94109, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Burger King,Chocolate Shake,6.59,"819 Van Ness Avenue, San Francisco, CA 94109, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Burger King,Vanilla Shake,6.59,"819 Van Ness Avenue, San Francisco, CA 94109, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Burger King,Strawberry Shake,6.59,"819 Van Ness Avenue, San Francisco, CA 94109, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Burger King,Pure Life® Purified Water,2.99,"819 Van Ness Avenue, San Francisco, CA 94109, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Burger King,Iced Tea,4.99,"819 Van Ness Avenue, San Francisco, CA 94109, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Burger King,Honest Kids® Apple Juice Drink.,2.98,"819 Van Ness Avenue, San Francisco, CA 94109, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Burger King,Frozen Coke®,1.29,"819 Van Ness Avenue, San Francisco, CA 94109, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Burger King,Frozen Fanta® Wild Cherry,1.29,"819 Van Ness Avenue, San Francisco, CA 94109, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Burger King,Simply® Orange Juice,3.39,"819 Van Ness Avenue, San Francisco, CA 94109, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Burger King,Po's Panda Sundae Topped with Oreo®,2.99,"819 Van Ness Avenue, San Francisco, CA 94109, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Burger King,Soft Serve Cup,2.89,"819 Van Ness Avenue, San Francisco, CA 94109, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Burger King,Two Chocolate Chip Cookies,1.80,"819 Van Ness Avenue, San Francisco, CA 94109, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Burger King,Double Cheeseburger King Jr Meal,6.59,"819 Van Ness Avenue, San Francisco, CA 94109, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Burger King,Cheeseburger King Jr Meal,6.69,"819 Van Ness Avenue, San Francisco, CA 94109, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Burger King,4 Pc. Nugget King Jr Meal,6.59,"819 Van Ness Avenue, San Francisco, CA 94109, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Burger King,6 Pc. Nugget King Jr Meal,5.02,"819 Van Ness Avenue, San Francisco, CA 94109, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Burger King,Hamburger King Jr Meal,6.19,"819 Van Ness Avenue, San Francisco, CA 94109, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Burger King,location,"819 Van Ness Avenue, San Francisco, CA 94109, US","819 Van Ness Avenue, San Francisco, CA 94109, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Shake Shack,Fries,4.99,"3060 Fillmore Street, San Francisco, CA 94123, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Shake Shack,ShackBurger,8.89,"3060 Fillmore Street, San Francisco, CA 94123, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Shake Shack,Avocado Bacon Burger,12.49,"3060 Fillmore Street, San Francisco, CA 94123, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Shake Shack,Chicken Bites,6.59,"3060 Fillmore Street, San Francisco, CA 94123, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Shake Shack,Cheese Fries,6.29,"3060 Fillmore Street, San Francisco, CA 94123, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Shake Shack,Cheeseburger,8.69,"3060 Fillmore Street, San Francisco, CA 94123, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Shake Shack,Cookies and Cream Shake,7.29,"3060 Fillmore Street, San Francisco, CA 94123, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Shake Shack,Bacon Cheeseburger,10.89,"3060 Fillmore Street, San Francisco, CA 94123, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Shake Shack,Chicken Shack,10.49,"3060 Fillmore Street, San Francisco, CA 94123, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Shake Shack,SmokeShack,10.89,"3060 Fillmore Street, San Francisco, CA 94123, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Shake Shack,Bacon Cheese Fries,7.99,"3060 Fillmore Street, San Francisco, CA 94123, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Shake Shack,Korean BBQ Burger,11.09,"3060 Fillmore Street, San Francisco, CA 94123, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Shake Shack,Korean Style Fried Chicken Sandwich,11.59,"3060 Fillmore Street, San Francisco, CA 94123, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Shake Shack,Avocado Bacon Chicken,13.29,"3060 Fillmore Street, San Francisco, CA 94123, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Shake Shack,Strawberry Shake,7.29,"3060 Fillmore Street, San Francisco, CA 94123, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Shake Shack,Hot Dog,5.49,"3060 Fillmore Street, San Francisco, CA 94123, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Shake Shack,Spicy Korean BBQ Fries,5.99,"3060 Fillmore Street, San Francisco, CA 94123, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Shake Shack,Vanilla Shake,7.29,"3060 Fillmore Street, San Francisco, CA 94123, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Shake Shack,Golden State Double,11.29,"3060 Fillmore Street, San Francisco, CA 94123, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Shake Shack,Veggie Shack,10.89,"3060 Fillmore Street, San Francisco, CA 94123, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Shake Shack,'Shroom Burger,10.99,"3060 Fillmore Street, San Francisco, CA 94123, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Shake Shack,Shack Stack,15.19,"3060 Fillmore Street, San Francisco, CA 94123, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Shake Shack,Hamburger,8.19,"3060 Fillmore Street, San Francisco, CA 94123, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Shake Shack,Grilled Cheese,6.29,"3060 Fillmore Street, San Francisco, CA 94123, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Shake Shack,Spicy Korean BBQ Cheese Fries,7.19,"3060 Fillmore Street, San Francisco, CA 94123, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Shake Shack,Coffee &amp; Donuts Shake,8.19,"3060 Fillmore Street, San Francisco, CA 94123, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Shake Shack,Maple Snickerdoodle Shake,8.19,"3060 Fillmore Street, San Francisco, CA 94123, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Shake Shack,Black &amp; White Shake,7.29,"3060 Fillmore Street, San Francisco, CA 94123, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Shake Shack,Frozen Custard,0.00,"3060 Fillmore Street, San Francisco, CA 94123, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Shake Shack,Sunset Lemonade,5.49,"3060 Fillmore Street, San Francisco, CA 94123, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Shake Shack,Yuzu Honey Lemonade,5.49,"3060 Fillmore Street, San Francisco, CA 94123, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Shake Shack,Dragonfruit Pomegranate,5.49,"3060 Fillmore Street, San Francisco, CA 94123, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Shake Shack,Shack-made Lemonade,4.89,"3060 Fillmore Street, San Francisco, CA 94123, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Shake Shack,Fifty/Fifty,4.89,"3060 Fillmore Street, San Francisco, CA 94123, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Shake Shack,Organic Iced Tea,4.29,"3060 Fillmore Street, San Francisco, CA 94123, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Shake Shack,Fountain Soda,4.29,"3060 Fillmore Street, San Francisco, CA 94123, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Shake Shack,Draft Root Beer,4.49,"3060 Fillmore Street, San Francisco, CA 94123, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Shake Shack,Organic Apple Juice Drink,4.29,"3060 Fillmore Street, San Francisco, CA 94123, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Shake Shack,Shack2O Water,4.19,"3060 Fillmore Street, San Francisco, CA 94123, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Shake Shack,Sparkling Shack2O Water,4.19,"3060 Fillmore Street, San Francisco, CA 94123, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Shake Shack,Bag O' Bones,10.09,"3060 Fillmore Street, San Francisco, CA 94123, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Shake Shack,location,"3060 Fillmore Street, San Francisco, CA 94123, US","3060 Fillmore Street, San Francisco, CA 94123, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Sonic,SONIC Blasts®,0.00,"31187 Mission Boulevard, Hayward, CA 94544, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Sonic,Mozzarella Sticks,0.00,"31187 Mission Boulevard, Hayward, CA 94544, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Sonic,Quarter Pound Double Cheeseburger,3.56,"31187 Mission Boulevard, Hayward, CA 94544, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Sonic,Tots,0.00,"31187 Mission Boulevard, Hayward, CA 94544, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Sonic,Soft Pretzel Twist,2.37,"31187 Mission Boulevard, Hayward, CA 94544, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Sonic,Jumbo Popcorn Chicken®,0.00,"31187 Mission Boulevard, Hayward, CA 94544, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Sonic,Chili Cheese Tots,0.00,"31187 Mission Boulevard, Hayward, CA 94544, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Sonic,Hand-Mixed Classic Shakes,0.00,"31187 Mission Boulevard, Hayward, CA 94544, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Sonic,Chili Cheese Coney,2.61,"31187 Mission Boulevard, Hayward, CA 94544, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Sonic,Ched ‘R’ Peppers®,0.00,"31187 Mission Boulevard, Hayward, CA 94544, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Sonic,Hand-Mixed Master Shakes,0.00,"31187 Mission Boulevard, Hayward, CA 94544, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Sonic,Chili Cheese Fries,0.00,"31187 Mission Boulevard, Hayward, CA 94544, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Sonic,Corn Dog,2.13,"31187 Mission Boulevard, Hayward, CA 94544, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Sonic,Chicken Slinger,3.20,"31187 Mission Boulevard, Hayward, CA 94544, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Sonic,Footlong Quarter Pound Coney,5.58,"31187 Mission Boulevard, Hayward, CA 94544, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Sonic,Fries,0.00,"31187 Mission Boulevard, Hayward, CA 94544, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Sonic,All-American Dog,2.61,"31187 Mission Boulevard, Hayward, CA 94544, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Sonic,French Toast Sticks,4.27,"31187 Mission Boulevard, Hayward, CA 94544, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Sonic,Grilled Cheese,2.61,"31187 Mission Boulevard, Hayward, CA 94544, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Sonic,Onion Rings,0.00,"31187 Mission Boulevard, Hayward, CA 94544, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Sonic,Pulled Pork BBQ Totchos,0.00,"31187 Mission Boulevard, Hayward, CA 94544, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Sonic,Pulled Pork BBQ Cheeseburger,7.72,"31187 Mission Boulevard, Hayward, CA 94544, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Sonic,Pulled Pork BBQ Sandwich,4.75,"31187 Mission Boulevard, Hayward, CA 94544, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Sonic,Chocolate Covered Strawberry Shake,0.00,"31187 Mission Boulevard, Hayward, CA 94544, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Sonic,Hickory BBQ Crispy Tender Wrap,2.37,"31187 Mission Boulevard, Hayward, CA 94544, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Sonic,Cheesy Baja Crispy Tender Wrap,2.37,"31187 Mission Boulevard, Hayward, CA 94544, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Sonic,SONIC® Cheeseburger Combo,0.00,"31187 Mission Boulevard, Hayward, CA 94544, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Sonic,SuperSONIC® Double Cheeseburger Combo,0.00,"31187 Mission Boulevard, Hayward, CA 94544, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Sonic,SuperSONIC® Bacon Double Cheeseburger Combo,0.00,"31187 Mission Boulevard, Hayward, CA 94544, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Sonic,Chili Cheese Coney Combo,0.00,"31187 Mission Boulevard, Hayward, CA 94544, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Sonic,All-American Dog Combo,0.00,"31187 Mission Boulevard, Hayward, CA 94544, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Sonic,Footlong Quarter Pound Coney Combo,0.00,"31187 Mission Boulevard, Hayward, CA 94544, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Sonic,Jumbo Popcorn Chicken® Combo,0.00,"31187 Mission Boulevard, Hayward, CA 94544, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Sonic,Crispy Chicken Sandwich Combo,0.00,"31187 Mission Boulevard, Hayward, CA 94544, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Sonic,Sausage Breakfast Burrito Combo,0.00,"31187 Mission Boulevard, Hayward, CA 94544, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Sonic,Bacon Breakfast Burrito Combo,0.00,"31187 Mission Boulevard, Hayward, CA 94544, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Sonic,SuperSONIC® Breakfast Burrito Combo,0.00,"31187 Mission Boulevard, Hayward, CA 94544, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Sonic,Ultimate Meat &amp; Cheese Breakfast Burrito™ Combo,0.00,"31187 Mission Boulevard, Hayward, CA 94544, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Sonic,Sausage Breakfast TOASTER® Combo,0.00,"31187 Mission Boulevard, Hayward, CA 94544, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Sonic,Bacon Breakfast TOASTER® Combo,0.00,"31187 Mission Boulevard, Hayward, CA 94544, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Sonic,French Toast Sticks Combo,0.00,"31187 Mission Boulevard, Hayward, CA 94544, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Sonic,Garlic Butter Bacon Cheeseburger Combo,0.00,"31187 Mission Boulevard, Hayward, CA 94544, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Sonic,Hickory BBQ Cheeseburger Combo,0.00,"31187 Mission Boulevard, Hayward, CA 94544, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Sonic,Famous Slushes,0.00,"31187 Mission Boulevard, Hayward, CA 94544, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Sonic,Real Fruit Slushes,0.00,"31187 Mission Boulevard, Hayward, CA 94544, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Sonic,Limeades and Lemonades,0.00,"31187 Mission Boulevard, Hayward, CA 94544, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Sonic,Soft Drinks,0.00,"31187 Mission Boulevard, Hayward, CA 94544, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Sonic,Water,0.00,"31187 Mission Boulevard, Hayward, CA 94544, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Sonic,Iced Tea,0.00,"31187 Mission Boulevard, Hayward, CA 94544, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Sonic,Original Cold Brew Iced Coffee,0.00,"31187 Mission Boulevard, Hayward, CA 94544, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Sonic,French Vanilla Cold Brew Iced Coffee,0.00,"31187 Mission Boulevard, Hayward, CA 94544, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Sonic,Green Mountain Coffee Roasters® Coffee,1.89,"31187 Mission Boulevard, Hayward, CA 94544, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Sonic,Minute Maid® 100% Apple Juice Box,1.18,"31187 Mission Boulevard, Hayward, CA 94544, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Sonic,Milk Jug (1%) - White,1.42,"31187 Mission Boulevard, Hayward, CA 94544, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Sonic,Cup of SONIC® Ice,0.00,"31187 Mission Boulevard, Hayward, CA 94544, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Sonic,Twisted Lime Recharger,0.00,"31187 Mission Boulevard, Hayward, CA 94544, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Sonic,Blood Orange Recharger,0.00,"31187 Mission Boulevard, Hayward, CA 94544, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Sonic,Dragon Fruit Recharger,0.00,"31187 Mission Boulevard, Hayward, CA 94544, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Sonic,Red Bull Energy Drink,3.80,"31187 Mission Boulevard, Hayward, CA 94544, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Sonic,SONIC® Cheeseburger,6.89,"31187 Mission Boulevard, Hayward, CA 94544, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Sonic,SuperSONIC® Double Cheeseburger,8.56,"31187 Mission Boulevard, Hayward, CA 94544, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Sonic,SuperSONIC® Bacon Double Cheeseburger,9.27,"31187 Mission Boulevard, Hayward, CA 94544, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Sonic,Plain SONIC Cheeseburger,6.89,"31187 Mission Boulevard, Hayward, CA 94544, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Sonic,Garlic Butter Bacon Burger,8.08,"31187 Mission Boulevard, Hayward, CA 94544, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Sonic,Hickory BBQ Cheeseburger,6.89,"31187 Mission Boulevard, Hayward, CA 94544, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Sonic,Crispy Chicken Sandwich,7.01,"31187 Mission Boulevard, Hayward, CA 94544, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Sonic,Crispy Chicken Tenders,0.00,"31187 Mission Boulevard, Hayward, CA 94544, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Sonic,Wacky Pack® Jr Burger,0.00,"31187 Mission Boulevard, Hayward, CA 94544, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Sonic,Wacky Pack® Chicken Strips,0.00,"31187 Mission Boulevard, Hayward, CA 94544, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Sonic,Wacky Pack® 100% Beef Hot Dog,0.00,"31187 Mission Boulevard, Hayward, CA 94544, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Sonic,Wacky Pack® Corn Dog,0.00,"31187 Mission Boulevard, Hayward, CA 94544, US"
"1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102",Sonic,Wacky Pack® Grill Cheese Sandwich,0.00,"31187 Mission Boulevard, Hayward, CA 94544, US"
