search_location,restaurant_name,item,price,restaurant_address
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Medium French Fries,4.69,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Big Mac®,6.79,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,10 pc. Chicken McNuggets®,6.69,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,2 Cheeseburger Meal,10.19,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Filet-O-Fish®,6.39,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,McChicken®,5.29,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Cheeseburger,3.29,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,20 pc. Chicken McNuggets®,8.49,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Big Mac® Meal,12.59,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Double Quarter Pounder® with Cheese Meal,13.29,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,10 pc. Chicken McNuggets® Meal,12.19,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,40 pc. Chicken McNuggets®,16.79,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,McCrispy™,6.19,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,McCrispy™ Meal,11.79,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Straw,0.00,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Coffee Stirrer,0.00,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Knife,0.00,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Fork,0.00,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Spoons,0.00,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Quarter Pounder® with Cheese Meal,12.39,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Filet-O-Fish® Meal,11.99,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Deluxe McCrispy™ Meal,12.59,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Quarter Pounder® with Cheese Deluxe Meal,12.29,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Deluxe Spicy McCrispy™ Meal,12.69,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Double Quarter Pounder® with Cheese Deluxe Meal,14.19,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Double Bacon Quarter Pounder® with Cheese Meal,14.69,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Bacon Quarter Pounder® with Cheese Meal,13.69,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Spicy McCrispy™ Meal,11.99,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,6 pc. Chicken McNuggets®,5.89,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,4 pc. Chicken McNuggets®,4.09,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,6 pc. Chicken McNuggets® Meal,11.19,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,6 pc. Spicy Chicken McNuggets®,5.59,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,6 pc. Spicy Chicken McNuggets® Meal,11.19,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,10 pc. Spicy Chicken McNuggets®,6.49,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,10 pc. Spicy Chicken McNuggets® Meal,12.09,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,20 pc. Spicy Chicken McNuggets®,8.39,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,40 pc. Spicy Chicken McNuggets®,16.79,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Classic Big Mac® Pack,26.39,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Classic Cheeseburger Pack,20.99,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,13 Cookie Tote,9.99,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,40 pc. Chicken McNuggets® &amp; 2 Large Fries,23.99,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,40 pc. Spicy Chicken McNuggets® &amp; 2 Large Fries,23.99,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Spicy McNugget® Classic Cheeseburger Pack,20.99,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Spicy McNugget® Classic Big Mac® Pack,26.39,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Apple Pie,3.19,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Medium Chocolate Shake,5.63,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Caramel Sundae,4.29,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Plain Sundae,3.59,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Hot Fudge Sundae,4.29,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Medium Strawberry Shake,5.63,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Medium Vanilla Shake,5.63,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,OREO® Shamrock McFlurry®,4.89,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,M&amp;M® McFlurry®,5.29,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,OREO® McFlurry®,5.29,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,1 Cookie,1.69,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,2 Cookies,2.59,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Strawberry &amp; Crème Pie,3.09,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,6 pc. Chicken McNuggets® Happy Meal®,8.19,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Hamburger Happy Meal®,7.09,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,4 pc. Chicken McNugget® Happy Meal®,7.29,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,4 pc. Chicken McNuggets® Happy Meal®,7.69,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Sweet N Sour Dipping Sauce,0.00,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Ketchup Packet,0.00,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Tangy BBQ Dipping Sauce,0.00,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Creamy Ranch Sauce,0.00,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Honey Mustard,0.00,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Hot Mustard Dipping Sauce,0.00,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Mayonnaise Packet,0.00,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Spicy Buffalo,0.00,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Hot Picante Salsa,0.00,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Syrup,0.29,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Grape Jam,0.00,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Strawberry Preserve,0.00,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Mild Picante Salsa,0.00,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Salt Packet,0.00,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Honey Packet,0.00,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Creamer Packet,0.00,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Mustard Packet,0.00,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Sugar Packet,0.00,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Equal Packet,0.00,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Pepper Packet,0.00,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Splenda Packet,0.00,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Butter,0.00,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Savory Chili WcDonald's Sauce,0.00,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Apple Slices,1.79,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,3 Half Strips Bacon,2.79,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Medium Caramel Frappé,4.98,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Medium Mocha Frappé,4.98,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Medium Iced Coffee,3.39,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Medium Premium Roast Coffee,2.09,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Medium Iced Hazelnut Coffee,3.39,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Medium Iced Mocha,4.59,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Medium Iced French Vanilla Coffee,3.39,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Medium Sugar Free Vanilla Cappuccino,4.59,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Medium Iced Caramel Coffee,3.39,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Medium Iced Caramel Macchiato,4.69,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Medium Caramel Mocha,4.59,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Medium Iced French Vanilla Latte,4.79,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Medium Iced Caramel Mocha,4.59,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Medium Iced Sugar Free Vanilla Coffee,3.39,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Medium French Vanilla Latte,4.79,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Medium Iced Latte,4.79,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Medium Iced Caramel Latte,4.79,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Medium Iced Sugar Free Vanilla Latte,4.79,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Medium Caramel Macchiato,4.59,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Medium Caramel Latte,4.79,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Medium Vanilla Cappuccino,4.59,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Medium Premium Hot Chocolate,3.69,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Medium Hot Tea,1.89,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Medium Decaf Coffee,2.09,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Medium Iced Hazelnut Latte,4.79,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Medium Caramel Cappuccino,4.59,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Medium Caramel Hot Chocolate,3.69,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Medium Mocha,4.59,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Medium Latte,4.79,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Medium Hazelnut Latte,4.79,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Medium Sugar Free Vanilla Latte,4.79,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Medium Cappuccino,4.59,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Medium Hazelnut Cappuccino,4.59,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Medium Americano,3.79,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Medium Coke®,2.30,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Medium Sprite®,2.30,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Medium Diet Coke®,2.09,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Medium Strawberry Banana Smoothie,4.98,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Medium Hi-C® Orange,2.30,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Medium Fanta® Orange,2.30,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Medium Dr Pepper®,2.30,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,DASANI® Bottled Water,2.99,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Medium Minute Maid® Orange Juice,3.79,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Medium Sweet Iced Tea,2.38,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Medium Mango Pineapple Smoothie,4.98,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Medium Frozen Fanta® Wild Cherry,3.39,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Honest Kids® Organic Apple Juice Drink,2.09,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Medium Frozen Coca-Cola®,3.39,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Medium Frozen Fanta® Blue Raspberry,3.39,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Chocolate Milk,2.09,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Medium Diet Dr Pepper®,2.09,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Milk,2.09,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Medium POWERADE®,2.30,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Medium Unsweetened Iced Tea,2.09,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Medium Sweet Tea Lemonade,3.38,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Medium Unsweetened Tea Lemonade,3.09,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Medium Lemonade,3.38,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Spicy McCrispy™,6.00,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Deluxe McCrispy™,6.99,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Deluxe Spicy McCrispy™,7.59,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Bacon Quarter Pounder® with Cheese,8.39,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Quarter Pounder® with Cheese,6.69,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Double Bacon Quarter Pounder® with Cheese,9.69,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Double Quarter Pounder® with Cheese,8.59,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Double Cheeseburger,5.19,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Hamburger,2.59,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Double Hamburger,3.79,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Triple Cheeseburger,5.49,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,McDouble®,5.09,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Quarter Pounder® with Cheese Deluxe,7.09,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Double Quarter Pounder® with Cheese Deluxe,8.79,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Bacon McDouble®,5.39,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Daily Double®,5.19,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,Hot 'N Spicy McChicken®,4.99,"1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",McDonald,location,"1330 JACKSON ST, Oakland, CA 94612, US","1330 JACKSON ST, Oakland, CA 94612, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Build Your Own Munchie Meal,13.75,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Large Bacon Ultimate Cheeseburger™  Combo,17.35,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Jumbo Egg Rolls (3),6.61,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Large French Fry,5.24,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Bacon Ultimate Cheeseburger™,10.49,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Stuffed Jalapenos (7),6.74,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Chicken Nuggets (8),6.11,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Large Oreo® Shake,7.49,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Large Homestyle Ranch Chicken Club Combo,17.35,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Large Curly Fry,5.74,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Jumbo Jack® Cheeseburger,6.86,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Large Jack's Spicy Chicken® w/ Cheese Combo,16.48,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Sourdough Jack®,8.99,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Large Sourdough Jack® Combo,15.85,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Large Bacon &amp; Swiss Buttery Jack® Combo,15.85,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Jack's Spicy Chicken®,8.99,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Meat Lovers Burrito,7.99,"1826 Webster St, Alameda, CA 94501, US"
"1 Frank H. Ogawa Plaza, Oakland, CA 94612",Jack in the Box,Loaded Tiny Tacos,6.25,"1826 Webster St, Alameda, CA 94501, US"
