restaurant_name,menu_item,menu_item_price,restaurant_location,inputted_location,restaurant_rating,restaurant_distance
Jack in the Box,Berry Purple Daze Red Bull Infusion w/ Red Bull® Sugarfree,7.49,"1826 Webster St, Alameda, CA, 94501, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,1.9 mi
Jack in the Box,Large Black Iced Coffee,3.99,"1826 Webster St, Alameda, CA, 94501, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,1.9 mi
Jack in the Box,Large Gold Peak® Iced Tea,4.61,"1826 Webster St, Alameda, CA, 94501, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,1.9 mi
Jack in the Box,Jr. Bacon Cheeseburger,3.99,"1826 Webster St, Alameda, CA, 94501, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,1.9 mi
Jack in the Box,Jr. Jumbo Jack® Cheeseburger,3.74,"1826 Webster St, Alameda, CA, 94501, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,1.9 mi
Jack in the Box,Ultimate Cheeseburger™,9.24,"1826 Webster St, Alameda, CA, 94501, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,1.9 mi
Jack in the Box,Bacon &amp; Swiss Buttery Jack®,8.99,"1826 Webster St, Alameda, CA, 94501, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,1.9 mi
Jack in the Box,Jr. Jumbo Jack®,3.49,"1826 Webster St, Alameda, CA, 94501, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,1.9 mi
Jack in the Box,Double Jack®,9.24,"1826 Webster St, Alameda, CA, 94501, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,1.9 mi
Jack in the Box,Jumbo Jack®,6.24,"1826 Webster St, Alameda, CA, 94501, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,1.9 mi
Jack in the Box,Classic Buttery Jack®,8.24,"1826 Webster St, Alameda, CA, 94501, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,1.9 mi
Jack in the Box,Chicken Sandwich,2.99,"1826 Webster St, Alameda, CA, 94501, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,1.9 mi
Jack in the Box,Chicken Teriyaki Bowl,9.36,"1826 Webster St, Alameda, CA, 94501, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,1.9 mi
Jack in the Box,Cluck Sandwich,8.61,"1826 Webster St, Alameda, CA, 94501, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,1.9 mi
Jack in the Box,Homestyle Ranch Chicken Club,10.49,"1826 Webster St, Alameda, CA, 94501, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,1.9 mi
Jack in the Box,Crispy Chicken Strips (3),9.61,"1826 Webster St, Alameda, CA, 94501, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,1.9 mi
Jack in the Box,Crispy Chicken Strips (5),12.11,"1826 Webster St, Alameda, CA, 94501, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,1.9 mi
Jack in the Box,Jack's Spicy Chicken® w/ Cheese,9.61,"1826 Webster St, Alameda, CA, 94501, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,1.9 mi
Jack in the Box,Chicken Fajita Pita,8.36,"1826 Webster St, Alameda, CA, 94501, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,1.9 mi
Jack in the Box,Garden Salad w/ Grilled Chicken,10.24,"1826 Webster St, Alameda, CA, 94501, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,1.9 mi
Jack in the Box,Southwest Salad w/ Crispy Chicken,10.36,"1826 Webster St, Alameda, CA, 94501, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,1.9 mi
Jack in the Box,Grilled Chicken Sandwich,9.61,"1826 Webster St, Alameda, CA, 94501, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,1.9 mi
Jack in the Box,Garden Salad w/ Crispy Chicken,10.24,"1826 Webster St, Alameda, CA, 94501, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,1.9 mi
Jack in the Box,Southwest Salad w/ Grilled Chicken,10.36,"1826 Webster St, Alameda, CA, 94501, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,1.9 mi
Jack in the Box,Hash brown,3.74,"1826 Webster St, Alameda, CA, 94501, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,1.9 mi
Jack in the Box,Sausage Croissant,6.49,"1826 Webster St, Alameda, CA, 94501, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,1.9 mi
Jack in the Box,Supreme Croissant,6.86,"1826 Webster St, Alameda, CA, 94501, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,1.9 mi
Jack in the Box,Loaded Breakfast Sandwich,8.11,"1826 Webster St, Alameda, CA, 94501, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,1.9 mi
Jack in the Box,Breakfast Jack®,4.61,"1826 Webster St, Alameda, CA, 94501, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,1.9 mi
Jack in the Box,Sausage Breakfast Jack®,4.99,"1826 Webster St, Alameda, CA, 94501, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,1.9 mi
Jack in the Box,Ultimate Breakfast Sandwich,7.74,"1826 Webster St, Alameda, CA, 94501, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,1.9 mi
Jack in the Box,Jumbo Breakfast Platter Bacon &amp; Sausage,8.74,"1826 Webster St, Alameda, CA, 94501, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,1.9 mi
Jack in the Box,Sourdough Breakfast Sandwich,5.49,"1826 Webster St, Alameda, CA, 94501, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,1.9 mi
Jack in the Box,Mini Pancakes w/syrup,4.61,"1826 Webster St, Alameda, CA, 94501, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,1.9 mi
Jack in the Box,Bacon Breakfast Jack®,4.99,"1826 Webster St, Alameda, CA, 94501, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,1.9 mi
Jack in the Box,Jumbo Breakfast Platter w/ Bacon,8.36,"1826 Webster St, Alameda, CA, 94501, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,1.9 mi
Jack in the Box,Jumbo Breakfast Platter w/ Sausage,8.36,"1826 Webster St, Alameda, CA, 94501, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,1.9 mi
Jack in the Box,Supreme Sourdough,7.86,"1826 Webster St, Alameda, CA, 94501, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,1.9 mi
Wendy,6 PC. Spicy Chicken Nuggets,3.89,"5211 Broadway, Oakland, CA, 94618, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,2.4 mi
Wendy,Baconator® Combo,0.00,"5211 Broadway, Oakland, CA, 94618, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,2.4 mi
Wendy,Dave's Combo,0.00,"5211 Broadway, Oakland, CA, 94618, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,2.4 mi
Wendy,French Fries,0.00,"5211 Broadway, Oakland, CA, 94618, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,2.4 mi
Wendy,10 PC. Nuggets Combo,0.00,"5211 Broadway, Oakland, CA, 94618, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,2.4 mi
Wendy,Jr. Bacon Cheeseburger,3.65,"5211 Broadway, Oakland, CA, 94618, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,2.4 mi
Wendy,10 PC. Crispy Chicken Nuggets,6.33,"5211 Broadway, Oakland, CA, 94618, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,2.4 mi
Wendy,Chili,0.00,"5211 Broadway, Oakland, CA, 94618, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,2.4 mi
Wendy,Spicy Chicken Sandwich Combo,0.00,"5211 Broadway, Oakland, CA, 94618, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,2.4 mi
Wendy,Grilled Chicken Wrap Combo,0.00,"5211 Broadway, Oakland, CA, 94618, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,2.4 mi
Wendy,Big Bacon Classic® Combo,0.00,"5211 Broadway, Oakland, CA, 94618, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,2.4 mi
Wendy,Classic Chicken Sandwich Combo,0.00,"5211 Broadway, Oakland, CA, 94618, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,2.4 mi
Wendy,Asiago Ranch Chicken Club Combo,0.00,"5211 Broadway, Oakland, CA, 94618, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,2.4 mi
Wendy,Ghost Pepper Ranch Chicken Sandwich Combo,0.00,"5211 Broadway, Oakland, CA, 94618, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,2.4 mi
Wendy,Loaded Nacho Chicken Combo,0.00,"5211 Broadway, Oakland, CA, 94618, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,2.4 mi
Wendy,Loaded Nacho Cheeseburger Combo,0.00,"5211 Broadway, Oakland, CA, 94618, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,2.4 mi
Wendy,Loaded Nacho Double Cheeseburger Combo,0.00,"5211 Broadway, Oakland, CA, 94618, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,2.4 mi
Wendy,Loaded Nacho Triple Cheeseburger Combo,0.00,"5211 Broadway, Oakland, CA, 94618, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,2.4 mi
Wendy,Pretzel Baconator® Combo,0.00,"5211 Broadway, Oakland, CA, 94618, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,2.4 mi
Wendy,Crispy Panko Fish Sandwich Combo,0.00,"5211 Broadway, Oakland, CA, 94618, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,2.4 mi
Wendy,Baconator®,10.11,"5211 Broadway, Oakland, CA, 94618, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,2.4 mi
Wendy,Son of Baconator®,8.41,"5211 Broadway, Oakland, CA, 94618, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,2.4 mi
Wendy,Double Stack™,3.65,"5211 Broadway, Oakland, CA, 94618, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,2.4 mi
Wendy,Bacon Double Stack,4.14,"5211 Broadway, Oakland, CA, 94618, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,2.4 mi
Wendy,Jr. Cheeseburger Deluxe,3.28,"5211 Broadway, Oakland, CA, 94618, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,2.4 mi
Wendy,Jr. Cheeseburger,2.92,"5211 Broadway, Oakland, CA, 94618, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,2.4 mi
Wendy,Jr. Hamburger,2.43,"5211 Broadway, Oakland, CA, 94618, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,2.4 mi
Wendy,Dave's Single®,7.67,"5211 Broadway, Oakland, CA, 94618, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,2.4 mi
Wendy,Dave's Double®,9.14,"5211 Broadway, Oakland, CA, 94618, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,2.4 mi
Wendy,Dave's Triple®,10.60,"5211 Broadway, Oakland, CA, 94618, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,2.4 mi
Wendy,Big Bacon Classic®,8.53,"5211 Broadway, Oakland, CA, 94618, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,2.4 mi
Wendy,Big Bacon Classic® Double,9.99,"5211 Broadway, Oakland, CA, 94618, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,2.4 mi
Wendy,Big Bacon Classic® Triple,11.46,"5211 Broadway, Oakland, CA, 94618, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,2.4 mi
Wendy,Loaded Nacho Single Cheeseburger,8.77,"5211 Broadway, Oakland, CA, 94618, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,2.4 mi
Wendy,Loaded Nacho Double Cheeseburger,10.24,"5211 Broadway, Oakland, CA, 94618, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,2.4 mi
Wendy,Loaded Nacho Triple Cheeseburger,11.70,"5211 Broadway, Oakland, CA, 94618, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,2.4 mi
Wendy,Pretzel Baconator®,11.33,"5211 Broadway, Oakland, CA, 94618, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,2.4 mi
Wendy,6 PC. Crispy Chicken Nuggets,3.89,"5211 Broadway, Oakland, CA, 94618, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,2.4 mi
Wendy,Ghost Pepper Ranch Chicken Sandwich,9.38,"5211 Broadway, Oakland, CA, 94618, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,2.4 mi
Wendy,Grilled Chicken Wrap,8.16,"5211 Broadway, Oakland, CA, 94618, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,2.4 mi
Wendy,4 PC. Spicy Chicken Nuggets,3.04,"5211 Broadway, Oakland, CA, 94618, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,2.4 mi
Wendy,Crispy Chicken Sandwich,2.92,"5211 Broadway, Oakland, CA, 94618, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,2.4 mi
Wendy,Crispy Chicken BLT,3.40,"5211 Broadway, Oakland, CA, 94618, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,2.4 mi
Wendy,4 PC. Crispy Chicken Nuggets,3.16,"5211 Broadway, Oakland, CA, 94618, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,2.4 mi
Wendy,Classic Chicken Sandwich,8.53,"5211 Broadway, Oakland, CA, 94618, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,2.4 mi
Wendy,Spicy Chicken Sandwich,8.53,"5211 Broadway, Oakland, CA, 94618, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,2.4 mi
Wendy,Asiago Ranch Classic Chicken Club,8.77,"5211 Broadway, Oakland, CA, 94618, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,2.4 mi
Wendy,Crispy Panko Fish Sandwich,5.23,"5211 Broadway, Oakland, CA, 94618, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,2.4 mi
Wendy,Loaded Nacho Chicken,9.38,"5211 Broadway, Oakland, CA, 94618, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,2.4 mi
Wendy,Parmesan Caesar Salad,9.99,"5211 Broadway, Oakland, CA, 94618, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,2.4 mi
Wendy,Cobb Salad,9.99,"5211 Broadway, Oakland, CA, 94618, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,2.4 mi
Wendy,Taco Salad,9.99,"5211 Broadway, Oakland, CA, 94618, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,2.4 mi
Wendy,Apple Pecan Salad,9.99,"5211 Broadway, Oakland, CA, 94618, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,2.4 mi
Wendy,Sour Cream and Chive Baked Potato,3.53,"5211 Broadway, Oakland, CA, 94618, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,2.4 mi
Wendy,Bacon Cheese Baked Potato,4.87,"5211 Broadway, Oakland, CA, 94618, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,2.4 mi
Wendy,Baconator Fries,3.65,"5211 Broadway, Oakland, CA, 94618, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,2.4 mi
Wendy,Chili Cheese Fries,3.65,"5211 Broadway, Oakland, CA, 94618, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,2.4 mi
Wendy,Cheese Fries,3.40,"5211 Broadway, Oakland, CA, 94618, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,2.4 mi
Wendy,Chili &amp; Cheese Baked Potato,4.87,"5211 Broadway, Oakland, CA, 94618, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,2.4 mi
Wendy,Cheese Baked Potato,4.26,"5211 Broadway, Oakland, CA, 94618, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,2.4 mi
Wendy,Plain Baked Potato,3.16,"5211 Broadway, Oakland, CA, 94618, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,2.4 mi
Wendy,Apple Bites,1.21,"5211 Broadway, Oakland, CA, 94618, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,2.4 mi
Wendy,Queso Fries,2.92,"5211 Broadway, Oakland, CA, 94618, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,2.4 mi
Wendy,Coca-Cola®,0.00,"5211 Broadway, Oakland, CA, 94618, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,2.4 mi
Wendy,Strawberry Lemonade,0.00,"5211 Broadway, Oakland, CA, 94618, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,2.4 mi
Wendy,Blueberry Pomegranate Lemonade,0.00,"5211 Broadway, Oakland, CA, 94618, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,2.4 mi
Wendy,Diet Coke®,0.00,"5211 Broadway, Oakland, CA, 94618, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,2.4 mi
Wendy,Pineapple Mango Lemonade,0.00,"5211 Broadway, Oakland, CA, 94618, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,2.4 mi
Wendy,Sprite®,0.00,"5211 Broadway, Oakland, CA, 94618, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,2.4 mi
Wendy,Caramel Frosty® Cream Cold Brew,0.00,"5211 Broadway, Oakland, CA, 94618, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,2.4 mi
Wendy,All-Natural Lemonade,0.00,"5211 Broadway, Oakland, CA, 94618, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,2.4 mi
Wendy,Dr Pepper®,0.00,"5211 Broadway, Oakland, CA, 94618, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,2.4 mi
Wendy,Coca-Cola® Zero Sugar,0.00,"5211 Broadway, Oakland, CA, 94618, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,2.4 mi
Wendy,Vanilla Frosty® Cream Cold Brew,0.00,"5211 Broadway, Oakland, CA, 94618, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,2.4 mi
Wendy,Hi-C® Flashin' Fruit Punch®,0.00,"5211 Broadway, Oakland, CA, 94618, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,2.4 mi
Wendy,Chocolate Frosty® Cream Cold Brew,0.00,"5211 Broadway, Oakland, CA, 94618, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,2.4 mi
Wendy,Barq's® Root Beer,0.00,"5211 Broadway, Oakland, CA, 94618, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,2.4 mi
Wendy,Simply Orange® Juice,3.65,"5211 Broadway, Oakland, CA, 94618, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,2.4 mi
Wendy,Nestlé® Pure Life® Bottled Water,2.06,"5211 Broadway, Oakland, CA, 94618, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,2.4 mi
Wendy,Cold Brew,0.00,"5211 Broadway, Oakland, CA, 94618, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,2.4 mi
Wendy,Fanta® Orange,0.00,"5211 Broadway, Oakland, CA, 94618, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,2.4 mi
Wendy,Iced Tea,0.00,"5211 Broadway, Oakland, CA, 94618, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,2.4 mi
Wendy,Regular Hot Coffee,0.00,"5211 Broadway, Oakland, CA, 94618, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,2.4 mi
Wendy,Honest Kids® Fruit Punch,1.45,"5211 Broadway, Oakland, CA, 94618, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,2.4 mi
Wendy,Diet Dr Pepper®,0.00,"5211 Broadway, Oakland, CA, 94618, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,2.4 mi
Wendy,Classic Chocolate Frosty®,0.00,"5211 Broadway, Oakland, CA, 94618, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,2.4 mi
Wendy,Vanilla Frosty®,0.00,"5211 Broadway, Oakland, CA, 94618, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,2.4 mi
Wendy,Chocolate Chunk Cookie,2.06,"5211 Broadway, Oakland, CA, 94618, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,2.4 mi
Wendy,Sugar Cookie,2.06,"5211 Broadway, Oakland, CA, 94618, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,2.4 mi
Wendy,Oatmeal Bar,2.06,"5211 Broadway, Oakland, CA, 94618, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,2.4 mi
Wendy,Kids' 4PC Nuggets,6.09,"5211 Broadway, Oakland, CA, 94618, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,2.4 mi
Wendy,Kids' Cheeseburger,5.48,"5211 Broadway, Oakland, CA, 94618, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,2.4 mi
Wendy,Kids' 4 PC. Spicy Nuggets,6.09,"5211 Broadway, Oakland, CA, 94618, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,2.4 mi
Wendy,Kids' Hamburger,5.11,"5211 Broadway, Oakland, CA, 94618, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,2.4 mi
Burger King,Whopper® Meal,13.99,"1541 East 12th Street, Oakland, CA, 94606, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,1.9 mi
Burger King,Family Bundle,24.99,"1541 East 12th Street, Oakland, CA, 94606, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,1.9 mi
Burger King,Bacon King Meal,15.69,"1541 East 12th Street, Oakland, CA, 94606, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,1.9 mi
Burger King,Classic Oreo® Shake,5.39,"1541 East 12th Street, Oakland, CA, 94606, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,1.9 mi
Burger King,French Fries,3.99,"1541 East 12th Street, Oakland, CA, 94606, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,1.9 mi
Burger King,Double Whopper® Meal,15.19,"1541 East 12th Street, Oakland, CA, 94606, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,1.9 mi
Burger King,4 Pc. Mozzarella Sticks,3.99,"1541 East 12th Street, Oakland, CA, 94606, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,1.9 mi
Burger King,Double Cheeseburger,3.99,"1541 East 12th Street, Oakland, CA, 94606, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,1.9 mi
Burger King,Whopper®,8.59,"1541 East 12th Street, Oakland, CA, 94606, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,1.9 mi
Burger King,Original Chicken Sandwich Meal,13.79,"1541 East 12th Street, Oakland, CA, 94606, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,1.9 mi
Burger King,Original Chicken Sandwich,8.39,"1541 East 12th Street, Oakland, CA, 94606, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,1.9 mi
Burger King,8 Pc. Fiery Buffalo Nuggets Meal,8.75,"1541 East 12th Street, Oakland, CA, 94606, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,1.9 mi
Burger King,Fiery Buffalo Royal Crispy Wrap Meal,9.69,"1541 East 12th Street, Oakland, CA, 94606, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,1.9 mi
Burger King,Fiery Big Fish Meal,13.49,"1541 East 12th Street, Oakland, CA, 94606, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,1.9 mi
Burger King,Have-sies™,3.99,"1541 East 12th Street, Oakland, CA, 94606, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,1.9 mi
Burger King,Royal Crispy Wrap Meal,9.69,"1541 East 12th Street, Oakland, CA, 94606, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,1.9 mi
Burger King,Spicy Royal Crispy Wrap  Meal,9.69,"1541 East 12th Street, Oakland, CA, 94606, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,1.9 mi
Burger King,Honey Mustard Royal Crispy Wrap Meal,9.69,"1541 East 12th Street, Oakland, CA, 94606, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,1.9 mi
Burger King,Double Bundle,19.99,"1541 East 12th Street, Oakland, CA, 94606, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,1.9 mi
Burger King,Triple Bundle,24.99,"1541 East 12th Street, Oakland, CA, 94606, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,1.9 mi
Burger King,Royal Four,29.99,"1541 East 12th Street, Oakland, CA, 94606, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,1.9 mi
Burger King,Ultimate Wrap Bundle,24.99,"1541 East 12th Street, Oakland, CA, 94606, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,1.9 mi
Burger King,Impossible™ Whopper®,9.79,"1541 East 12th Street, Oakland, CA, 94606, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,1.9 mi
Burger King,Impossible™ Whopper® Meal,15.19,"1541 East 12th Street, Oakland, CA, 94606, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,1.9 mi
Burger King,Double Whopper®,9.79,"1541 East 12th Street, Oakland, CA, 94606, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,1.9 mi
Burger King,Triple Whopper®,10.89,"1541 East 12th Street, Oakland, CA, 94606, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,1.9 mi
Burger King,Triple Whopper® Meal,16.29,"1541 East 12th Street, Oakland, CA, 94606, US","1 Frank H. Ogawa Plaza, Oakland, CA 94612",4.5 ,1.9 mi
