,menu_item,price,calories,address
3915,Baconator Fries,3.69,460,"1874 Highway 101 South, Greer, SC, 29651, US"
3916,Chili Cheese Fries,3.69,520,"1874 Highway 101 South, Greer, SC, 29651, US"
3917,Cheese Fries,3.19,470,"1874 Highway 101 South, Greer, SC, 29651, US"
3918,Chili,2.79/3.59,240/340,"1874 Highway 101 South, Greer, SC, 29651, US"
3919,Sour Cream and Chive Baked Potato,2.69,310,"1874 Highway 101 South, Greer, SC, 29651, US"
3920,Plain Baked Potato,2.59,270,"1874 Highway 101 South, Greer, SC, 29651, US"
3921,Bacon Cheese Baked Potato,4.19,440,"1874 Highway 101 South, Greer, SC, 29651, US"
3922,Chili & Cheese Baked Potato,4.19,500,"1874 Highway 101 South, Greer, SC, 29651, US"
3923,Cheese Baked Potato,3.69,450,"1874 Highway 101 South, Greer, SC, 29651, US"
3924,Apple Bites,1.39,35,"1874 Highway 101 South, Greer, SC, 29651, US"
3925,6 PC. Crispy Chicken Nuggets,2.79,270,"1874 Highway 101 South, Greer, SC, 29651, US"
3926,4 PC. Crispy Chicken Nuggets,2.19,180,"1874 Highway 101 South, Greer, SC, 29651, US"
3927,6 PC. Spicy Chicken Nuggets,2.79,280,"1874 Highway 101 South, Greer, SC, 29651, US"
3928,4 PC. Spicy Chicken Nuggets,2.19,190,"1874 Highway 101 South, Greer, SC, 29651, US"
3929,Pretzel Baconator®,8.59,"1,050","960 East Liberty Street, York, SC, 29745, US"
3930,Dave's Single®,5.29,590,"960 East Liberty Street, York, SC, 29745, US"
3931,Dave's Double®,6.29,860,"960 East Liberty Street, York, SC, 29745, US"
3932,Dave's Triple®,7.29,"1,160","960 East Liberty Street, York, SC, 29745, US"
3933,Baconator®,7.59,960,"960 East Liberty Street, York, SC, 29745, US"
3934,Son of Baconator®,5.39,630,"960 East Liberty Street, York, SC, 29745, US"
3935,Big Bacon Classic®,5.99,650,"960 East Liberty Street, York, SC, 29745, US"
3936,Big Bacon Classic® Double,6.99,920,"960 East Liberty Street, York, SC, 29745, US"
3937,Big Bacon Classic Triple,7.99,"1,220","960 East Liberty Street, York, SC, 29745, US"
3938,Carolina Classic,5.19,540,"960 East Liberty Street, York, SC, 29745, US"
3939,Bacon Double Stack,3.39,440,"960 East Liberty Street, York, SC, 29745, US"
3940,Jr. Bacon Cheeseburger,2.89,370,"960 East Liberty Street, York, SC, 29745, US"
3941,Jr. Cheeseburger Deluxe,2.29,350,"960 East Liberty Street, York, SC, 29745, US"
3942,Jr. Cheeseburger,1.99,290,"960 East Liberty Street, York, SC, 29745, US"
3943,Double Stack™,2.99,410,"960 East Liberty Street, York, SC, 29745, US"
3944,Jr. Hamburger,1.69,250,"960 East Liberty Street, York, SC, 29745, US"
3945,French Fries,1.79-3.19,210-470,"960 East Liberty Street, York, SC, 29745, US"
3946,Baconator Fries,3.49,460,"960 East Liberty Street, York, SC, 29745, US"
3947,Chili Cheese Fries,3.49,520,"960 East Liberty Street, York, SC, 29745, US"
3948,Cheese Fries,2.79,470,"960 East Liberty Street, York, SC, 29745, US"
3949,Chili,2.69/3.49,240/340,"960 East Liberty Street, York, SC, 29745, US"
3950,Sour Cream and Chive Baked Potato,2.59,310,"960 East Liberty Street, York, SC, 29745, US"
3951,Plain Baked Potato,2.39,270,"960 East Liberty Street, York, SC, 29745, US"
3952,Bacon Cheese Baked Potato,3.69,440,"960 East Liberty Street, York, SC, 29745, US"
3953,Chili & Cheese Baked Potato,3.69,500,"960 East Liberty Street, York, SC, 29745, US"
3954,Cheese Baked Potato,3.29,450,"960 East Liberty Street, York, SC, 29745, US"
3955,Apple Bites,1.39,35,"960 East Liberty Street, York, SC, 29745, US"
3956,6 PC. Crispy Chicken Nuggets,2.49,270,"960 East Liberty Street, York, SC, 29745, US"
3957,4 PC. Crispy Chicken Nuggets,1.89,180,"960 East Liberty Street, York, SC, 29745, US"
3958,6 PC. Spicy Chicken Nuggets,2.49,280,"960 East Liberty Street, York, SC, 29745, US"
3959,4 PC. Spicy Chicken Nuggets,1.89,190,"960 East Liberty Street, York, SC, 29745, US"
3960,Pretzel Baconator®,8.59,"1,050","1375 East Main Street, Rock Hill, SC, 29730, US"
3961,Dave's Single®,5.29,590,"1375 East Main Street, Rock Hill, SC, 29730, US"
3962,Dave's Double®,6.29,860,"1375 East Main Street, Rock Hill, SC, 29730, US"
3963,Dave's Triple®,7.29,"1,160","1375 East Main Street, Rock Hill, SC, 29730, US"
3964,Baconator®,7.59,960,"1375 East Main Street, Rock Hill, SC, 29730, US"
3965,Son of Baconator®,5.39,630,"1375 East Main Street, Rock Hill, SC, 29730, US"
3966,Big Bacon Classic®,5.99,650,"1375 East Main Street, Rock Hill, SC, 29730, US"
3967,Big Bacon Classic® Double,6.99,920,"1375 East Main Street, Rock Hill, SC, 29730, US"
3968,Big Bacon Classic Triple,7.99,"1,220","1375 East Main Street, Rock Hill, SC, 29730, US"
3969,Bacon Double Stack,3.39,440,"1375 East Main Street, Rock Hill, SC, 29730, US"
3970,Jr. Bacon Cheeseburger,2.89,370,"1375 East Main Street, Rock Hill, SC, 29730, US"
3971,Jr. Cheeseburger Deluxe,2.29,340,"1375 East Main Street, Rock Hill, SC, 29730, US"
3972,Jr. Cheeseburger,1.99,290,"1375 East Main Street, Rock Hill, SC, 29730, US"
3973,Double Stack™,2.99,410,"1375 East Main Street, Rock Hill, SC, 29730, US"
3974,Jr. Hamburger,1.69,250,"1375 East Main Street, Rock Hill, SC, 29730, US"
3975,French Fries,1.79-3.19,210-470,"1375 East Main Street, Rock Hill, SC, 29730, US"
3976,Baconator Fries,3.49,460,"1375 East Main Street, Rock Hill, SC, 29730, US"
3977,Chili Cheese Fries,3.49,520,"1375 East Main Street, Rock Hill, SC, 29730, US"
3978,Cheese Fries,2.79,470,"1375 East Main Street, Rock Hill, SC, 29730, US"
3979,Chili,2.69/3.49,240/340,"1375 East Main Street, Rock Hill, SC, 29730, US"
3980,Sour Cream and Chive Baked Potato,2.59,310,"1375 East Main Street, Rock Hill, SC, 29730, US"
3981,Plain Baked Potato,2.39,270,"1375 East Main Street, Rock Hill, SC, 29730, US"
3982,Bacon Cheese Baked Potato,3.69,440,"1375 East Main Street, Rock Hill, SC, 29730, US"
3983,Chili & Cheese Baked Potato,3.69,500,"1375 East Main Street, Rock Hill, SC, 29730, US"
3984,Cheese Baked Potato,3.29,450,"1375 East Main Street, Rock Hill, SC, 29730, US"
3985,Apple Bites,1.39,35,"1375 East Main Street, Rock Hill, SC, 29730, US"
3986,6 PC. Crispy Chicken Nuggets,2.49,270,"1375 East Main Street, Rock Hill, SC, 29730, US"
3987,4 PC. Crispy Chicken Nuggets,1.89,180,"1375 East Main Street, Rock Hill, SC, 29730, US"
3988,6 PC. Spicy Chicken Nuggets,2.49,280,"1375 East Main Street, Rock Hill, SC, 29730, US"
3989,4 PC. Spicy Chicken Nuggets,1.89,190,"1375 East Main Street, Rock Hill, SC, 29730, US"
3990,Pretzel Baconator®,8.69,"1,050","802 Vantage Way Court, Nashville, TN, 37228, US"
3991,Loaded Nacho Single Cheeseburger,6.69,710,"802 Vantage Way Court, Nashville, TN, 37228, US"
3992,Loaded Nacho Double Cheeseburger,7.69,980,"802 Vantage Way Court, Nashville, TN, 37228, US"
3993,Loaded Nacho Triple Cheeseburger,8.69,"1,280","802 Vantage Way Court, Nashville, TN, 37228, US"
3994,Dave's Single®,5.89,590,"802 Vantage Way Court, Nashville, TN, 37228, US"
3995,Dave's Double®,6.89,860,"802 Vantage Way Court, Nashville, TN, 37228, US"
3996,Dave's Triple®,7.89,"1,160","802 Vantage Way Court, Nashville, TN, 37228, US"
3997,Baconator®,7.69,960,"802 Vantage Way Court, Nashville, TN, 37228, US"
3998,Son of Baconator®,5.99,630,"802 Vantage Way Court, Nashville, TN, 37228, US"
3999,Big Bacon Classic®,6.39,650,"802 Vantage Way Court, Nashville, TN, 37228, US"
4000,Big Bacon Classic® Double,7.39,910,"802 Vantage Way Court, Nashville, TN, 37228, US"
4001,Big Bacon Classic Triple,8.39,"1,220","802 Vantage Way Court, Nashville, TN, 37228, US"
4002,Bacon Double Stack,3.69,440,"802 Vantage Way Court, Nashville, TN, 37228, US"
4003,Jr. Bacon Cheeseburger,3.19,370,"802 Vantage Way Court, Nashville, TN, 37228, US"
4004,Jr. Cheeseburger Deluxe,2.49,340,"802 Vantage Way Court, Nashville, TN, 37228, US"
4005,Jr. Cheeseburger,1.99,290,"802 Vantage Way Court, Nashville, TN, 37228, US"
4006,Double Stack™,3.19,410,"802 Vantage Way Court, Nashville, TN, 37228, US"
4007,Jr. Hamburger,1.59,250,"802 Vantage Way Court, Nashville, TN, 37228, US"
4008,French Fries,1.69-2.99,210-470,"802 Vantage Way Court, Nashville, TN, 37228, US"
4009,Queso Fries,2.69,390,"802 Vantage Way Court, Nashville, TN, 37228, US"
4010,Baconator Fries,3.69,460,"802 Vantage Way Court, Nashville, TN, 37228, US"
4011,Chili Cheese Fries,3.69,520,"802 Vantage Way Court, Nashville, TN, 37228, US"
4012,Cheese Fries,2.69,470,"802 Vantage Way Court, Nashville, TN, 37228, US"
4013,Family Chili,14.99,"1,100","802 Vantage Way Court, Nashville, TN, 37228, US"
4014,Chili,2.99/3.89,240/340,"802 Vantage Way Court, Nashville, TN, 37228, US"
4015,Sour Cream and Chive Baked Potato,2.69,310,"802 Vantage Way Court, Nashville, TN, 37228, US"
4016,Plain Baked Potato,2.49,270,"802 Vantage Way Court, Nashville, TN, 37228, US"
4017,Bacon Cheese Baked Potato,4.19,440,"802 Vantage Way Court, Nashville, TN, 37228, US"
4018,Chili & Cheese Baked Potato,4.19,500,"802 Vantage Way Court, Nashville, TN, 37228, US"
4019,Cheese Baked Potato,3.69,450,"802 Vantage Way Court, Nashville, TN, 37228, US"
4020,Apple Bites,1.59,35,"802 Vantage Way Court, Nashville, TN, 37228, US"
4021,6 PC. Crispy Chicken Nuggets,2.49,270,"802 Vantage Way Court, Nashville, TN, 37228, US"
4022,4 PC. Crispy Chicken Nuggets,1.69,180,"802 Vantage Way Court, Nashville, TN, 37228, US"
4023,6 PC. Spicy Chicken Nuggets,2.49,280,"802 Vantage Way Court, Nashville, TN, 37228, US"
4024,4 PC. Spicy Chicken Nuggets,1.69,190,"802 Vantage Way Court, Nashville, TN, 37228, US"
4025,Pretzel Baconator®,8.69,"1,050","418 CUMBERLAND STREET, CHATTANOOGA, TN, 37404, US"
4026,Dave's Single®,5.39,590,"418 CUMBERLAND STREET, CHATTANOOGA, TN, 37404, US"
4027,Dave's Double®,6.59,860,"418 CUMBERLAND STREET, CHATTANOOGA, TN, 37404, US"
4028,Dave's Triple®,7.79,"1,160","418 CUMBERLAND STREET, CHATTANOOGA, TN, 37404, US"
4029,Baconator®,7.69,960,"418 CUMBERLAND STREET, CHATTANOOGA, TN, 37404, US"
4030,Son of Baconator®,5.59,630,"418 CUMBERLAND STREET, CHATTANOOGA, TN, 37404, US"
4031,Big Bacon Classic®,6.39,650,"418 CUMBERLAND STREET, CHATTANOOGA, TN, 37404, US"
4032,Big Bacon Classic® Double,7.59,910,"418 CUMBERLAND STREET, CHATTANOOGA, TN, 37404, US"
4033,Big Bacon Classic Triple,8.79,"1,220","418 CUMBERLAND STREET, CHATTANOOGA, TN, 37404, US"
4034,Bacon Double Stack,3.89,440,"418 CUMBERLAND STREET, CHATTANOOGA, TN, 37404, US"
4035,Jr. Bacon Cheeseburger,3.29,370,"418 CUMBERLAND STREET, CHATTANOOGA, TN, 37404, US"
4036,Jr. Cheeseburger Deluxe,2.49,340,"418 CUMBERLAND STREET, CHATTANOOGA, TN, 37404, US"
4037,Jr. Cheeseburger,1.99,290,"418 CUMBERLAND STREET, CHATTANOOGA, TN, 37404, US"
4038,Double Stack™,3.29,410,"418 CUMBERLAND STREET, CHATTANOOGA, TN, 37404, US"
4039,Jr. Hamburger,1.69,250,"418 CUMBERLAND STREET, CHATTANOOGA, TN, 37404, US"
4040,French Fries,1.59-3.29,210-470,"418 CUMBERLAND STREET, CHATTANOOGA, TN, 37404, US"
4041,Baconator Fries,3.79,460,"418 CUMBERLAND STREET, CHATTANOOGA, TN, 37404, US"
4042,Chili Cheese Fries,3.79,520,"418 CUMBERLAND STREET, CHATTANOOGA, TN, 37404, US"
4043,Cheese Fries,2.99,470,"418 CUMBERLAND STREET, CHATTANOOGA, TN, 37404, US"
4044,Chili,2.89/3.79,240/340,"418 CUMBERLAND STREET, CHATTANOOGA, TN, 37404, US"
4045,Sour Cream and Chive Baked Potato,2.79,310,"418 CUMBERLAND STREET, CHATTANOOGA, TN, 37404, US"
4046,Plain Baked Potato,2.59,270,"418 CUMBERLAND STREET, CHATTANOOGA, TN, 37404, US"
4047,Bacon Cheese Baked Potato,3.99,440,"418 CUMBERLAND STREET, CHATTANOOGA, TN, 37404, US"
4048,Chili & Cheese Baked Potato,3.99,500,"418 CUMBERLAND STREET, CHATTANOOGA, TN, 37404, US"
4049,Cheese Baked Potato,3.29,450,"418 CUMBERLAND STREET, CHATTANOOGA, TN, 37404, US"
4050,Apple Bites,2.00,35,"418 CUMBERLAND STREET, CHATTANOOGA, TN, 37404, US"
4051,6 PC. Crispy Chicken Nuggets,2.59,270,"418 CUMBERLAND STREET, CHATTANOOGA, TN, 37404, US"
4052,4 PC. Crispy Chicken Nuggets,1.79,180,"418 CUMBERLAND STREET, CHATTANOOGA, TN, 37404, US"
4053,6 PC. Spicy Chicken Nuggets,2.59,280,"418 CUMBERLAND STREET, CHATTANOOGA, TN, 37404, US"
4054,4 PC. Spicy Chicken Nuggets,1.79,190,"418 CUMBERLAND STREET, CHATTANOOGA, TN, 37404, US"
4055,Pretzel Baconator®,8.49,"1,050","3104 S. Broad St., Chattanooga, TN, 37408, US"
4056,Loaded Nacho Single Cheeseburger,6.69,710,"3104 S. Broad St., Chattanooga, TN, 37408, US"
4057,Loaded Nacho Double Cheeseburger,7.69,980,"3104 S. Broad St., Chattanooga, TN, 37408, US"
4058,Loaded Nacho Triple Cheeseburger,8.69,"1,280","3104 S. Broad St., Chattanooga, TN, 37408, US"
4059,Dave's Single®,5.99,590,"3104 S. Broad St., Chattanooga, TN, 37408, US"
4060,Dave's Double®,7.19,860,"3104 S. Broad St., Chattanooga, TN, 37408, US"
4061,Dave's Triple®,7.69,"1,160","3104 S. Broad St., Chattanooga, TN, 37408, US"
4062,Baconator®,7.49,960,"3104 S. Broad St., Chattanooga, TN, 37408, US"
4063,Son of Baconator®,5.79,630,"3104 S. Broad St., Chattanooga, TN, 37408, US"
4064,Big Bacon Classic®,6.59,650,"3104 S. Broad St., Chattanooga, TN, 37408, US"
4065,Big Bacon Classic® Double,7.59,910,"3104 S. Broad St., Chattanooga, TN, 37408, US"
4066,Big Bacon Classic Triple,8.59,"1,220","3104 S. Broad St., Chattanooga, TN, 37408, US"
4067,Bacon Double Stack,3.29,440,"3104 S. Broad St., Chattanooga, TN, 37408, US"
4068,Jr. Bacon Cheeseburger,2.69,370,"3104 S. Broad St., Chattanooga, TN, 37408, US"
4069,Jr. Cheeseburger Deluxe,2.19,340,"3104 S. Broad St., Chattanooga, TN, 37408, US"
4070,Jr. Cheeseburger,1.59,290,"3104 S. Broad St., Chattanooga, TN, 37408, US"
4071,Double Stack™,2.69,410,"3104 S. Broad St., Chattanooga, TN, 37408, US"
4072,Jr. Hamburger,1.39,250,"3104 S. Broad St., Chattanooga, TN, 37408, US"
4073,French Fries,1.69-3.59,210-470,"3104 S. Broad St., Chattanooga, TN, 37408, US"
4074,Queso Fries,3.29,390,"3104 S. Broad St., Chattanooga, TN, 37408, US"
4075,Baconator Fries,3.69,460,"3104 S. Broad St., Chattanooga, TN, 37408, US"
4076,Chili Cheese Fries,3.69,520,"3104 S. Broad St., Chattanooga, TN, 37408, US"
4077,Cheese Fries,3.29,470,"3104 S. Broad St., Chattanooga, TN, 37408, US"
4078,Family Chili,10.99,"1,100","3104 S. Broad St., Chattanooga, TN, 37408, US"
4079,Chili,2.39/3.19,240/340,"3104 S. Broad St., Chattanooga, TN, 37408, US"
4080,Sour Cream and Chive Baked Potato,2.59,310,"3104 S. Broad St., Chattanooga, TN, 37408, US"
4081,Plain Baked Potato,2.39,270,"3104 S. Broad St., Chattanooga, TN, 37408, US"
4082,Bacon Cheese Baked Potato,4.29,440,"3104 S. Broad St., Chattanooga, TN, 37408, US"
4083,Chili & Cheese Baked Potato,4.29,500,"3104 S. Broad St., Chattanooga, TN, 37408, US"
4084,Cheese Baked Potato,3.89,450,"3104 S. Broad St., Chattanooga, TN, 37408, US"
4085,Apple Bites,0.99,35,"3104 S. Broad St., Chattanooga, TN, 37408, US"
4086,6 PC. Crispy Chicken Nuggets,3.60,270,"3104 S. Broad St., Chattanooga, TN, 37408, US"
4087,4 PC. Crispy Chicken Nuggets,3.00,180,"3104 S. Broad St., Chattanooga, TN, 37408, US"
4088,6 PC. Spicy Chicken Nuggets,3.60,280,"3104 S. Broad St., Chattanooga, TN, 37408, US"
4089,4 PC. Spicy Chicken Nuggets,3.00,190,"3104 S. Broad St., Chattanooga, TN, 37408, US"
4090,Pretzel Baconator®,8.49,"1,050","4535 Highway 58, Chattanooga, TN, 37416, US"
4091,Loaded Nacho Single Cheeseburger,6.69,710,"4535 Highway 58, Chattanooga, TN, 37416, US"
4092,Loaded Nacho Double Cheeseburger,7.69,980,"4535 Highway 58, Chattanooga, TN, 37416, US"
4093,Loaded Nacho Triple Cheeseburger,8.69,"1,280","4535 Highway 58, Chattanooga, TN, 37416, US"
4094,Dave's Single®,5.99,590,"4535 Highway 58, Chattanooga, TN, 37416, US"
4095,Dave's Double®,7.19,860,"4535 Highway 58, Chattanooga, TN, 37416, US"
4096,Dave's Triple®,7.69,"1,160","4535 Highway 58, Chattanooga, TN, 37416, US"
4097,Baconator®,7.49,960,"4535 Highway 58, Chattanooga, TN, 37416, US"
4098,Son of Baconator®,5.79,630,"4535 Highway 58, Chattanooga, TN, 37416, US"
4099,Big Bacon Classic®,6.59,650,"4535 Highway 58, Chattanooga, TN, 37416, US"
4100,Big Bacon Classic® Double,7.59,910,"4535 Highway 58, Chattanooga, TN, 37416, US"
4101,Big Bacon Classic Triple,8.59,"1,220","4535 Highway 58, Chattanooga, TN, 37416, US"
4102,Bacon Double Stack,3.29,440,"4535 Highway 58, Chattanooga, TN, 37416, US"
4103,Jr. Bacon Cheeseburger,2.69,370,"4535 Highway 58, Chattanooga, TN, 37416, US"
4104,Jr. Cheeseburger Deluxe,2.19,340,"4535 Highway 58, Chattanooga, TN, 37416, US"
4105,Jr. Cheeseburger,1.59,290,"4535 Highway 58, Chattanooga, TN, 37416, US"
4106,Double Stack™,2.69,410,"4535 Highway 58, Chattanooga, TN, 37416, US"
4107,Jr. Hamburger,1.39,250,"4535 Highway 58, Chattanooga, TN, 37416, US"
4108,French Fries,1.69-3.59,210-470,"4535 Highway 58, Chattanooga, TN, 37416, US"
4109,Queso Fries,3.29,390,"4535 Highway 58, Chattanooga, TN, 37416, US"
4110,Baconator Fries,3.69,460,"4535 Highway 58, Chattanooga, TN, 37416, US"
4111,Chili Cheese Fries,3.69,520,"4535 Highway 58, Chattanooga, TN, 37416, US"
4112,Cheese Fries,3.29,470,"4535 Highway 58, Chattanooga, TN, 37416, US"
4113,Family Chili,10.99,"1,100","4535 Highway 58, Chattanooga, TN, 37416, US"
4114,Chili,2.39/3.19,240/340,"4535 Highway 58, Chattanooga, TN, 37416, US"
4115,Sour Cream and Chive Baked Potato,2.59,310,"4535 Highway 58, Chattanooga, TN, 37416, US"
4116,Plain Baked Potato,2.39,270,"4535 Highway 58, Chattanooga, TN, 37416, US"
4117,Bacon Cheese Baked Potato,4.29,440,"4535 Highway 58, Chattanooga, TN, 37416, US"
4118,Chili & Cheese Baked Potato,4.29,500,"4535 Highway 58, Chattanooga, TN, 37416, US"
4119,Cheese Baked Potato,3.89,450,"4535 Highway 58, Chattanooga, TN, 37416, US"
4120,Apple Bites,0.99,35,"4535 Highway 58, Chattanooga, TN, 37416, US"
4121,6 PC. Crispy Chicken Nuggets,3.60,270,"4535 Highway 58, Chattanooga, TN, 37416, US"
4122,4 PC. Crispy Chicken Nuggets,3.00,180,"4535 Highway 58, Chattanooga, TN, 37416, US"
4123,6 PC. Spicy Chicken Nuggets,3.60,280,"4535 Highway 58, Chattanooga, TN, 37416, US"
4124,4 PC. Spicy Chicken Nuggets,3.00,190,"4535 Highway 58, Chattanooga, TN, 37416, US"
4125,Pretzel Baconator®,8.69,"1,050","1315 Memorial Blvd., Murfreesboro, TN, 37129, US"
4126,Loaded Nacho Single Cheeseburger,6.69,710,"1315 Memorial Blvd., Murfreesboro, TN, 37129, US"
4127,Loaded Nacho Double Cheeseburger,7.69,980,"1315 Memorial Blvd., Murfreesboro, TN, 37129, US"
4128,Loaded Nacho Triple Cheeseburger,8.69,"1,280","1315 Memorial Blvd., Murfreesboro, TN, 37129, US"
4129,Dave's Single®,5.89,590,"1315 Memorial Blvd., Murfreesboro, TN, 37129, US"
4130,Dave's Double®,6.89,860,"1315 Memorial Blvd., Murfreesboro, TN, 37129, US"
4131,Dave's Triple®,7.89,"1,160","1315 Memorial Blvd., Murfreesboro, TN, 37129, US"
4132,Baconator®,7.69,960,"1315 Memorial Blvd., Murfreesboro, TN, 37129, US"
4133,Son of Baconator®,5.99,630,"1315 Memorial Blvd., Murfreesboro, TN, 37129, US"
4134,Big Bacon Classic®,6.39,650,"1315 Memorial Blvd., Murfreesboro, TN, 37129, US"
4135,Big Bacon Classic® Double,7.39,910,"1315 Memorial Blvd., Murfreesboro, TN, 37129, US"
4136,Big Bacon Classic Triple,8.39,"1,220","1315 Memorial Blvd., Murfreesboro, TN, 37129, US"
4137,Bacon Double Stack,3.69,440,"1315 Memorial Blvd., Murfreesboro, TN, 37129, US"
4138,Jr. Bacon Cheeseburger,3.19,370,"1315 Memorial Blvd., Murfreesboro, TN, 37129, US"
4139,Jr. Cheeseburger Deluxe,2.49,340,"1315 Memorial Blvd., Murfreesboro, TN, 37129, US"
4140,Jr. Cheeseburger,1.99,290,"1315 Memorial Blvd., Murfreesboro, TN, 37129, US"
4141,Double Stack™,3.19,410,"1315 Memorial Blvd., Murfreesboro, TN, 37129, US"
4142,Jr. Hamburger,1.59,250,"1315 Memorial Blvd., Murfreesboro, TN, 37129, US"
4143,French Fries,1.69-2.99,210-470,"1315 Memorial Blvd., Murfreesboro, TN, 37129, US"
4144,Queso Fries,2.69,390,"1315 Memorial Blvd., Murfreesboro, TN, 37129, US"
4145,Baconator Fries,3.69,460,"1315 Memorial Blvd., Murfreesboro, TN, 37129, US"
4146,Chili Cheese Fries,3.69,520,"1315 Memorial Blvd., Murfreesboro, TN, 37129, US"
4147,Cheese Fries,2.69,470,"1315 Memorial Blvd., Murfreesboro, TN, 37129, US"
4148,Chili,2.99/3.89,240/340,"1315 Memorial Blvd., Murfreesboro, TN, 37129, US"
4149,Sour Cream and Chive Baked Potato,2.69,310,"1315 Memorial Blvd., Murfreesboro, TN, 37129, US"
4150,Plain Baked Potato,2.49,270,"1315 Memorial Blvd., Murfreesboro, TN, 37129, US"
4151,Bacon Cheese Baked Potato,4.19,440,"1315 Memorial Blvd., Murfreesboro, TN, 37129, US"
4152,Chili & Cheese Baked Potato,4.19,500,"1315 Memorial Blvd., Murfreesboro, TN, 37129, US"
4153,Cheese Baked Potato,3.69,450,"1315 Memorial Blvd., Murfreesboro, TN, 37129, US"
4154,Apple Bites,1.59,35,"1315 Memorial Blvd., Murfreesboro, TN, 37129, US"
4155,6 PC. Crispy Chicken Nuggets,2.49,270,"1315 Memorial Blvd., Murfreesboro, TN, 37129, US"
4156,4 PC. Crispy Chicken Nuggets,1.69,180,"1315 Memorial Blvd., Murfreesboro, TN, 37129, US"
4157,6 PC. Spicy Chicken Nuggets,2.49,280,"1315 Memorial Blvd., Murfreesboro, TN, 37129, US"
4158,4 PC. Spicy Chicken Nuggets,1.69,190,"1315 Memorial Blvd., Murfreesboro, TN, 37129, US"
4159,Pretzel Baconator®,8.69,"1,050","1905 S Church Street, Murfreesboro, TN, 37130, US"
4160,Loaded Nacho Single Cheeseburger,6.69,710,"1905 S Church Street, Murfreesboro, TN, 37130, US"
4161,Loaded Nacho Double Cheeseburger,7.69,980,"1905 S Church Street, Murfreesboro, TN, 37130, US"
4162,Loaded Nacho Triple Cheeseburger,8.69,"1,280","1905 S Church Street, Murfreesboro, TN, 37130, US"
4163,Dave's Single®,5.89,590,"1905 S Church Street, Murfreesboro, TN, 37130, US"
4164,Dave's Double®,6.89,860,"1905 S Church Street, Murfreesboro, TN, 37130, US"
4165,Dave's Triple®,7.89,"1,160","1905 S Church Street, Murfreesboro, TN, 37130, US"
4166,Baconator®,7.69,960,"1905 S Church Street, Murfreesboro, TN, 37130, US"
4167,Son of Baconator®,5.99,630,"1905 S Church Street, Murfreesboro, TN, 37130, US"
4168,Big Bacon Classic®,6.39,650,"1905 S Church Street, Murfreesboro, TN, 37130, US"
4169,Big Bacon Classic® Double,7.39,910,"1905 S Church Street, Murfreesboro, TN, 37130, US"
4170,Big Bacon Classic Triple,8.39,"1,220","1905 S Church Street, Murfreesboro, TN, 37130, US"
4171,Bacon Double Stack,3.69,440,"1905 S Church Street, Murfreesboro, TN, 37130, US"
4172,Jr. Bacon Cheeseburger,3.19,370,"1905 S Church Street, Murfreesboro, TN, 37130, US"
4173,Jr. Cheeseburger Deluxe,2.49,340,"1905 S Church Street, Murfreesboro, TN, 37130, US"
4174,Jr. Cheeseburger,1.99,290,"1905 S Church Street, Murfreesboro, TN, 37130, US"
4175,Double Stack™,3.19,410,"1905 S Church Street, Murfreesboro, TN, 37130, US"
4176,Jr. Hamburger,1.59,250,"1905 S Church Street, Murfreesboro, TN, 37130, US"
4177,French Fries,1.69-2.99,210-470,"1905 S Church Street, Murfreesboro, TN, 37130, US"
4178,Queso Fries,2.69,390,"1905 S Church Street, Murfreesboro, TN, 37130, US"
4179,Baconator Fries,3.69,460,"1905 S Church Street, Murfreesboro, TN, 37130, US"
4180,Chili Cheese Fries,3.69,520,"1905 S Church Street, Murfreesboro, TN, 37130, US"
4181,Cheese Fries,2.69,470,"1905 S Church Street, Murfreesboro, TN, 37130, US"
4182,Family Chili,14.99,"1,100","1905 S Church Street, Murfreesboro, TN, 37130, US"
4183,Chili,2.99/3.89,240/340,"1905 S Church Street, Murfreesboro, TN, 37130, US"
4184,Sour Cream and Chive Baked Potato,2.69,310,"1905 S Church Street, Murfreesboro, TN, 37130, US"
4185,Plain Baked Potato,2.49,270,"1905 S Church Street, Murfreesboro, TN, 37130, US"
4186,Bacon Cheese Baked Potato,4.19,440,"1905 S Church Street, Murfreesboro, TN, 37130, US"
4187,Chili & Cheese Baked Potato,4.19,500,"1905 S Church Street, Murfreesboro, TN, 37130, US"
4188,Cheese Baked Potato,3.69,450,"1905 S Church Street, Murfreesboro, TN, 37130, US"
4189,Apple Bites,1.59,35,"1905 S Church Street, Murfreesboro, TN, 37130, US"
4190,6 PC. Crispy Chicken Nuggets,2.49,270,"1905 S Church Street, Murfreesboro, TN, 37130, US"
4191,4 PC. Crispy Chicken Nuggets,1.69,180,"1905 S Church Street, Murfreesboro, TN, 37130, US"
4192,6 PC. Spicy Chicken Nuggets,2.49,280,"1905 S Church Street, Murfreesboro, TN, 37130, US"
4193,4 PC. Spicy Chicken Nuggets,1.69,190,"1905 S Church Street, Murfreesboro, TN, 37130, US"
4194,Pretzel Baconator®,8.69,"1,050","1702 Memorial Blvd, Murfreesboro, TN, 37129, US"
4195,Loaded Nacho Single Cheeseburger,6.69,710,"1702 Memorial Blvd, Murfreesboro, TN, 37129, US"
