,restaurant_name,restaurant_location,menu_item_price mean_non_zero,menu_item_price median_non_zero,menu_item_price std_non_zero,restaurant_rating mean,menu_item count,number_of_ratings first,cheeseburger,specialty_item,fries,combo,hamburger,state,zip,county_name,date,uber_eats,post_policy,fast_food,local
101,Carls Jr,"700 13th street, imperial beach, ca, 91932, us",7.653684210526315,7.99,1.8357709137159324,,19,,4.39,6.19,,,,ca,91932,San Diego,2024-06-15,0,1,1,0
102,Carls Jr,"7162 broadway, lemon grove, ca, 91945, us",7.653684210526315,7.99,1.8357709137159324,,19,,4.39,6.19,,,,ca,91945,San Diego,2024-06-15,0,1,1,0
103,Carls Jr,"7432 pacific ave, stockton, ca, 95207, us",8.12375,8.79,1.8689431338325944,,24,,4.99,6.89,,,,ca,95207,San Joaquin,2024-06-15,0,1,1,0
104,Carls Jr,"775 college blvd, oceanside, ca, 92057, us",7.653684210526315,7.99,1.8357709137159324,,19,,4.39,6.19,,,,ca,92057,San Diego,2024-06-15,0,1,1,0
105,Carls Jr,"794 n brookhurst st, anaheim, ca, 92801, us",7.20111111111111,7.49,2.030295240951941,,18,,3.39,5.19,,,,ca,92801,Orange,2024-06-15,0,1,1,0
106,Carls Jr,"8150 sheldon rd, elk grove, ca, 95758, us",8.258947368421053,8.79,1.9824994716581017,,19,,4.99,6.89,,,,ca,95758,Sacramento,2024-06-15,0,1,1,0
107,Carls Jr,"840 sepulveda blvd, harbor city, ca, 90710, us",8.212222222222222,8.69,1.9892923240733835,,18,,4.99,6.69,,,,ca,90710,Los Angeles,2024-06-15,0,1,1,0
108,Carls Jr,"854 harbor blvd, west sacramento, ca, 95691, us",8.258947368421053,8.79,1.9824994716581017,,19,,4.99,6.89,,,,ca,95691,Yolo,2024-06-15,0,1,1,0
109,Carls Jr,"871 marina village pkwy, alameda, ca, 94501, us",9.160526315789474,9.89,2.7007454598279272,,19,,4.88,7.55,,,,ca,94501,Alameda,2024-06-15,0,1,1,0
110,Carls Jr,"8919 limonite ave, riverside, ca, 92509, us",8.306666666666665,8.79,1.9425784697435289,,18,,4.99,7.39,,,,ca,92509,Riverside,2024-06-15,0,1,1,0
111,Carls Jr,"899 cherry ave, san bruno, ca, 94066, us",9.160526315789474,9.89,2.7007454598279272,,19,,4.88,7.55,,,,ca,94066,San Mateo,2024-06-15,0,1,1,0
112,Carls Jr,"915 main st, oakley, ca, 94561, us",8.090526315789472,8.69,1.9081279712248431,,19,,4.99,6.69,,,,ca,94561,Contra Costa,2024-06-15,0,1,1,0
113,Carls Jr,"939 w. charter way, stockton, ca, 95206, us",8.12375,8.79,1.8689431338325944,,24,,4.99,6.89,,,,ca,95206,San Joaquin,2024-06-15,0,1,1,0
114,Carls Jr,"996 third ave., chula vista, ca, 91911, us",7.653684210526315,7.99,1.8357709137159324,,19,,4.39,6.19,,,,ca,91911,San Diego,2024-06-15,0,1,1,0
