,menu_item,price,calories,address
5833,Dave's Double®,6.29,860,"3155 S Padre Island Dr, Corpus Christi, TX, 78415, US"
5834,Dave's Triple®,7.29,"1,160","3155 S Padre Island Dr, Corpus Christi, TX, 78415, US"
5835,Baconator®,7.49,960,"3155 S Padre Island Dr, Corpus Christi, TX, 78415, US"
5836,Son of Baconator®,6.19,630,"3155 S Padre Island Dr, Corpus Christi, TX, 78415, US"
5837,Big Bacon Classic®,6.69,650,"3155 S Padre Island Dr, Corpus Christi, TX, 78415, US"
5838,Big Bacon Classic® Double,7.69,920,"3155 S Padre Island Dr, Corpus Christi, TX, 78415, US"
5839,Big Bacon Classic Triple,8.69,"1,220","3155 S Padre Island Dr, Corpus Christi, TX, 78415, US"
5840,Bacon Double Stack,3.29,440,"3155 S Padre Island Dr, Corpus Christi, TX, 78415, US"
5841,Jr. Bacon Cheeseburger,2.49,370,"3155 S Padre Island Dr, Corpus Christi, TX, 78415, US"
5842,Jr. Cheeseburger Deluxe,1.99,350,"3155 S Padre Island Dr, Corpus Christi, TX, 78415, US"
5843,Jr. Cheeseburger,1.59,290,"3155 S Padre Island Dr, Corpus Christi, TX, 78415, US"
5844,Double Stack™,2.69,410,"3155 S Padre Island Dr, Corpus Christi, TX, 78415, US"
5845,Jr. Hamburger,1.29,250,"3155 S Padre Island Dr, Corpus Christi, TX, 78415, US"
5846,Texas Double Cheeseburger,2.69,410,"3155 S Padre Island Dr, Corpus Christi, TX, 78415, US"
5847,French Fries,1.59-3.29,210-470,"3155 S Padre Island Dr, Corpus Christi, TX, 78415, US"
5848,Baconator Fries,3.49,460,"3155 S Padre Island Dr, Corpus Christi, TX, 78415, US"
5849,Chili Cheese Fries,3.49,520,"3155 S Padre Island Dr, Corpus Christi, TX, 78415, US"
5850,Cheese Fries,2.79,470,"3155 S Padre Island Dr, Corpus Christi, TX, 78415, US"
5851,Chili,2.69/3.69,240/340,"3155 S Padre Island Dr, Corpus Christi, TX, 78415, US"
5852,Sour Cream and Chive Baked Potato,2.39,310,"3155 S Padre Island Dr, Corpus Christi, TX, 78415, US"
5853,Plain Baked Potato,2.19,270,"3155 S Padre Island Dr, Corpus Christi, TX, 78415, US"
5854,Bacon Cheese Baked Potato,3.99,440,"3155 S Padre Island Dr, Corpus Christi, TX, 78415, US"
5855,Chili & Cheese Baked Potato,3.79,500,"3155 S Padre Island Dr, Corpus Christi, TX, 78415, US"
5856,Cheese Baked Potato,3.39,450,"3155 S Padre Island Dr, Corpus Christi, TX, 78415, US"
5857,Apple Bites,0.99,35,"3155 S Padre Island Dr, Corpus Christi, TX, 78415, US"
5858,6 PC. Crispy Chicken Nuggets,1.99,270,"3155 S Padre Island Dr, Corpus Christi, TX, 78415, US"
5859,4 PC. Crispy Chicken Nuggets,1.59,180,"3155 S Padre Island Dr, Corpus Christi, TX, 78415, US"
5860,6 PC. Spicy Chicken Nuggets,1.99,280,"3155 S Padre Island Dr, Corpus Christi, TX, 78415, US"
5861,4 PC. Spicy Chicken Nuggets,1.49,190,"3155 S Padre Island Dr, Corpus Christi, TX, 78415, US"
5862,Pretzel Baconator®,8.69,"1,050","409 WEST ABRAM, ARLINGTON, TX, 76010, US"
5863,Dave's Single®,5.19,590,"409 WEST ABRAM, ARLINGTON, TX, 76010, US"
5864,Dave's Double®,6.39,860,"409 WEST ABRAM, ARLINGTON, TX, 76010, US"
5865,Dave's Triple®,7.69,"1,160","409 WEST ABRAM, ARLINGTON, TX, 76010, US"
5866,Baconator®,7.69,960,"409 WEST ABRAM, ARLINGTON, TX, 76010, US"
5867,Son of Baconator®,6.29,630,"409 WEST ABRAM, ARLINGTON, TX, 76010, US"
5868,Big Bacon Classic®,6.39,650,"409 WEST ABRAM, ARLINGTON, TX, 76010, US"
5869,Big Bacon Classic® Double,7.59,920,"409 WEST ABRAM, ARLINGTON, TX, 76010, US"
5870,Big Bacon Classic Triple,8.89,"1,220","409 WEST ABRAM, ARLINGTON, TX, 76010, US"
5871,Bacon Double Stack,3.79,440,"409 WEST ABRAM, ARLINGTON, TX, 76010, US"
5872,Jr. Bacon Cheeseburger,3.19,370,"409 WEST ABRAM, ARLINGTON, TX, 76010, US"
5873,Jr. Cheeseburger Deluxe,2.29,350,"409 WEST ABRAM, ARLINGTON, TX, 76010, US"
5874,Jr. Cheeseburger,2.19,290,"409 WEST ABRAM, ARLINGTON, TX, 76010, US"
5875,Double Stack™,3.19,410,"409 WEST ABRAM, ARLINGTON, TX, 76010, US"
5876,Jr. Hamburger,1.89,250,"409 WEST ABRAM, ARLINGTON, TX, 76010, US"
5877,Texas Double Cheeseburger,3.19,410,"409 WEST ABRAM, ARLINGTON, TX, 76010, US"
5878,French Fries,1.79-3.59,210-470,"409 WEST ABRAM, ARLINGTON, TX, 76010, US"
5879,Baconator Fries,3.99,460,"409 WEST ABRAM, ARLINGTON, TX, 76010, US"
5880,Chili Cheese Fries,3.99,520,"409 WEST ABRAM, ARLINGTON, TX, 76010, US"
5881,Cheese Fries,3.59,470,"409 WEST ABRAM, ARLINGTON, TX, 76010, US"
5882,Family Chili,14.99,"1,100","409 WEST ABRAM, ARLINGTON, TX, 76010, US"
5883,Chili,3.19/4.19,240/340,"409 WEST ABRAM, ARLINGTON, TX, 76010, US"
5884,Sour Cream and Chive Baked Potato,2.89,310,"409 WEST ABRAM, ARLINGTON, TX, 76010, US"
5885,Plain Baked Potato,2.69,270,"409 WEST ABRAM, ARLINGTON, TX, 76010, US"
5886,Bacon Cheese Baked Potato,4.39,440,"409 WEST ABRAM, ARLINGTON, TX, 76010, US"
5887,Chili & Cheese Baked Potato,4.39,500,"409 WEST ABRAM, ARLINGTON, TX, 76010, US"
5888,Cheese Baked Potato,3.99,450,"409 WEST ABRAM, ARLINGTON, TX, 76010, US"
5889,Apple Bites,1.49,35,"409 WEST ABRAM, ARLINGTON, TX, 76010, US"
5890,6 PC. Crispy Chicken Nuggets,2.99,270,"409 WEST ABRAM, ARLINGTON, TX, 76010, US"
5891,4 PC. Crispy Chicken Nuggets,2.19,180,"409 WEST ABRAM, ARLINGTON, TX, 76010, US"
5892,6 PC. Spicy Chicken Nuggets,2.99,280,"409 WEST ABRAM, ARLINGTON, TX, 76010, US"
5893,4 PC. Spicy Chicken Nuggets,2.19,190,"409 WEST ABRAM, ARLINGTON, TX, 76010, US"
5894,Pretzel Baconator®,8.69,"1,050","1311 NORTH COLLINS, ARLINGTON, TX, 76011, US"
5895,Dave's Single®,5.19,590,"1311 NORTH COLLINS, ARLINGTON, TX, 76011, US"
5896,Dave's Double®,6.39,860,"1311 NORTH COLLINS, ARLINGTON, TX, 76011, US"
5897,Dave's Triple®,7.69,"1,160","1311 NORTH COLLINS, ARLINGTON, TX, 76011, US"
5898,Baconator®,7.69,960,"1311 NORTH COLLINS, ARLINGTON, TX, 76011, US"
5899,Son of Baconator®,6.29,630,"1311 NORTH COLLINS, ARLINGTON, TX, 76011, US"
5900,Big Bacon Classic®,6.39,650,"1311 NORTH COLLINS, ARLINGTON, TX, 76011, US"
5901,Big Bacon Classic® Double,7.59,920,"1311 NORTH COLLINS, ARLINGTON, TX, 76011, US"
5902,Big Bacon Classic Triple,8.89,"1,220","1311 NORTH COLLINS, ARLINGTON, TX, 76011, US"
5903,Bacon Double Stack,3.79,440,"1311 NORTH COLLINS, ARLINGTON, TX, 76011, US"
5904,Jr. Bacon Cheeseburger,3.19,370,"1311 NORTH COLLINS, ARLINGTON, TX, 76011, US"
5905,Jr. Cheeseburger Deluxe,2.29,350,"1311 NORTH COLLINS, ARLINGTON, TX, 76011, US"
5906,Jr. Cheeseburger,2.19,290,"1311 NORTH COLLINS, ARLINGTON, TX, 76011, US"
5907,Double Stack™,3.19,410,"1311 NORTH COLLINS, ARLINGTON, TX, 76011, US"
5908,Jr. Hamburger,1.89,250,"1311 NORTH COLLINS, ARLINGTON, TX, 76011, US"
5909,Texas Double Cheeseburger,3.19,410,"1311 NORTH COLLINS, ARLINGTON, TX, 76011, US"
5910,French Fries,1.79-3.59,210-470,"1311 NORTH COLLINS, ARLINGTON, TX, 76011, US"
5911,Baconator Fries,3.99,460,"1311 NORTH COLLINS, ARLINGTON, TX, 76011, US"
5912,Chili Cheese Fries,3.99,520,"1311 NORTH COLLINS, ARLINGTON, TX, 76011, US"
5913,Cheese Fries,3.59,470,"1311 NORTH COLLINS, ARLINGTON, TX, 76011, US"
5914,Family Chili,14.99,"1,100","1311 NORTH COLLINS, ARLINGTON, TX, 76011, US"
5915,Chili,3.19/4.19,240/340,"1311 NORTH COLLINS, ARLINGTON, TX, 76011, US"
5916,Sour Cream and Chive Baked Potato,2.89,310,"1311 NORTH COLLINS, ARLINGTON, TX, 76011, US"
5917,Plain Baked Potato,2.69,270,"1311 NORTH COLLINS, ARLINGTON, TX, 76011, US"
5918,Bacon Cheese Baked Potato,4.39,440,"1311 NORTH COLLINS, ARLINGTON, TX, 76011, US"
5919,Chili & Cheese Baked Potato,4.39,500,"1311 NORTH COLLINS, ARLINGTON, TX, 76011, US"
5920,Cheese Baked Potato,3.99,450,"1311 NORTH COLLINS, ARLINGTON, TX, 76011, US"
5921,Apple Bites,1.49,35,"1311 NORTH COLLINS, ARLINGTON, TX, 76011, US"
5922,6 PC. Crispy Chicken Nuggets,2.99,270,"1311 NORTH COLLINS, ARLINGTON, TX, 76011, US"
5923,4 PC. Crispy Chicken Nuggets,2.19,180,"1311 NORTH COLLINS, ARLINGTON, TX, 76011, US"
5924,6 PC. Spicy Chicken Nuggets,2.99,280,"1311 NORTH COLLINS, ARLINGTON, TX, 76011, US"
5925,4 PC. Spicy Chicken Nuggets,2.19,190,"1311 NORTH COLLINS, ARLINGTON, TX, 76011, US"
5926,Pretzel Baconator®,8.69,"1,050","2214 N Collins St, Arlington, TX, 76011, US"
5927,Dave's Single®,5.19,590,"2214 N Collins St, Arlington, TX, 76011, US"
5928,Dave's Double®,6.39,860,"2214 N Collins St, Arlington, TX, 76011, US"
5929,Dave's Triple®,7.69,"1,160","2214 N Collins St, Arlington, TX, 76011, US"
5930,Baconator®,7.69,960,"2214 N Collins St, Arlington, TX, 76011, US"
5931,Son of Baconator®,6.29,630,"2214 N Collins St, Arlington, TX, 76011, US"
5932,Big Bacon Classic®,6.39,650,"2214 N Collins St, Arlington, TX, 76011, US"
5933,Big Bacon Classic® Double,7.59,920,"2214 N Collins St, Arlington, TX, 76011, US"
5934,Big Bacon Classic Triple,8.89,"1,220","2214 N Collins St, Arlington, TX, 76011, US"
5935,Bacon Double Stack,3.79,440,"2214 N Collins St, Arlington, TX, 76011, US"
5936,Jr. Bacon Cheeseburger,3.19,370,"2214 N Collins St, Arlington, TX, 76011, US"
5937,Jr. Cheeseburger Deluxe,2.29,350,"2214 N Collins St, Arlington, TX, 76011, US"
5938,Jr. Cheeseburger,2.19,290,"2214 N Collins St, Arlington, TX, 76011, US"
5939,Double Stack™,3.19,410,"2214 N Collins St, Arlington, TX, 76011, US"
5940,Jr. Hamburger,1.89,250,"2214 N Collins St, Arlington, TX, 76011, US"
5941,Texas Double Cheeseburger,3.19,410,"2214 N Collins St, Arlington, TX, 76011, US"
5942,French Fries,1.79-3.59,210-470,"2214 N Collins St, Arlington, TX, 76011, US"
5943,Baconator Fries,3.99,460,"2214 N Collins St, Arlington, TX, 76011, US"
5944,Chili Cheese Fries,3.99,520,"2214 N Collins St, Arlington, TX, 76011, US"
5945,Cheese Fries,3.59,470,"2214 N Collins St, Arlington, TX, 76011, US"
5946,Family Chili,14.99,"1,100","2214 N Collins St, Arlington, TX, 76011, US"
5947,Chili,3.19/4.19,240/340,"2214 N Collins St, Arlington, TX, 76011, US"
5948,Sour Cream and Chive Baked Potato,2.89,310,"2214 N Collins St, Arlington, TX, 76011, US"
5949,Plain Baked Potato,2.69,270,"2214 N Collins St, Arlington, TX, 76011, US"
5950,Bacon Cheese Baked Potato,4.39,440,"2214 N Collins St, Arlington, TX, 76011, US"
5951,Chili & Cheese Baked Potato,4.39,500,"2214 N Collins St, Arlington, TX, 76011, US"
5952,Cheese Baked Potato,3.99,450,"2214 N Collins St, Arlington, TX, 76011, US"
5953,Apple Bites,1.49,35,"2214 N Collins St, Arlington, TX, 76011, US"
5954,6 PC. Crispy Chicken Nuggets,2.99,270,"2214 N Collins St, Arlington, TX, 76011, US"
5955,4 PC. Crispy Chicken Nuggets,2.19,180,"2214 N Collins St, Arlington, TX, 76011, US"
5956,6 PC. Spicy Chicken Nuggets,2.99,280,"2214 N Collins St, Arlington, TX, 76011, US"
5957,4 PC. Spicy Chicken Nuggets,2.19,190,"2214 N Collins St, Arlington, TX, 76011, US"
5958,Pretzel Baconator®,8.69,"1,050","700 W Division St, Arlington, TX, 76012, US"
5959,Dave's Single®,5.19,590,"700 W Division St, Arlington, TX, 76012, US"
5960,Dave's Double®,6.39,860,"700 W Division St, Arlington, TX, 76012, US"
5961,Dave's Triple®,7.69,"1,160","700 W Division St, Arlington, TX, 76012, US"
5962,Baconator®,7.69,960,"700 W Division St, Arlington, TX, 76012, US"
5963,Son of Baconator®,6.29,630,"700 W Division St, Arlington, TX, 76012, US"
5964,Big Bacon Classic®,6.39,650,"700 W Division St, Arlington, TX, 76012, US"
5965,Big Bacon Classic® Double,7.59,920,"700 W Division St, Arlington, TX, 76012, US"
5966,Big Bacon Classic Triple,8.89,"1,220","700 W Division St, Arlington, TX, 76012, US"
5967,Bacon Double Stack,3.79,440,"700 W Division St, Arlington, TX, 76012, US"
5968,Jr. Bacon Cheeseburger,3.19,370,"700 W Division St, Arlington, TX, 76012, US"
5969,Jr. Cheeseburger Deluxe,2.29,350,"700 W Division St, Arlington, TX, 76012, US"
5970,Jr. Cheeseburger,2.19,290,"700 W Division St, Arlington, TX, 76012, US"
5971,Double Stack™,3.19,410,"700 W Division St, Arlington, TX, 76012, US"
5972,Jr. Hamburger,1.89,250,"700 W Division St, Arlington, TX, 76012, US"
5973,Texas Double Cheeseburger,3.19,410,"700 W Division St, Arlington, TX, 76012, US"
5974,French Fries,1.79-3.59,210-470,"700 W Division St, Arlington, TX, 76012, US"
5975,Baconator Fries,3.99,460,"700 W Division St, Arlington, TX, 76012, US"
5976,Chili Cheese Fries,3.99,520,"700 W Division St, Arlington, TX, 76012, US"
5977,Cheese Fries,3.59,470,"700 W Division St, Arlington, TX, 76012, US"
5978,Family Chili,14.99,"1,100","700 W Division St, Arlington, TX, 76012, US"
5979,Chili,3.19/4.19,240/340,"700 W Division St, Arlington, TX, 76012, US"
5980,Sour Cream and Chive Baked Potato,2.89,310,"700 W Division St, Arlington, TX, 76012, US"
5981,Plain Baked Potato,2.69,270,"700 W Division St, Arlington, TX, 76012, US"
5982,Bacon Cheese Baked Potato,4.39,440,"700 W Division St, Arlington, TX, 76012, US"
5983,Chili & Cheese Baked Potato,4.39,500,"700 W Division St, Arlington, TX, 76012, US"
5984,Cheese Baked Potato,3.99,450,"700 W Division St, Arlington, TX, 76012, US"
5985,Apple Bites,1.49,35,"700 W Division St, Arlington, TX, 76012, US"
5986,6 PC. Crispy Chicken Nuggets,2.99,270,"700 W Division St, Arlington, TX, 76012, US"
5987,4 PC. Crispy Chicken Nuggets,2.19,180,"700 W Division St, Arlington, TX, 76012, US"
5988,6 PC. Spicy Chicken Nuggets,2.99,280,"700 W Division St, Arlington, TX, 76012, US"
5989,4 PC. Spicy Chicken Nuggets,2.19,190,"700 W Division St, Arlington, TX, 76012, US"
5990,Pretzel Baconator®,8.69,"1,050","2815 NE Green Oaks Blvd, Grand Prairie, TX, 75050, US"
5991,Dave's Single®,5.89,590,"2815 NE Green Oaks Blvd, Grand Prairie, TX, 75050, US"
5992,Dave's Double®,6.89,860,"2815 NE Green Oaks Blvd, Grand Prairie, TX, 75050, US"
5993,Dave's Triple®,7.89,"1,160","2815 NE Green Oaks Blvd, Grand Prairie, TX, 75050, US"
5994,Baconator®,7.69,960,"2815 NE Green Oaks Blvd, Grand Prairie, TX, 75050, US"
5995,Son of Baconator®,5.69,630,"2815 NE Green Oaks Blvd, Grand Prairie, TX, 75050, US"
5996,Big Bacon Classic®,6.29,650,"2815 NE Green Oaks Blvd, Grand Prairie, TX, 75050, US"
5997,Big Bacon Classic® Double,7.29,920,"2815 NE Green Oaks Blvd, Grand Prairie, TX, 75050, US"
5998,Big Bacon Classic Triple,8.29,"1,220","2815 NE Green Oaks Blvd, Grand Prairie, TX, 75050, US"
5999,Bacon Double Stack,3.79,440,"2815 NE Green Oaks Blvd, Grand Prairie, TX, 75050, US"
6000,Jr. Bacon Cheeseburger,3.19,370,"2815 NE Green Oaks Blvd, Grand Prairie, TX, 75050, US"
6001,Jr. Cheeseburger Deluxe,2.59,350,"2815 NE Green Oaks Blvd, Grand Prairie, TX, 75050, US"
6002,Jr. Cheeseburger,2.19,290,"2815 NE Green Oaks Blvd, Grand Prairie, TX, 75050, US"
6003,Double Stack™,3.29,410,"2815 NE Green Oaks Blvd, Grand Prairie, TX, 75050, US"
6004,Jr. Hamburger,1.79,250,"2815 NE Green Oaks Blvd, Grand Prairie, TX, 75050, US"
6005,Texas Double Cheeseburger,2.89,410,"2815 NE Green Oaks Blvd, Grand Prairie, TX, 75050, US"
6006,French Fries,1.49-3.49,210-470,"2815 NE Green Oaks Blvd, Grand Prairie, TX, 75050, US"
6007,Baconator Fries,3.79,460,"2815 NE Green Oaks Blvd, Grand Prairie, TX, 75050, US"
6008,Chili Cheese Fries,3.79,520,"2815 NE Green Oaks Blvd, Grand Prairie, TX, 75050, US"
6009,Cheese Fries,2.99,470,"2815 NE Green Oaks Blvd, Grand Prairie, TX, 75050, US"
6010,Family Chili,13.49,"1,100","2815 NE Green Oaks Blvd, Grand Prairie, TX, 75050, US"
6011,Chili,3.29/3.89,240/340,"2815 NE Green Oaks Blvd, Grand Prairie, TX, 75050, US"
6012,Sour Cream and Chive Baked Potato,2.49,310,"2815 NE Green Oaks Blvd, Grand Prairie, TX, 75050, US"
6013,Plain Baked Potato,2.19,270,"2815 NE Green Oaks Blvd, Grand Prairie, TX, 75050, US"
6014,Bacon Cheese Baked Potato,4.19,440,"2815 NE Green Oaks Blvd, Grand Prairie, TX, 75050, US"
6015,Chili & Cheese Baked Potato,4.19,500,"2815 NE Green Oaks Blvd, Grand Prairie, TX, 75050, US"
6016,Cheese Baked Potato,3.59,450,"2815 NE Green Oaks Blvd, Grand Prairie, TX, 75050, US"
6017,Apple Bites,1.29,35,"2815 NE Green Oaks Blvd, Grand Prairie, TX, 75050, US"
6018,6 PC. Crispy Chicken Nuggets,2.89,270,"2815 NE Green Oaks Blvd, Grand Prairie, TX, 75050, US"
6019,4 PC. Crispy Chicken Nuggets,2.29,180,"2815 NE Green Oaks Blvd, Grand Prairie, TX, 75050, US"
6020,6 PC. Spicy Chicken Nuggets,2.89,280,"2815 NE Green Oaks Blvd, Grand Prairie, TX, 75050, US"
6021,4 PC. Spicy Chicken Nuggets,2.29,190,"2815 NE Green Oaks Blvd, Grand Prairie, TX, 75050, US"
6022,Pretzel Baconator®,8.69,"1,050","2200 Airport Fwy Ste 500-A, Bedford, TX, 76022, US"
6023,Dave's Single®,5.89,590,"2200 Airport Fwy Ste 500-A, Bedford, TX, 76022, US"
6024,Dave's Double®,6.89,860,"2200 Airport Fwy Ste 500-A, Bedford, TX, 76022, US"
6025,Dave's Triple®,7.89,"1,160","2200 Airport Fwy Ste 500-A, Bedford, TX, 76022, US"
6026,Baconator®,7.69,960,"2200 Airport Fwy Ste 500-A, Bedford, TX, 76022, US"
6027,Son of Baconator®,5.69,630,"2200 Airport Fwy Ste 500-A, Bedford, TX, 76022, US"
6028,Big Bacon Classic®,6.29,650,"2200 Airport Fwy Ste 500-A, Bedford, TX, 76022, US"
6029,Big Bacon Classic® Double,7.29,920,"2200 Airport Fwy Ste 500-A, Bedford, TX, 76022, US"
6030,Big Bacon Classic Triple,8.29,"1,220","2200 Airport Fwy Ste 500-A, Bedford, TX, 76022, US"
6031,Bacon Double Stack,3.79,440,"2200 Airport Fwy Ste 500-A, Bedford, TX, 76022, US"
6032,Jr. Bacon Cheeseburger,3.19,370,"2200 Airport Fwy Ste 500-A, Bedford, TX, 76022, US"
6033,Jr. Cheeseburger Deluxe,2.59,350,"2200 Airport Fwy Ste 500-A, Bedford, TX, 76022, US"
6034,Jr. Cheeseburger,2.19,290,"2200 Airport Fwy Ste 500-A, Bedford, TX, 76022, US"
6035,Double Stack™,3.29,410,"2200 Airport Fwy Ste 500-A, Bedford, TX, 76022, US"
6036,Jr. Hamburger,1.79,250,"2200 Airport Fwy Ste 500-A, Bedford, TX, 76022, US"
6037,Texas Double Cheeseburger,2.89,410,"2200 Airport Fwy Ste 500-A, Bedford, TX, 76022, US"
6038,French Fries,1.49-3.49,210-470,"2200 Airport Fwy Ste 500-A, Bedford, TX, 76022, US"
6039,Baconator Fries,3.79,460,"2200 Airport Fwy Ste 500-A, Bedford, TX, 76022, US"
6040,Chili Cheese Fries,3.79,520,"2200 Airport Fwy Ste 500-A, Bedford, TX, 76022, US"
6041,Cheese Fries,2.99,470,"2200 Airport Fwy Ste 500-A, Bedford, TX, 76022, US"
6042,Family Chili,13.49,"1,100","2200 Airport Fwy Ste 500-A, Bedford, TX, 76022, US"
6043,Chili,3.29/3.89,240/340,"2200 Airport Fwy Ste 500-A, Bedford, TX, 76022, US"
6044,Sour Cream and Chive Baked Potato,2.49,310,"2200 Airport Fwy Ste 500-A, Bedford, TX, 76022, US"
6045,Plain Baked Potato,2.19,270,"2200 Airport Fwy Ste 500-A, Bedford, TX, 76022, US"
6046,Bacon Cheese Baked Potato,4.19,440,"2200 Airport Fwy Ste 500-A, Bedford, TX, 76022, US"
6047,Chili & Cheese Baked Potato,4.19,500,"2200 Airport Fwy Ste 500-A, Bedford, TX, 76022, US"
6048,Cheese Baked Potato,3.59,450,"2200 Airport Fwy Ste 500-A, Bedford, TX, 76022, US"
6049,Apple Bites,1.29,35,"2200 Airport Fwy Ste 500-A, Bedford, TX, 76022, US"
6050,6 PC. Crispy Chicken Nuggets,2.89,270,"2200 Airport Fwy Ste 500-A, Bedford, TX, 76022, US"
6051,4 PC. Crispy Chicken Nuggets,2.29,180,"2200 Airport Fwy Ste 500-A, Bedford, TX, 76022, US"
6052,6 PC. Spicy Chicken Nuggets,2.89,280,"2200 Airport Fwy Ste 500-A, Bedford, TX, 76022, US"
6053,4 PC. Spicy Chicken Nuggets,2.29,190,"2200 Airport Fwy Ste 500-A, Bedford, TX, 76022, US"
6054,Pretzel Baconator®,8.19,"1,050","619 N Ih 35, Austin, TX, 78702, US"
6055,Dave's Single®,5.69,590,"619 N Ih 35, Austin, TX, 78702, US"
6056,Dave's Double®,6.69,860,"619 N Ih 35, Austin, TX, 78702, US"
6057,Dave's Triple®,7.69,"1,160","619 N Ih 35, Austin, TX, 78702, US"
6058,Baconator®,8.19,960,"619 N Ih 35, Austin, TX, 78702, US"
6059,Son of Baconator®,6.19,630,"619 N Ih 35, Austin, TX, 78702, US"
6060,Big Bacon Classic®,6.69,650,"619 N Ih 35, Austin, TX, 78702, US"
6061,Big Bacon Classic® Double,7.69,920,"619 N Ih 35, Austin, TX, 78702, US"
6062,Big Bacon Classic Triple,8.69,"1,220","619 N Ih 35, Austin, TX, 78702, US"
6063,Bacon Double Stack,4.19,440,"619 N Ih 35, Austin, TX, 78702, US"
6064,Jr. Bacon Cheeseburger,3.29,370,"619 N Ih 35, Austin, TX, 78702, US"
6065,Jr. Cheeseburger Deluxe,3.19,350,"619 N Ih 35, Austin, TX, 78702, US"
6066,Jr. Cheeseburger,2.59,290,"619 N Ih 35, Austin, TX, 78702, US"
6067,Double Stack™,3.69,410,"619 N Ih 35, Austin, TX, 78702, US"
6068,Jr. Hamburger,2.29,250,"619 N Ih 35, Austin, TX, 78702, US"
6069,Texas Double Cheeseburger,3.49,410,"619 N Ih 35, Austin, TX, 78702, US"
6070,French Fries,1.99-3.79,210-470,"619 N Ih 35, Austin, TX, 78702, US"
6071,Baconator Fries,3.99,460,"619 N Ih 35, Austin, TX, 78702, US"
6072,Chili Cheese Fries,3.99,520,"619 N Ih 35, Austin, TX, 78702, US"
6073,Cheese Fries,3.59,470,"619 N Ih 35, Austin, TX, 78702, US"
6074,Family Chili,9.99,"1,100","619 N Ih 35, Austin, TX, 78702, US"
6075,Chili,3.29/4.29,240/340,"619 N Ih 35, Austin, TX, 78702, US"
6076,Sour Cream and Chive Baked Potato,3.19,310,"619 N Ih 35, Austin, TX, 78702, US"
6077,Plain Baked Potato,2.99,270,"619 N Ih 35, Austin, TX, 78702, US"
6078,Bacon Cheese Baked Potato,4.49,440,"619 N Ih 35, Austin, TX, 78702, US"
6079,Chili & Cheese Baked Potato,4.49,500,"619 N Ih 35, Austin, TX, 78702, US"
6080,Cheese Baked Potato,3.99,450,"619 N Ih 35, Austin, TX, 78702, US"
6081,Apple Bites,1.69,35,"619 N Ih 35, Austin, TX, 78702, US"
6082,6 PC. Crispy Chicken Nuggets,3.29,270,"619 N Ih 35, Austin, TX, 78702, US"
6083,4 PC. Crispy Chicken Nuggets,2.29,180,"619 N Ih 35, Austin, TX, 78702, US"
6084,6 PC. Spicy Chicken Nuggets,3.29,280,"619 N Ih 35, Austin, TX, 78702, US"
6085,4 PC. Spicy Chicken Nuggets,2.29,190,"619 N Ih 35, Austin, TX, 78702, US"
6086,Pretzel Baconator®,8.19,"1,050","4115 S. Congress, Austin, TX, 78745, US"
6087,Dave's Single®,5.69,590,"4115 S. Congress, Austin, TX, 78745, US"
6088,Dave's Double®,6.69,860,"4115 S. Congress, Austin, TX, 78745, US"
6089,Dave's Triple®,7.69,"1,160","4115 S. Congress, Austin, TX, 78745, US"
6090,Baconator®,8.19,960,"4115 S. Congress, Austin, TX, 78745, US"
6091,Son of Baconator®,6.19,630,"4115 S. Congress, Austin, TX, 78745, US"
6092,Big Bacon Classic®,6.69,650,"4115 S. Congress, Austin, TX, 78745, US"
6093,Big Bacon Classic® Double,7.69,920,"4115 S. Congress, Austin, TX, 78745, US"
6094,Big Bacon Classic Triple,8.69,"1,220","4115 S. Congress, Austin, TX, 78745, US"
6095,Bacon Double Stack,4.19,440,"4115 S. Congress, Austin, TX, 78745, US"
6096,Jr. Bacon Cheeseburger,3.29,370,"4115 S. Congress, Austin, TX, 78745, US"
6097,Jr. Cheeseburger Deluxe,3.19,350,"4115 S. Congress, Austin, TX, 78745, US"
6098,Jr. Cheeseburger,2.59,290,"4115 S. Congress, Austin, TX, 78745, US"
6099,Double Stack™,3.69,410,"4115 S. Congress, Austin, TX, 78745, US"
6100,Jr. Hamburger,2.29,250,"4115 S. Congress, Austin, TX, 78745, US"
6101,Texas Double Cheeseburger,3.49,410,"4115 S. Congress, Austin, TX, 78745, US"
6102,French Fries,1.99-3.79,210-470,"4115 S. Congress, Austin, TX, 78745, US"
6103,Baconator Fries,3.99,460,"4115 S. Congress, Austin, TX, 78745, US"
6104,Chili Cheese Fries,3.99,520,"4115 S. Congress, Austin, TX, 78745, US"
6105,Cheese Fries,3.59,470,"4115 S. Congress, Austin, TX, 78745, US"
6106,Family Chili,9.99,"1,100","4115 S. Congress, Austin, TX, 78745, US"
6107,Chili,3.29/4.29,240/340,"4115 S. Congress, Austin, TX, 78745, US"
6108,Sour Cream and Chive Baked Potato,3.19,310,"4115 S. Congress, Austin, TX, 78745, US"
6109,Plain Baked Potato,2.99,270,"4115 S. Congress, Austin, TX, 78745, US"
6110,Bacon Cheese Baked Potato,4.49,440,"4115 S. Congress, Austin, TX, 78745, US"
6111,Chili & Cheese Baked Potato,4.49,500,"4115 S. Congress, Austin, TX, 78745, US"
6112,Cheese Baked Potato,3.99,450,"4115 S. Congress, Austin, TX, 78745, US"
