,menu_item,price,calories,address
953,Chili & Cheese Baked Potato,4.39,500,"9703 Kennedy Avenue, Highland, IN, 46322, US"
954,Cheese Baked Potato,3.59,450,"9703 Kennedy Avenue, Highland, IN, 46322, US"
955,Apple Bites,0.99,35,"9703 Kennedy Avenue, Highland, IN, 46322, US"
956,6 PC. Crispy Chicken Nuggets,2.79,270,"9703 Kennedy Avenue, Highland, IN, 46322, US"
957,4 PC. Crispy Chicken Nuggets,1.99,180,"9703 Kennedy Avenue, Highland, IN, 46322, US"
958,6 PC. Spicy Chicken Nuggets,2.79,280,"9703 Kennedy Avenue, Highland, IN, 46322, US"
959,4 PC. Spicy Chicken Nuggets,1.99,190,"9703 Kennedy Avenue, Highland, IN, 46322, US"
960,Pretzel Baconator®,9.29,"1,050","101 East Ridge Road, Griffith, IN, 46319, US"
961,Dave's Single®,5.29,590,"101 East Ridge Road, Griffith, IN, 46319, US"
962,Dave's Double®,6.99,860,"101 East Ridge Road, Griffith, IN, 46319, US"
963,Dave's Triple®,8.69,"1,160","101 East Ridge Road, Griffith, IN, 46319, US"
964,Baconator®,8.29,960,"101 East Ridge Road, Griffith, IN, 46319, US"
965,Son of Baconator®,6.39,630,"101 East Ridge Road, Griffith, IN, 46319, US"
966,Big Bacon Classic®,6.39,650,"101 East Ridge Road, Griffith, IN, 46319, US"
967,Big Bacon Classic® Double,8.09,920,"101 East Ridge Road, Griffith, IN, 46319, US"
968,Big Bacon Classic Triple,9.79,"1,220","101 East Ridge Road, Griffith, IN, 46319, US"
969,Bacon Double Stack,4.09,440,"101 East Ridge Road, Griffith, IN, 46319, US"
970,Jr. Bacon Cheeseburger,3.19,370,"101 East Ridge Road, Griffith, IN, 46319, US"
971,Jr. Cheeseburger Deluxe,2.89,350,"101 East Ridge Road, Griffith, IN, 46319, US"
972,Jr. Cheeseburger,2.69,290,"101 East Ridge Road, Griffith, IN, 46319, US"
973,Double Stack™,3.49,410,"101 East Ridge Road, Griffith, IN, 46319, US"
974,Jr. Hamburger,2.29,250,"101 East Ridge Road, Griffith, IN, 46319, US"
975,French Fries,1.59-3.69,210-470,"101 East Ridge Road, Griffith, IN, 46319, US"
976,Baconator Fries,3.89,460,"101 East Ridge Road, Griffith, IN, 46319, US"
977,Chili Cheese Fries,4.09,520,"101 East Ridge Road, Griffith, IN, 46319, US"
978,Cheese Fries,3.49,470,"101 East Ridge Road, Griffith, IN, 46319, US"
979,Family Chili,15.99,"1,100","101 East Ridge Road, Griffith, IN, 46319, US"
980,Chili,2.99/3.99,240/340,"101 East Ridge Road, Griffith, IN, 46319, US"
981,Sour Cream and Chive Baked Potato,2.99,310,"101 East Ridge Road, Griffith, IN, 46319, US"
982,Plain Baked Potato,2.89,270,"101 East Ridge Road, Griffith, IN, 46319, US"
983,Bacon Cheese Baked Potato,4.59,440,"101 East Ridge Road, Griffith, IN, 46319, US"
984,Chili & Cheese Baked Potato,4.59,500,"101 East Ridge Road, Griffith, IN, 46319, US"
985,Cheese Baked Potato,4.09,450,"101 East Ridge Road, Griffith, IN, 46319, US"
986,Apple Bites,1.89,35,"101 East Ridge Road, Griffith, IN, 46319, US"
987,6 PC. Crispy Chicken Nuggets,3.39,270,"101 East Ridge Road, Griffith, IN, 46319, US"
988,4 PC. Crispy Chicken Nuggets,2.59,180,"101 East Ridge Road, Griffith, IN, 46319, US"
989,6 PC. Spicy Chicken Nuggets,3.39,280,"101 East Ridge Road, Griffith, IN, 46319, US"
990,4 PC. Spicy Chicken Nuggets,2.59,190,"101 East Ridge Road, Griffith, IN, 46319, US"
991,Pretzel Baconator®,8.99,"1,050","6351 E. 82Nd Street, Indianapolis, IN, 46250, US"
992,Dave's Single®,5.39,590,"6351 E. 82Nd Street, Indianapolis, IN, 46250, US"
993,Dave's Double®,6.39,860,"6351 E. 82Nd Street, Indianapolis, IN, 46250, US"
994,Dave's Triple®,7.49,"1,160","6351 E. 82Nd Street, Indianapolis, IN, 46250, US"
995,Baconator®,7.99,960,"6351 E. 82Nd Street, Indianapolis, IN, 46250, US"
996,Son of Baconator®,6.29,630,"6351 E. 82Nd Street, Indianapolis, IN, 46250, US"
997,Big Bacon Classic®,6.39,650,"6351 E. 82Nd Street, Indianapolis, IN, 46250, US"
998,Big Bacon Classic® Double,7.39,920,"6351 E. 82Nd Street, Indianapolis, IN, 46250, US"
999,Big Bacon Classic Triple,8.39,"1,220","6351 E. 82Nd Street, Indianapolis, IN, 46250, US"
1000,Bacon Double Stack,4.19,440,"6351 E. 82Nd Street, Indianapolis, IN, 46250, US"
1001,Jr. Bacon Cheeseburger,3.39,370,"6351 E. 82Nd Street, Indianapolis, IN, 46250, US"
1002,Jr. Cheeseburger Deluxe,2.59,340,"6351 E. 82Nd Street, Indianapolis, IN, 46250, US"
1003,Jr. Cheeseburger,1.99,290,"6351 E. 82Nd Street, Indianapolis, IN, 46250, US"
1004,Double Stack™,3.49,410,"6351 E. 82Nd Street, Indianapolis, IN, 46250, US"
1005,Jr. Hamburger,1.79,250,"6351 E. 82Nd Street, Indianapolis, IN, 46250, US"
1006,French Fries,1.99-3.19,210-470,"6351 E. 82Nd Street, Indianapolis, IN, 46250, US"
1007,Baconator Fries,3.29,460,"6351 E. 82Nd Street, Indianapolis, IN, 46250, US"
1008,Chili Cheese Fries,3.29,520,"6351 E. 82Nd Street, Indianapolis, IN, 46250, US"
1009,Cheese Fries,2.79,470,"6351 E. 82Nd Street, Indianapolis, IN, 46250, US"
1010,Chili,2.59/3.59,240/340,"6351 E. 82Nd Street, Indianapolis, IN, 46250, US"
1011,Sour Cream and Chive Baked Potato,2.59,310,"6351 E. 82Nd Street, Indianapolis, IN, 46250, US"
1012,Plain Baked Potato,2.59,270,"6351 E. 82Nd Street, Indianapolis, IN, 46250, US"
1013,Bacon Cheese Baked Potato,3.79,440,"6351 E. 82Nd Street, Indianapolis, IN, 46250, US"
1014,Chili & Cheese Baked Potato,3.79,500,"6351 E. 82Nd Street, Indianapolis, IN, 46250, US"
1015,Cheese Baked Potato,3.59,450,"6351 E. 82Nd Street, Indianapolis, IN, 46250, US"
1016,Apple Bites,0.99,35,"6351 E. 82Nd Street, Indianapolis, IN, 46250, US"
1017,6 PC. Crispy Chicken Nuggets,3.09,270,"6351 E. 82Nd Street, Indianapolis, IN, 46250, US"
1018,4 PC. Crispy Chicken Nuggets,2.09,180,"6351 E. 82Nd Street, Indianapolis, IN, 46250, US"
1019,6 PC. Spicy Chicken Nuggets,3.09,280,"6351 E. 82Nd Street, Indianapolis, IN, 46250, US"
1020,4 PC. Spicy Chicken Nuggets,2.09,190,"6351 E. 82Nd Street, Indianapolis, IN, 46250, US"
1021,Pretzel Baconator®,8.99,"1,050","2245 N. Meridian St, Indianapolis, IN, 46208, US"
1022,Dave's Single®,5.39,590,"2245 N. Meridian St, Indianapolis, IN, 46208, US"
1023,Dave's Double®,6.39,860,"2245 N. Meridian St, Indianapolis, IN, 46208, US"
1024,Dave's Triple®,7.49,"1,160","2245 N. Meridian St, Indianapolis, IN, 46208, US"
1025,Baconator®,7.99,960,"2245 N. Meridian St, Indianapolis, IN, 46208, US"
1026,Son of Baconator®,6.29,630,"2245 N. Meridian St, Indianapolis, IN, 46208, US"
1027,Big Bacon Classic®,6.39,650,"2245 N. Meridian St, Indianapolis, IN, 46208, US"
1028,Big Bacon Classic® Double,7.39,920,"2245 N. Meridian St, Indianapolis, IN, 46208, US"
1029,Big Bacon Classic Triple,8.39,"1,220","2245 N. Meridian St, Indianapolis, IN, 46208, US"
1030,Bacon Double Stack,4.19,440,"2245 N. Meridian St, Indianapolis, IN, 46208, US"
1031,Jr. Bacon Cheeseburger,3.39,370,"2245 N. Meridian St, Indianapolis, IN, 46208, US"
1032,Jr. Cheeseburger Deluxe,2.59,340,"2245 N. Meridian St, Indianapolis, IN, 46208, US"
1033,Jr. Cheeseburger,1.99,290,"2245 N. Meridian St, Indianapolis, IN, 46208, US"
1034,Double Stack™,3.49,410,"2245 N. Meridian St, Indianapolis, IN, 46208, US"
1035,Jr. Hamburger,1.79,250,"2245 N. Meridian St, Indianapolis, IN, 46208, US"
1036,French Fries,1.99-3.19,210-470,"2245 N. Meridian St, Indianapolis, IN, 46208, US"
1037,Baconator Fries,3.29,460,"2245 N. Meridian St, Indianapolis, IN, 46208, US"
1038,Chili Cheese Fries,3.29,520,"2245 N. Meridian St, Indianapolis, IN, 46208, US"
1039,Cheese Fries,2.79,470,"2245 N. Meridian St, Indianapolis, IN, 46208, US"
1040,Chili,2.59/3.59,240/340,"2245 N. Meridian St, Indianapolis, IN, 46208, US"
1041,Sour Cream and Chive Baked Potato,2.59,310,"2245 N. Meridian St, Indianapolis, IN, 46208, US"
1042,Plain Baked Potato,2.59,270,"2245 N. Meridian St, Indianapolis, IN, 46208, US"
1043,Bacon Cheese Baked Potato,3.79,440,"2245 N. Meridian St, Indianapolis, IN, 46208, US"
1044,Chili & Cheese Baked Potato,3.79,500,"2245 N. Meridian St, Indianapolis, IN, 46208, US"
1045,Cheese Baked Potato,3.59,450,"2245 N. Meridian St, Indianapolis, IN, 46208, US"
1046,Apple Bites,0.99,35,"2245 N. Meridian St, Indianapolis, IN, 46208, US"
1047,6 PC. Crispy Chicken Nuggets,3.09,270,"2245 N. Meridian St, Indianapolis, IN, 46208, US"
1048,4 PC. Crispy Chicken Nuggets,2.09,180,"2245 N. Meridian St, Indianapolis, IN, 46208, US"
1049,6 PC. Spicy Chicken Nuggets,3.09,280,"2245 N. Meridian St, Indianapolis, IN, 46208, US"
1050,4 PC. Spicy Chicken Nuggets,2.09,190,"2245 N. Meridian St, Indianapolis, IN, 46208, US"
1051,Pretzel Baconator®,8.99,"1,050","1450 W. Morris Street, Indianapolis, IN, 46221, US"
1052,Dave's Single®,5.39,590,"1450 W. Morris Street, Indianapolis, IN, 46221, US"
1053,Dave's Double®,6.39,860,"1450 W. Morris Street, Indianapolis, IN, 46221, US"
1054,Dave's Triple®,7.49,"1,160","1450 W. Morris Street, Indianapolis, IN, 46221, US"
1055,Baconator®,7.99,960,"1450 W. Morris Street, Indianapolis, IN, 46221, US"
1056,Son of Baconator®,6.29,630,"1450 W. Morris Street, Indianapolis, IN, 46221, US"
1057,Big Bacon Classic®,6.39,650,"1450 W. Morris Street, Indianapolis, IN, 46221, US"
1058,Big Bacon Classic® Double,7.39,920,"1450 W. Morris Street, Indianapolis, IN, 46221, US"
1059,Big Bacon Classic Triple,8.39,"1,220","1450 W. Morris Street, Indianapolis, IN, 46221, US"
1060,Bacon Double Stack,4.19,440,"1450 W. Morris Street, Indianapolis, IN, 46221, US"
1061,Jr. Bacon Cheeseburger,3.39,370,"1450 W. Morris Street, Indianapolis, IN, 46221, US"
1062,Jr. Cheeseburger Deluxe,2.59,340,"1450 W. Morris Street, Indianapolis, IN, 46221, US"
1063,Jr. Cheeseburger,1.99,290,"1450 W. Morris Street, Indianapolis, IN, 46221, US"
1064,Double Stack™,3.49,410,"1450 W. Morris Street, Indianapolis, IN, 46221, US"
1065,Jr. Hamburger,1.79,250,"1450 W. Morris Street, Indianapolis, IN, 46221, US"
1066,French Fries,1.99-3.19,210-470,"1450 W. Morris Street, Indianapolis, IN, 46221, US"
1067,Baconator Fries,3.29,460,"1450 W. Morris Street, Indianapolis, IN, 46221, US"
1068,Chili Cheese Fries,3.29,520,"1450 W. Morris Street, Indianapolis, IN, 46221, US"
1069,Cheese Fries,2.79,470,"1450 W. Morris Street, Indianapolis, IN, 46221, US"
1070,Chili,2.59/3.59,240/340,"1450 W. Morris Street, Indianapolis, IN, 46221, US"
1071,Sour Cream and Chive Baked Potato,2.59,310,"1450 W. Morris Street, Indianapolis, IN, 46221, US"
1072,Plain Baked Potato,2.59,270,"1450 W. Morris Street, Indianapolis, IN, 46221, US"
1073,Bacon Cheese Baked Potato,3.79,440,"1450 W. Morris Street, Indianapolis, IN, 46221, US"
1074,Chili & Cheese Baked Potato,3.79,500,"1450 W. Morris Street, Indianapolis, IN, 46221, US"
1075,Cheese Baked Potato,3.59,450,"1450 W. Morris Street, Indianapolis, IN, 46221, US"
1076,Apple Bites,0.99,35,"1450 W. Morris Street, Indianapolis, IN, 46221, US"
1077,6 PC. Crispy Chicken Nuggets,3.09,270,"1450 W. Morris Street, Indianapolis, IN, 46221, US"
1078,4 PC. Crispy Chicken Nuggets,2.09,180,"1450 W. Morris Street, Indianapolis, IN, 46221, US"
1079,6 PC. Spicy Chicken Nuggets,3.09,280,"1450 W. Morris Street, Indianapolis, IN, 46221, US"
1080,4 PC. Spicy Chicken Nuggets,2.09,190,"1450 W. Morris Street, Indianapolis, IN, 46221, US"
1081,Pretzel Baconator®,8.99,"1,050","3323 E. Washington St, Indianapolis, IN, 46201, US"
1082,Dave's Single®,5.39,590,"3323 E. Washington St, Indianapolis, IN, 46201, US"
1083,Dave's Double®,6.39,860,"3323 E. Washington St, Indianapolis, IN, 46201, US"
1084,Dave's Triple®,7.49,"1,160","3323 E. Washington St, Indianapolis, IN, 46201, US"
1085,Baconator®,7.99,960,"3323 E. Washington St, Indianapolis, IN, 46201, US"
1086,Son of Baconator®,6.29,630,"3323 E. Washington St, Indianapolis, IN, 46201, US"
1087,Big Bacon Classic®,6.39,650,"3323 E. Washington St, Indianapolis, IN, 46201, US"
1088,Big Bacon Classic® Double,7.39,920,"3323 E. Washington St, Indianapolis, IN, 46201, US"
1089,Big Bacon Classic Triple,8.39,"1,220","3323 E. Washington St, Indianapolis, IN, 46201, US"
1090,Bacon Double Stack,4.19,440,"3323 E. Washington St, Indianapolis, IN, 46201, US"
1091,Jr. Bacon Cheeseburger,3.39,370,"3323 E. Washington St, Indianapolis, IN, 46201, US"
1092,Jr. Cheeseburger Deluxe,2.59,340,"3323 E. Washington St, Indianapolis, IN, 46201, US"
1093,Jr. Cheeseburger,1.99,290,"3323 E. Washington St, Indianapolis, IN, 46201, US"
1094,Double Stack™,3.49,410,"3323 E. Washington St, Indianapolis, IN, 46201, US"
1095,Jr. Hamburger,1.79,250,"3323 E. Washington St, Indianapolis, IN, 46201, US"
1096,French Fries,1.99-3.19,210-470,"3323 E. Washington St, Indianapolis, IN, 46201, US"
1097,Baconator Fries,3.29,460,"3323 E. Washington St, Indianapolis, IN, 46201, US"
1098,Chili Cheese Fries,3.29,520,"3323 E. Washington St, Indianapolis, IN, 46201, US"
1099,Cheese Fries,2.79,470,"3323 E. Washington St, Indianapolis, IN, 46201, US"
1100,Chili,2.59/3.59,240/340,"3323 E. Washington St, Indianapolis, IN, 46201, US"
1101,Sour Cream and Chive Baked Potato,2.59,310,"3323 E. Washington St, Indianapolis, IN, 46201, US"
1102,Plain Baked Potato,2.59,270,"3323 E. Washington St, Indianapolis, IN, 46201, US"
1103,Bacon Cheese Baked Potato,3.79,440,"3323 E. Washington St, Indianapolis, IN, 46201, US"
1104,Chili & Cheese Baked Potato,3.79,500,"3323 E. Washington St, Indianapolis, IN, 46201, US"
1105,Cheese Baked Potato,3.59,450,"3323 E. Washington St, Indianapolis, IN, 46201, US"
1106,Apple Bites,0.99,35,"3323 E. Washington St, Indianapolis, IN, 46201, US"
1107,6 PC. Crispy Chicken Nuggets,3.09,270,"3323 E. Washington St, Indianapolis, IN, 46201, US"
1108,4 PC. Crispy Chicken Nuggets,2.09,180,"3323 E. Washington St, Indianapolis, IN, 46201, US"
1109,6 PC. Spicy Chicken Nuggets,3.09,280,"3323 E. Washington St, Indianapolis, IN, 46201, US"
1110,4 PC. Spicy Chicken Nuggets,2.09,190,"3323 E. Washington St, Indianapolis, IN, 46201, US"
1111,Pretzel Baconator®,8.29,"1,050","3640 SOUTH KEYSTONE AVENUE, INDIANAPOLIS, IN, 46227, US"
1112,Dave's Single®,5.79,590,"3640 SOUTH KEYSTONE AVENUE, INDIANAPOLIS, IN, 46227, US"
1113,Dave's Double®,6.89,860,"3640 SOUTH KEYSTONE AVENUE, INDIANAPOLIS, IN, 46227, US"
1114,Dave's Triple®,7.99,"1,160","3640 SOUTH KEYSTONE AVENUE, INDIANAPOLIS, IN, 46227, US"
1115,Baconator®,7.89,960,"3640 SOUTH KEYSTONE AVENUE, INDIANAPOLIS, IN, 46227, US"
1116,Son of Baconator®,6.79,630,"3640 SOUTH KEYSTONE AVENUE, INDIANAPOLIS, IN, 46227, US"
1117,Big Bacon Classic®,6.79,650,"3640 SOUTH KEYSTONE AVENUE, INDIANAPOLIS, IN, 46227, US"
1118,Big Bacon Classic® Double,7.89,920,"3640 SOUTH KEYSTONE AVENUE, INDIANAPOLIS, IN, 46227, US"
1119,Big Bacon Classic Triple,8.99,"1,220","3640 SOUTH KEYSTONE AVENUE, INDIANAPOLIS, IN, 46227, US"
1120,Bacon Double Stack,4.59,440,"3640 SOUTH KEYSTONE AVENUE, INDIANAPOLIS, IN, 46227, US"
1121,Jr. Bacon Cheeseburger,3.59,370,"3640 SOUTH KEYSTONE AVENUE, INDIANAPOLIS, IN, 46227, US"
1122,Jr. Cheeseburger Deluxe,2.59,340,"3640 SOUTH KEYSTONE AVENUE, INDIANAPOLIS, IN, 46227, US"
1123,Jr. Cheeseburger,2.19,290,"3640 SOUTH KEYSTONE AVENUE, INDIANAPOLIS, IN, 46227, US"
1124,Double Stack™,3.99,410,"3640 SOUTH KEYSTONE AVENUE, INDIANAPOLIS, IN, 46227, US"
1125,Jr. Hamburger,1.99,250,"3640 SOUTH KEYSTONE AVENUE, INDIANAPOLIS, IN, 46227, US"
1126,French Fries,1.99-3.49,210-470,"3640 SOUTH KEYSTONE AVENUE, INDIANAPOLIS, IN, 46227, US"
1127,Baconator Fries,3.99,460,"3640 SOUTH KEYSTONE AVENUE, INDIANAPOLIS, IN, 46227, US"
1128,Chili Cheese Fries,3.99,520,"3640 SOUTH KEYSTONE AVENUE, INDIANAPOLIS, IN, 46227, US"
1129,Cheese Fries,3.99,470,"3640 SOUTH KEYSTONE AVENUE, INDIANAPOLIS, IN, 46227, US"
1130,Family Chili,14.99,"1,100","3640 SOUTH KEYSTONE AVENUE, INDIANAPOLIS, IN, 46227, US"
1131,Chili,3.29/4.29,240/340,"3640 SOUTH KEYSTONE AVENUE, INDIANAPOLIS, IN, 46227, US"
1132,Sour Cream and Chive Baked Potato,2.99,310,"3640 SOUTH KEYSTONE AVENUE, INDIANAPOLIS, IN, 46227, US"
1133,Plain Baked Potato,2.99,270,"3640 SOUTH KEYSTONE AVENUE, INDIANAPOLIS, IN, 46227, US"
1134,Bacon Cheese Baked Potato,4.29,440,"3640 SOUTH KEYSTONE AVENUE, INDIANAPOLIS, IN, 46227, US"
1135,Chili & Cheese Baked Potato,4.29,500,"3640 SOUTH KEYSTONE AVENUE, INDIANAPOLIS, IN, 46227, US"
1136,Cheese Baked Potato,4.29,450,"3640 SOUTH KEYSTONE AVENUE, INDIANAPOLIS, IN, 46227, US"
1137,Apple Bites,1.29,35,"3640 SOUTH KEYSTONE AVENUE, INDIANAPOLIS, IN, 46227, US"
1138,6 PC. Crispy Chicken Nuggets,3.19,270,"3640 SOUTH KEYSTONE AVENUE, INDIANAPOLIS, IN, 46227, US"
1139,4 PC. Crispy Chicken Nuggets,2.19,180,"3640 SOUTH KEYSTONE AVENUE, INDIANAPOLIS, IN, 46227, US"
1140,6 PC. Spicy Chicken Nuggets,3.19,280,"3640 SOUTH KEYSTONE AVENUE, INDIANAPOLIS, IN, 46227, US"
1141,4 PC. Spicy Chicken Nuggets,2.19,190,"3640 SOUTH KEYSTONE AVENUE, INDIANAPOLIS, IN, 46227, US"
1142,Pretzel Baconator®,9.89,"1,050","4935 MERLE HAY ROAD, DES MOINES, IA, 50322, US"
1143,Dave's Single®,5.99,590,"4935 MERLE HAY ROAD, DES MOINES, IA, 50322, US"
1144,Dave's Double®,7.19,860,"4935 MERLE HAY ROAD, DES MOINES, IA, 50322, US"
1145,Dave's Triple®,8.39,"1,160","4935 MERLE HAY ROAD, DES MOINES, IA, 50322, US"
1146,Baconator®,8.89,960,"4935 MERLE HAY ROAD, DES MOINES, IA, 50322, US"
1147,Son of Baconator®,6.79,630,"4935 MERLE HAY ROAD, DES MOINES, IA, 50322, US"
1148,Big Bacon Classic®,7.29,650,"4935 MERLE HAY ROAD, DES MOINES, IA, 50322, US"
1149,Big Bacon Classic® Double,8.49,920,"4935 MERLE HAY ROAD, DES MOINES, IA, 50322, US"
1150,Big Bacon Classic Triple,9.69,"1,220","4935 MERLE HAY ROAD, DES MOINES, IA, 50322, US"
1151,Bacon Double Stack,4.19,440,"4935 MERLE HAY ROAD, DES MOINES, IA, 50322, US"
1152,Jr. Bacon Cheeseburger,3.19,370,"4935 MERLE HAY ROAD, DES MOINES, IA, 50322, US"
1153,Jr. Cheeseburger Deluxe,2.59,350,"4935 MERLE HAY ROAD, DES MOINES, IA, 50322, US"
1154,Jr. Cheeseburger,2.19,290,"4935 MERLE HAY ROAD, DES MOINES, IA, 50322, US"
1155,Double Stack™,3.19,410,"4935 MERLE HAY ROAD, DES MOINES, IA, 50322, US"
1156,Jr. Hamburger,1.69,250,"4935 MERLE HAY ROAD, DES MOINES, IA, 50322, US"
1157,French Fries,1.79-3.49,210-470,"4935 MERLE HAY ROAD, DES MOINES, IA, 50322, US"
1158,Baconator Fries,4.19,460,"4935 MERLE HAY ROAD, DES MOINES, IA, 50322, US"
1159,Chili Cheese Fries,4.19,520,"4935 MERLE HAY ROAD, DES MOINES, IA, 50322, US"
1160,Cheese Fries,3.99,470,"4935 MERLE HAY ROAD, DES MOINES, IA, 50322, US"
1161,Family Chili,16.99,"1,100","4935 MERLE HAY ROAD, DES MOINES, IA, 50322, US"
1162,Chili,3.49/4.19,240/340,"4935 MERLE HAY ROAD, DES MOINES, IA, 50322, US"
1163,Sour Cream and Chive Baked Potato,3.19,310,"4935 MERLE HAY ROAD, DES MOINES, IA, 50322, US"
1164,Plain Baked Potato,2.99,270,"4935 MERLE HAY ROAD, DES MOINES, IA, 50322, US"
1165,Bacon Cheese Baked Potato,4.69,440,"4935 MERLE HAY ROAD, DES MOINES, IA, 50322, US"
1166,Chili & Cheese Baked Potato,4.69,500,"4935 MERLE HAY ROAD, DES MOINES, IA, 50322, US"
1167,Cheese Baked Potato,4.49,450,"4935 MERLE HAY ROAD, DES MOINES, IA, 50322, US"
1168,Apple Bites,1.39,35,"4935 MERLE HAY ROAD, DES MOINES, IA, 50322, US"
1169,6 PC. Crispy Chicken Nuggets,3.29,270,"4935 MERLE HAY ROAD, DES MOINES, IA, 50322, US"
1170,4 PC. Crispy Chicken Nuggets,2.49,180,"4935 MERLE HAY ROAD, DES MOINES, IA, 50322, US"
1171,6 PC. Spicy Chicken Nuggets,3.29,280,"4935 MERLE HAY ROAD, DES MOINES, IA, 50322, US"
1172,4 PC. Spicy Chicken Nuggets,2.49,190,"4935 MERLE HAY ROAD, DES MOINES, IA, 50322, US"
1173,Pretzel Baconator®,9.69,"1,050","9161 Metcalf Avenue, Overland Park, KS, 66212, US"
1174,Dave's Single®,5.99,590,"9161 Metcalf Avenue, Overland Park, KS, 66212, US"
1175,Dave's Double®,7.49,860,"9161 Metcalf Avenue, Overland Park, KS, 66212, US"
1176,Dave's Triple®,8.79,"1,160","9161 Metcalf Avenue, Overland Park, KS, 66212, US"
1177,Baconator®,8.69,960,"9161 Metcalf Avenue, Overland Park, KS, 66212, US"
1178,Son of Baconator®,6.69,630,"9161 Metcalf Avenue, Overland Park, KS, 66212, US"
1179,Big Bacon Classic®,6.99,650,"9161 Metcalf Avenue, Overland Park, KS, 66212, US"
1180,Big Bacon Classic® Double,8.49,920,"9161 Metcalf Avenue, Overland Park, KS, 66212, US"
1181,Big Bacon Classic Triple,9.79,"1,220","9161 Metcalf Avenue, Overland Park, KS, 66212, US"
1182,Bacon Double Stack,3.99,440,"9161 Metcalf Avenue, Overland Park, KS, 66212, US"
1183,Jr. Bacon Cheeseburger,2.99,370,"9161 Metcalf Avenue, Overland Park, KS, 66212, US"
1184,Jr. Cheeseburger Deluxe,2.79,350,"9161 Metcalf Avenue, Overland Park, KS, 66212, US"
1185,Jr. Cheeseburger,2.39,290,"9161 Metcalf Avenue, Overland Park, KS, 66212, US"
1186,Double Stack™,3.39,410,"9161 Metcalf Avenue, Overland Park, KS, 66212, US"
1187,Jr. Hamburger,1.99,250,"9161 Metcalf Avenue, Overland Park, KS, 66212, US"
1188,French Fries,1.49-3.49,210-470,"9161 Metcalf Avenue, Overland Park, KS, 66212, US"
1189,Baconator Fries,4.19,460,"9161 Metcalf Avenue, Overland Park, KS, 66212, US"
1190,Chili Cheese Fries,4.19,520,"9161 Metcalf Avenue, Overland Park, KS, 66212, US"
1191,Cheese Fries,3.59,470,"9161 Metcalf Avenue, Overland Park, KS, 66212, US"
1192,Chili,2.99/3.59,240/340,"9161 Metcalf Avenue, Overland Park, KS, 66212, US"
1193,Sour Cream and Chive Baked Potato,2.69,310,"9161 Metcalf Avenue, Overland Park, KS, 66212, US"
1194,Plain Baked Potato,2.39,270,"9161 Metcalf Avenue, Overland Park, KS, 66212, US"
1195,Bacon Cheese Baked Potato,3.99,440,"9161 Metcalf Avenue, Overland Park, KS, 66212, US"
1196,Chili & Cheese Baked Potato,3.99,500,"9161 Metcalf Avenue, Overland Park, KS, 66212, US"
1197,Cheese Baked Potato,3.39,450,"9161 Metcalf Avenue, Overland Park, KS, 66212, US"
1198,Apple Bites,1.39,35,"9161 Metcalf Avenue, Overland Park, KS, 66212, US"
1199,6 PC. Crispy Chicken Nuggets,3.79,270,"9161 Metcalf Avenue, Overland Park, KS, 66212, US"
1200,4 PC. Crispy Chicken Nuggets,2.99,180,"9161 Metcalf Avenue, Overland Park, KS, 66212, US"
1201,6 PC. Spicy Chicken Nuggets,3.79,280,"9161 Metcalf Avenue, Overland Park, KS, 66212, US"
1202,4 PC. Spicy Chicken Nuggets,2.99,190,"9161 Metcalf Avenue, Overland Park, KS, 66212, US"
1203,Pretzel Baconator®,8.99,"1,050","555 S. BROADWAY, WICHITA, KS, 67202, US"
1204,Dave's Single®,5.69,590,"555 S. BROADWAY, WICHITA, KS, 67202, US"
1205,Dave's Double®,6.99,860,"555 S. BROADWAY, WICHITA, KS, 67202, US"
1206,Dave's Triple®,8.29,"1,160","555 S. BROADWAY, WICHITA, KS, 67202, US"
1207,Baconator®,8.19,960,"555 S. BROADWAY, WICHITA, KS, 67202, US"
1208,Son of Baconator®,6.29,630,"555 S. BROADWAY, WICHITA, KS, 67202, US"
1209,Big Bacon Classic®,6.99,650,"555 S. BROADWAY, WICHITA, KS, 67202, US"
1210,Big Bacon Classic® Double,7.79,920,"555 S. BROADWAY, WICHITA, KS, 67202, US"
1211,Big Bacon Classic Triple,8.79,"1,220","555 S. BROADWAY, WICHITA, KS, 67202, US"
1212,Bacon Double Stack,3.99,440,"555 S. BROADWAY, WICHITA, KS, 67202, US"
1213,Jr. Bacon Cheeseburger,2.89,370,"555 S. BROADWAY, WICHITA, KS, 67202, US"
1214,Jr. Cheeseburger Deluxe,2.49,350,"555 S. BROADWAY, WICHITA, KS, 67202, US"
1215,Jr. Cheeseburger,2.29,290,"555 S. BROADWAY, WICHITA, KS, 67202, US"
1216,Double Stack™,3.19,410,"555 S. BROADWAY, WICHITA, KS, 67202, US"
1217,Jr. Hamburger,1.99,250,"555 S. BROADWAY, WICHITA, KS, 67202, US"
1218,French Fries,1.99-3.29,210-470,"555 S. BROADWAY, WICHITA, KS, 67202, US"
1219,Baconator Fries,3.79,460,"555 S. BROADWAY, WICHITA, KS, 67202, US"
1220,Chili Cheese Fries,3.79,520,"555 S. BROADWAY, WICHITA, KS, 67202, US"
1221,Cheese Fries,3.49,470,"555 S. BROADWAY, WICHITA, KS, 67202, US"
1222,Chili,2.79/3.59,240/340,"555 S. BROADWAY, WICHITA, KS, 67202, US"
