,restaurant_name,restaurant_location,menu_item_price mean_non_zero,menu_item_price median_non_zero,menu_item_price std_non_zero,restaurant_rating mean,menu_item count,number_of_ratings first,specialty_item,combo,cheeseburger,hamburger,fries,restaurant_rating first,state,zip,county_name,date,uber_eats,post_policy,fast_food,local
0,McDonald,"100 e redlands blvd, san bernardino, ca, 92408, us",7.103538461538473,6.04,5.053630661604122,4.4,146,1,8.19,14.59,4.59,3.69,6.09,,ca,92408,San Bernardino,2024-05-14,1,1,1,0
1,Jack in the Box,"1148 coulston st, san bernardino, ca, 92408, us",8.233161290322581,7.74,3.8770776748172167,4.6,155,700+,6.86,13.36,3.74,3.36,4.86,,ca,92408,San Bernardino,2024-05-14,1,1,1,0
2,Burger King,"205 east redlands, san bernardino, ca, 92408, us",8.626095617529888,6.49,6.055270192682992,4.5,251,500+,10.39,15.29,3.49,5.39,4.89,,ca,92408,San Bernardino,2024-05-14,1,1,1,0
3,Carls Jr,"192 e redlands blvd, san bernardino, ca, 92408, us",7.206415094339629,5.74,3.524217078497852,4.7,92,300+,8.74,0.0,5.74,,4.11,,ca,92408,San Bernardino,2024-05-14,1,1,1,0
4,McDonald,"1000 e 4th st, long beach, ca, 90802, us",8.102053571428575,5.49,6.1433537168217205,4.5,135,4,8.29,14.39,4.39,3.89,5.29,,ca,90802,Los Angeles,2024-05-14,1,1,1,0
5,McDonald,"640 long beach blvd, long beach, ca, 90802, us",5.392080000000004,3.79,4.2013912545251,4.5,146,8,6.46,12.09,3.04,2.95,4.59,,ca,90802,Los Angeles,2024-05-14,1,1,1,0
6,Jack in the Box,"652 atlantic ave, long beach, ca, 90802, us",8.424686468646833,7.49,4.543831979740659,4.4,303,3,6.86,13.74,3.74,3.11,3.74,,ca,90802,Los Angeles,2024-05-14,1,1,1,0
7,Burger King,"127 west 4th street, long beach, ca, 90802, us",8.742558139534893,6.74,6.067936737196574,4.545930232558139,172,1,10.39,15.29,3.39,5.79,4.99,,ca,90802,Los Angeles,2024-05-14,1,1,1,0
8,McDonald,"1000 real rd, bakersfield, ca, 93309, us",6.464477611940309,4.19,6.198290275475242,4.6,153,490+,6.49,11.39,3.49,2.99,4.79,,ca,93309,Kern,2024-05-14,1,1,1,0
9,McDonald,"5410 stockdale hwy, bakersfield, ca, 93309, us",6.472074074074085,4.19,6.175917037474869,4.6,154,600+,6.49,11.39,3.49,2.99,4.79,,ca,93309,Kern,2024-05-14,1,1,1,0
10,Burger King,"7990 white lane, bakersfield, ca, 93309, us",8.038902439024394,5.890000000000001,6.192519682235342,4.5,82,250+,8.24,14.49,2.89,11.43,4.61,,ca,93309,Kern,2024-05-14,1,1,1,0
11,Burger King,"8200 stockdale hwy, bakersfield, ca, 93309, us",5.34122641509434,4.54,2.650631360471231,4.452808988764045,178,380+,9.18,0.0,3.24,4.83,4.8,,ca,93309,Kern,2024-05-14,1,1,1,0
12,Carls Jr,"815 real road, bakersfield, ca, 93309, us",11.3064705882353,11.21,5.549254471576466,4.6,91,160+,8.63,14.44,6.44,,4.89,,ca,93309,Kern,2024-05-14,1,1,1,0
13,The Habit,"3900 california ave, bakersfield, ca, 93309, us",11.48948717948717,8.74,10.621063481620133,4.6,156,1,9.61,17.98,8.49,7.36,4.61,,ca,93309,Kern,2024-05-14,1,1,1,0
14,McDonald,"10051 bruceville road, elk grove, ca, 95757, us",8.696808510638316,5.29,10.352543615843485,4.4,158,460+,7.69,14.79,4.09,3.69,5.49,,ca,95757,Sacramento,2024-05-14,1,1,1,0
15,McDonald,"1009 n wilson way, stockton, ca, 95205-4217, us",8.674822695035479,5.19,10.356915502572582,4.2,159,370+,7.69,14.79,4.09,3.69,5.49,,ca,95205,San Joaquin,2024-05-14,1,1,1,0
16,McDonald,"101 sunset ave, suisun city, ca, 94585, us",8.554657534246582,5.49,9.39637106899674,4.5,168,700+,8.49,12.99,3.59,3.49,5.29,,ca,94585,Solano,2024-05-14,1,1,1,0
17,Jack in the Box,"499 grizzly island rd, suisun city, ca, 94585, us",8.738259385665508,7.86,4.185392121315467,4.4,293,250+,6.61,13.23,3.99,3.74,4.99,,ca,94585,Solano,2024-05-14,1,1,1,0
18,Burger King,"1260 anderson drive, suisun city, ca, 94585, us",8.136063829787238,6.04,6.019777725818971,4.3,94,180+,9.09,15.85,3.59,5.39,4.99,,ca,94585,Solano,2024-05-14,1,1,1,0
19,McDonald,"1011 e 17th st, santa ana, ca, 92706, us",6.643781512605041,4.49,4.534810084985377,4.3,148,1,6.49,13.49,3.39,3.29,5.29,,ca,92706,Orange,2024-05-14,1,1,1,0
20,McDonald,"1501 n bristol st, santa ana, ca, 92706, us",6.706885245901639,4.54,4.798624133748696,4.7,148,1,6.49,13.49,3.39,3.29,5.19,,ca,92706,Orange,2024-05-14,1,1,1,0
21,McDonald,"10143 sierra ave, fontana, ca, 92335, us",6.941229508196717,4.58,5.554145487369499,4.4,144,3,8.79,13.99,4.09,3.99,4.39,,ca,92335,San Bernardino,2024-05-14,1,1,1,0
22,McDonald,"16063 foothill blvd, fontana, ca, 92335, us",5.575846153846159,4.24,3.9775123235539653,4.3,150,3,6.19,10.49,4.19,3.89,4.89,,ca,92335,San Bernardino,2024-05-14,1,1,1,0
23,Jack in the Box,"10110 sierra ave, fontana, ca, 92335, us",7.207397260273977,6.175,3.6031601530822392,4.4,292,900+,5.39,10.9,3.47,3.11,4.31,,ca,92335,San Bernardino,2024-05-14,1,1,1,0
24,Jack in the Box,"14485 foothill blvd, fontana, ca, 92335, us",7.40769811320754,7.11,3.416937443643067,4.352134146341464,328,440+,5.61,,3.61,3.24,,,ca,92335,San Bernardino,2024-05-14,1,1,1,0
25,Jack in the Box,"8134 sierra ave, fontana, ca, 92335, us",7.572161290322561,6.800000000000001,3.6999151044905148,4.5,310,1,5.99,11.85,3.61,3.24,4.49,,ca,92335,San Bernardino,2024-05-14,1,1,1,0
26,Wendy,"16984 valley blvd., fontana, ca, 92335, us",6.200399999999995,5.23,2.9771482730962533,,85,900+,7.92,0.0,3.65,2.79,0.0,4.5,ca,92335,San Bernardino,2024-05-14,1,1,1,0
27,Burger King,"16878 foothill boulevard, fontana, ca, 92335, us",8.633837209302337,6.74,5.9981479057356175,4.5,172,700+,10.39,15.29,3.49,5.39,4.89,,ca,92335,San Bernardino,2024-05-14,1,1,1,0
28,Carls Jr,"14454 valley blvd, fontana, ca, 92335, us",6.380961538461539,5.37,2.938447562139537,4.6,92,900+,6.76,0.0,4.1,,3.25,,ca,92335,San Bernardino,2024-05-14,1,1,1,0
29,The Habit,"9750 sierra avenue, fontana, ca, 92335, us",11.84769230769229,8.99,10.925673120503584,4.1000000000000005,156,38,9.74,18.24,8.61,7.49,4.74,,ca,92335,San Bernardino,2024-05-14,1,1,1,0
30,McDonald,"103 mcdowell blvd, petaluma, ca, 94954, us",6.046589147286841,4.69,4.09425471843376,4.8,292,250+,8.69,14.79,4.49,3.99,5.69,,ca,94954,Sonoma,2024-05-14,1,1,1,0
31,Jack in the Box,"1401 n mcdowell blvd, petaluma, ca, 94954, us",8.970596026490064,8.24,4.281580173700508,4.7,151,46,7.74,14.6,4.24,3.74,4.99,,ca,94954,Sonoma,2024-05-14,1,1,1,0
32,Burger King,"5304 old redwood highway, petaluma, ca, 94954, us",8.248526315789476,6.39,6.0201895351210615,4.7,95,180+,9.49,16.24,3.49,5.19,4.89,,ca,94954,Sonoma,2024-05-14,1,1,1,0
33,The Habit,"447 n mcdowell blvd, petaluma, ca, 94954, us",11.690641025641034,8.74,10.831685279740299,4.5,78,440+,9.74,18.24,8.61,7.49,4.74,,ca,94954,Sonoma,2024-05-14,1,1,1,0
34,McDonald,"10990 n stelling rd, cupertino, ca, 95014, us",5.72744186046512,4.39,4.6490454599283355,4.7,144,1,7.39,12.05,3.49,4.19,4.47,,ca,95014,Santa Clara,2024-05-14,1,1,1,0
35,Jack in the Box,"1451 s de anza blvd, cupertino, ca, 95014, us",8.251513157894735,7.800000000000001,4.07890880658767,4.7,152,220+,6.61,13.35,3.74,3.36,5.24,,ca,95014,Santa Clara,2024-05-14,1,1,1,0
36,The Habit,"20735 stevens creek blvd, cupertino, ca, 95014, us",11.690641025641034,8.74,10.831685279740299,4.7,78,460+,9.74,18.24,8.61,7.49,4.74,,ca,95014,Santa Clara,2024-05-14,1,1,1,0
37,McDonald,"1100 fillmore st, san francisco, ca, 94115, us",6.288906250000004,4.95,4.339060820466905,4.6,149,10,7.89,13.69,4.09,3.59,5.49,,ca,94115,San Francisco,2024-05-14,1,1,1,0
38,Burger King,"1701 fillmore st, san francisco, ca, 94115, us",8.826382978723403,6.89,6.1941346399988495,4.5,94,1,10.39,18.19,3.59,5.39,5.99,,ca,94115,San Francisco,2024-05-14,1,1,1,0
39,McDonald,"1100 north state college blvd, anaheim, ca, 92806, us",6.635833333333334,4.19,4.715553092927936,4.4,123,2,6.89,12.39,3.19,2.89,4.69,,ca,92806,Orange,2024-05-14,1,1,1,0
40,Jack in the Box,"100 s. state college blvd., anaheim, ca, 92806, us",8.000068259385644,6.99,3.920242904744646,4.6,293,1,6.49,12.48,3.49,3.24,4.86,,ca,92806,Orange,2024-05-14,1,1,1,0
41,Wendy,"1012 n. state college blvd., anaheim, ca, 92806, us",6.5100000000000025,5.48,3.1905842725118543,,170,900+,8.41,0.0,4.14,3.65,0.0,4.7,ca,92806,Orange,2024-05-14,1,1,1,0
42,Burger King,"2210 e lincoln ave, anaheim, ca, 92806, us",9.31940476190476,8.29,6.854848883609337,4.7,168,600+,8.39,14.59,3.99,5.49,4.99,,ca,92806,Orange,2024-05-14,1,1,1,0
43,Carls Jr,"2820 e. lincoln ave, anaheim, ca, 92806, us",11.882183908045977,11.98,6.120723498908106,4.6,93,450+,8.63,15.47,6.44,,3.86,,ca,92806,Orange,2024-05-14,1,1,1,0
44,Carls Jr,"3110 e la palma, anaheim, ca, 92806, us",6.362692307692309,5.37,2.973798474487453,4.7,92,500+,6.28,0.0,4.1,,3.25,,ca,92806,Orange,2024-05-14,1,1,1,0
45,McDonald,"1100 s grand ave, santa ana, ca, 92705, us",6.43424778761062,4.49,4.506847063288885,4.5,139,2,6.99,13.29,3.39,3.19,4.89,,ca,92705,Orange,2024-05-14,1,1,1,0
46,Wendy,"1737 e 17th st, santa ana, ca, 92705, us",6.509999999999999,5.48,3.190584272511854,,85,1,8.41,0.0,4.14,3.65,0.0,4.6,ca,92705,Orange,2024-05-14,1,1,1,0
47,Burger King,"601 east dyer road, santa ana, ca, 92705, us",10.087628205128208,9.49,6.677117652387131,4.8,156,250+,5.99,,5.99,16.89,9.89,,ca,92705,Orange,2024-05-14,1,1,1,0
48,Carls Jr,"1809 e edinger ave, santa ana, ca, 92705, us",6.232499999999998,5.3100000000000005,2.87849845672785,4.6,92,1,6.64,0.0,3.98,,3.13,,ca,92705,Orange,2024-05-14,1,1,1,0
49,The Habit,"2777 n main st, santa ana, ca, 92705, us",10.827341772151904,8.24,10.11659843128611,4.6,79,1,9.24,16.86,8.36,7.24,4.11,,ca,92705,Orange,2024-05-14,1,1,1,0
50,McDonald,"1101 el camino real, millbrae, ca, 94030, us",5.781755725190841,4.09,4.704133553583286,4.6,151,4,6.69,10.69,3.19,2.79,3.99,,ca,94030,San Mateo,2024-05-14,1,1,1,0
51,The Habit,"143 south el camino real, millbrae, ca, 94030, us",11.489487179487188,8.74,10.621063481620139,4.7,78,500+,9.61,17.98,8.49,7.36,4.61,,ca,94030,San Mateo,2024-05-14,1,1,1,0
52,McDonald,"1101 triton dr, foster city, ca, 94404, us",5.655563909774439,3.89,4.627482047025101,4.7,154,2,6.69,10.69,3.19,2.79,3.99,,ca,94404,San Mateo,2024-05-14,1,1,1,0
53,Carls Jr,"1140 triton dr, san mateo, ca, 94404, us",8.092933333333333,6.6,4.241681670700379,4.5,109,500+,9.89,0.0,6.39,,5.19,,ca,94404,San Mateo,2024-05-14,1,1,1,0
54,The Habit,"1297 chess dr, foster city, ca, 94404, us",11.905974025974011,8.99,10.984336576475592,4.7,154,800+,9.74,18.24,8.61,7.49,4.74,,ca,94404,San Mateo,2024-05-14,1,1,1,0
55,Five Guys,"933 e. hillsdale, foster city, ca, 94404, us",8.89896551724138,9.59,3.5104242251030358,4.8,29,700+,14.39,,11.39,10.19,7.55,,ca,94404,San Mateo,2024-05-14,1,1,1,0
56,McDonald,"111 w baseline rd, rialto, ca, 92376, us",6.989349593495932,4.39,5.94902379637339,4.3,145,2,8.79,13.99,4.09,3.99,4.39,,ca,92376,San Bernardino,2024-05-14,1,1,1,0
57,McDonald,"1318 w foothill blvd, rialto, ca, 92376, us",6.863680000000001,4.39,5.514440031190838,4.2,147,2,8.79,13.99,4.09,3.99,4.39,,ca,92376,San Bernardino,2024-05-14,1,1,1,0
58,Jack in the Box,"1876 north riverside avenue, rialto, ca, 92376, us",7.315947712418303,6.59,3.6050769280830504,4.5,153,1,5.39,11.02,3.47,3.11,4.31,,ca,92376,San Bernardino,2024-05-14,1,1,1,0
59,Jack in the Box,"475 s cedar ave, rialto, ca, 92376, us",7.572161290322561,6.800000000000001,3.6999151044905148,4.448064516129032,310,1,5.99,11.85,3.61,3.24,4.49,,ca,92376,San Bernardino,2024-05-14,1,1,1,0
60,Wendy,"1260 w. foothill blvd., rialto, ca, 92376, us",6.200400000000001,5.23,2.9771482730962533,,170,1,7.92,0.0,3.65,2.79,0.0,4.6,ca,92376,San Bernardino,2024-05-14,1,1,1,0
61,Burger King,"120 west valley boulevard, rialto, ca, 92376, us",8.609240506329131,6.49,6.177777604610749,4.4,237,260+,10.39,15.29,3.49,5.39,4.89,,ca,92376,San Bernardino,2024-05-14,1,1,1,0
62,Burger King,"1361 west foothill boulevard, rialto, ca, 92376, us",8.650697674418616,6.74,6.008097595957704,4.6,172,300+,10.39,15.29,3.49,5.69,4.89,,ca,92376,San Bernardino,2024-05-14,1,1,1,0
63,Burger King,"503 east foothill, rialto, ca, 92376, us",8.64282868525897,6.49,6.065698440924093,4.5,251,480+,10.39,15.29,3.49,5.69,4.89,,ca,92376,San Bernardino,2024-05-14,1,1,1,0
64,Sonic,"1060 west renaissance parkway, rialto, ca, 92376, us",5.809736842105264,4.87,3.074123312633089,4.3,88,1,8.89,0.0,4.87,,0.0,,ca,92376,San Bernardino,2024-05-14,1,1,1,0
65,Carls Jr,"620 w foothill blvd, rialto, ca, 92376, us",11.70153409090909,11.6,5.980164032124081,4.7,188,500+,8.63,15.47,6.44,,3.86,,ca,92376,San Bernardino,2024-05-14,1,1,1,0
66,The Habit,"1205 w renaissance pkwy, rialto, ca, 92376, us",11.847692307692293,8.99,10.925673120503587,4.5,156,1,9.74,18.24,8.61,7.49,4.74,,ca,92376,San Bernardino,2024-05-14,1,1,1,0
67,McDonald,"1110 3rd ave, chula vista, ca, 91911, us",5.897518796992474,4.59,4.282726523514033,4.6,152,1,6.97,11.83,3.85,3.59,5.29,,ca,91911,San Diego,2024-05-14,1,1,1,0
68,Jack in the Box,"802 3rd ave, chula vista, ca, 91911, us",8.482331081081039,7.49,4.216343239028842,4.349324324324325,296,600+,7.86,14.98,3.74,3.49,4.99,,ca,91911,San Diego,2024-05-14,1,1,1,0
69,Burger King,"1265 third avenue, chula vista, ca, 91911, us",8.765795454545467,6.99,6.051103059020596,4.6,176,600+,10.39,15.29,3.79,5.39,4.99,,ca,91911,San Diego,2024-05-14,1,1,1,0
70,Carls Jr,"996 third ave., chula vista, ca, 91911, us",9.889523809523817,9.74,4.913401233158609,4.6,90,480+,7.74,13.99,5.98,,3.74,,ca,91911,San Diego,2024-05-14,1,1,1,0
71,McDonald,"1115 casitas pass road, carpinteria, ca, 93013, us",4.834621848739497,3.29,3.738753396232755,4.6,140,330+,6.26,10.21,3.13,2.89,3.49,,ca,93013,Santa Barbara,2024-05-14,1,1,1,0
72,Carls Jr,"4610, carpinteria, ca, 93013, us",7.400566037735849,6.44,3.77880355183686,4.7,87,36,9.28,0.0,6.31,,4.76,,ca,93013,Santa Barbara,2024-05-14,1,1,1,0
73,McDonald,"1173 west casmalia st, rialto, ca, 92377, us",7.242159999999999,4.39,6.194514422809912,4.6,147,600+,8.79,13.99,4.09,3.99,4.39,,ca,92377,San Bernardino,2024-05-14,1,1,1,0
74,Carls Jr,"2022 n riverside ave, rialto, ca, 92377, us",11.70153409090909,11.6,5.980164032124081,4.4,188,210+,8.63,15.47,6.44,,3.86,,ca,92377,San Bernardino,2024-05-14,1,1,1,0
75,McDonald,"1185 arnold dr, martinez, ca, 94553, us",7.3174193548387105,5.29,5.430831022811801,4.4,150,500+,6.89,12.79,3.79,3.59,4.79,,ca,94553,Contra Costa,2024-05-14,1,1,1,0
76,Wendy,"5943, pacheco, ca, 94553, us",6.180510204081642,5.26,3.029298892567078,,328,700+,7.59,0.0,3.09,3.4,0.0,4.5,ca,94553,Contra Costa,2024-05-14,1,1,1,0
77,McDonald,"119 west ball road, anaheim, ca, 92805-6045, us",6.7371153846153895,4.99,4.590352691552166,4.6,131,2,6.89,13.39,3.89,3.19,5.19,,ca,92805,Orange,2024-05-14,1,1,1,0
78,McDonald,"1810 s state college blvd, anaheim, ca, 92805, us",6.673486238532111,4.79,4.689310775856393,4.6,136,1,7.19,14.29,3.39,2.99,5.19,,ca,92805,Orange,2024-05-14,1,1,1,0
79,Jack in the Box,"290 w. lincoln ave., anaheim, ca, 92805, us",8.001903114186833,7.11,3.9354927643907063,4.6,289,2,6.49,12.48,3.49,3.24,4.86,,ca,92805,Orange,2024-05-14,1,1,1,0
80,Burger King,"1201 south, anaheim, ca, 92805, us",9.305967741935477,8.39,6.5062421540165065,4.6,248,500+,9.59,16.79,3.59,5.99,4.29,,ca,92805,Orange,2024-05-14,1,1,1,0
81,McDonald,"1190 cirby way, roseville, ca, 95746, us",7.237062937062935,4.79,6.509137829985258,4.7,165,360+,7.29,11.99,4.59,3.79,5.29,,ca,95746,Placer,2024-05-14,1,1,1,0
82,McDonald,"120 harding blvd, roseville, ca, 95678, us",6.326287878787882,4.9399999999999995,4.840175367049468,4.7,151,210+,8.39,13.99,4.18,3.69,5.37,,ca,95678,Placer,2024-05-14,1,1,1,0
83,McDonald,"6710 stanford ranch rd, roseville, ca, 95678, us",6.396619718309869,4.59,5.305010239775059,4.4,159,490+,8.29,11.49,3.89,3.49,5.59,,ca,95678,Placer,2024-05-14,1,1,1,0
84,Wendy,"924 pleasant grove blvd, roseville, ca, 95678, us",7.475961538461535,5.82,4.499768908431848,,89,330+,9.33,0.0,3.97,3.6,0.0,4.7,ca,95678,Placer,2024-05-14,1,1,1,0
85,Shake Shack,"1151 galleria boulevard, roseville, ca, 95678, us",22.617722772277208,8.19,37.261284074141045,4.6,206,360+,9.59,,9.39,8.99,5.49,,ca,95678,Placer,2024-05-14,1,1,1,0
86,Sonic,"913 pleasant grove blvd, roseville, ca, 95678, us",6.317812500000001,6.21,3.4252269399039452,4.2,81,600+,10.36,0.0,4.87,,0.0,,ca,95678,Placer,2024-05-14,1,1,1,0
87,The Habit,"933 pleasant grove blvd, roseville, ca, 95678, us",10.751337579617829,8.11,9.970504660198182,4.4496815286624205,157,500+,9.24,16.74,8.24,7.11,3.99,,ca,95678,Placer,2024-05-14,1,1,1,0
88,McDonald,"1201 ocean ave, san francisco, ca, 94112-1830, us",6.306212121212124,4.95,4.285489705460817,4.7,306,6,7.89,13.69,4.09,3.49,5.49,,ca,94112,San Francisco,2024-05-14,1,1,1,0
89,McDonald,"5454 mission st, san francisco, ca, 94112, us",7.763185185185197,4.49,7.040827881861817,4.6,316,3,8.29,15.79,3.49,2.99,5.29,,ca,94112,San Francisco,2024-05-14,1,1,1,0
90,McDonald,"1208 n. mt. vernon blvd, san bernardino, ca, 92411, us",6.21926229508197,4.59,4.895935445042239,4.4,140,1,6.99,12.79,3.39,2.79,4.69,,ca,92411,San Bernardino,2024-05-14,1,1,1,0
91,McDonald,"1210 ocean ave, santa cruz, ca, 95060, us",6.81725190839695,5.28,4.331177766490209,4.6,155,800+,8.39,13.29,3.99,3.49,4.99,,ca,95060,Santa Cruz,2024-05-14,1,1,1,0
92,McDonald,"1421 mission st, santa cruz, ca, 95060-4738, us",6.910413223140501,5.08,4.49899518564827,4.7,146,1,8.39,13.29,3.99,3.49,4.99,,ca,95060,Santa Cruz,2024-05-14,1,1,1,0
93,Jack in the Box,"640 ocean street, santa cruz, ca, 95060, us",8.46613240418115,7.49,4.231021905609142,4.4,287,2,7.24,13.85,4.11,3.99,4.99,,ca,95060,Santa Cruz,2024-05-14,1,1,1,0
94,Burger King,"2015 mission street, santa cruz, ca, 95060, us",6.981818181818188,5.49,5.286481854741258,4.545901639344263,183,490+,9.49,16.11,3.39,4.99,4.74,,ca,95060,Santa Cruz,2024-05-14,1,1,1,0
95,The Habit,"1400 ocean st, santa cruz, ca, 95060, us",11.04093525179855,8.61,11.15854880150282,4.6,139,1,9.74,18.24,8.61,7.49,4.74,,ca,95060,Santa Cruz,2024-05-14,1,1,1,0
96,Five Guys,"1101 pacific avenue, santa cruz, ca, 95060, us",9.071428571428573,9.59,3.443461417035516,4.6,28,800+,14.39,,11.39,10.19,7.55,,ca,95060,Santa Cruz,2024-05-14,1,1,1,0
97,McDonald,"1213 s main st, salinas, ca, 93901, us",5.551484375,3.99,4.121555396980716,4.7,147,420+,6.69,11.19,3.49,3.39,4.69,,ca,93901,Monterey,2024-05-14,1,1,1,0
98,Jack in the Box,"645 south main street, salinas, ca, 93901, us",8.373763440860182,7.49,4.194176004867982,4.253405017921147,279,300+,7.24,13.85,4.11,3.99,4.99,,ca,93901,Monterey,2024-05-14,1,1,1,0
99,Burger King,"909 south main street, salinas, ca, 93901, us",7.083812949640292,5.45,5.349817235590463,4.453107344632769,177,150+,9.49,16.11,3.24,4.83,4.74,,ca,93901,Monterey,2024-05-14,1,1,1,0
100,McDonald,"12146 mariposa rd, victorville, ca, 92395, us",6.435423728813565,4.99,4.301725440983702,4.3,142,1,7.69,11.69,4.68,2.89,5.18,,ca,92395,San Bernardino,2024-05-14,1,1,1,0
101,McDonald,"16670 bear valley road, victorville, ca, 92395, us",5.852436974789916,4.2,4.046358455479385,4.1,143,71,7.39,10.45,4.13,2.41,4.35,,ca,92395,San Bernardino,2024-05-14,1,1,1,0
102,McDonald,"nwc roy rogers &amp; la paz plz, victorville, ca, 92395, us",6.238677685950419,4.69,4.261915128851716,4.3,145,1,7.59,11.19,4.51,2.99,4.96,,ca,92395,San Bernardino,2024-05-14,1,1,1,0
103,Wendy,"14798 lapaz drive, victorville, ca, 92395, us",6.200399999999997,5.23,2.9771482730962524,,85,600+,7.92,0.0,3.65,2.79,0.0,4.4,ca,92395,San Bernardino,2024-05-14,1,1,1,0
104,Wendy,"bear valley road &amp; mojave fish hatchery rd, hesperia, ca, 92395, us",6.200399999999995,5.23,2.977148273096253,,84,310+,7.92,0.0,3.65,2.79,0.0,4.6,ca,92395,San Bernardino,2024-05-14,1,1,1,0
105,Burger King,"12925 hesperia road, victorville, ca, 92395, us",8.692784810126588,6.49,6.224029167691585,4.3,79,340+,10.39,15.29,3.39,5.39,4.89,,ca,92395,San Bernardino,2024-05-14,1,1,1,0
106,McDonald,"12254 palmdale road, victorville, ca, 92392, us",7.551893939393947,6.09,5.484252819550821,4.4,150,2,8.49,14.69,4.49,3.79,6.09,,ca,92392,San Bernardino,2024-05-14,1,1,1,0
107,McDonald,"13625 bear valley rd, victorville, ca, 92392, us",6.792000000000004,5.6899999999999995,4.8855068865432525,4.4,148,1,7.89,13.99,3.99,3.59,5.89,,ca,92392,San Bernardino,2024-05-14,1,1,1,0
108,McDonald,"14526 palmdale rd, victorville, ca, 92392, us",6.450762711864412,4.79,4.6043340225435365,4.3,142,1,7.69,11.19,4.68,2.89,4.87,,ca,92392,San Bernardino,2024-05-14,1,1,1,0
109,Jack in the Box,"12134 hesperia road, victorville, ca, 92392, us",8.250000000000004,7.49,4.132491937123361,4.5,154,600+,7.49,13.49,4.11,3.74,5.24,,ca,92392,San Bernardino,2024-05-14,1,1,1,0
110,Jack in the Box,"12440 amargosa rd., victorville, ca, 92392, us",8.230412371133996,7.49,4.15370242268321,4.351890034364262,291,1,7.49,13.49,4.11,3.74,5.24,,ca,92392,San Bernardino,2024-05-14,1,1,1,0
111,Jack in the Box,"14618 7th street, victorville, ca, 92392, us",8.1963907284768,7.49,4.14418757002421,4.449006622516556,302,800+,7.49,13.49,4.11,3.74,5.24,,ca,92392,San Bernardino,2024-05-14,1,1,1,0
112,Wendy,"14181 hwy 395, victorville, ca, 92392, us",6.200399999999997,5.23,2.9771482730962524,,85,800+,7.92,0.0,3.65,2.79,0.0,4.4,ca,92392,San Bernardino,2024-05-14,1,1,1,0
113,Wendy,"14303 bear valley road, victorville, ca, 92392, us",6.200399999999995,5.23,2.977148273096253,,85,350+,7.92,0.0,3.65,2.79,0.0,4.3,ca,92392,San Bernardino,2024-05-14,1,1,1,0
114,Burger King,"12077 palmdale road, victorville, ca, 92392, us",8.710581395348848,6.74,6.041642094403074,4.5,172,600+,10.39,15.29,3.39,5.39,4.89,,ca,92392,San Bernardino,2024-05-14,1,1,1,0
115,Sonic,"11780 amargosa road, victorville, ca, 92392, us",4.9546874999999995,3.95,3.2419409544813966,4.3,70,450+,,,8.53,,0.0,,ca,92392,San Bernardino,2024-05-14,1,1,1,0
116,The Habit,"11608 amargosa rd, victorville, ca, 92392, us",11.847692307692292,8.99,10.925673120503587,4.5,156,600+,9.74,18.24,8.61,7.49,4.74,,ca,92392,San Bernardino,2024-05-14,1,1,1,0
117,McDonald,"12371 perris blvd., moreno valley, ca, 92557, us",8.056446280991741,5.48,5.755370450629029,4.3,149,1,9.07,17.5,5.27,3.84,5.74,,ca,92557,Riverside,2024-05-14,1,1,1,0
118,Jack in the Box,"24985 elder ave, moreno valley, ca, 92557, us",8.300239726027371,7.49,4.103614796077508,4.5,292,600+,7.86,14.85,3.74,3.49,4.99,,ca,92557,Riverside,2024-05-14,1,1,1,0
119,Burger King,"23125 hemlock avenue, moreno valley, ca, 92557, us",8.794223107569726,6.49,6.167528101475818,4.6,251,330+,10.39,15.99,3.49,5.99,5.19,,ca,92557,Riverside,2024-05-14,1,1,1,0
120,McDonald,"1248 n blackstone, fresno, ca, 93703, us",5.475409836065569,3.59,4.260563179032344,4.2,140,500+,6.99,11.35,3.47,2.92,4.88,,ca,93703,Fresno,2024-05-14,1,1,1,0
121,McDonald,"4803 e mckinley, fresno, ca, 93703, us",5.78820895522388,4.390000000000001,4.240107160492186,4.3,154,900+,6.39,9.89,3.49,3.19,4.79,,ca,93703,Fresno,2024-05-14,1,1,1,0
122,Jack in the Box,"2124 n blackstone hwy, fresno, ca, 93703, us",8.126177474402706,6.99,4.1274167473185335,4.3,293,700+,6.61,13.35,3.74,3.36,4.99,,ca,93703,Fresno,2024-05-14,1,1,1,0
123,Wendy,"2005 n blackstone, fresno, ca, 93703, us",7.149615384615386,5.615,4.428525089401169,,88,340+,8.77,0.0,3.77,3.4,0.0,4.4,ca,93703,Fresno,2024-05-14,1,1,1,0
124,Burger King,"2410 north cedar, fresno, ca, 93703, us",8.013806818181816,5.99,6.115491296992408,4.3,176,600+,8.99,15.36,3.39,4.99,4.36,,ca,93703,Fresno,2024-05-14,1,1,1,0
125,Burger King,"2755 n blackstone ave, fresno, ca, 93703, us",9.68333333333334,8.09,6.514796075184132,4.0,81,180+,9.99,17.69,4.19,5.49,5.49,,ca,93703,Fresno,2024-05-14,1,1,1,0
126,Carls Jr,"1588 n 1st st, fresno, ca, 93703, us",8.161066666666668,6.6,4.2781162749769,4.5,109,76,9.89,0.0,6.39,,5.19,,ca,93703,Fresno,2024-05-14,1,1,1,0
