,restaurant_name,restaurant_location,menu_item_price mean_non_zero,menu_item_price median_non_zero,menu_item_price std_non_zero,restaurant_rating mean,menu_item count,number_of_ratings first,specialty_item,combo,cheeseburger,hamburger,fries,restaurant_rating first,state,zip,county_name,date,uber_eats,post_policy,fast_food,local
347,Burger King,"2800 paseo mercado, oxnard, ca, 93036, us",8.788987341772161,6.49,6.293930287840356,4.7,79,81,10.39,15.99,3.49,5.99,5.19,,ca,93036,Ventura,2024-05-14,1,1,1,0
348,Carls Jr,"2301 n, oxnard, ca, 93036, us",6.329807692307693,5.37,2.899461813711572,4.4,92,410+,6.76,0.0,4.1,,3.25,,ca,93036,Ventura,2024-05-14,1,1,1,0
349,The Habit,"2350 e vineyard ave, oxnard, ca, 93036, us",10.886751592356678,8.24,10.121253932571449,4.6,157,1,9.24,16.86,8.36,7.24,4.11,,ca,93036,Ventura,2024-05-14,1,1,1,0
350,McDonald,"221 e alessandro, riverside, ca, 92508, us",7.068959999999996,4.39,5.983889547643738,4.6,147,1,8.79,13.99,4.09,3.99,4.39,,ca,92508,Riverside,2024-05-14,1,1,1,0
351,Jack in the Box,"1001 e alessandro blvd, riverside, ca, 92508, us",8.425761589403974,7.49,4.171199175977687,4.6,151,140+,7.86,14.85,3.74,3.49,4.99,,ca,92508,Riverside,2024-05-14,1,1,1,0
352,Wendy,"8745 trautwein road, riverside, ca, 92508, us",6.200400000000002,5.23,2.977148273096253,,170,340+,7.92,0.0,3.65,2.79,0.0,4.6,ca,92508,Riverside,2024-05-14,1,1,1,0
353,McDonald,"2212 no texas st, fairfield, ca, 94533, us",7.767586206896557,5.0,6.962309790714479,4.4,167,800+,8.29,12.99,3.59,3.49,4.99,,ca,94533,Solano,2024-05-14,1,1,1,0
354,McDonald,"3500 nelson rd, fairfield, ca, 94533, us",8.664513888888889,5.390000000000001,9.576644319925567,4.5,165,210+,8.49,12.99,3.59,3.49,5.29,,ca,94533,Solano,2024-05-14,1,1,1,0
355,McDonald,"699 beck ave, fairfield, ca, 94533, us",6.2157251908397,4.59,4.846860954815973,4.5,147,170+,7.09,12.69,3.19,3.09,5.19,,ca,94533,Solano,2024-05-14,1,1,1,0
356,Jack in the Box,"1965 w. texas st., fairfield, ca, 94533, us",8.659074733096059,7.74,4.14157514666613,4.5,281,290+,6.61,13.23,3.99,3.74,4.99,,ca,94533,Solano,2024-05-14,1,1,1,0
357,Jack in the Box,"1980 n. texas st., fairfield, ca, 94533, us",8.67314569536422,7.86,4.132496283732661,4.4,302,600+,6.61,13.23,3.99,3.74,4.99,,ca,94533,Solano,2024-05-14,1,1,1,0
358,Wendy,"2045 north texas, fairfield, ca, 94533, us",5.774901960784313,4.5,3.074833566386407,,86,700+,7.92,0.0,3.04,2.67,0.0,4.5,ca,94533,Solano,2024-05-14,1,1,1,0
359,Burger King,"2005 huntington drive, fairfield, ca, 94533, us",8.43822222222222,7.19,5.926038882719734,4.8,90,120+,8.99,15.49,3.59,5.39,4.79,,ca,94533,Solano,2024-05-14,1,1,1,0
360,Carls Jr,"2380 n texas st, fairfield, ca, 94533, us",10.557058823529415,10.45,5.40588542533357,4.6,91,280+,8.05,13.45,6.0,,4.55,,ca,94533,Solano,2024-05-14,1,1,1,0
361,The Habit,"1320 travis blvd, fairfield, ca, 94533, us",11.750445859872599,8.99,10.922656424519092,4.4,157,500+,9.74,18.24,8.61,7.49,4.74,,ca,94533,Solano,2024-05-14,1,1,1,0
362,Five Guys,"1570 gateway boulevard, fairfield, ca, 94533, us",9.908620689655173,10.07,3.7072675355659985,4.6,29,480+,15.47,,12.47,11.15,8.75,,ca,94533,Solano,2024-05-14,1,1,1,0
363,McDonald,"22257 barton rd, grand terrace, ca, 92313, us",6.4165486725663765,4.79,4.528005630627441,4.6,138,1,7.19,12.59,3.89,3.49,5.39,,ca,92313,San Bernardino,2024-05-14,1,1,1,0
364,McDonald,"2242 university ave, riverside, ca, 92507, us",6.246896551724146,4.54,4.479728750600153,4.6,141,3,7.19,12.29,4.09,3.59,4.99,,ca,92507,Riverside,2024-05-14,1,1,1,0
365,McDonald,"2246 iowa avenue, riverside, ca, 92507, us",6.808684210526316,5.045,5.680884461833214,4.5,138,2,8.09,12.19,4.49,4.19,6.39,,ca,92507,Riverside,2024-05-14,1,1,1,0
366,McDonald,"2891 canyon springs parkway, riverside, ca, 92507, us",8.138800000000007,5.49,5.783793855247612,4.2,152,1,9.09,17.5,5.29,3.99,5.74,,ca,92507,Riverside,2024-05-14,1,1,1,0
367,Jack in the Box,"1371 blaine st, riverside, ca, 92507, us",7.533966666666647,6.61,3.7482125427402826,4.4,300,1,5.99,11.85,3.61,3.24,4.49,,ca,92507,Riverside,2024-05-14,1,1,1,0
368,Jack in the Box,"3886 chicago ave., riverside, ca, 92507, us",8.120343642611656,7.11,4.0991428010275035,4.551890034364261,291,430+,7.49,13.99,4.11,3.74,5.24,,ca,92507,Riverside,2024-05-14,1,1,1,0
369,Jack in the Box,"5700 sycamore canyon boulevard, riverside, ca, 92507, us",8.208692810457519,7.49,4.072146692275754,4.5,153,330+,7.49,13.99,4.11,3.74,5.24,,ca,92507,Riverside,2024-05-14,1,1,1,0
370,Burger King,"2167 university avenue, riverside, ca, 92507, us",8.626095617529888,6.49,6.055270192682992,4.362948207171315,251,500+,10.39,15.29,3.49,5.39,4.89,,ca,92507,Riverside,2024-05-14,1,1,1,0
371,Carls Jr,"5225 canyon crest dr ste 82, riverside, ca, 92507, us",7.206415094339629,5.74,3.5242170784978515,4.6,92,260+,8.74,0.0,5.74,,4.11,,ca,92507,Riverside,2024-05-14,1,1,1,0
372,McDonald,"225 n chester avenue, oildale, ca, 93308, us",7.111020408163274,5.09,6.231948160112683,4.1,165,900+,7.49,12.49,4.19,3.49,4.89,,ca,93308,Kern,2024-05-14,1,1,1,0
373,Wendy,"2501 n. chester, oildale, ca, 93308, us",6.8278,5.36,3.4435843477400114,,85,480+,9.14,0.0,3.65,3.16,0.0,4.5,ca,93308,Kern,2024-05-14,1,1,1,0
374,Burger King,"5120 olive drive, bakersfield, ca, 93308, us",8.258045977011491,6.59,6.0405571485213825,4.2,174,300+,8.56,14.52,3.41,5.13,3.82,,ca,93308,Kern,2024-05-14,1,1,1,0
375,Carls Jr,"3520 rosedale highway, bakersfield, ca, 93308, us",11.306470588235298,11.21,5.549254471576467,4.7,91,97,8.63,14.44,6.44,,4.89,,ca,93308,Kern,2024-05-14,1,1,1,0
376,McDonald,"225 w valley blvd, colton, ca, 92324, us",6.775119999999992,5.29,5.912216858810239,4.5,144,1,8.09,12.49,4.09,3.89,6.39,,ca,92324,San Bernardino,2024-05-14,1,1,1,0
377,Jack in the Box,"1199 n mt vernon ave, colton, ca, 92324, us",8.200761904761873,7.49,3.873339733271842,4.4,315,700+,6.86,13.36,3.36,2.99,4.86,,ca,92324,San Bernardino,2024-05-14,1,1,1,0
378,Wendy,"1090 n. pepper ave., colton, ca, 92324, us",6.2004,5.23,2.977148273096253,,255,1,7.92,0.0,3.65,2.79,0.0,4.4,ca,92324,San Bernardino,2024-05-14,1,1,1,0
379,Wendy,"1110 s. mt. vernon ave., colton, ca, 92324, us",7.305200000000003,6.33,3.3669108927917897,,168,600+,8.89,0.0,4.01,3.65,0.0,4.6,ca,92324,San Bernardino,2024-05-14,1,1,1,0
380,Carls Jr,"1180 s mount vernon ave, colton, ca, 92324, us",7.206415094339629,5.74,3.524217078497852,4.7,92,360+,8.74,0.0,5.74,,4.11,,ca,92324,San Bernardino,2024-05-14,1,1,1,0
381,The Habit,"1550 w valley blvd, colton, ca, 92324, us",11.847692307692292,8.99,10.925673120503584,4.5,234,900+,9.74,18.24,8.61,7.49,4.74,,ca,92324,San Bernardino,2024-05-14,1,1,1,0
382,McDonald,"2280 skyway dr, santa maria, ca, 93455, us",5.611889763779531,4.39,4.524127397880996,4.7,143,130+,6.59,11.69,4.49,4.29,5.09,,ca,93455,Santa Barbara,2024-05-14,1,1,1,0
383,Jack in the Box,"5001, orcutt, ca, 93455, us",8.3890322580645,7.49,4.026596452562753,4.553763440860215,279,130+,6.86,12.98,4.11,3.74,4.99,,ca,93455,Santa Barbara,2024-05-14,1,1,1,0
384,Wendy,"2150 south bradley road, santa maria, ca, 93455, us",6.366799999999999,5.6,3.0646111923048247,,85,210+,7.8,0.0,3.53,3.16,0.0,4.6,ca,93455,Santa Barbara,2024-05-14,1,1,1,0
385,McDonald,"2298 gellert blvd, south san francisco, ca, 94080, us",6.093875968992252,4.89,4.090742111570467,4.6,147,1,8.69,14.29,4.49,4.39,5.69,,ca,94080,San Mateo,2024-05-14,1,1,1,0
386,McDonald,"381 s airport blvd, south san francisco, ca, 94080, us",6.0861240310077545,4.79,4.022425568917904,4.5,147,1,8.29,13.99,4.59,3.99,5.69,,ca,94080,San Mateo,2024-05-14,1,1,1,0
387,McDonald,"587 el camino real, south san francisco, california, south san franc, ca, 94080, us",6.1259375000000045,4.89,4.082962588133002,4.6,144,1,8.49,14.99,4.09,3.49,5.69,,ca,94080,San Mateo,2024-05-14,1,1,1,0
388,Jack in the Box,"1695 el camino real, south san francisco, ca, 94080, us",8.988321995464728,8.11,4.421763522527348,4.6,882,3,7.74,14.98,4.11,3.74,4.99,,ca,94080,San Mateo,2024-05-14,1,1,1,0
389,Jack in the Box,"201 south spruce street, south san francisco, ca, 94080, us",9.270179445350676,8.24,4.646850971165689,4.374388254486134,613,1,7.74,14.98,4.11,3.74,4.99,,ca,94080,San Mateo,2024-05-14,1,1,1,0
390,Wendy,"176 gateway blvd, s.san francisco, ca, 94080, us",6.5783999999999985,5.36,2.956779572440257,,332,700+,9.38,0.0,4.14,3.16,0.0,4.6,ca,94080,San Mateo,2024-05-14,1,1,1,0
391,Five Guys,"2278 westborough blvd., south san francisco, ca, 94080, us",9.075714285714287,9.59,3.4434320800323506,4.7,28,4,14.39,,11.39,10.19,7.55,,ca,94080,San Mateo,2024-05-14,1,1,1,0
392,McDonald,"230 e pacific coast hwy, wilmington, ca, 90744, us",6.1985470085470125,4.39,4.371167628428859,4.6,140,4,6.79,12.69,3.39,3.19,4.89,,ca,90744,Los Angeles,2024-05-14,1,1,1,0
393,McDonald,"2300 s. main street, santa ana, ca, 92707, us",6.398771929824561,4.49,4.50320668209535,4.6,138,2,6.99,13.29,3.39,3.19,4.89,,ca,92707,Orange,2024-05-14,1,1,1,0
394,Jack in the Box,"1502 s main st, santa ana, ca, 92707, us",8.081699346405227,7.36,4.0492277631957005,4.6,153,410+,6.74,13.48,3.74,3.36,4.99,,ca,92707,Orange,2024-05-14,1,1,1,0
395,McDonald,"2310 f st, bakersfield, ca, 93301, us",6.078803418803416,4.5,4.2932242704719625,4.5,143,900+,6.61,10.09,3.52,2.91,4.72,,ca,93301,Kern,2024-05-14,1,1,1,0
396,Jack in the Box,"2220 chester ave, bakersfield, ca, 93301, us",8.68390410958902,7.74,4.156873227788032,4.5,292,260+,7.49,13.73,4.11,3.74,5.36,,ca,93301,Kern,2024-05-14,1,1,1,0
397,Jack in the Box,"4200 chester ave, bakersfield, ca, 93301, us",8.648949275362297,7.74,4.143200031940696,4.4,276,500+,7.49,13.73,4.11,3.74,5.36,,ca,93301,Kern,2024-05-14,1,1,1,0
398,McDonald,"23110, valencia, ca, 91355, us",7.93715447154472,6.09,5.254008538640379,4.7,150,1,8.09,14.29,5.49,4.69,6.29,,ca,91355,Los Angeles,2024-05-14,1,1,1,0
399,McDonald,"27103 mcbean pkwy, santa clarita, ca, 91355, us",7.795600000000005,6.09,5.137007751600144,4.6,150,700+,8.09,14.29,5.49,4.69,6.29,,ca,91355,Los Angeles,2024-05-14,1,1,1,0
400,McDonald,"27618 the old road, valencia, ca, 91355, us",7.7671186440678035,6.09,4.894815850086965,4.6,142,330+,8.09,14.29,5.49,4.69,6.29,,ca,91355,Los Angeles,2024-05-14,1,1,1,0
401,Jack in the Box,"28083 newhall ranch road, valencia, ca, 91355, us",8.44614379084967,7.49,4.529180208928003,4.7,153,350+,6.86,13.74,3.74,3.11,3.74,,ca,91355,Los Angeles,2024-05-14,1,1,1,0
402,Jack in the Box,"28144 the old road, valencia, ca, 91355, us",8.336460481099635,7.49,4.583745693775778,4.7,291,310+,6.86,13.74,3.74,3.11,3.74,,ca,91355,Los Angeles,2024-05-14,1,1,1,0
403,Wendy,"27544 the old road, valencia, ca, 91355, us",5.9972340425531865,5.23,2.9410699327760637,,81,230+,3.65,0.0,,,2.79,4.7,ca,91355,Los Angeles,2024-05-14,1,1,1,0
404,Wendy,"28180 newhall ranch road, santa clarita, ca, 91355, us",6.200399999999997,5.23,2.9771482730962524,,85,440+,7.92,0.0,3.65,2.79,0.0,4.5,ca,91355,Los Angeles,2024-05-14,1,1,1,0
405,The Habit,"25948 mcbean parkway, santa clarita, ca, 91355, us",11.742933333333324,8.74,10.750346198869858,4.6,150,1,9.61,17.98,8.49,7.36,4.61,,ca,91355,Los Angeles,2024-05-14,1,1,1,0
406,The Habit,"28251 newhall ranch rd, santa clarita, ca, 91355, us",10.863506493506497,8.24,10.028470739192539,4.7,77,1,9.24,16.74,8.24,7.11,3.99,,ca,91355,Los Angeles,2024-05-14,1,1,1,0
407,Five Guys,"24201 w, valencia, ca, 91355, us",9.971428571428573,10.61,3.757696591459905,4.8,28,1,15.47,,12.47,11.15,8.75,,ca,91355,Los Angeles,2024-05-14,1,1,1,0
408,McDonald,"2331 broadway, sacramento, ca, 95818, us",8.612808219178085,5.29,9.520938838186096,4.3,167,1,8.49,12.99,3.59,3.49,5.29,,ca,95818,Sacramento,2024-05-14,1,1,1,0
409,McDonald,"2985 freeport blvd, sacramento, ca, 95818, us",8.48286666666667,5.29,9.428235136133498,4.4,171,500+,8.49,12.99,3.59,3.49,5.29,,ca,95818,Sacramento,2024-05-14,1,1,1,0
410,Carls Jr,"2615 broadway, sacramento, ca, 95818, us",11.186395348837216,10.95,5.460854118557317,4.5,92,600+,8.89,14.69,6.44,,5.02,,ca,95818,Sacramento,2024-05-14,1,1,1,0
411,Five Guys,"3660 crocker dr, sacramento, ca, 95818, us",9.908620689655173,10.07,3.7072675355659985,4.6,29,800+,15.47,,12.47,11.15,8.75,,ca,95818,Sacramento,2024-05-14,1,1,1,0
412,McDonald,"2345 el cajon blvd., san diego, ca, 92104, us",8.115641025641034,5.79,5.66576393784126,4.6,142,5,8.49,14.19,4.49,3.79,5.69,,ca,92104,San Diego,2024-05-14,1,1,1,0
413,Jack in the Box,"2959 upas st, san diego, ca, 92104, us",8.479281045751632,7.49,4.1760057071454435,4.8,153,360+,7.86,14.98,3.74,3.49,4.99,,ca,92104,San Diego,2024-05-14,1,1,1,0
414,Wendy,"2825 el cajon blvd, san diego, ca, 92104, us",6.5714,5.72,3.0756404276182865,,170,3,8.28,0.0,3.65,3.28,0.0,4.6,ca,92104,San Diego,2024-05-14,1,1,1,0
415,Sonic,"2829 el cajon blvd, san diego, ca, 92104, us",6.248181818181817,5.97,3.40424997706339,4.4,82,3,10.36,0.0,4.87,,0.0,,ca,92104,San Diego,2024-05-14,1,1,1,0
416,Carls Jr,"3008 el cajon blvd, san diego, ca, 92104, us",9.889523809523817,9.74,4.913401233158609,4.6,90,1,7.74,13.99,5.98,,3.74,,ca,92104,San Diego,2024-05-14,1,1,1,0
417,McDonald,"2353 mckee rd, san jose, ca, 95133, us",6.0103305785123995,4.39,4.982739950206011,4.6,140,1,7.3,12.22,3.47,2.39,4.99,,ca,95133,Santa Clara,2024-05-14,1,1,1,0
418,Wendy,"2275 mc kee road, san jose, ca, 95133, us",7.408399999999998,5.42,3.8574646388528295,,166,1,10.36,0.0,4.26,2.92,0.0,4.5,ca,95133,Santa Clara,2024-05-14,1,1,1,0
419,Burger King,"329 north capital avenue, san jose, ca, 95133, us",9.948160919540229,9.19,5.909765253664076,4.6,174,500+,9.99,15.49,3.99,7.49,5.99,,ca,95133,Santa Clara,2024-05-14,1,1,1,0
420,McDonald,"23819 clinton keith rd, wildomar, ca, 92595, us",6.660088495575222,4.91,5.3527537360259885,4.5,135,1,7.07,11.99,2.87,2.39,5.03,,ca,92595,Riverside,2024-05-14,1,1,1,0
421,Jack in the Box,"21960 bundy canyon road, wildomar, ca, 92595, us",7.199473684210529,6.0,3.6326421784530187,4.553333333333334,285,380+,5.39,11.02,3.47,3.11,4.31,,ca,92595,Riverside,2024-05-14,1,1,1,0
422,Jack in the Box,"36196 hidden springs rd, wildomar, ca, 92595, us",8.46717687074826,7.49,4.2574932569133175,4.5,294,310+,7.86,14.98,3.74,3.49,4.99,,ca,92595,Riverside,2024-05-14,1,1,1,0
423,The Habit,"36350 hidden springs rd, wildomar, ca, 92595, us",11.489487179487188,8.74,10.621063481620139,4.5,78,700+,9.61,17.98,8.49,7.36,4.61,,ca,92595,Riverside,2024-05-14,1,1,1,0
424,McDonald,"23831 sunnymead blvd, moreno valley, ca, 92553, us",8.125476190476197,5.49,5.75289845610528,4.4,153,1,9.09,17.5,5.29,3.79,5.74,,ca,92553,Riverside,2024-05-14,1,1,1,0
425,McDonald,"24440 alessandro blvd, moreno valley, ca, 92553, us",7.974274193548392,5.395,5.730576756058327,4.2,152,1,9.07,17.5,5.27,3.98,5.77,,ca,92553,Riverside,2024-05-14,1,1,1,0
426,Jack in the Box,"12477 heacock st, moreno valley, ca, 92553, us",8.469072164948427,7.49,4.23274879592005,4.5,291,700+,7.86,14.85,3.74,3.49,4.99,,ca,92553,Riverside,2024-05-14,1,1,1,0
427,Wendy,"12410 day street, moreno valley, ca, 92553, us",7.305200000000003,6.33,3.3669108927917897,,168,700+,8.89,0.0,4.01,3.65,0.0,4.6,ca,92553,Riverside,2024-05-14,1,1,1,0
428,Wendy,"22320 cactus ave, moreno valley, ca, 92553, us",7.09884615384615,6.33,3.4589931026273626,,88,130+,8.89,0.0,4.01,3.65,0.0,4.5,ca,92553,Riverside,2024-05-14,1,1,1,0
429,Burger King,"24800 sunnymead blvd, moreno valley, ca, 92553, us",10.597191011235958,7.79,9.987647763108148,4.7,178,410+,9.99,15.49,4.99,7.79,4.99,,ca,92553,Riverside,2024-05-14,1,1,1,0
430,The Habit,"12560 day st, moreno valley, ca, 92553, us",11.489487179487188,8.74,10.621063481620139,4.5,78,1,9.61,17.98,8.49,7.36,4.61,,ca,92553,Riverside,2024-05-14,1,1,1,0
431,Five Guys,"12515 frederick st, moreno valley, ca, 92553, us",8.452068965517238,8.27,3.2993974155273538,4.7,29,1,13.67,,10.79,9.59,7.19,,ca,92553,Riverside,2024-05-14,1,1,1,0
432,McDonald,"23989 watkins st, hayward, ca, 94544-1028, us",7.152595419847329,5.29,5.331905061458474,4.3,157,600+,6.89,12.79,3.79,3.59,4.79,,ca,94544,Alameda,2024-05-14,1,1,1,0
433,McDonald,"26253 mission blvd, hayward, ca, 94544, us",7.2561417322834645,5.29,5.382008823110376,4.5,153,1,6.89,12.79,3.79,3.59,4.79,,ca,94544,Alameda,2024-05-14,1,1,1,0
434,Jack in the Box,"24175 mission boulevard, hayward, ca, 94544, us",9.16414473684207,8.61,4.226386325667362,4.25,304,900+,7.74,14.85,4.61,4.11,5.99,,ca,94544,Alameda,2024-05-14,1,1,1,0
435,Wendy,"23969 mission blvd., hayward, ca, 94544, us",5.832156862745094,4.5,3.1193081898455013,,168,1,7.92,0.0,3.04,2.67,0.0,4.6,ca,94544,Alameda,2024-05-14,1,1,1,0
436,Burger King,"29671 mission blvd., hayward, ca, 94544, us",9.480199203187224,8.99,6.058397119496976,4.837051792828685,251,170+,9.59,14.99,3.99,5.49,5.99,,ca,94544,Alameda,2024-05-14,1,1,1,0
437,Sonic,"31187 mission boulevard, hayward, ca, 94544, us",5.020738255033558,4.27,3.1671455388686343,4.0,349,67,8.79,0.0,3.8,,0.0,,ca,94544,Alameda,2024-05-14,1,1,1,0
438,McDonald,"2450 junipero serra blvd, daly city, ca, 94015-1632, us",6.1526190476190505,4.89,4.007487076011484,4.7,144,3,8.49,14.29,4.49,4.39,5.69,,ca,94015,San Mateo,2024-05-14,1,1,1,0
439,McDonald,"505 serramonte blvd, daly city, ca, 94015-4372, us",6.874732824427489,4.89,5.147214073154212,4.5,304,1,7.79,13.29,3.99,3.79,4.99,,ca,94015,San Mateo,2024-05-14,1,1,1,0
440,Burger King,"898 john daly boulevard, daly city, ca, 94015, us",8.77308510638298,6.75,6.157593828656963,4.6,94,2,10.29,17.54,3.79,5.39,5.99,,ca,94015,San Mateo,2024-05-14,1,1,1,0
441,Carls Jr,"2434 junipero serra blvd, daly city, ca, 94015, us",8.092933333333335,6.6,4.241681670700379,4.5,109,1,9.89,0.0,6.39,,5.19,,ca,94015,San Mateo,2024-05-14,1,1,1,0
442,The Habit,"305 gellert blvd, daly city, ca, 94015, us",11.757948717948707,8.99,10.833820662684815,4.6,156,3,9.74,18.24,8.61,7.49,4.61,,ca,94015,San Mateo,2024-05-14,1,1,1,0
443,McDonald,"2520 e 12th st, oakland, ca, 94601, us",6.026223776223784,4.73,4.518085460639771,4.4,159,3,7.19,12.29,3.99,3.59,5.19,,ca,94601,Alameda,2024-05-14,1,1,1,0
444,Jack in the Box,"2424 east international boulevard, oakland, ca, 94601, us",8.237800687285194,7.24,4.004749496625372,4.352233676975945,291,3,6.49,12.6,3.74,3.61,4.99,,ca,94601,Alameda,2024-05-14,1,1,1,0
445,Wendy,"3111 e. 14th street, oakland, ca, 94601, us",5.546480000000004,4.87,2.628948460810898,,415,1,6.79,0.0,2.49,1.79,0.0,4.5,ca,94601,Alameda,2024-05-14,1,1,1,0
446,Burger King,"4200 east 14th street, oakland, ca, 94601, us",8.058804347826092,6.34,6.036990475824728,4.4,92,900+,9.35,16.06,2.63,4.79,4.31,,ca,94601,Alameda,2024-05-14,1,1,1,0
447,The Habit,"3060 east 9th street, oakland, ca, 94601, us",11.757948717948725,8.99,10.83382066268481,4.7,78,210+,9.74,18.24,8.61,7.49,4.61,,ca,94601,Alameda,2024-05-14,1,1,1,0
448,McDonald,"2521 guerneville rd, santa rosa, ca, 95401, us",6.6133082706767015,4.89,4.401655314364468,4.5,159,440+,8.39,13.29,3.99,3.49,4.99,,ca,95401,Sonoma,2024-05-14,1,1,1,0
449,Burger King,"2542 guerneville road, santa rosa, ca, 95401, us",8.515531914893618,6.79,5.943645026953429,4.7,94,600+,9.69,15.25,4.19,4.33,5.09,,ca,95401,Sonoma,2024-05-14,1,1,1,0
450,Carls Jr,"495 stony point rd, santa rosa, ca, 95401, us",10.430740740740736,10.44,4.888623421524304,4.5,87,600+,8.84,13.89,5.15,,4.66,,ca,95401,Sonoma,2024-05-14,1,1,1,0
451,The Habit,"2005 cleveland ave, santa rosa, ca, 95401, us",11.690641025641034,8.74,10.831685279740299,4.4,78,1,9.74,18.24,8.61,7.49,4.74,,ca,95401,Sonoma,2024-05-14,1,1,1,0
452,McDonald,"25280 madison ave, murrieta, ca, 92562, us",6.529487179487183,4.9,5.273571560334835,4.7,139,190+,6.84,12.19,2.87,2.39,5.03,,ca,92562,Riverside,2024-05-14,1,1,1,0
453,McDonald,"39888 los alamos rd, murrieta, ca, 92562, us",6.5940336134453785,4.9,5.25761317852546,4.5,140,800+,6.84,11.91,2.81,2.31,4.9,,ca,92562,Riverside,2024-05-14,1,1,1,0
454,McDonald,"40605 california oaks road, murrieta, ca, 92562, us",6.486470588235295,4.9,5.287800862685795,4.6,141,600+,6.49,12.19,2.69,2.31,4.99,,ca,92562,Riverside,2024-05-14,1,1,1,0
455,Jack in the Box,"24620 madison ave, murrieta, ca, 92562, us",8.452659932659888,7.49,4.256907952414595,4.2488215488215495,297,330+,7.86,14.98,3.74,3.49,4.99,,ca,92562,Riverside,2024-05-14,1,1,1,0
456,Jack in the Box,"27608 clinton keith road, murrieta, ca, 92562, us",8.489477124183008,7.49,4.197028016471334,4.7,153,160+,7.86,14.85,3.74,3.49,4.99,,ca,92562,Riverside,2024-05-14,1,1,1,0
457,Jack in the Box,"39878 los alamos rd, murrieta, ca, 92562, us",8.387896678966763,7.49,4.229673903801354,4.3,271,440+,7.86,14.85,3.74,3.49,4.99,,ca,92562,Riverside,2024-05-14,1,1,1,0
458,Burger King,"40931 california oaks road, murrieta, ca, 92562, us",8.69278481012659,6.49,6.224029167691585,4.5,79,290+,10.39,15.29,3.39,5.39,4.89,,ca,92562,Riverside,2024-05-14,1,1,1,0
459,McDonald,"25323 chiquella ln, stevenson ranch, ca, 91381, us",5.6275806451612915,4.69,3.7754720642606396,4.6,144,2,6.39,10.39,3.19,2.99,5.39,,ca,91381,Los Angeles,2024-05-14,1,1,1,0
460,Jack in the Box,"24820 pico canyon road, santa clarita, ca, 91381, us",7.533966666666647,6.61,3.748212542740282,4.6,300,600+,5.99,11.85,3.61,3.24,4.49,,ca,91381,Los Angeles,2024-05-14,1,1,1,0
461,Carls Jr,"24715 pico canyon rd, stevenson ranch, ca, 91381, us",11.666363636363638,11.6,5.97429230913933,4.8,94,310+,8.63,15.47,6.44,,3.86,,ca,91381,Los Angeles,2024-05-14,1,1,1,0
462,McDonald,"2543 carolina beach rd, wilmington, nc, 28401, us",6.128750000000005,4.39,5.4073809992299715,4.3,142,1,6.29,12.09,2.99,2.59,4.59,,nc,28401,New Hanover,2024-05-14,1,1,1,0
463,McDonald,"255 winston dr, san francisco, ca, 94132, us",7.8476666666666635,4.9399999999999995,6.832412547718571,4.7,141,3,8.29,15.39,2.99,2.49,4.89,,ca,94132,San Francisco,2024-05-14,1,1,1,0
464,Shake Shack,"3251 20th avenue, san francisco, ca, 94132, us",22.632105263157882,8.19,37.186274573026225,4.6,155,1,9.59,,9.39,8.99,5.49,,ca,94132,San Francisco,2024-05-14,1,1,1,0
465,McDonald,"259 mount hermon rd, scotts valley, ca, 95066, us",6.823620689655183,4.89,4.602059957901859,4.7,141,260+,8.39,13.29,3.99,3.49,4.99,,ca,95066,Santa Cruz,2024-05-14,1,1,1,0
466,Jack in the Box,"6014, scotts valley, ca, 95066, us",8.441849315068465,8.11,4.083284503124713,4.6,292,330+,5.36,11.98,4.24,3.74,5.11,,ca,95066,Santa Cruz,2024-05-14,1,1,1,0
467,McDonald,"26200 iris avenue, moreno valley, ca, 92555, us",8.12025862068966,5.485,5.883538177392875,4.2,144,1,9.07,17.5,5.27,3.61,5.74,,ca,92555,Riverside,2024-05-14,1,1,1,0
468,Wendy,"12671 moreno beach drive, moreno valley, ca, 92555, us",6.200399999999995,5.23,2.977148273096253,,85,1,7.92,0.0,3.65,2.79,0.0,4.6,ca,92555,Riverside,2024-05-14,1,1,1,0
469,Carls Jr,"27670 eucalyptus ave, moreno valley, ca, 92555, us",6.605384615384614,5.99,2.9874342358635224,4.8,92,390+,7.79,0.0,4.59,,3.79,,ca,92555,Riverside,2024-05-14,1,1,1,0
470,McDonald,"2642 santa rosa ave, santa rosa, ca, 95407, us",6.61878787878789,4.89,4.417844845195079,4.5,158,900+,8.39,13.29,3.99,3.49,4.99,,ca,95407,Sonoma,2024-05-14,1,1,1,0
471,Jack in the Box,"2755, santa rosa, ca, 95407, us",8.90298561151077,8.11,4.41357545311831,4.4,278,370+,7.74,14.98,4.11,3.74,4.99,,ca,95407,Sonoma,2024-05-14,1,1,1,0
472,Jack in the Box,"425 sebastopol road, santa rosa, ca, 95407, us",8.712857142857114,7.86,4.405814949651119,4.4,266,700+,7.74,14.98,4.11,3.74,4.99,,ca,95407,Sonoma,2024-05-14,1,1,1,0
473,Wendy,"1850, santa rosa, ca, 95407, us",5.9198,4.805,3.0875456207155865,,83,1,7.92,0.0,3.04,2.67,0.0,4.5,ca,95407,Sonoma,2024-05-14,1,1,1,0
