,menu_item,menu_item_price,menu_item_calories,restaurant_address
604,Philly Melt,5.79,590,"1915 Arden Way, Sacramento, CA, 95815, US"
605,Whopper,6.99,670,"1915 Arden Way, Sacramento, CA, 95815, US"
606,Impossible™ Whopper,7.99,630,"1915 Arden Way, Sacramento, CA, 95815, US"
607,Texas Double Whopper,9.39,1090,"1915 Arden Way, Sacramento, CA, 95815, US"
608,Double Whopper,8.29,920,"1915 Arden Way, Sacramento, CA, 95815, US"
609,Triple Whopper,9.49,1170,"1915 Arden Way, Sacramento, CA, 95815, US"
610,Bacon King,8.79,1200,"1915 Arden Way, Sacramento, CA, 95815, US"
611,BBQ Bacon Whopper Jr.,3.89,390,"1915 Arden Way, Sacramento, CA, 95815, US"
612,Whopper Jr.,4.19,330,"1915 Arden Way, Sacramento, CA, 95815, US"
613,Bacon Double Cheeseburger,4.49,440,"1915 Arden Way, Sacramento, CA, 95815, US"
614,Bacon Cheeseburger,3.49,340,"1915 Arden Way, Sacramento, CA, 95815, US"
615,Double Cheeseburger,3.69,400,"1915 Arden Way, Sacramento, CA, 95815, US"
616,Cheeseburger,2.79,290,"1915 Arden Way, Sacramento, CA, 95815, US"
617,Rodeo Burger,2.79,340,"1915 Arden Way, Sacramento, CA, 95815, US"
618,Hamburger,2.39,250,"1915 Arden Way, Sacramento, CA, 95815, US"
619,Have-sies™,3.49,380,"1915 Arden Way, Sacramento, CA, 95815, US"
620,French Fries,3.89,370,"1915 Arden Way, Sacramento, CA, 95815, US"
621,Onion Rings,3.89,360,"1915 Arden Way, Sacramento, CA, 95815, US"
622,12 Pc. Chicken Fries,4.99,340,"1915 Arden Way, Sacramento, CA, 95815, US"
623,8 Pc. Chicken Fries,4.19,220,"1915 Arden Way, Sacramento, CA, 95815, US"
624,12 Pc. Mozzarella Fries,5.19,730,"1915 Arden Way, Sacramento, CA, 95815, US"
625,8 Pc. Mozzarella Fries,3.99,480,"1915 Arden Way, Sacramento, CA, 95815, US"
626,4 Pc. Mozzarella Fries,2.19,240,"1915 Arden Way, Sacramento, CA, 95815, US"
627,4 Pc. Chicken Fries,1.99,110,"1915 Arden Way, Sacramento, CA, 95815, US"
628,16 Pc. Chicken Nuggets,4.98,770,"1915 Arden Way, Sacramento, CA, 95815, US"
629,8 Pc. Chicken Nuggets,2.99,390,"1915 Arden Way, Sacramento, CA, 95815, US"
630,4 Pc. Chicken Nuggets,1.79,190,"1915 Arden Way, Sacramento, CA, 95815, US"
631,MOTTS Applesauce,1.69,50,"1915 Arden Way, Sacramento, CA, 95815, US"
632,Classic Melt,4.99,600,"1265 Third Avenue, Chula Vista, CA, 91911, US"
633,Bacon Melt,5.49,650,"1265 Third Avenue, Chula Vista, CA, 91911, US"
634,Philly Melt,5.49,590,"1265 Third Avenue, Chula Vista, CA, 91911, US"
635,Whopper,7.99,670,"1265 Third Avenue, Chula Vista, CA, 91911, US"
636,Impossible™ Whopper,8.99,630,"1265 Third Avenue, Chula Vista, CA, 91911, US"
637,Texas Double Whopper,10.79,1090,"1265 Third Avenue, Chula Vista, CA, 91911, US"
638,Double Whopper,9.49,920,"1265 Third Avenue, Chula Vista, CA, 91911, US"
639,Triple Whopper,10.69,1170,"1265 Third Avenue, Chula Vista, CA, 91911, US"
640,Bacon King,9.99,1200,"1265 Third Avenue, Chula Vista, CA, 91911, US"
641,BBQ Bacon Whopper Jr.,3.89,390,"1265 Third Avenue, Chula Vista, CA, 91911, US"
642,Whopper Jr.,4.19,330,"1265 Third Avenue, Chula Vista, CA, 91911, US"
643,Bacon Double Cheeseburger,3.99,440,"1265 Third Avenue, Chula Vista, CA, 91911, US"
644,Bacon Cheeseburger,3.29,340,"1265 Third Avenue, Chula Vista, CA, 91911, US"
645,Double Cheeseburger,3.59,400,"1265 Third Avenue, Chula Vista, CA, 91911, US"
646,Cheeseburger,2.79,290,"1265 Third Avenue, Chula Vista, CA, 91911, US"
647,Rodeo Burger,2.79,340,"1265 Third Avenue, Chula Vista, CA, 91911, US"
648,Hamburger,2.39,250,"1265 Third Avenue, Chula Vista, CA, 91911, US"
649,Have-sies™,4.59,380,"1265 Third Avenue, Chula Vista, CA, 91911, US"
650,French Fries,4.59,370,"1265 Third Avenue, Chula Vista, CA, 91911, US"
651,Onion Rings,4.59,360,"1265 Third Avenue, Chula Vista, CA, 91911, US"
652,12 Pc. Chicken Fries,4.99,340,"1265 Third Avenue, Chula Vista, CA, 91911, US"
653,8 Pc. Chicken Fries,4.29,220,"1265 Third Avenue, Chula Vista, CA, 91911, US"
654,12 Pc. Mozzarella Fries,4.69,730,"1265 Third Avenue, Chula Vista, CA, 91911, US"
655,8 Pc. Mozzarella Fries,3.49,480,"1265 Third Avenue, Chula Vista, CA, 91911, US"
656,4 Pc. Mozzarella Fries,1.99,240,"1265 Third Avenue, Chula Vista, CA, 91911, US"
657,8 Pc. Fiery Buffalo Nuggets,2.99,510,"1265 Third Avenue, Chula Vista, CA, 91911, US"
658,4 Pc. Chicken Fries,1.99,110,"1265 Third Avenue, Chula Vista, CA, 91911, US"
659,16 Pc. Chicken Nuggets,4.98,770,"1265 Third Avenue, Chula Vista, CA, 91911, US"
660,8 Pc. Chicken Nuggets,2.99,390,"1265 Third Avenue, Chula Vista, CA, 91911, US"
661,4 Pc. Chicken Nuggets,1.79,190,"1265 Third Avenue, Chula Vista, CA, 91911, US"
662,MOTTS Applesauce,2.19,50,"1265 Third Avenue, Chula Vista, CA, 91911, US"
663,Classic Melt,5.49,600,"1153 North H Street, Lompoc, CA, 93436, US"
664,Bacon Melt,5.99,650,"1153 North H Street, Lompoc, CA, 93436, US"
665,Philly Melt,5.99,590,"1153 North H Street, Lompoc, CA, 93436, US"
666,Whopper,7.99,670,"1153 North H Street, Lompoc, CA, 93436, US"
667,Impossible™ Whopper,8.49,630,"1153 North H Street, Lompoc, CA, 93436, US"
668,Texas Double Whopper,10.29,1090,"1153 North H Street, Lompoc, CA, 93436, US"
669,Double Whopper,9.19,920,"1153 North H Street, Lompoc, CA, 93436, US"
670,Triple Whopper,10.19,1170,"1153 North H Street, Lompoc, CA, 93436, US"
671,Bacon King,9.29,1200,"1153 North H Street, Lompoc, CA, 93436, US"
672,BBQ Bacon Whopper Jr.,4.79,390,"1153 North H Street, Lompoc, CA, 93436, US"
673,Whopper Jr.,4.19,330,"1153 North H Street, Lompoc, CA, 93436, US"
674,Bacon Double Cheeseburger,4.49,440,"1153 North H Street, Lompoc, CA, 93436, US"
675,Bacon Cheeseburger,3.19,340,"1153 North H Street, Lompoc, CA, 93436, US"
676,Double Cheeseburger,3.59,400,"1153 North H Street, Lompoc, CA, 93436, US"
677,Cheeseburger,2.89,290,"1153 North H Street, Lompoc, CA, 93436, US"
678,Rodeo Burger,2.79,340,"1153 North H Street, Lompoc, CA, 93436, US"
679,Hamburger,1.89,250,"1153 North H Street, Lompoc, CA, 93436, US"
680,Have-sies™,3.79,380,"1153 North H Street, Lompoc, CA, 93436, US"
681,French Fries,3.89,370,"1153 North H Street, Lompoc, CA, 93436, US"
682,Onion Rings,3.89,360,"1153 North H Street, Lompoc, CA, 93436, US"
683,12 Pc. Chicken Fries,5.39,340,"1153 North H Street, Lompoc, CA, 93436, US"
684,8 Pc. Chicken Fries,4.89,220,"1153 North H Street, Lompoc, CA, 93436, US"
685,12 Pc. Mozzarella Fries,5.39,730,"1153 North H Street, Lompoc, CA, 93436, US"
686,8 Pc. Mozzarella Fries,4.89,480,"1153 North H Street, Lompoc, CA, 93436, US"
687,4 Pc. Mozzarella Fries,2.49,240,"1153 North H Street, Lompoc, CA, 93436, US"
688,8 Pc. Fiery Buffalo Nuggets,2.99,510,"1153 North H Street, Lompoc, CA, 93436, US"
689,4 Pc. Chicken Fries,2.49,110,"1153 North H Street, Lompoc, CA, 93436, US"
690,16 Pc. Chicken Nuggets,4.98,770,"1153 North H Street, Lompoc, CA, 93436, US"
691,8 Pc. Chicken Nuggets,2.99,390,"1153 North H Street, Lompoc, CA, 93436, US"
692,4 Pc. Chicken Nuggets,1.49,190,"1153 North H Street, Lompoc, CA, 93436, US"
693,MOTTS Applesauce,2.29,50,"1153 North H Street, Lompoc, CA, 93436, US"
694,Crispy Tacos,2.09,170,"1153 North H Street, Lompoc, CA, 93436, US"
695,Classic Melt,5.49,600,"899 East H Street, Chula Vista, CA, 91910, US"
696,Bacon Melt,5.99,650,"899 East H Street, Chula Vista, CA, 91910, US"
697,Philly Melt,5.99,590,"899 East H Street, Chula Vista, CA, 91910, US"
698,Whopper,7.99,670,"899 East H Street, Chula Vista, CA, 91910, US"
699,Impossible™ Whopper,8.59,630,"899 East H Street, Chula Vista, CA, 91910, US"
700,Texas Double Whopper,10.29,1090,"899 East H Street, Chula Vista, CA, 91910, US"
701,Double Whopper,9.19,920,"899 East H Street, Chula Vista, CA, 91910, US"
702,Triple Whopper,10.19,1170,"899 East H Street, Chula Vista, CA, 91910, US"
703,Bacon King,9.79,1200,"899 East H Street, Chula Vista, CA, 91910, US"
704,BBQ Bacon Whopper Jr.,4.79,390,"899 East H Street, Chula Vista, CA, 91910, US"
705,Whopper Jr.,4.59,330,"899 East H Street, Chula Vista, CA, 91910, US"
706,Bacon Double Cheeseburger,4.49,440,"899 East H Street, Chula Vista, CA, 91910, US"
707,Bacon Cheeseburger,3.39,340,"899 East H Street, Chula Vista, CA, 91910, US"
708,Double Cheeseburger,3.79,400,"899 East H Street, Chula Vista, CA, 91910, US"
709,Cheeseburger,2.99,290,"899 East H Street, Chula Vista, CA, 91910, US"
710,Rodeo Burger,2.99,340,"899 East H Street, Chula Vista, CA, 91910, US"
711,Hamburger,1.89,250,"899 East H Street, Chula Vista, CA, 91910, US"
712,Have-sies™,3.79,380,"899 East H Street, Chula Vista, CA, 91910, US"
713,French Fries,4.19,370,"899 East H Street, Chula Vista, CA, 91910, US"
714,Onion Rings,4.19,360,"899 East H Street, Chula Vista, CA, 91910, US"
715,12 Pc. Chicken Fries,5.39,340,"899 East H Street, Chula Vista, CA, 91910, US"
716,8 Pc. Chicken Fries,4.89,220,"899 East H Street, Chula Vista, CA, 91910, US"
717,12 Pc. Mozzarella Fries,5.39,730,"899 East H Street, Chula Vista, CA, 91910, US"
718,8 Pc. Mozzarella Fries,4.89,480,"899 East H Street, Chula Vista, CA, 91910, US"
719,4 Pc. Mozzarella Fries,2.49,240,"899 East H Street, Chula Vista, CA, 91910, US"
720,8 Pc. Fiery Buffalo Nuggets,2.99,510,"899 East H Street, Chula Vista, CA, 91910, US"
721,4 Pc. Chicken Fries,2.49,110,"899 East H Street, Chula Vista, CA, 91910, US"
722,16 Pc. Chicken Nuggets,4.98,770,"899 East H Street, Chula Vista, CA, 91910, US"
723,8 Pc. Chicken Nuggets,2.99,390,"899 East H Street, Chula Vista, CA, 91910, US"
724,4 Pc. Chicken Nuggets,1.49,190,"899 East H Street, Chula Vista, CA, 91910, US"
725,MOTTS Applesauce,2.29,50,"899 East H Street, Chula Vista, CA, 91910, US"
726,Crispy Tacos,2.09,170,"899 East H Street, Chula Vista, CA, 91910, US"
727,Classic Melt,5.89,600,"3750 El Camino Real, Santa Clara, CA, 95051, US"
728,Bacon Melt,6.49,650,"3750 El Camino Real, Santa Clara, CA, 95051, US"
729,Philly Melt,6.09,590,"3750 El Camino Real, Santa Clara, CA, 95051, US"
730,Whopper,8.09,670,"3750 El Camino Real, Santa Clara, CA, 95051, US"
731,Impossible™ Whopper,9.09,630,"3750 El Camino Real, Santa Clara, CA, 95051, US"
732,Texas Double Whopper,11.09,1090,"3750 El Camino Real, Santa Clara, CA, 95051, US"
733,Double Whopper,9.09,920,"3750 El Camino Real, Santa Clara, CA, 95051, US"
734,Triple Whopper,10.09,1170,"3750 El Camino Real, Santa Clara, CA, 95051, US"
735,Bacon King,10.59,1200,"3750 El Camino Real, Santa Clara, CA, 95051, US"
736,BBQ Bacon Whopper Jr.,7.69,390,"3750 El Camino Real, Santa Clara, CA, 95051, US"
737,Whopper Jr.,6.09,330,"3750 El Camino Real, Santa Clara, CA, 95051, US"
738,Bacon Double Cheeseburger,5.49,440,"3750 El Camino Real, Santa Clara, CA, 95051, US"
739,Bacon Cheeseburger,3.49,340,"3750 El Camino Real, Santa Clara, CA, 95051, US"
740,Double Cheeseburger,3.99,400,"3750 El Camino Real, Santa Clara, CA, 95051, US"
741,Cheeseburger,2.99,290,"3750 El Camino Real, Santa Clara, CA, 95051, US"
742,Rodeo Burger,3.49,340,"3750 El Camino Real, Santa Clara, CA, 95051, US"
743,Hamburger,1.99,250,"3750 El Camino Real, Santa Clara, CA, 95051, US"
744,Have-sies™,3.69,380,"3750 El Camino Real, Santa Clara, CA, 95051, US"
745,French Fries,3.99,370,"3750 El Camino Real, Santa Clara, CA, 95051, US"
746,Onion Rings,3.69,360,"3750 El Camino Real, Santa Clara, CA, 95051, US"
747,12 Pc. Chicken Fries,8.39,340,"3750 El Camino Real, Santa Clara, CA, 95051, US"
748,8 Pc. Chicken Fries,5.69,220,"3750 El Camino Real, Santa Clara, CA, 95051, US"
749,12 Pc. Mozzarella Fries,4.99,730,"3750 El Camino Real, Santa Clara, CA, 95051, US"
750,8 Pc. Mozzarella Fries,3.99,480,"3750 El Camino Real, Santa Clara, CA, 95051, US"
751,4 Pc. Mozzarella Fries,2.99,240,"3750 El Camino Real, Santa Clara, CA, 95051, US"
752,8 Pc. Fiery Buffalo Nuggets,3.49,510,"3750 El Camino Real, Santa Clara, CA, 95051, US"
753,4 Pc. Chicken Fries,2.89,110,"3750 El Camino Real, Santa Clara, CA, 95051, US"
754,16 Pc. Chicken Nuggets,4.59,770,"3750 El Camino Real, Santa Clara, CA, 95051, US"
755,8 Pc. Chicken Nuggets,2.99,390,"3750 El Camino Real, Santa Clara, CA, 95051, US"
756,4 Pc. Chicken Nuggets,1.49,190,"3750 El Camino Real, Santa Clara, CA, 95051, US"
757,MOTTS Applesauce,1.49,50,"3750 El Camino Real, Santa Clara, CA, 95051, US"
758,Crispy Tacos,1.19,170,"3750 El Camino Real, Santa Clara, CA, 95051, US"
759,Classic Melt,4.99,600,"2001 - 41st Avenue, Capitola, CA, 95010, US"
760,Bacon Melt,5.49,650,"2001 - 41st Avenue, Capitola, CA, 95010, US"
761,Philly Melt,5.49,590,"2001 - 41st Avenue, Capitola, CA, 95010, US"
762,Whopper,7.99,670,"2001 - 41st Avenue, Capitola, CA, 95010, US"
763,Impossible™ Whopper,8.99,630,"2001 - 41st Avenue, Capitola, CA, 95010, US"
764,Texas Double Whopper,10.79,1090,"2001 - 41st Avenue, Capitola, CA, 95010, US"
765,Double Whopper,9.49,920,"2001 - 41st Avenue, Capitola, CA, 95010, US"
766,Triple Whopper,10.69,1170,"2001 - 41st Avenue, Capitola, CA, 95010, US"
767,Bacon King,9.99,1200,"2001 - 41st Avenue, Capitola, CA, 95010, US"
768,BBQ Bacon Whopper Jr.,3.89,390,"2001 - 41st Avenue, Capitola, CA, 95010, US"
769,Whopper Jr.,4.19,330,"2001 - 41st Avenue, Capitola, CA, 95010, US"
770,Bacon Double Cheeseburger,3.99,440,"2001 - 41st Avenue, Capitola, CA, 95010, US"
771,Bacon Cheeseburger,3.29,340,"2001 - 41st Avenue, Capitola, CA, 95010, US"
772,Double Cheeseburger,3.59,400,"2001 - 41st Avenue, Capitola, CA, 95010, US"
773,Cheeseburger,2.79,290,"2001 - 41st Avenue, Capitola, CA, 95010, US"
774,Rodeo Burger,2.79,340,"2001 - 41st Avenue, Capitola, CA, 95010, US"
775,Hamburger,2.39,250,"2001 - 41st Avenue, Capitola, CA, 95010, US"
776,Have-sies™,4.59,380,"2001 - 41st Avenue, Capitola, CA, 95010, US"
777,French Fries,4.59,370,"2001 - 41st Avenue, Capitola, CA, 95010, US"
778,Onion Rings,4.59,360,"2001 - 41st Avenue, Capitola, CA, 95010, US"
779,12 Pc. Chicken Fries,4.99,340,"2001 - 41st Avenue, Capitola, CA, 95010, US"
780,8 Pc. Chicken Fries,4.29,220,"2001 - 41st Avenue, Capitola, CA, 95010, US"
781,12 Pc. Mozzarella Fries,4.69,730,"2001 - 41st Avenue, Capitola, CA, 95010, US"
782,8 Pc. Mozzarella Fries,3.49,480,"2001 - 41st Avenue, Capitola, CA, 95010, US"
783,4 Pc. Mozzarella Fries,1.99,240,"2001 - 41st Avenue, Capitola, CA, 95010, US"
784,8 Pc. Fiery Buffalo Nuggets,2.99,510,"2001 - 41st Avenue, Capitola, CA, 95010, US"
785,4 Pc. Chicken Fries,1.99,110,"2001 - 41st Avenue, Capitola, CA, 95010, US"
786,16 Pc. Chicken Nuggets,4.98,770,"2001 - 41st Avenue, Capitola, CA, 95010, US"
787,8 Pc. Chicken Nuggets,2.99,390,"2001 - 41st Avenue, Capitola, CA, 95010, US"
788,4 Pc. Chicken Nuggets,1.79,190,"2001 - 41st Avenue, Capitola, CA, 95010, US"
789,MOTTS Applesauce,2.19,50,"2001 - 41st Avenue, Capitola, CA, 95010, US"
790,Classic Melt,5.29,600,"619 West Charter Way, Stockton, CA, 95206, US"
791,Bacon Melt,5.79,650,"619 West Charter Way, Stockton, CA, 95206, US"
792,Philly Melt,5.79,590,"619 West Charter Way, Stockton, CA, 95206, US"
793,Whopper,7.39,670,"619 West Charter Way, Stockton, CA, 95206, US"
794,Impossible™ Whopper,8.39,630,"619 West Charter Way, Stockton, CA, 95206, US"
795,Texas Double Whopper,9.69,1090,"619 West Charter Way, Stockton, CA, 95206, US"
796,Double Whopper,8.49,920,"619 West Charter Way, Stockton, CA, 95206, US"
797,Triple Whopper,9.69,1170,"619 West Charter Way, Stockton, CA, 95206, US"
798,Bacon King,9.19,1200,"619 West Charter Way, Stockton, CA, 95206, US"
799,BBQ Bacon Whopper Jr.,3.89,390,"619 West Charter Way, Stockton, CA, 95206, US"
800,Whopper Jr.,4.19,330,"619 West Charter Way, Stockton, CA, 95206, US"
801,Bacon Double Cheeseburger,4.49,440,"619 West Charter Way, Stockton, CA, 95206, US"
802,Bacon Cheeseburger,3.69,340,"619 West Charter Way, Stockton, CA, 95206, US"
803,Double Cheeseburger,3.69,400,"619 West Charter Way, Stockton, CA, 95206, US"
804,Cheeseburger,2.79,290,"619 West Charter Way, Stockton, CA, 95206, US"
805,Rodeo Burger,2.59,340,"619 West Charter Way, Stockton, CA, 95206, US"
806,Hamburger,2.39,250,"619 West Charter Way, Stockton, CA, 95206, US"
807,Have-sies™,3.59,380,"619 West Charter Way, Stockton, CA, 95206, US"
808,French Fries,3.99,370,"619 West Charter Way, Stockton, CA, 95206, US"
809,Onion Rings,3.99,360,"619 West Charter Way, Stockton, CA, 95206, US"
810,12 Pc. Chicken Fries,4.99,340,"619 West Charter Way, Stockton, CA, 95206, US"
811,8 Pc. Chicken Fries,4.29,220,"619 West Charter Way, Stockton, CA, 95206, US"
812,12 Pc. Mozzarella Fries,5.19,730,"619 West Charter Way, Stockton, CA, 95206, US"
813,8 Pc. Mozzarella Fries,3.99,480,"619 West Charter Way, Stockton, CA, 95206, US"
814,4 Pc. Mozzarella Fries,2.19,240,"619 West Charter Way, Stockton, CA, 95206, US"
815,8 Pc. Fiery Buffalo Nuggets,2.99,510,"619 West Charter Way, Stockton, CA, 95206, US"
816,4 Pc. Chicken Fries,1.99,110,"619 West Charter Way, Stockton, CA, 95206, US"
817,16 Pc. Chicken Nuggets,4.98,770,"619 West Charter Way, Stockton, CA, 95206, US"
818,8 Pc. Chicken Nuggets,2.99,390,"619 West Charter Way, Stockton, CA, 95206, US"
819,4 Pc. Chicken Nuggets,1.79,190,"619 West Charter Way, Stockton, CA, 95206, US"
820,MOTTS Applesauce,1.69,50,"619 West Charter Way, Stockton, CA, 95206, US"
821,Crispy Tacos,1.19,170,"619 West Charter Way, Stockton, CA, 95206, US"
822,Classic Melt,4.99,600,"814 N Brookhurst St, Anaheim, CA, 92801, US"
823,Bacon Melt,5.99,650,"814 N Brookhurst St, Anaheim, CA, 92801, US"
824,Philly Melt,5.49,590,"814 N Brookhurst St, Anaheim, CA, 92801, US"
825,Whopper,7.99,670,"814 N Brookhurst St, Anaheim, CA, 92801, US"
826,Impossible™ Whopper,8.39,630,"814 N Brookhurst St, Anaheim, CA, 92801, US"
827,Texas Double Whopper,12.39,1090,"814 N Brookhurst St, Anaheim, CA, 92801, US"
828,Double Whopper,10.49,920,"814 N Brookhurst St, Anaheim, CA, 92801, US"
829,Triple Whopper,12.99,1170,"814 N Brookhurst St, Anaheim, CA, 92801, US"
830,Bacon King,12.39,1200,"814 N Brookhurst St, Anaheim, CA, 92801, US"
831,BBQ Bacon Whopper Jr.,5.69,390,"814 N Brookhurst St, Anaheim, CA, 92801, US"
832,Whopper Jr.,4.29,330,"814 N Brookhurst St, Anaheim, CA, 92801, US"
833,Bacon Double Cheeseburger,4.99,440,"814 N Brookhurst St, Anaheim, CA, 92801, US"
834,Bacon Cheeseburger,3.99,340,"814 N Brookhurst St, Anaheim, CA, 92801, US"
835,Double Cheeseburger,3.99,400,"814 N Brookhurst St, Anaheim, CA, 92801, US"
836,Cheeseburger,3.49,290,"814 N Brookhurst St, Anaheim, CA, 92801, US"
837,Rodeo Burger,3.99,340,"814 N Brookhurst St, Anaheim, CA, 92801, US"
838,Hamburger,3.49,250,"814 N Brookhurst St, Anaheim, CA, 92801, US"
839,Have-sies™,5.29,380,"814 N Brookhurst St, Anaheim, CA, 92801, US"
840,French Fries,4.99,370,"814 N Brookhurst St, Anaheim, CA, 92801, US"
841,Onion Rings,5.39,360,"814 N Brookhurst St, Anaheim, CA, 92801, US"
842,12 Pc. Chicken Fries,8.59,340,"814 N Brookhurst St, Anaheim, CA, 92801, US"
843,8 Pc. Chicken Fries,5.89,220,"814 N Brookhurst St, Anaheim, CA, 92801, US"
844,12 Pc. Mozzarella Fries,8.39,730,"814 N Brookhurst St, Anaheim, CA, 92801, US"
845,8 Pc. Mozzarella Fries,5.69,480,"814 N Brookhurst St, Anaheim, CA, 92801, US"
846,4 Pc. Mozzarella Fries,2.99,240,"814 N Brookhurst St, Anaheim, CA, 92801, US"
847,8 Pc. Fiery Buffalo Nuggets,3.49,510,"814 N Brookhurst St, Anaheim, CA, 92801, US"
848,4 Pc. Chicken Fries,3.49,110,"814 N Brookhurst St, Anaheim, CA, 92801, US"
849,16 Pc. Chicken Nuggets,5.99,770,"814 N Brookhurst St, Anaheim, CA, 92801, US"
850,8 Pc. Chicken Nuggets,2.99,390,"814 N Brookhurst St, Anaheim, CA, 92801, US"
851,4 Pc. Chicken Nuggets,1.99,190,"814 N Brookhurst St, Anaheim, CA, 92801, US"
852,MOTTS Applesauce,2.59,50,"814 N Brookhurst St, Anaheim, CA, 92801, US"
853,Crispy Tacos,1.79,170,"814 N Brookhurst St, Anaheim, CA, 92801, US"
854,Classic Melt,4.99,600,"2101 Sylvan Avenue, Modesto, CA, 95355, US"
855,Bacon Melt,5.49,650,"2101 Sylvan Avenue, Modesto, CA, 95355, US"
856,Philly Melt,5.49,590,"2101 Sylvan Avenue, Modesto, CA, 95355, US"
857,Whopper,7.49,670,"2101 Sylvan Avenue, Modesto, CA, 95355, US"
858,Impossible™ Whopper,7.99,630,"2101 Sylvan Avenue, Modesto, CA, 95355, US"
859,Texas Double Whopper,9.89,1090,"2101 Sylvan Avenue, Modesto, CA, 95355, US"
860,Double Whopper,8.49,920,"2101 Sylvan Avenue, Modesto, CA, 95355, US"
861,Triple Whopper,9.49,1170,"2101 Sylvan Avenue, Modesto, CA, 95355, US"
862,Bacon King,10.39,1200,"2101 Sylvan Avenue, Modesto, CA, 95355, US"
863,BBQ Bacon Whopper Jr.,5.79,390,"2101 Sylvan Avenue, Modesto, CA, 95355, US"
864,Whopper Jr.,4.19,330,"2101 Sylvan Avenue, Modesto, CA, 95355, US"
865,Bacon Double Cheeseburger,4.59,440,"2101 Sylvan Avenue, Modesto, CA, 95355, US"
866,Bacon Cheeseburger,3.59,340,"2101 Sylvan Avenue, Modesto, CA, 95355, US"
867,Double Cheeseburger,3.79,400,"2101 Sylvan Avenue, Modesto, CA, 95355, US"
868,Cheeseburger,3.29,290,"2101 Sylvan Avenue, Modesto, CA, 95355, US"
869,Rodeo Burger,3.29,340,"2101 Sylvan Avenue, Modesto, CA, 95355, US"
870,Hamburger,2.89,250,"2101 Sylvan Avenue, Modesto, CA, 95355, US"
871,Have-sies™,4.39,380,"2101 Sylvan Avenue, Modesto, CA, 95355, US"
872,French Fries,4.09,370,"2101 Sylvan Avenue, Modesto, CA, 95355, US"
873,Onion Rings,4.09,360,"2101 Sylvan Avenue, Modesto, CA, 95355, US"
874,12 Pc. Chicken Fries,5.79,340,"2101 Sylvan Avenue, Modesto, CA, 95355, US"
