,restaurant_name,restaurant_location,menu_item_price mean_non_zero,menu_item_price median_non_zero,menu_item_price std_non_zero,restaurant_rating mean,menu_item count,number_of_ratings first,fries,cheeseburger,hamburger,combo,specialty_item,state,zip,county_name,date,uber_eats,post_policy,fast_food,local
10,Outback Steakhouse,"11196 abercorn street, savannah, ga, 31419, us",18.2353,14.059999999999999,13.395177300431675,4.2,102,2,4.99,10.49,14.99,,,ga,31419,Chatham,2024-05-16,1,1,0,0
11,Applebee,"11120 abercorn st, savannah, ga, 31419, us",20.444700854700844,14.99,21.036413264389207,4.2,118,1,16.29,14.79,13.79,,,ga,31419,Chatham,2024-05-16,1,1,0,0
12,Applebee,"587 al henderson blvd., savannah, ga, 31419, us",20.478983050847447,14.99,20.926691187346368,4.4,119,1,16.29,14.79,13.79,,,ga,31419,Chatham,2024-05-16,1,1,0,0
13,Outback Steakhouse,"1125 franklin road, lebanon, tn, 37087, us",18.26386138613861,13.99,13.081509660229866,4.3,103,1,4.99,10.49,14.99,,,tn,37087,Wilson,2024-05-16,1,1,0,0
14,Outback Steakhouse,"1151 west i-20, arlington, tx, 76017, us",18.5020618556701,14.94,13.20253809854744,4.4,99,1,4.99,10.49,14.99,,,tx,76017,Tarrant,2024-05-16,1,1,0,0
15,Applebee,"4654 south cooper street, arlington, tx, 76017, us",21.56499999999998,16.29,21.685327452545817,4.3,119,1,13.79,16.29,14.99,,,tx,76017,Tarrant,2024-05-16,1,1,0,0
16,Denny,"4928 south cooper, arlington, tx, 76017, us",11.240106382978716,9.34,6.686736235118323,4.2,204,480+,5.81,16.0,,,,tx,76017,Tarrant,2024-05-16,1,1,0,0
17,Outback Steakhouse,"1209 veterans pkwy, clarksville, in, 47129, us",18.57164948453608,14.99,12.971601072828399,4.3,99,1,4.99,10.49,14.99,,,in,47129,Clark,2024-05-16,1,1,0,0
18,Buffalo Wild Wings,"1112 veterans pkwy, clarksville, in, 47129, us",7.119404761904775,2.64,9.31697124698366,3.8,92,900+,4.79,13.29,,,,in,47129,Clark,2024-05-16,1,1,0,0
19,Applebee,"greentree mall, clarksville, in, 47129, us",21.347522123893793,14.19,23.581580502436083,4.1,116,330+,18.89,12.99,12.39,,,in,47129,Clark,2024-05-16,1,1,0,0
20,Outback Steakhouse,"1319 river run court, rock hill, sc, 29732, us",18.266599999999997,13.585,13.146725692734295,4.2,102,1,4.99,10.49,14.99,,,sc,29732,York,2024-05-16,1,1,0,0
21,Outback Steakhouse,"1400 marketplace boulevard, coraopolis, pa, 15108, us",18.774226804123646,14.94,13.467764555936037,4.5,198,1,4.99,10.49,14.99,,,pa,15108,Allegheny,2024-05-16,1,1,0,0
22,Buffalo Wild Wings,"480 home dr, pittsburgh, pa, 15108, us",7.650699999999981,6.74,8.835957362391472,4.2,218,900+,4.79,13.29,,,,pa,15108,Allegheny,2024-05-16,1,1,0,0
23,Outback Steakhouse,"1412 east boulevard, charlotte, nc, 28203, us",19.153069306930696,14.99,13.579141528048117,4.5,103,3,4.99,10.49,14.99,,,nc,28203,Mecklenburg,2024-05-16,1,1,0,0
24,Outback Steakhouse,"1503 w. bay area blvd., webster, tx, 77598, us",18.07707070707064,13.18,13.056049432074703,4.4,202,1,4.99,10.49,14.99,,,tx,77598,Harris,2024-05-16,1,1,0,0
25,Outback Steakhouse,"1509 north central exp., plano, tx, 75075, us",18.39802083333333,14.465,13.320364314008055,4.4,98,1,4.99,10.49,14.99,,,tx,75075,Collin,2024-05-16,1,1,0,0
26,Outback Steakhouse,"1590 e. lincoln highway, merrillville, in, 46410, us",18.133644859813085,13.99,13.108484973626132,4.2,110,900+,4.99,10.49,13.99,,,in,46410,Lake,2024-05-16,1,1,0,0
27,Outback Steakhouse,"1600 west pinhook road, lafayette, la, 70508, us",18.329702970297028,14.94,12.985081954963546,4.4,103,1,4.99,10.49,14.99,,,la,70508,Lafayette,2024-05-16,1,1,0,0
28,Outback Steakhouse,"1601 barataria boulevard, marrero, la, 70072, us",18.19892156862745,14.465,12.987947196012056,4.3,104,2,4.99,10.49,14.99,,,la,70072,Jefferson,2024-05-16,1,1,0,0
29,Outback Steakhouse,"1611 westover terrace, greensboro, nc, 27408, us",18.053564356435643,13.18,12.969066287311133,4.4,103,1,4.99,10.49,14.99,,,nc,27408,Guilford,2024-05-16,1,1,0,0
30,Applebee,"3200 battleground ave., greensboro, nc, 27408, us",22.572083333333342,15.0,25.86416020596304,4.3,123,1,15.0,13.75,13.25,,,nc,27408,Guilford,2024-05-16,1,1,0,0
31,Outback Steakhouse,"16400 north cross drive, huntersville, nc, 28078, us",18.160721649484536,13.99,13.039090020066086,4.4,99,1,4.99,10.49,14.99,,,nc,28078,Mecklenburg,2024-05-16,1,1,0,0
32,Outback Steakhouse,"1651 i-35 south, round rock, tx, 78664, us",15.695113636363583,11.59,10.486365714401613,4.5,180,1,4.99,10.49,14.99,,,tx,78664,Williamson,2024-05-16,1,1,0,0
33,Outback Steakhouse,"1664 n heritage park blvd, layton, ut, 84041, us",17.025294117647064,11.99,14.050777293820923,4.4,76,290+,5.49,7.99,14.99,,,ut,84041,Davis,2024-05-16,1,1,0,0
34,Red Robin,"1562 woodland park dr, layton, ut, 84041, us",12.158627450980395,11.64,6.481239599301987,4.6,103,440+,2.49,9.19,,,,ut,84041,Davis,2024-05-16,1,1,0,0
35,Buffalo Wild Wings,"695 w. south ring road, layton, ut, 84041, us",7.805208333333341,7.140000000000001,9.021892583595227,4.3,105,700+,4.79,13.29,,,,ut,84041,Davis,2024-05-16,1,1,0,0
36,Applebee,"1622 n. 1000 west, layton, ut, 84041, us",18.174873949579847,12.79,19.08629953726307,4.5,122,600+,12.49,12.79,11.29,,,ut,84041,Davis,2024-05-16,1,1,0,0
37,Outback Steakhouse,"1705 parkway, sevierville, tn, 37862, us",18.109699999999997,13.585,13.213429339501532,4.3,102,1,4.99,10.49,14.99,,,tn,37862,Sevier,2024-05-16,1,1,0,0
38,Buffalo Wild Wings,"1430 hurley dr, sevierville, tn, 37862, us",7.943232323232332,7.29,8.998372560858195,4.1,108,600+,4.79,13.99,,,,tn,37862,Sevier,2024-05-16,1,1,0,0
39,Applebee,"207 collier drive, sevierville, tn, 37862, us",19.53864864864865,13.79,20.008574129967126,4.3,113,500+,13.79,12.69,12.09,,,tn,37862,Sevier,2024-05-16,1,1,0,0
40,Outback Steakhouse,"1725 fulton road, fultondale, al, 35068, us",18.401910112359552,14.99,12.613845511923072,4.2,92,1,10.49,13.99,,,,al,35068,Jefferson,2024-05-16,1,1,0,0
41,Applebee,"1250 boots blvd., fultondale, al, 35068, us",18.089999999999996,13.79,17.15456922464155,4.3,108,370+,13.79,12.69,12.09,,,al,35068,Jefferson,2024-05-16,1,1,0,0
42,Outback Steakhouse,"1890 sam rittenberg boulevard, charleston, sc, 29407, us",20.30057471264368,18.68,13.358656873458829,4.3,89,2,4.99,10.49,14.99,,,sc,29407,Charleston,2024-05-16,1,1,0,0
43,Outback Steakhouse,"2060 i-10 south, beaumont, tx, 77707, us",18.157916666666665,14.059999999999999,13.073620060758062,4.5,98,700+,4.99,10.49,14.99,,,tx,77707,Jefferson,2024-05-16,1,1,0,0
44,Outback Steakhouse,"21 orchard park drive, greenville, sc, 29615, us",18.18419999999993,13.585,13.122355518732146,4.3,204,2,4.99,10.49,14.99,,,sc,29615,Greenville,2024-05-16,1,1,0,0
45,Denny,"2521 wade hampton, greenville, sc, 29615, us",9.235050505050502,7.58,5.778996168420686,4.2,214,800+,4.35,12.98,,,,sc,29615,Greenville,2024-05-16,1,1,0,0
46,Outback Steakhouse,"2102 s texas ave, college station, tx, 77840, us",18.077070707070707,13.18,13.056049432074706,4.5,101,600+,4.99,10.49,14.99,,,tx,77840,Brazos,2024-05-16,1,1,0,0
47,Buffalo Wild Wings,"903 university dr e, college station, tx, 77840, us",7.644210526315798,5.99,8.999317702669092,4.4,104,2,4.79,13.29,,,,tx,77840,Brazos,2024-05-16,1,1,0,0
48,Denny,"607 texas ave, college station, tx, 77840, us",9.611523809523806,8.41,5.868245423009435,4.2,113,1,4.77,13.19,,,,tx,77840,Brazos,2024-05-16,1,1,0,0
49,Outback Steakhouse,"2120 hamilton place boulevard, chattanooga, tn, 37421, us",15.773956043956042,12.59,10.412403410801781,4.5,93,1,4.99,10.49,14.99,,,tn,37421,Hamilton,2024-05-16,1,1,0,0
50,Red Robin,"2100 hamilton pl blvd suite 317, chattanooga, tn, 37421, us",12.061311475409834,10.79,8.175939104912986,4.6,123,410+,4.79,8.39,,,,tn,37421,Hamilton,2024-05-16,1,1,0,0
51,Outback Steakhouse,"2219 southwest 74th, oklahoma city, ok, 73159, us",18.337676767676765,14.94,12.942883761246451,4.3,101,1,4.99,10.49,14.99,,,ok,73159,Oklahoma,2024-05-16,1,1,0,0
52,Denny,"1617 sw 74th street, oklahoma city, ok, 73159, us",8.486875000000007,7.49,5.144383124765786,4.2,206,120+,12.09,,,,,ok,73159,Oklahoma,2024-05-16,1,1,0,0
53,Outback Steakhouse,"233 south ridge road, wichita, ks, 67209, us",18.035102040816327,14.059999999999999,12.655592233692822,4.4,100,1,4.99,10.49,14.99,,,ks,67209,Sedgwick,2024-05-16,1,1,0,0
54,Red Robin,"7355 west taft street, wichita, ks, 67209, us",11.143529411764705,10.780000000000001,7.0524434156884865,4.5,102,310+,3.6,7.11,,,,ks,67209,Sedgwick,2024-05-16,1,1,0,0
55,Applebee,"320 s ridge road, wichita, ks, 67209, us",22.393801652892567,15.0,25.809026521940833,4.1,124,600+,15.0,14.5,13.25,,,ks,67209,Sedgwick,2024-05-16,1,1,0,0
56,Outback Steakhouse,"2410 southeast tones drive, ankeny, ia, 50021, us",19.322121212121214,14.99,14.089478506721541,4.4,101,700+,4.99,10.49,14.99,,,ia,50021,Polk,2024-05-16,1,1,0,0
57,Applebee,"1001 e. first street, ankeny, ia, 50021, us",22.60165289256199,15.0,25.747256881799416,4.6,124,460+,15.0,15.0,14.5,,,ia,50021,Polk,2024-05-16,1,1,0,0
58,Outback Steakhouse,"2415 south acadian thruway, baton rouge, la, 70808, us",18.722061855670102,14.99,13.103564159681728,4.4,99,1,4.99,10.49,14.99,,,la,70808,East Baton Rouge,2024-05-16,1,1,0,0
59,Outback Steakhouse,"252 f harbison boulevard, columbia, sc, 29212, us",18.675777777777714,14.965,13.254415027770747,4.4,184,2,4.99,14.99,,,,sc,29212,Lexington,2024-05-16,1,1,0,0
60,Panera Bread,"277 harbison blvd, columbia, sc, 29212, us",8.813255813953491,8.69,6.288016307993954,4.9,272,10,,,,,,sc,29212,Lexington,2024-05-16,1,1,0,0
61,Red Robin,"100, columbia, sc, 29212, us",12.107796610169475,10.989999999999998,8.303987518318854,4.3,238,460+,4.79,8.39,,,,sc,29212,Lexington,2024-05-16,1,1,0,0
62,Buffalo Wild Wings,"1000 bower pkwy, columbia, sc, 29212, us",7.5090816326530705,5.640000000000001,8.86152024165922,4.1,107,900+,4.79,13.29,,,,sc,29212,Lexington,2024-05-16,1,1,0,0
63,Applebee,"5185 fernandina rd, columbia, sc, 29212, us",22.468181818181826,15.0,25.78219723403876,4.2,124,700+,15.0,13.75,13.25,,,sc,29212,Lexington,2024-05-16,1,1,0,0
64,Denny,"342 harbison blvd, columbia, sc, 29212, us",9.859230769230766,8.41,5.818481114965239,4.0,222,900+,5.08,12.57,,,,sc,29212,Lexington,2024-05-16,1,1,0,0
65,Outback Steakhouse,"2701 e central texas expy, killeen, tx, 76543, us",17.789285714285715,12.99,13.173697763160579,4.4,100,2,4.99,10.49,14.99,,,tx,76543,Bell,2024-05-16,1,1,0,0
66,Buffalo Wild Wings,"2401 e central texas expy, killeen, tx, 76543, us",6.365494505494518,4.79,6.177241153779554,4.2,99,3,4.79,12.99,,,,tx,76543,Bell,2024-05-16,1,1,0,0
67,Applebee,"2700 east central texas exp., killeen, tx, 76543, us",21.35140350877191,16.29,21.479204585112328,4.2,117,2,13.79,16.29,14.99,,,tx,76543,Bell,2024-05-16,1,1,0,0
68,Outback Steakhouse,"2746 severn ave, metairie, la, 70002, us",18.148804347826086,14.465,13.224356961632454,4.4,94,4,4.99,10.49,14.99,,,la,70002,Jefferson,2024-05-16,1,1,0,0
69,Applebee,"3701 veterans memorial blvd, metairie, la, 70002, us",20.716050420168063,14.49,22.722444618544802,4.2,240,1,18.09,13.49,12.99,,,la,70002,Jefferson,2024-05-16,1,1,0,0
70,Outback Steakhouse,"2814 se military drive, san antonio, tx, 78235, us",18.44878787878781,14.99,12.866224931397227,4.8,202,13,4.99,10.49,14.99,,,tx,78235,Bexar,2024-05-16,1,1,0,0
71,Outback Steakhouse,"295 s. moorland road, brookfield, wi, 53005, us",19.135934065934,15.99,13.872879778845126,4.3,186,900+,4.99,10.49,14.99,,,wi,53005,Waukesha,2024-05-16,1,1,0,0
72,Red Robin,"95 n moorland rd, brookfield, wi, 53005, us",12.087297297297285,10.59,8.541836200043354,4.4,224,470+,4.79,8.39,,,,wi,53005,Waukesha,2024-05-16,1,1,0,0
73,Outback Steakhouse,"30 tunnel road, asheville, nc, 28805, us",18.23161616161616,14.94,13.038111710826122,4.4,101,2,4.99,10.49,14.99,,,nc,28805,Buncombe,2024-05-16,1,1,0,0
74,Outback Steakhouse,"3000 mosside boulevard, monroeville, pa, 15146, us",18.445252525252524,13.99,13.521424850463653,4.4,101,1,4.99,10.49,14.99,,,pa,15146,Allegheny,2024-05-16,1,1,0,0
75,Red Robin,"200 mall circle drive, monroeville, pa, 15146, us",12.301475409836073,11.44,8.277474833936044,4.2,123,700+,4.79,8.39,,,,pa,15146,Allegheny,2024-05-16,1,1,0,0
76,TGI Fridays,"240 mall blvd, monroeville, pa, 15146, us",25.3885606060606,16.66,26.581839526735443,4.2,137,1,3.21,13.56,,,,pa,15146,Allegheny,2024-05-16,1,1,0,0
77,Denny,"3980 william penn highway, monroeville, pa, 15146, us",9.227450980392153,7.9399999999999995,5.587194512642896,4.3,330,1,4.25,12.88,,,,pa,15146,Allegheny,2024-05-16,1,1,0,0
78,Outback Steakhouse,"302 south college road, wilmington, nc, 28403, us",18.36163265306122,14.965,13.044170618723227,4.5,100,2,4.99,10.49,14.99,,,nc,28403,New Hanover,2024-05-16,1,1,0,0
79,Buffalo Wild Wings,"206 old eastwood rd, wilmington, nc, 28403, us",8.17930693069308,6.49,9.25960333789199,4.0,109,290+,5.29,15.29,,,,nc,28403,New Hanover,2024-05-16,1,1,0,0
80,Outback Steakhouse,"314 a merchant drive, knoxville, tn, 37912, us",17.073711340206184,12.99,11.823244214331657,4.5,99,1,4.99,10.49,14.99,,,tn,37912,Knox,2024-05-16,1,1,0,0
81,Applebee,"5316 central avenue pike, knoxville, tn, 37912, us",19.224259259259252,13.79,19.666158948422957,4.4,110,1,13.79,12.69,12.09,,,tn,37912,Knox,2024-05-16,1,1,0,0
82,Outback Steakhouse,"3395 nichlasville rd., lexington, ky, 40503, us",18.263861386138615,13.99,13.081509660229866,4.4,103,1,4.99,10.49,14.99,,,ky,40503,Fayette,2024-05-16,1,1,0,0
83,Outback Steakhouse,"3500 mount moriah road, durham, nc, 27707, us",19.239700000000003,16.14,13.619068356903126,4.4,102,2,4.99,10.49,14.99,,,nc,27707,Durham,2024-05-16,1,1,0,0
84,Red Robin,"5313 new hope commons extension, durham, nc, 27707, us",12.301475409836073,11.44,8.277474833936044,4.5,123,900+,4.79,8.39,,,,nc,27707,Durham,2024-05-16,1,1,0,0
85,Outback Steakhouse,"3509 e. sam houston pkwy, pasadena, tx, 77505, us",18.929166666666667,15.49,13.071265055031548,4.4,98,1,4.99,10.49,14.99,,,tx,77505,Harris,2024-05-16,1,1,0,0
86,Red Robin,"3517 e sam houston parkway, pasadena, tx, 77505, us",12.090934579439256,10.59,8.551793770704172,4.6,108,410+,4.79,8.39,,,,tx,77505,Harris,2024-05-16,1,1,0,0
87,Applebee,"5103 fairmont parkway, pasadena, tx, 77505, us",21.466068376068346,16.29,21.61873059981691,4.4,480,600+,13.79,16.29,14.99,,,tx,77505,Harris,2024-05-16,1,1,0,0
88,Outback Steakhouse,"3510 west airport freeway, irving, tx, 75062, us",17.764444444444443,12.99,13.145716990579423,4.4,101,2,4.99,10.49,14.99,,,tx,75062,Dallas,2024-05-16,1,1,0,0
89,Denny,"4115 w. airport frwy., irving, tx, 75062, us",11.325990099009891,9.34,6.773519586157582,4.3,218,1,5.81,16.21,,,,tx,75062,Dallas,2024-05-16,1,1,0,0
90,Outback Steakhouse,"3586 sangani drive ste h, d'iberville, ms, 39540, us",13.38807692307692,10.89,9.539563173046465,4.6,56,600+,4.39,8.79,14.29,,,ms,39540,Harrison,2024-05-16,1,1,0,0
91,Outback Steakhouse,"372 e university pkwy, orem, ut, 84058, us",17.862727272727277,12.99,14.229520589195797,4.2,74,310+,5.49,7.99,14.99,,,ut,84058,Utah,2024-05-16,1,1,0,0
92,Applebee,"290 west 1300 south, orem, ut, 84058, us",18.174873949579847,12.79,19.08629953726307,4.3,122,450+,12.49,12.79,11.29,,,ut,84058,Utah,2024-05-16,1,1,0,0
93,Outback Steakhouse,"380 town center dr, york, pa, 17408, us",18.47030612244898,13.585,13.598189514400595,4.3,100,1,4.99,10.49,14.99,,,pa,17408,York,2024-05-16,1,1,0,0
94,Buffalo Wild Wings,"320 town center dr, york, pa, 17408, us",7.956494845360833,6.99,9.079411175925436,4.2,106,700+,4.79,14.29,,,,pa,17408,York,2024-05-16,1,1,0,0
95,Outback Steakhouse,"3903 towne crossing blvd, mesquite, tx, 75150, us",18.07896907216495,13.18,13.165633526484118,4.5,99,2,4.99,10.49,14.99,,,tx,75150,Dallas,2024-05-16,1,1,0,0
96,TGI Fridays,"3700 towne crossing blvd, mesquite, tx, 75150, us",23.78283582089553,15.594999999999999,26.260037529725608,4.1,140,1,2.86,12.98,,,,tx,75150,Dallas,2024-05-16,1,1,0,0
97,Applebee,"19035 i-635, mesquite, tx, 75150, us",21.466068376068353,16.29,21.61873059981693,4.2,120,1,13.79,16.29,14.99,,,tx,75150,Dallas,2024-05-16,1,1,0,0
98,Outback Steakhouse,"4015 south loop 289, lubbock, tx, 79423, us",17.814059405940593,12.99,13.060032839876365,4.4,103,1,4.99,10.49,14.99,,,tx,79423,Lubbock,2024-05-16,1,1,0,0
99,Applebee,"4025 south loop, lubbock, tx, 79423, us",22.580090090090103,16.69,23.408614549499063,4.2,117,600+,17.59,14.99,14.39,,,tx,79423,Lubbock,2024-05-16,1,1,0,0
100,Outback Steakhouse,"4017 airport drive, mobile, al, 36609, us",18.36932038834944,13.99,13.231971523998775,4.3,212,1,4.99,10.49,13.99,,,al,36609,Mobile,2024-05-16,1,1,0,0
101,Outback Steakhouse,"4221 south padre island drive, corpus christi, tx, 78411, us",18.417142857142856,14.465,13.177543591354228,4.5,100,1,4.99,10.49,14.99,,,tx,78411,Nueces,2024-05-16,1,1,0,0
102,Denny,"4918 s padre island dr, corpus christi, tx, 78411, us",10.203265306122454,9.04,6.08795461370995,4.2,106,600+,5.59,13.29,,,,tx,78411,Nueces,2024-05-16,1,1,0,0
103,Outback Steakhouse,"4500 franklin avenue, waco, tx, 76710, us",17.749299999999998,12.99,13.109024773414685,4.6,102,700+,4.99,10.49,14.99,,,tx,76710,McLennan,2024-05-16,1,1,0,0
104,Outback Steakhouse,"4608 bryant irvin road, fort worth, tx, 76132, us",18.127812499999997,13.085,13.20326405375493,4.4,98,2,4.99,10.49,14.99,,,tx,76132,Tarrant,2024-05-16,1,1,0,0
105,Denny,"4601 s hulen rd., fort worth, tx, 76132, us",11.386391752577323,9.55,6.884608140525629,4.3,105,600+,5.81,16.52,,,,tx,76132,Tarrant,2024-05-16,1,1,0,0
106,Outback Steakhouse,"4723 south yale avenue, tulsa, ok, 74135, us",18.70081632653061,14.965,13.035968660803372,4.5,100,1,4.99,10.49,14.99,,,ok,74135,Tulsa,2024-05-16,1,1,0,0
107,Buffalo Wild Wings,"6222 e 41st st, tulsa, ok, 74135, us",7.982040816326541,6.74,9.006125461876977,4.2,106,1,5.29,14.49,,,,ok,74135,Tulsa,2024-05-16,1,1,0,0
108,Outback Steakhouse,"4777 whitesburg, huntsville, al, 35802, us",15.854105263157894,12.99,10.323573279251598,4.3,98,1,4.99,10.49,13.99,,,al,35802,Madison,2024-05-16,1,1,0,0
109,Red Robin,"2720 carl t jones dr se, huntsville, al, 35802, us",12.14178571428572,10.489999999999998,8.534854820746776,4.6,113,480+,4.79,8.39,,,,al,35802,Madison,2024-05-16,1,1,0,0
110,Outback Steakhouse,"505 highland oaks drive, winston-salem, nc, 27103, us",17.64272727272727,13.18,12.76706367118946,4.3,101,1,4.99,10.49,14.99,,,nc,27103,Forsyth,2024-05-16,1,1,0,0
111,Buffalo Wild Wings,"1110 creekshire way, winston-salem, nc, 27103, us",7.702727272727281,6.99,8.841862413870844,4.3,108,1,4.79,13.29,,,,nc,27103,Forsyth,2024-05-16,1,1,0,0
112,Applebee,"1990 griffith rd., winston-salem, nc, 27103, us",22.634583333333342,15.0,25.824612610706396,4.4,123,800+,15.0,13.75,13.25,,,nc,27103,Forsyth,2024-05-16,1,1,0,0
113,Outback Steakhouse,"505 north mcpherson church road, fayetteville, nc, 28303, us",18.1392,14.059999999999999,13.005305354354427,4.3,102,2,4.99,10.49,14.99,,,nc,28303,Cumberland,2024-05-16,1,1,0,0
114,Red Robin,"502 cross creek mall, fayetteville, nc, 28303, us",12.444545454545466,11.39,8.363695651963772,4.4,122,1,4.79,8.39,,,,nc,28303,Cumberland,2024-05-16,1,1,0,0
115,Outback Steakhouse,"544 northgate mall drive, chattanooga, tn, 37415, us",18.184199999999997,14.059999999999999,12.967459826812648,4.4,102,1,4.99,10.49,14.99,,,tn,37415,Hamilton,2024-05-16,1,1,0,0
116,Outback Steakhouse,"5771 east 86th street, indianapolis, in, 46250, us",18.0013,13.18,13.28692663146749,4.0,102,1,4.99,10.49,14.99,,,in,46250,Marion,2024-05-16,1,1,0,0
117,Red Robin,"8190 n shadeland ave, indianapolis, in, 46250, us",11.964774774774778,9.89,8.50497965919541,4.4,112,600+,4.79,8.39,,,,in,46250,Marion,2024-05-16,1,1,0,0
118,Denny,"6288 e 82nd st, indianapolis, in, 46250, us",10.251904761904756,8.82,6.120755181424077,4.5,226,500+,5.18,13.82,,,,in,46250,Marion,2024-05-16,1,1,0,0
119,Outback Steakhouse,"6331, douglasville, ga, 30135, us",17.908199999999997,13.18,12.951619078709811,4.3,102,2,4.99,10.49,14.99,,,ga,30135,Douglas,2024-05-16,1,1,0,0
120,Applebee,"6915 douglas blvd., douglasville, ga, 30135, us",20.186261682242993,15.69,18.502957203574702,4.0,110,1,14.99,14.99,13.79,,,ga,30135,Douglas,2024-05-16,1,1,0,0
121,Outback Steakhouse,"6400 north pointe kwy, alpharetta, ga, 30022, us",18.263861386138615,13.99,13.081509660229864,4.5,103,2,4.99,10.49,14.99,,,ga,30022,Fulton,2024-05-16,1,1,0,0
122,Outback Steakhouse,"650 commerce blvd, fairless hills, pa, 19030, us",19.213535353535356,14.99,14.1323980760543,4.4,101,1,4.99,10.49,14.99,,,pa,19030,Bucks,2024-05-16,1,1,0,0
123,Outback Steakhouse,"655 crossville road, roswell, ga, 30075, us",18.263861386138615,13.99,13.081509660229864,4.4,103,2,4.99,10.49,14.99,,,ga,30075,Fulton,2024-05-16,1,1,0,0
124,Outback Steakhouse,"675 lancaster ave, frazer, pa, 19355, us",18.82197916666667,14.965,13.6267399974425,4.4,98,700+,4.99,10.49,14.99,,,pa,19355,Chester,2024-05-16,1,1,0,0
125,Outback Steakhouse,"6840 charlotte pike, nashville, tn, 37209, us",18.415102040816326,14.465,13.196930939202398,4.4,100,3,4.99,10.49,14.99,,,tn,37209,Davidson,2024-05-16,1,1,0,0
126,Red Robin,"6802 charlotte pike, nashville, tn, 37209, us",12.301475409836055,11.44,8.277474833936044,4.4,246,1,4.79,8.39,,,,tn,37209,Davidson,2024-05-16,1,1,0,0
127,Outback Steakhouse,"7025 north kings highway, myrtle beach, sc, 29572, us",16.72159574468085,13.085,11.600559625458231,4.5,96,1,4.99,10.49,14.99,,,sc,29572,Horry,2024-05-16,1,1,0,0
128,TGI Fridays,"7515 n kings hwy, myrtle beach, sc, 29572, us",24.46626865671642,15.74,26.606461527837574,4.3,140,1,3.21,13.56,,,,sc,29572,Horry,2024-05-16,1,1,0,0
129,Outback Steakhouse,"7611 two notch road, columbia, sc, 29223, us",17.658989898989898,12.99,12.800840210345847,4.3,101,2,4.99,10.49,14.99,,,sc,29223,Richland,2024-05-16,1,1,0,0
130,Outback Steakhouse,"800 n. krocks rd, allentown, pa, 18106, us",18.920108695652175,14.965,13.631733636801556,4.3,94,800+,4.99,10.49,14.99,,,pa,18106,Lehigh,2024-05-16,1,1,0,0
131,Outback Steakhouse,"8005 moores lane, brentwood, tn, 37027, us",20.220736842105268,17.99,13.66076095916254,4.6,97,1,5.99,10.49,16.99,,,tn,37027,Williamson,2024-05-16,1,1,0,0
132,Outback Steakhouse,"830 e. i-10 service road, slidell, la, 70461, us",18.831958762886597,15.99,12.954688092961883,4.3,99,900+,4.99,10.49,14.99,,,la,70461,St. Tammany,2024-05-16,1,1,0,0
133,Applebee,"850 e i 10 service rd, slidell, la, 70461, us",20.716050420168077,14.49,22.722444618544806,4.4,122,600+,18.09,13.49,12.99,,,la,70461,St. Tammany,2024-05-16,1,1,0,0
