,restaurant_name,restaurant_location,menu_item_price mean_non_zero,menu_item_price median_non_zero,menu_item_price std_non_zero,restaurant_rating mean,menu_item count,number_of_ratings first,fries,cheeseburger,hamburger,combo,specialty_item,state,zip,county_name,date,uber_eats,post_policy,fast_food,local
207,Buffalo Wild Wings,"3150 wilshire blvd ste 100, los angeles, ca, 90005, us",9.573367346938781,8.29,10.226899099511382,4.3,105,5,7.29,17.29,,,,ca,90005,Los Angeles,2024-05-14,1,1,0,0
208,Buffalo Wild Wings,"32135 union lndg, union city, ca, 94587, us",7.9078021978022095,5.99,7.921311052852242,4.2,97,500+,6.49,16.79,,,,ca,94587,Alameda,2024-05-14,1,1,0,0
209,TGI Fridays,"31900 dyer st, union city, ca, 94587, us",26.508884165781165,18.62,27.634634057624215,4.4,983,900+,2.79,16.09,,,,ca,94587,Alameda,2024-05-14,1,1,0,0
210,Buffalo Wild Wings,"32401, temecula, ca, 92592, us",9.03870000000001,7.54,9.922943883243525,4.3,109,480+,5.99,15.99,,,,ca,92592,Riverside,2024-05-14,1,1,0,0
211,Applebee,"32175 hwy. 79, temecula, ca, 92592, us",26.31268907563024,17.49,26.431902156152173,4.6,120,600+,,17.49,16.29,,,ca,92592,Riverside,2024-05-14,1,1,0,0
212,Buffalo Wild Wings,"3316 coffee road, bakersfield, ca, 93308, us",14.078153846153844,13.79,9.718583450484111,4.2,82,500+,7.29,16.49,,,,ca,93308,Kern,2024-05-14,1,1,0,0
213,Denny,"2627 buck owens blvd, bakersfield, ca, 93308, us",11.213406593406594,9.34,6.743656069694698,4.3,121,800+,5.81,15.17,,,,ca,93308,Kern,2024-05-14,1,1,0,0
214,Denny,"35175 7th standard road, bakersfield, ca, 93308, us",11.584077669902914,10.07,6.832906734367836,4.4,133,320+,5.81,16.21,,,,ca,93308,Kern,2024-05-14,1,1,0,0
215,Buffalo Wild Wings,"3401 dale rd ste 830, modesto, ca, 95356, us",8.651584158415853,6.99,9.68620952262467,3.7,110,370+,5.29,15.99,,,,ca,95356,Stanislaus,2024-05-14,1,1,0,0
216,Applebee,"3900 sisk road, modesto, ca, 95356, us",23.53561403508766,18.79,22.31717590584513,4.1,117,190+,,18.79,17.49,,,ca,95356,Stanislaus,2024-05-14,1,1,0,0
217,Buffalo Wild Wings,"3600 n freeway blvd ste 100, sacramento, ca, 95834, us",8.960700000000008,7.54,9.8143735668661,4.1,108,1,5.99,16.29,,,,ca,95834,Sacramento,2024-05-14,1,1,0,0
218,Applebee,"3601 truxel rd., sacramento, ca, 95834, us",25.928842975206592,17.49,25.896840395363803,4.4,122,1,,16.69,15.39,,,ca,95834,Sacramento,2024-05-14,1,1,0,0
219,Denny,"4441 e commerce way, sacramento, ca, 95834, us",11.972727272727276,10.07,7.3347472215753795,4.3,129,340+,6.02,17.46,,,,ca,95834,Sacramento,2024-05-14,1,1,0,0
220,Buffalo Wild Wings,"4000 market place drive, monterey park, ca, 91755, us",9.27353535353536,7.79,10.158004189674113,4.3,106,1,5.99,16.79,,,,ca,91755,Los Angeles,2024-05-14,1,1,0,0
221,Buffalo Wild Wings,"401 kenilworth drive, petaluma, ca, 94952, us",13.39695652173913,13.79,10.024531114749125,4.2,108,120+,7.29,16.79,,,,ca,94952,Marin,2024-05-14,1,1,0,0
222,Denny,"4986, petaluma, ca, 94952, us",13.661682242990658,13.19,8.63466091590604,4.6,137,92,7.16,18.29,,,,ca,94952,Marin,2024-05-14,1,1,0,0
223,Buffalo Wild Wings,"40484 hot springs rd, murrieta, ca, 92563, us",9.070306122448988,7.54,10.018903913132162,4.3,107,700+,5.99,15.99,,,,ca,92563,Riverside,2024-05-14,1,1,0,0
224,Denny,"36490 winchester rd, murrieta, ca, 92563, us",12.31518867924528,11.11,7.44102831085131,4.6,136,450+,6.22,17.35,,,,ca,92563,Riverside,2024-05-14,1,1,0,0
225,Buffalo Wild Wings,"43821 pacific commons blvd, fremont, ca, 94538, us",7.91963855421688,2.29,10.383528829530649,3.9,92,700+,,5.99,,,,ca,94538,Alameda,2024-05-14,1,1,0,0
226,Applebee,"39139 farwell drive, fremont, ca, 94538, us",26.186747967479594,17.89,25.99420177673572,4.5,248,800+,,16.69,15.39,,,ca,94538,Alameda,2024-05-14,1,1,0,0
227,Denny,"5280 mowry ave., fremont, ca, 94538, us",11.838113207547169,10.175,7.4459268481965,4.4,136,800+,6.02,17.56,,,,ca,94538,Alameda,2024-05-14,1,1,0,0
228,Buffalo Wild Wings,"4751 pacific ave, stockton, ca, 95207, us",8.967200000000009,7.890000000000001,9.835687681092763,3.8999999999999995,109,430+,5.99,16.29,,,,ca,95207,San Joaquin,2024-05-14,1,1,0,0
229,Applebee,"2659 w. march lane, stockton, ca, 95207, us",26.67907563025208,17.89,26.248088493559077,4.3,120,500+,,16.69,15.39,,,ca,95207,San Joaquin,2024-05-14,1,1,0,0
230,Denny,"2670 w. march lane, stockton, ca, 95207, us",12.18544554455446,10.8,7.2814132733237695,4.3,131,440+,6.02,17.46,,,,ca,95207,San Joaquin,2024-05-14,1,1,0,0
231,Denny,"4747 pacific ave., stockton, ca, 95207, us",11.5652380952381,9.69,6.980664192063552,4.1,135,120+,5.79,16.79,,,,ca,95207,San Joaquin,2024-05-14,1,1,0,0
232,Buffalo Wild Wings,"4955 south, montclair, ca, 91763, us",12.996805555555556,13.79,10.114737985620133,4.0,110,1,7.29,17.29,,,,ca,91763,San Bernardino,2024-05-14,1,1,0,0
233,Buffalo Wild Wings,"555 broadway ste 116, chula vista, ca, 91910, us",9.19915789473685,7.79,10.275347468900907,4.2,103,1,5.99,16.49,,,,ca,91910,San Diego,2024-05-14,1,1,0,0
234,Denny,"110 bonita rd., chula vista, ca, 91910, us",11.25362745098039,8.615,6.860524874051677,4.5,132,1,5.81,15.9,,,,ca,91910,San Diego,2024-05-14,1,1,0,0
235,Denny,"692 e st, chula vista, ca, 91910, us",11.42785714285714,9.55,7.1019336856119635,4.5,112,1,5.81,15.9,,,,ca,91910,San Diego,2024-05-14,1,1,0,0
236,Buffalo Wild Wings,"555 north spring street, los angeles, ca, 90012, us",9.417070707070714,7.99,10.235215625183,4.4,108,310+,7.29,17.29,,,,ca,90012,Los Angeles,2024-05-14,1,1,0,0
237,Buffalo Wild Wings,"5677 gosford rd, bakersfield, ca, 93313, us",12.86225352112676,13.79,10.031729689113705,4.0,108,800+,6.49,16.49,,,,ca,93313,Kern,2024-05-14,1,1,0,0
238,Buffalo Wild Wings,"6910 santa fe avenue, huntington park, ca, 90255, us",6.309677419354855,0.6,10.155263368790107,4.5,67,1,4.79,12.99,,,,ca,90255,Los Angeles,2024-05-14,1,1,0,0
239,Buffalo Wild Wings,"736 e del amo blvd, carson, ca, 90746, us",9.627142857142863,8.29,10.186546349504928,3.8,107,800+,7.29,17.29,,,,ca,90746,Los Angeles,2024-05-14,1,1,0,0
240,Buffalo Wild Wings,"7490, elk grove, ca, 95757, us",8.61470000000001,7.140000000000001,9.687318354942194,3.8999999999999995,109,140+,5.99,15.99,,,,ca,95757,Sacramento,2024-05-14,1,1,0,0
241,Buffalo Wild Wings,"7811 edinger avenue, huntington beach, ca, 92647, us",9.427326732673274,7.99,10.154794009161062,4.5,109,130+,7.29,16.79,,,,ca,92647,Orange,2024-05-14,1,1,0,0
242,Buffalo Wild Wings,"859 blossom hill rd, san jose, ca, 95123, us",8.905154639175265,7.29,10.13124717426161,4.1,106,900+,5.99,16.29,,,,ca,95123,Santa Clara,2024-05-14,1,1,0,0
243,Applebee,"5690 cottle rd, san jose, ca, 95123, us",23.202389380530896,19.99,21.572250007754302,4.5,232,380+,,18.79,17.49,,,ca,95123,Santa Clara,2024-05-14,1,1,0,0
244,TGI Fridays,"2795 tapo canyon rd, simi valley, ca, 93063, us",26.53350746268656,18.62,27.678161558346755,4.5,140,600+,2.79,16.09,,,,ca,93063,Ventura,2024-05-14,1,1,0,0
245,Applebee,"1041 admiral callaghan lane, vallejo, ca, 94591, us",25.541054852320624,17.49,25.973858347436323,4.4,239,900+,,16.69,15.39,,,ca,94591,Solano,2024-05-14,1,1,0,0
246,Applebee,"107 fletcher parkway, el cajon, ca, 92020, us",24.94206611570246,17.49,25.930237300783965,4.3,122,1,,17.29,15.99,,,ca,92020,San Diego,2024-05-14,1,1,0,0
247,Applebee,"10709 foothill blvd, rancho cucamonga, ca, 91730, us",25.397999999999982,17.49,26.12601645869496,4.6,126,600+,,17.29,15.99,,,ca,91730,San Bernardino,2024-05-14,1,1,0,0
248,Applebee,"1105 s. green valley road, watsonville, ca, 95076, us",22.648536585365836,16.99,23.21691956216368,4.5,124,250+,,16.99,15.39,,,ca,95076,Santa Cruz,2024-05-14,1,1,0,0
249,Applebee,"1135 veterans blvd, redwood city, ca, 94063, us",24.221304347825992,18.79,22.79926148772441,4.4,354,600+,,18.79,17.49,,,ca,94063,San Mateo,2024-05-14,1,1,0,0
250,Denny,"1201 broadway, redwood city, ca, 94063, us",12.565188679245283,12.254999999999999,7.349764626077475,4.3,136,700+,6.74,18.29,,,,ca,94063,San Mateo,2024-05-14,1,1,0,0
251,Applebee,"1216 auto park way, escondido, ca, 92029, us",22.01478632478631,17.29,21.91824321514166,4.6,118,1,,17.29,15.99,,,ca,92029,San Diego,2024-05-14,1,1,0,0
252,Applebee,"1272 e. yosemite ave., manteca, ca, 95336, us",23.53561403508766,18.79,22.317175905845133,4.1,117,210+,,18.79,17.49,,,ca,95336,San Joaquin,2024-05-14,1,1,0,0
253,Applebee,"1301 n. davis road, salinas, ca, 93907, us",25.701475409836046,17.49,26.358817222404905,4.4,123,600+,,17.29,15.99,,,ca,93907,Monterey,2024-05-14,1,1,0,0
254,Applebee,"1350 travis blvd, fairfield, ca, 94533, us",26.31666666666664,17.49,26.30871127381364,4.1,121,490+,,16.69,15.39,,,ca,94533,Solano,2024-05-14,1,1,0,0
255,Applebee,"1493 n, montebello, ca, 90640, us",22.057521367521353,17.29,21.882638901864013,4.6,118,1,,17.29,15.99,,,ca,90640,Los Angeles,2024-05-14,1,1,0,0
256,Denny,"2727 via campo, montebello, ca, 90640, us",11.502815533980586,9.55,6.922985693161572,4.5,133,2,5.81,15.9,,,,ca,90640,Los Angeles,2024-05-14,1,1,0,0
257,Applebee,"1585 e 6th street, beaumont, ca, 92223, us",22.939122807017547,18.79,21.223027239191037,4.5,117,600+,,21.59,20.39,,,ca,92223,Riverside,2024-05-14,1,1,0,0
258,Applebee,"1590 s azusa ave, industry, ca, 91748, us",22.325652173913028,17.49,21.977958093644038,4.6,116,700+,,17.29,15.99,,,ca,91748,Los Angeles,2024-05-14,1,1,0,0
259,Applebee,"16867 sierra lakes parkway, fontana, ca, 92336, us",25.42548387096772,17.49,26.22935192080094,4.3,125,1,,17.29,15.99,,,ca,92336,San Bernardino,2024-05-14,1,1,0,0
260,Denny,"13479 baseline ave, fontana, ca, 92336, us",12.026534653465355,10.07,7.223640841104599,4.7,131,700+,5.81,17.35,,,,ca,92336,San Bernardino,2024-05-14,1,1,0,0
261,Applebee,"195 soscol ave, napa, ca, 94559, us",22.931176470588227,17.29,22.763819929343608,4.3,120,460+,,16.69,15.39,,,ca,94559,Napa,2024-05-14,1,1,0,0
262,Applebee,"2046 w, redlands, ca, 92373, us",21.73827586206895,17.14,21.791043251594566,4.5,117,800+,,17.29,15.99,,,ca,92373,San Bernardino,2024-05-14,1,1,0,0
263,Applebee,"21 e. main street, alhambra, ca, 91801, us",25.480399999999985,17.49,26.094098716759692,4.5,126,1,,17.49,16.29,,,ca,91801,Los Angeles,2024-05-14,1,1,0,0
264,Applebee,"2114 e lincoln ave, anaheim, ca, 92806, us",24.442892561983452,17.29,26.24983612504586,4.5,122,700+,,17.29,15.99,,,ca,92806,Orange,2024-05-14,1,1,0,0
265,Denny,"2005 e katella ave, anaheim, ca, 92806, us",11.610198019801981,8.41,7.205186523059299,4.6,131,410+,5.81,17.56,,,,ca,92806,Orange,2024-05-14,1,1,0,0
266,Applebee,"2250, santa rosa, ca, 95407, us",23.03529914529912,16.99,22.924075709453025,4.3,118,800+,,16.69,15.39,,,ca,95407,Sonoma,2024-05-14,1,1,0,0
267,Denny,"115 baker ave, santa rosa, ca, 95407, us",12.794205607476634,12.36,8.741166974144534,4.3,137,300+,6.54,17.98,,,,ca,95407,Sonoma,2024-05-14,1,1,0,0
268,Applebee,"2263 south shore center, alameda, ca, 94501, us",26.629166666666656,18.29,26.190743580615564,4.2,121,1,,16.69,15.39,,,ca,94501,Alameda,2024-05-14,1,1,0,0
269,Applebee,"2442 w kettleman lane, lodi, ca, 95242, us",25.167599999999975,17.29,25.950805348582154,4.3,126,190+,,16.69,15.39,,,ca,95242,San Joaquin,2024-05-14,1,1,0,0
270,Applebee,"24872 madison ave, murrieta, ca, 92562, us",25.75097560975608,17.49,26.188421801371682,4.6,124,700+,,17.29,15.99,,,ca,92562,Riverside,2024-05-14,1,1,0,0
271,Denny,"25365 madison ave, murrieta, ca, 92562, us",11.986250000000004,10.07,7.251823270405333,4.5,134,480+,5.81,17.98,,,,ca,92562,Riverside,2024-05-14,1,1,0,0
272,Applebee,"2500 bell road, auburn, ca, 95603, us",25.921147540983586,17.689999999999998,25.89647447986749,4.3,123,97,,16.69,15.39,,,ca,95603,Placer,2024-05-14,1,1,0,0
273,Applebee,"2770 taylor st, san francisco, ca, 94133, us",32.576065573770485,23.79,30.572207767823702,4.3,369,900+,,22.89,21.69,,,ca,94133,San Francisco,2024-05-14,1,1,0,0
274,Applebee,"2800 n main st main place mall ste 868, santa ana, ca, 92705, us",25.39799999999998,17.49,26.126016458694963,4.4,126,700+,,17.29,15.99,,,ca,92705,Orange,2024-05-14,1,1,0,0
275,Applebee,"291 w. ventura blvd, camarillo, ca, 93010, us",25.28126984126983,17.39,26.029144287812404,4.5,127,440+,,16.99,15.79,,,ca,93010,Ventura,2024-05-14,1,1,0,0
276,Denny,"1659 e dailey dr, camarillo, ca, 93010, us",11.677850467289714,10.07,7.000162084643813,4.6,137,480+,5.81,16.73,,,,ca,93010,Ventura,2024-05-14,1,1,0,0
277,Applebee,"3281 coach ln, cameron park, ca, 95682, us",26.479256198347084,17.89,26.103543984249885,4.4,122,140+,,16.69,15.39,,,ca,95682,El Dorado,2024-05-14,1,1,0,0
278,Applebee,"3820 mulberry, riverside, ca, 92507, us",26.26310924369746,17.49,26.423066372983495,4.4,120,1,,17.29,15.99,,,ca,92507,Riverside,2024-05-14,1,1,0,0
279,Denny,"1245 university ave., riverside, ca, 92507, us",11.99566037735849,10.09,7.298188327646014,4.6,136,700+,5.79,17.99,,,,ca,92507,Riverside,2024-05-14,1,1,0,0
280,Applebee,"4070 e, highland, ca, 92346, us",25.711367521367503,17.49,26.010500276342466,4.5,118,1,,17.29,15.99,,,ca,92346,San Bernardino,2024-05-14,1,1,0,0
281,Denny,"2442, highland, ca, 92346, us",11.841098901098903,7.99,7.25585954201949,4.2,121,420+,5.81,18.39,,,,ca,92346,San Bernardino,2024-05-14,1,1,0,0
282,Applebee,"501, rohnert park, ca, 94928, us",23.726134453781484,17.29,23.38330486484086,4.5,120,360+,,16.69,15.39,,,ca,94928,Sonoma,2024-05-14,1,1,0,0
283,Applebee,"51 curtner ave, san jose, ca, 95125, us",24.30607142857134,19.99,22.379536864747948,4.4,228,700+,,18.79,17.49,,,ca,95125,Santa Clara,2024-05-14,1,1,0,0
284,Applebee,"5301 old redwood hwy, petaluma, ca, 94954, us",25.917199999999966,17.49,25.8839730366109,4.5,126,200+,,16.69,15.39,,,ca,94954,Sonoma,2024-05-14,1,1,0,0
285,Applebee,"5325 avenida de los robles, visalia, ca, 93291, us",25.629024390243885,17.49,26.2637517494884,4.6,124,320+,,17.29,15.99,,,ca,93291,Tulare,2024-05-14,1,1,0,0
286,Denny,"200 s akers st, visalia, ca, 93291, us",12.008076923076924,10.54,7.254887222381024,4.6,134,250+,5.81,17.14,,,,ca,93291,Tulare,2024-05-14,1,1,0,0
287,Applebee,"5700 florence ave, bell gardens, ca, 90201, us",25.688373983739815,17.49,26.236847990527036,4.5,124,1,,17.29,15.99,,,ca,90201,Los Angeles,2024-05-14,1,1,0,0
288,Applebee,"610 palomar st ste 1502, chula vista, ca, 91911, us",25.70869918699185,17.49,26.222777133330258,4.5,124,1,,17.29,15.99,,,ca,91911,San Diego,2024-05-14,1,1,0,0
289,Applebee,"621 w central ave, lompoc, ca, 93436, us",24.40008403361343,17.49,23.941144202130864,4.6,120,64,,17.29,15.99,,,ca,93436,Santa Barbara,2024-05-14,1,1,0,0
290,Applebee,"6811 lonetree blvd., rocklin, ca, 95765, us",26.286721311475382,17.689999999999998,26.08246988212277,4.6,123,270+,,16.69,15.39,,,ca,95765,Placer,2024-05-14,1,1,0,0
291,Applebee,"6900 auburn blvd, citrus heights, ca, 95621, us",26.282622950819647,17.689999999999998,26.086169214119387,4.3,123,800+,,16.69,15.39,,,ca,95621,Sacramento,2024-05-14,1,1,0,0
292,Applebee,"7677 balboa ave, san diego, ca, 92111, us",25.908852459016376,17.49,26.236288634372443,4.6,123,1,,17.29,15.99,,,ca,92111,San Diego,2024-05-14,1,1,0,0
293,Applebee,"8200 arroyo circle, gilroy, ca, 95020, us",23.55902654867253,19.99,23.033450395142495,4.4,116,150+,,18.79,17.49,,,ca,95020,Santa Clara,2024-05-14,1,1,0,0
294,Applebee,"8430 n friant rd, fresno, ca, 93720, us",25.41416666666665,17.49,26.19075535322,4.6,121,600+,,17.29,15.99,,,ca,93720,Fresno,2024-05-14,1,1,0,0
295,Applebee,"8931 brooks rd s, windsor, ca, 95492, us",25.9714516129032,17.49,25.981055030030344,4.3,125,210+,,16.69,15.39,,,ca,95492,Sonoma,2024-05-14,1,1,0,0
296,Applebee,"899 east spring st, signal hill, ca, 90755, us",15.300714285714278,16.29,10.455384439393427,4.5,113,1,,17.29,15.99,,,ca,90755,Los Angeles,2024-05-14,1,1,0,0
297,Applebee,"9000 ming ave, bakersfield, ca, 93311, us",24.26394957983192,17.49,24.884957023902853,4.5,120,1,,17.49,16.29,,,ca,93311,Kern,2024-05-14,1,1,0,0
298,Applebee,"9480 east mira mesa blvd., san diego, ca, 92126, us",21.574615384615374,17.49,20.28855774271354,4.8,118,1,,17.29,15.99,,,ca,92126,San Diego,2024-05-14,1,1,0,0
299,Denny,"10 airport blvd, south san francisco, ca, 94080, us",13.317943925233639,12.67,8.531760973284879,4.4,548,1,6.22,17.77,,,,ca,94080,San Mateo,2024-05-14,1,1,0,0
300,Denny,"1000 w. steele lane, santa rosa, ca, 95403, us",12.638396226415093,12.05,8.633147629569878,4.3,136,400+,6.54,17.98,,,,ca,95403,Sonoma,2024-05-14,1,1,0,0
301,Denny,"1001 east capitol, san jose, ca, 95121, us",12.335233644859821,11.94,7.560002267936464,4.5,137,700+,6.02,17.56,,,,ca,95121,Santa Clara,2024-05-14,1,1,0,0
302,Denny,"108 e orangethorpe ave, placentia, ca, 92870, us",11.964607843137253,10.175,7.270506047005692,4.6,132,1,5.81,17.56,,,,ca,92870,Orange,2024-05-14,1,1,0,0
303,Denny,"110 mchenry st., modesto, ca, 95354, us",12.138679245283024,10.435,7.322535270240002,4.2,136,160+,6.02,17.46,,,,ca,95354,Stanislaus,2024-05-14,1,1,0,0
304,Denny,"1110 e shaw ave, fresno, ca, 93710, us",11.559811320754728,9.69,7.053958741491495,4.1,136,360+,5.59,17.29,,,,ca,93710,Fresno,2024-05-14,1,1,0,0
305,Denny,"11195 long beach blvd, lynwood, ca, 90262, us",11.725673076923083,10.175,7.365462772607011,4.5,134,3,6.02,17.35,,,,ca,90262,Los Angeles,2024-05-14,1,1,0,0
306,Denny,"1121 n parkway dr, fresno, ca, 93728, us",11.559811320754728,9.69,7.0539587414914955,4.2,136,480+,5.59,17.29,,,,ca,93728,Fresno,2024-05-14,1,1,0,0
307,Denny,"11344 san pablo ave, el cerrito, ca, 94530, us",12.493551401869144,12.05,8.542667868027683,4.2,548,450+,6.43,17.56,,,,ca,94530,Contra Costa,2024-05-14,1,1,0,0
308,Denny,"1168 w katella ave, anaheim, ca, 92802, us",11.257307692307698,8.989999999999998,6.986793067413972,4.7,133,600+,5.59,16.89,,,,ca,92802,Orange,2024-05-14,1,1,0,0
309,Denny,"1610 south harbor blvd., anaheim, ca, 92802, us",11.989545454545452,10.125,7.364540180222775,4.4,118,1,5.81,16.73,,,,ca,92802,Orange,2024-05-14,1,1,0,0
310,Denny,"210 s euclid st, anaheim, ca, 92802, us",12.209702970297037,10.18,7.371483515460374,4.6,131,1,5.81,17.98,,,,ca,92802,Orange,2024-05-14,1,1,0,0
311,Denny,"1190 s. mt. vernon, colton, ca, 92324, us",12.03836734693877,10.07,7.339188729825319,4.6,128,390+,5.81,18.39,,,,ca,92324,San Bernardino,2024-05-14,1,1,0,0
312,Denny,"160 west valley blvd., colton, ca, 92324, us",12.158602150537634,10.07,7.449032930146299,4.4,122,390+,5.81,18.39,,,,ca,92324,San Bernardino,2024-05-14,1,1,0,0
313,Denny,"122 sunrise ave., roseville, ca, 95661, us",12.054423076923083,10.07,7.367104094831487,4.3,134,300+,6.02,17.46,,,,ca,95661,Placer,2024-05-14,1,1,0,0
314,Denny,"1250 stratford ave, dixon, ca, 95620, us",11.186039603960403,9.69,6.7835403705460156,2.6,130,19,5.59,17.69,,,,ca,95620,Solano,2024-05-14,1,1,0,0
315,Denny,"130 calle primera, san diego, ca, 92173, us",12.511142857142856,11.11,7.589457012296505,4.6,135,600+,6.02,18.39,,,,ca,92173,San Diego,2024-05-14,1,1,0,0
316,Denny,"1310 24th st., paso robles, ca, 93446, us",12.266132075471697,10.07,7.4324565596347725,4.2,136,170+,5.81,18.29,,,,ca,93446,San Luis Obispo,2024-05-14,1,1,0,0
317,Denny,"13165 main st, hesperia, ca, 92344, us",9.030980392156863,7.59,5.406620398813888,4.3,132,420+,4.35,12.85,,,,ca,92344,San Bernardino,2024-05-14,1,1,0,0
318,Denny,"1360 holiday lane, fairfield, ca, 94534, us",13.149905660377362,12.305,8.914812720419684,4.5,135,340+,6.74,18.29,,,,ca,94534,Solano,2024-05-14,1,1,0,0
319,Denny,"304 pittman rd, cordelia, ca, 94534, us",12.812476190476165,10.8,7.569309559121897,4.5,270,130+,5.81,19.54,,,,ca,94534,Solano,2024-05-14,1,1,0,0
320,Denny,"1375 s harbor blvd, fullerton, ca, 92832, us",11.512115384615386,9.49,6.999971933058691,4.5,134,360+,5.39,17.59,,,,ca,92832,Orange,2024-05-14,1,1,0,0
321,Denny,"1377 w foothill blvd, rialto, ca, 92376",11.8311320754717,9.760000000000002,7.183181657065703,4.3,136,1,5.81,17.14,,,,ca,92376,San Bernardino,2024-05-14,1,1,0,0
322,Denny,"1390 south first st., san jose, ca, 95112, us",12.260370370370376,11.370000000000001,7.565852492409554,4.3,138,800+,6.02,17.56,,,,ca,95112,Santa Clara,2024-05-14,1,1,0,0
323,Denny,"14240 highway 395, adelanto, ca, 92301, us",11.988834951456314,10.07,7.286569811203052,4.4,133,800+,5.81,17.98,,,,ca,92301,San Bernardino,2024-05-14,1,1,0,0
324,Denny,"14244 valley center dr, victorville, ca, 92395, us",11.901333333333334,9.97,7.1810248726920705,4.3,135,500+,5.81,17.14,,,,ca,92395,San Bernardino,2024-05-14,1,1,0,0
325,Denny,"1440 west pacific coast, wilmington, ca, 90744, us",11.68127450980392,10.07,7.1783231248968375,4.5,132,2,5.81,16.73,,,,ca,90744,Los Angeles,2024-05-14,1,1,0,0
326,Denny,"1501 w 17th st, santa ana, ca, 92706, us",12.485769230769225,9.865,7.255295240282692,4.6,135,460+,5.81,19.54,,,,ca,92706,Orange,2024-05-14,1,1,0,0
327,Denny,"15015 freedom ave, san leandro, ca, 94578, us",13.140666666666666,12.57,8.956295606115676,4.4,135,900+,6.74,18.29,,,,ca,94578,Alameda,2024-05-14,1,1,0,0
328,Denny,"1507 herndon rd., ceres, ca, 95307, us",12.275514018691588,10.07,7.484047612156035,4.2,137,290+,5.81,18.91,,,,ca,95307,Stanislaus,2024-05-14,1,1,0,0
329,Denny,"1515 ocean st., santa cruz, ca, 95060, us",12.37693069306931,12.46,7.398400515200254,4.2,131,400+,6.02,17.46,,,,ca,95060,Santa Cruz,2024-05-14,1,1,0,0
330,Denny,"1555 east f st, oakdale, ca, 95361, us",13.634134615384621,12.565,8.66099741220296,4.2,132,50,7.16,18.29,,,,ca,95361,Stanislaus,2024-05-14,1,1,0,0
331,Denny,"1571 el camino real, tustin, ca, 92780, us",11.853867924528307,10.175,7.425202566419813,4.6,136,1,6.02,17.56,,,,ca,92780,Orange,2024-05-14,1,1,0,0
332,Denny,"1601 rosecrans st., san diego, ca, 92106, us",12.015660377358481,10.02,7.404840336763407,4.3,133,700+,5.81,18.29,,,,ca,92106,San Diego,2024-05-14,1,1,0,0
333,Denny,"16401 delone st., santa clarita, ca, 91387, us",12.077619047619047,9.89,7.356729284106979,4.7,135,440+,5.59,18.79,,,,ca,91387,Los Angeles,2024-05-14,1,1,0,0
334,Denny,"16851 harlan rd, lathrop, ca, 95330, us",13.68933333333334,13.19,8.637627790155687,4.6,134,150+,7.16,18.29,,,,ca,95330,San Joaquin,2024-05-14,1,1,0,0
335,Denny,"17009-a valley blvd, fontana, ca, 92335",11.364528301886804,9.44,6.932546447677001,4.4,136,800+,5.59,16.69,,,,ca,92335,San Bernardino,2024-05-14,1,1,0,0
336,Denny,"17230 lakewood blvd., bellflower, ca, 90706, us",11.766698113207545,10.07,7.233416129939185,4.4,136,1,5.81,17.56,,,,ca,90706,Los Angeles,2024-05-14,1,1,0,0
337,Denny,"1745 el camino real, santa clara, ca, 95050, us",13.062897196261671,12.57,8.931508753598102,4.5,274,430+,6.74,18.29,,,,ca,95050,Santa Clara,2024-05-14,1,1,0,0
338,Denny,"1776 powell street, emeryville, ca, 94608, us",12.255555555555528,11.370000000000001,7.572301418025576,4.4,414,1,6.02,17.56,,,,ca,94608,Alameda,2024-05-14,1,1,0,0
339,Denny,"1803 marina blvd, san leandro, ca, 94577, us",13.078217636022519,12.57,8.936450685644145,4.219765739385066,683,500+,6.74,18.29,,,,ca,94577,Alameda,2024-05-14,1,1,0,0
340,Denny,"2006 somersville rd, antioch, ca, 94509, us",11.83811320754717,10.175,7.4459268481965,4.3,136,500+,6.02,17.56,,,,ca,94509,Contra Costa,2024-05-14,1,1,0,0
341,Denny,"20242 hwy 18, apple valley, ca, 92307, us",11.379019607843144,8.51,6.85637051842227,4.6,131,310+,5.81,15.58,,,,ca,92307,San Bernardino,2024-05-14,1,1,0,0
342,Denny,"2077 n 1st st, san jose, ca, 95131, us",12.779629629629627,12.100000000000001,8.573261396571137,4.5,276,470+,6.54,17.98,,,,ca,95131,Santa Clara,2024-05-14,1,1,0,0
343,Denny,"2137 north fremont st., monterey, ca, 93940, us",12.311010101010105,11.94,7.428669483348095,4.4,129,380+,6.02,17.46,,,,ca,93940,Monterey,2024-05-14,1,1,0,0
344,Denny,"300 fremont st, monterey, ca, 93940, us",11.882524271844662,10.8,7.443580242862651,4.4,133,700+,6.02,17.56,,,,ca,93940,Monterey,2024-05-14,1,1,0,0
345,Denny,"2222 coronado ave, san diego, ca, 92154, us",11.397238095238098,9.55,6.89915474398175,4.5,135,2,5.81,15.9,,,,ca,92154,San Diego,2024-05-14,1,1,0,0
346,Denny,"2314 e 17th st, santa ana, ca, 92701, us",11.2850495049505,7.69,6.666279503838093,4.6,131,500+,5.59,17.29,,,,ca,92701,Orange,2024-05-14,1,1,0,0
347,Denny,"23857 clinton keith rd, wildomar, ca, 92595, us",11.919029126213598,10.07,7.2546243055506086,4.7,133,340+,5.81,17.98,,,,ca,92595,Riverside,2024-05-14,1,1,0,0
