,restaurant_name,restaurant_location,menu_item_price mean_non_zero,menu_item_price median_non_zero,menu_item_price std_non_zero,restaurant_rating mean,menu_item count,number_of_ratings first,cheeseburger,specialty_item,fries,combo,hamburger,state,zip,county_name,date,uber_eats,post_policy,fast_food,local
0,Carls Jr,"1155 w riverdale rd unit a riverdale, ut 84405",6.77125,7.1899999999999995,1.7285176995044047,,16,,3.99,,,,,ut,84405,Weber,2024-03-30,0,0,1,0
1,Carls Jr,"1700 w state st, boise, id, 83702, us",7.108181818181819,7.9399999999999995,1.836408640312628,,22,,3.99,4.99,,,,id,83702,Ada,2024-03-30,0,0,1,0
2,Carls Jr,"2118 w 1700 s syracuse, ut 84075, us",6.77125,7.1899999999999995,1.7285176995044047,,16,,3.99,,,,,ut,84075,Davis,2024-03-30,0,0,1,0
3,Carls Jr,"493 n milwaukee st, boise, id, 83704, us",7.108181818181819,7.9399999999999995,1.836408640312628,,22,,3.99,4.99,,,,id,83704,Ada,2024-03-30,0,0,1,0
4,Carls Jr,"4994 e 41st, tulsa, ok, 74135, us",6.540333333333335,7.04,1.4984892021262246,,30,,4.09,,,,,ok,74135,Tulsa,2024-03-30,0,0,1,0
5,Carls Jr,"5722 s 49th west ave tulsa, ok 74107",6.43764705882353,7.09,1.4957489936159456,,17,,4.09,,,,,ok,74107,Tulsa,2024-03-30,0,0,1,0
6,Carls Jr,"582 n main street clearfield, ut 84015, us",6.77125,7.1899999999999995,1.7285176995044047,,16,,3.99,,,,,ut,84015,Davis,2024-03-30,0,0,1,0
7,Carls Jr,"925 w antelope drive, layton, ut, 84041, us",6.77125,7.1899999999999995,1.7285176995044047,,16,,3.99,,,,,ut,84041,Davis,2024-03-30,0,0,1,0
