,restaurant_name,restaurant_location,menu_item_price mean_non_zero,menu_item_price median_non_zero,menu_item_price std_non_zero,restaurant_rating mean,menu_item count,number_of_ratings first,specialty_item,fries,cheeseburger,hamburger,combo,state,zip,county_name,date,uber_eats,post_policy,fast_food,local
14,Wendy,"1108 east jackson avenue, mcallen, tx, 78503, us",3.8641935483870964,2.99,2.1703229642130766,,31,,5.79,2.09,1.89,1.59,,tx,78503,Hidalgo,2024-05-14,0,1,1,0
15,Wendy,"1700 s 10th street 105, mcallen, tx, 78503, us",3.8641935483870964,2.99,2.1703229642130766,,31,,5.79,2.09,1.89,1.59,,tx,78503,Hidalgo,2024-05-14,0,1,1,0
16,Wendy,"1901 s 10th st, mcallen, tx, 78503, us",3.8641935483870964,2.99,2.1703229642130766,,31,,5.79,2.09,1.89,1.59,,tx,78503,Hidalgo,2024-05-14,0,1,1,0
17,Wendy,"1109 university ave, lubbock, tx, 79401, us",4.611666666666666,3.64,2.2989738048867707,,30,,5.39,2.54,2.69,2.29,,tx,79401,Lubbock,2024-05-14,0,1,1,0
18,Wendy,"1627 university ave, lubbock, tx, 79401, us",4.611666666666666,3.64,2.2989738048867707,,30,,5.39,2.54,2.69,2.29,,tx,79401,Lubbock,2024-05-14,0,1,1,0
19,Wendy,"1702 19th st, lubbock, tx, 79401, us",4.611666666666666,3.64,2.2989738048867707,,30,,5.39,2.54,2.69,2.29,,tx,79401,Lubbock,2024-05-14,0,1,1,0
20,Wendy,"2414 mac davis lane, lubbock, tx, 79401, us",4.611666666666666,3.64,2.2989738048867707,,30,,5.39,2.54,2.69,2.29,,tx,79401,Lubbock,2024-05-14,0,1,1,0
21,Wendy,"1117 harrisburg pike, lancaster, pa, 17603, us",4.71258064516129,3.49,2.9797120100525145,,31,,5.79,2.64,2.49,1.99,,pa,17603,Lancaster,2024-05-14,0,1,1,0
22,Wendy,"1185, san leandro, ca, 94577, us",4.766666666666665,3.89,2.1695903351144943,,30,,7.19,3.39,2.49,1.79,,ca,94577,Alameda,2024-05-14,0,1,1,0
23,Wendy,"1199 louck road, york, pa, 17404, us",4.71258064516129,3.49,2.9797120100525145,,31,,5.79,2.64,2.49,1.99,,pa,17404,York,2024-05-14,0,1,1,0
24,Wendy,"1201 carlisle rd, york, pa, 17404, us",4.71258064516129,3.49,2.9797120100525145,,31,,5.79,2.64,2.49,1.99,,pa,17404,York,2024-05-14,0,1,1,0
25,Wendy,"60 w. 11th ave, york, pa, 17404, us",4.71258064516129,3.49,2.9797120100525145,,31,,5.79,2.64,2.49,1.99,,pa,17404,York,2024-05-14,0,1,1,0
26,Wendy,"1209 east pine street, tulsa, ok, 74106, us",4.385,3.49,2.2366772230252625,,30,,5.69,2.64,2.29,1.99,,ok,74106,Tulsa,2024-05-14,0,1,1,0
27,Wendy,"1533 n. peoria, tulsa, ok, 74106, us",4.385,3.49,2.2366772230252625,,30,,5.69,2.64,2.29,1.99,,ok,74106,Tulsa,2024-05-14,0,1,1,0
28,Wendy,"12201 san pablo avenue, richmond, ca, 94805, us",4.533333333333332,3.29,2.505584872949938,,30,,6.49,2.84,2.49,2.19,,ca,94805,Contra Costa,2024-05-14,0,1,1,0
29,Wendy,"123 forks of the river pkwy, sevierville, tn, 37862, us",4.476774193548388,3.6,2.5368349433214235,,31,,5.99,2.6399999999999997,1.59,1.39,,tn,37862,Sevier,2024-05-14,0,1,1,0
30,Wendy,"928 dolly parton parkway, sevierville, tn, 37862, us",4.226333333333334,3.6,2.169264826822417,,30,,5.99,2.6399999999999997,1.59,1.39,,tn,37862,Sevier,2024-05-14,0,1,1,0
31,Wendy,"1301 st. charles ave., new orleans, la, 70130, us",4.361666666666666,3.69,2.0188975264292695,,30,,5.69,2.54,2.49,2.19,,la,70130,Orleans,2024-05-14,0,1,1,0
32,Wendy,"1311 north collins, arlington, tx, 76011, us",4.615,3.74,2.7702662326931686,,32,,5.19,2.69,2.19,1.89,,tx,76011,Tarrant,2024-05-14,0,1,1,0
33,Wendy,"2214 n collins st, arlington, tx, 76011, us",4.615,3.74,2.7702662326931686,,32,,5.19,2.69,2.19,1.89,,tx,76011,Tarrant,2024-05-14,0,1,1,0
34,Wendy,"1313 murfreesboro road, franklin, tn, 37067, us",4.701290322580644,3.49,2.900659259809612,,31,,5.99,2.54,2.29,1.69,,tn,37067,Williamson,2024-05-14,0,1,1,0
35,Wendy,"1313 tilghman st, allentown, pa, 18102, us",4.196896551724138,3.39,1.9714655907485048,,29,,5.49,2.54,2.39,1.99,,pa,18102,Lehigh,2024-05-14,0,1,1,0
36,Wendy,"1315 memorial blvd., murfreesboro, tn, 37129, us",4.146666666666666,3.5650000000000004,2.207401690273481,,30,,5.89,2.34,1.99,1.59,,tn,37129,Rutherford,2024-05-14,0,1,1,0
37,Wendy,"1702 memorial blvd, murfreesboro, tn, 37129, us",4.146666666666666,3.5650000000000004,2.207401690273481,,30,,5.89,2.34,1.99,1.59,,tn,37129,Rutherford,2024-05-14,0,1,1,0
