,restaurant_name,restaurant_location,menu_item_price mean_non_zero,menu_item_price median_non_zero,menu_item_price std_non_zero,restaurant_rating mean,menu_item count,number_of_ratings first,specialty_item,combo,cheeseburger,hamburger,fries,state,zip,county_name,date,uber_eats,post_policy,fast_food,local
77,McDonald,"690 alameda st., los angeles, ca, 90021, us",6.855714285714291,4.925000000000001,4.927546385239292,4.5,151,200+,7.79,12.29,4.86,2.89,4.79,ca,90021,Los Angeles,2024-04-05,1,0,1,0
78,McDonald,"699 2nd st, san bernardino, ca, 92410, us",5.842248062015507,4.29,4.555785867300811,3.9,147,50+,6.69,11.99,2.91,2.59,4.29,ca,92410,San Bernardino,2024-04-05,1,0,1,0
79,McDonald,"699 beck ave, fairfield, ca, 94533, us",5.951136363636371,4.29,4.715243919865567,4.7,148,12,7.09,12.69,3.19,3.09,5.19,ca,94533,Solano,2024-04-05,1,0,1,0
80,Jack in the Box,"1980 n. texas st., fairfield, ca, 94533, us",8.252434210526316,7.49,4.041134220134915,4.2,152,35,5.61,11.85,3.74,3.49,4.99,ca,94533,Solano,2024-04-05,1,0,1,0
81,Wendy,"2045 north texas, fairfield, ca, 94533, us",6.044642857142853,5.050000000000001,3.1640576143197356,4.6,96,53,7.92,0.0,3.04,2.67,0.0,ca,94533,Solano,2024-04-05,1,0,1,0
82,The Habit,"1320 travis blvd, fairfield, ca, 94533, us",11.687341772151905,8.99,10.917648435638712,4.0,79,24,9.74,18.24,8.61,7.49,4.74,ca,94533,Solano,2024-04-05,1,0,1,0
83,Five Guys,"1570 gateway boulevard, fairfield, ca, 94533, us",9.908620689655171,10.07,3.7072675355659985,5.0,29,16,15.47,,12.47,11.15,8.75,ca,94533,Solano,2024-04-05,1,0,1,0
84,McDonald,"725 e st, chula vista, ca, 91910, us",5.979752066115701,4.67,4.380474230489587,4.9,140,27,6.97,12.47,3.61,3.39,5.29,ca,91910,San Diego,2024-04-05,1,0,1,0
85,Jack in the Box,"486 broadway, chula vista, ca, 91910, us",7.304513888888896,6.61,3.700229690667321,4.7,144,28,5.36,10.73,3.24,2.86,4.49,ca,91910,San Diego,2024-04-05,1,0,1,0
86,Wendy,"618 e street, chula vista, ca, 91910, us",6.893636363636365,5.97,3.1208835366906555,4.5,95,100+,8.28,0.0,3.65,3.28,0.0,ca,91910,San Diego,2024-04-05,1,0,1,0
87,Burger King,"97 bonita road, chula vista, ca, 91910, us",9.098250000000005,6.99,5.875383131124301,4.8,80,16,10.29,15.29,2.79,5.39,4.89,ca,91910,San Diego,2024-04-05,1,0,1,0
88,The Habit,"770 otay lakes road, chula vista, ca, 91910, us",11.417564102564109,8.74,10.669361621003244,4.7,78,44,9.61,17.98,8.49,7.36,4.61,ca,91910,San Diego,2024-04-05,1,0,1,0
89,Five Guys,"555 broadway, chula vista, ca, 91910, us",9.908620689655171,10.07,3.7072675355659976,4.8,29,54,15.47,,12.47,11.15,8.75,ca,91910,San Diego,2024-04-05,1,0,1,0
90,McDonald,"8282 laguna blvd, elk grove, ca, 95758, us",9.225391304347829,5.39,11.332583211174105,0.0,133,10,7.69,14.79,4.09,3.69,5.49,ca,95758,Sacramento,2024-04-05,1,0,1,0
91,The Habit,"7400 laguna blvd, elk grove, ca, 95758, us",11.014935064935072,8.36,10.181749731415813,4.4,77,29,9.24,16.86,8.36,7.24,4.11,ca,95758,Sacramento,2024-04-05,1,0,1,0
92,Five Guys,"9257 laguna springs dr, elk grove, ca, 95758, us",9.908620689655171,10.07,3.707267535565998,4.6,29,14,15.47,,12.47,11.15,8.75,ca,95758,Sacramento,2024-04-05,1,0,1,0
93,McDonald,"900 9th st, modesto, ca, 95354, us",8.312275862068969,5.39,9.069085552109783,4.3,160,11,8.29,13.69,4.49,4.19,5.69,ca,95354,Stanislaus,2024-04-05,1,0,1,0
94,Jack in the Box,"1624 j street, modesto, ca, 95354, us",8.572039473684208,7.86,4.2645710493886675,4.6,152,10,6.99,13.85,4.11,3.74,4.99,ca,95354,Stanislaus,2024-04-05,1,0,1,0
95,McDonald,"nwc roy rogers &amp; la paz plz, victorville, ca, 92395, us",6.573666666666671,4.75,4.758593793221784,4.2,144,50+,7.59,11.19,4.51,2.99,4.96,ca,92395,San Bernardino,2024-04-05,1,0,1,0
96,Wendy,"14798 lapaz drive, victorville, ca, 92395, us",6.22755102040816,5.23,3.00123956065792,4.6,84,16,7.92,0.0,3.65,2.79,0.0,ca,92395,San Bernardino,2024-04-05,1,0,1,0
97,Burger King,"12925 hesperia road, victorville, ca, 92395, us",8.970256410256415,6.6899999999999995,5.813354646152779,4.6,78,19,10.29,15.29,2.79,5.39,4.89,ca,92395,San Bernardino,2024-04-05,1,0,1,0
98,Jack in the Box,"1051 willow pass ct., concord, ca, 94520, us",8.702066666666662,7.86,4.305671035067846,4.8,150,33,7.24,14.23,4.11,3.74,4.99,ca,94520,Contra Costa,2024-04-05,1,0,1,0
99,Burger King,"3399 port chicago hwy, concord, ca, 94520, us",10.298641975308653,8.09,6.020052859184366,4.7,81,14,10.09,17.79,4.29,5.69,5.49,ca,94520,Contra Costa,2024-04-05,1,0,1,0
100,The Habit,"1110, concord, ca, 94520, us",11.718481012658234,8.99,10.917066431273073,5.0,79,26,9.74,18.24,8.61,7.49,4.74,ca,94520,Contra Costa,2024-04-05,1,0,1,0
101,Jack in the Box,"1120 s mooney blvd, visalia, ca, 93277, us",10.29455172413792,9.24,5.583165580788109,4.3,145,15,9.11,18.35,4.99,4.74,5.99,ca,93277,Tulare,2024-04-05,1,0,1,0
102,Burger King,"500 south de maree, visalia, ca, 93277, us",8.95180555555556,6.925000000000001,6.117794248108656,4.9,72,12,8.99,15.36,2.59,4.69,4.36,ca,93277,Tulare,2024-04-05,1,0,1,0
103,The Habit,"604 s mooney blvd, visalia, ca, 93277, us",10.835443037974692,8.24,10.11367401189633,4.6,79,50+,9.24,16.86,8.36,7.24,4.11,ca,93277,Tulare,2024-04-05,1,0,1,0
104,Five Guys,"4129 s. mooney blvd., visalia, ca, 93277, us",9.116551724137931,10.07,3.492919217662745,4.8,29,11,14.15,,11.27,10.07,7.91,ca,93277,Tulare,2024-04-05,1,0,1,0
105,Jack in the Box,"14618 7th street, victorville, ca, 92392, us",7.891075949367092,7.49,4.1038952761089895,4.5,158,50+,7.49,13.24,4.11,3.74,3.49,ca,92392,San Bernardino,2024-04-05,1,0,1,0
106,Sonic,"11780 amargosa road, victorville, ca, 92392, us",3.7596296296296305,3.77,1.5506019893874943,4.8,65,22,,,,,0.0,ca,92392,San Bernardino,2024-04-05,1,0,1,0
107,The Habit,"11608 amargosa rd, victorville, ca, 92392, us",11.77256410256411,8.99,10.976303781666635,4.7,78,19,9.74,18.24,8.61,7.49,4.74,ca,92392,San Bernardino,2024-04-05,1,0,1,0
108,Jack in the Box,"148 e san carlos st, san jose, ca, 95112, us",8.167278911564626,7.24,3.7859661295966758,4.3,147,81,4.86,11.6,4.24,3.74,5.74,ca,95112,Santa Clara,2024-04-05,1,0,1,0
109,Jack in the Box,"15030 perris boulevard, moreno valley, ca, 92551, us",7.489733333333338,6.61,3.7709721021979936,4.5,150,30,5.61,11.48,3.61,3.24,4.49,ca,92551,Riverside,2024-04-05,1,0,1,0
110,Jack in the Box,"1504 pacific ave, stockton, ca, 95204, us",8.575394736842103,7.86,4.264241908558794,3.9,152,19,6.99,13.85,4.11,3.74,4.99,ca,95204,San Joaquin,2024-04-05,1,0,1,0
111,Jack in the Box,"1826 webster st, alameda, ca, 94501, us",8.62630872483221,7.49,4.165033633289645,4.5,149,85,6.86,13.73,4.11,3.74,5.24,ca,94501,Alameda,2024-04-05,1,0,1,0
112,The Habit,"2640 5th st, alameda, ca, 94501, us",11.687341772151905,8.99,10.917648435638714,4.6,79,25,9.74,18.24,8.61,7.49,4.74,ca,94501,Alameda,2024-04-05,1,0,1,0
113,Five Guys,"2254 south shore center, alameda, ca, 94501, us",8.923333333333332,9.11,3.179489826301628,4.6,27,91,13.79,,10.31,9.83,7.19,ca,94501,Alameda,2024-04-05,1,0,1,0
114,Jack in the Box,"18555 mission blvd, hayward, ca, 94541, us",8.591006711409394,7.86,4.192523345989424,4.5,149,38,6.99,12.85,4.11,3.61,4.99,ca,94541,Alameda,2024-04-05,1,0,1,0
115,The Habit,"22301 foothill boulevard, hayward, ca, 94541, us",11.629873417721527,8.99,10.825256508045879,4.4,79,37,9.74,18.24,8.61,7.49,4.61,ca,94541,Alameda,2024-04-05,1,0,1,0
116,Five Guys,"19621 hesperian blvd, hayward, ca, 94541, us",8.892222222222221,9.11,3.2316826638001093,4.9,27,51,13.79,,10.31,9.83,7.19,ca,94541,Alameda,2024-04-05,1,0,1,0
117,Jack in the Box,"1923 douglas blvd, roseville, ca, 95661, us",8.573749999999997,7.86,4.263119196035372,4.1,152,13,6.99,13.85,4.11,3.74,4.99,ca,95661,Placer,2024-04-05,1,0,1,0
118,Five Guys,"8620 sierra college blvd., roseville, ca, 95661, us",9.908620689655173,10.07,3.707267535565999,4.7,58,23,15.47,,12.47,11.15,8.75,ca,95661,Placer,2024-04-05,1,0,1,0
119,Jack in the Box,"200 west el camino real, mountain view, ca, 94040, us",8.296174496644294,7.49,4.158509767492372,4.6,149,40,6.86,13.23,3.99,3.74,4.99,ca,94040,Santa Clara,2024-04-05,1,0,1,0
120,Jack in the Box,"2560 w el camino ave, sacramento, ca, 95833, us",8.572039473684205,7.86,4.264571049388668,3.6,152,45,6.99,13.85,4.11,3.74,4.99,ca,95833,Sacramento,2024-04-05,1,0,1,0
121,Jack in the Box,"26547 bouquet canyon road, santa clarita, ca, 91350, us",8.331933333333332,7.49,4.57817863298884,4.6,150,80,6.86,13.74,3.74,3.11,3.74,ca,91350,Los Angeles,2024-04-05,1,0,1,0
122,Wendy,"26538 bouquet canyon, saugus, ca, 91350, us",6.3678431372549,5.23,3.1010221678017724,4.6,89,29,3.65,0.0,,,2.79,ca,91350,Los Angeles,2024-04-05,1,0,1,0
123,Jack in the Box,"3110 e tulare st, fresno, ca, 93702, us",8.060866666666666,6.86,4.113495340407664,4.2,150,29,6.61,13.35,3.74,3.36,4.99,ca,93702,Fresno,2024-04-05,1,0,1,0
124,Jack in the Box,"3434 14th st, riverside, ca, 92501, us",8.380266666666666,7.365,4.245507421053722,4.2,150,13,7.86,14.85,3.74,3.49,4.99,ca,92501,Riverside,2024-04-05,1,0,1,0
125,Jack in the Box,"366 bayshore blvd, san francisco, ca, 94124, us",9.301428571428572,8.49,4.52455597851558,4.3,147,100+,7.49,14.6,4.49,4.24,6.24,ca,94124,San Francisco,2024-04-05,1,0,1,0
126,Jack in the Box,"390 santa rosa street, san luis obispo, ca, 93405, us",8.417702702702702,7.49,4.077877212504437,4.7,148,50+,6.86,12.98,4.11,3.74,4.99,ca,93405,San Luis Obispo,2024-04-05,1,0,1,0
127,Burger King,"1358 madonna road, san luis obispo, ca, 93405, us",8.931794871794876,6.6899999999999995,5.844769027392226,4.6,78,36,10.29,15.29,2.79,5.39,4.89,ca,93405,San Luis Obispo,2024-04-05,1,0,1,0
128,Five Guys,"763 east foothill blvd, san luis obisp, ca, 93405, us",9.908620689655173,10.07,3.707267535565999,4.6,29,19,15.47,,12.47,11.15,8.75,ca,93405,San Luis Obispo,2024-04-05,1,0,1,0
129,Jack in the Box,"400 geary st, san francisco, ca, 94102, us",9.28718120805369,8.49,4.496586487658071,4.5,149,100+,7.49,14.6,4.49,4.24,6.24,ca,94102,San Francisco,2024-04-05,1,0,1,0
130,Jack in the Box,"40015 mission blvd, fremont, ca, 94539, us",8.119530201342283,7.11,3.782686686898022,4.7,149,15,4.86,11.6,4.24,3.74,5.74,ca,94539,Alameda,2024-04-05,1,0,1,0
131,Jack in the Box,"425 sebastopol road, santa rosa, ca, 95407, us",8.668999999999992,7.86,4.329206971259289,4.5,150,32,7.24,14.23,4.11,3.74,4.99,ca,95407,Sonoma,2024-04-05,1,0,1,0
132,Wendy,"1850, santa rosa, ca, 95407, us",6.183454545454543,5.23,3.1634953155600285,4.5,93,65,7.92,0.0,3.04,2.67,0.0,ca,95407,Sonoma,2024-04-05,1,0,1,0
133,Jack in the Box,"495 n d st, san bernardino, ca, 92401, us",8.038607594936707,7.24,3.942243059438264,4.7,158,50+,6.86,13.36,3.49,3.11,4.86,ca,92401,San Bernardino,2024-04-05,1,0,1,0
134,Jack in the Box,"516 north beaudry avenue, los angeles, ca, 90012, us",7.536845637583897,6.25,3.7901022789493513,4.3,149,85,5.61,11.48,3.61,3.24,4.49,ca,90012,Los Angeles,2024-04-05,1,0,1,0
135,Burger King,"700 east cesar e chavez avenue, los angeles, ca, 90012, us",8.970256410256416,6.6899999999999995,5.813354646152779,4.5,78,100,10.29,15.29,2.79,5.39,4.89,ca,90012,Los Angeles,2024-04-05,1,0,1,0
136,Jack in the Box,"555 east 3rd avenue, san mateo, ca, 94401, us",7.466375838926175,6.61,3.787294232524264,4.2,149,100+,5.61,11.73,3.61,3.24,4.49,ca,94401,San Mateo,2024-04-05,1,0,1,0
137,Jack in the Box,"645 south main street, salinas, ca, 93901, us",8.257191780821918,7.49,4.140684997786156,4.5,146,18,6.86,13.23,3.99,3.74,4.99,ca,93901,Monterey,2024-04-05,1,0,1,0
138,Burger King,"909 south main street, salinas, ca, 93901, us",8.754878048780494,6.54,6.012022557262267,4.3,82,10,9.49,16.11,2.59,4.69,4.74,ca,93901,Monterey,2024-04-05,1,0,1,0
139,Jack in the Box,"7135 redwood blvd., novato, ca, 94945, us",8.67073333333333,7.86,4.330410003170085,0.0,150,5,7.24,14.23,4.11,3.74,4.99,ca,94945,Marin,2024-04-05,1,0,1,0
140,Jack in the Box,"7217 mission st, daly city, ca, 94014, us",7.523835616438361,6.550000000000001,3.8713372897920193,4.8,146,100+,5.61,11.73,3.24,2.86,4.49,ca,94014,San Mateo,2024-04-05,1,0,1,0
141,Burger King,"111, colma, ca, 94014, us",9.174819277108437,6.89,6.19899843473486,4.4,83,39,10.26,17.54,2.89,4.89,5.97,ca,94014,San Mateo,2024-04-05,1,0,1,0
142,Jack in the Box,"9620 e stockton blvd, elk grove, ca, 95624, us",8.354154929577465,7.11,4.269651541502654,4.5,142,14,6.61,13.48,3.61,3.36,4.99,ca,95624,Sacramento,2024-04-05,1,0,1,0
143,Wendy,"8871 bond road, elk grove, ca, 95624, us",7.551785714285715,6.04,4.5230205248669115,4.2,97,20,8.77,0.0,3.89,3.53,0.0,ca,95624,Sacramento,2024-04-05,1,0,1,0
