,restaurant_name,restaurant_location,menu_item_price mean_non_zero,menu_item_price median_non_zero,menu_item_price std_non_zero,restaurant_rating mean,menu_item count,number_of_ratings first,specialty_item,combo,cheeseburger,hamburger,fries,state,zip,county_name,date,uber_eats,post_policy,fast_food,local
48,McDonald,"2450 junipero serra blvd, daly city, ca, 94015-1632, us",6.008174603174608,4.89,3.9646097910022027,4.8,144,100+,8.49,14.29,4.49,4.39,5.69,ca,94015,San Mateo,2024-04-05,1,0,1,0
49,The Habit,"305 gellert blvd, daly city, ca, 94015, us",11.629873417721495,8.99,10.825256508045872,4.6,237,100+,9.74,18.24,8.61,7.49,4.61,ca,94015,San Mateo,2024-04-05,1,0,1,0
50,McDonald,"25280 madison ave, murrieta, ca, 92562, us",6.530495867768597,4.89,5.327702100481081,0.0,143,10,6.84,12.19,2.87,2.39,5.03,ca,92562,Riverside,2024-04-05,1,0,1,0
51,Burger King,"40931 california oaks road, murrieta, ca, 92562, us",8.970256410256415,6.6899999999999995,5.81335464615278,5.0,78,11,10.29,15.29,2.79,5.39,4.89,ca,92562,Riverside,2024-04-05,1,0,1,0
52,McDonald,"2801 mission st, san francisco, ca, 94110, us",7.845630252100843,4.09,7.501240305135368,4.6,140,100+,8.09,16.09,3.09,2.79,5.89,ca,94110,San Francisco,2024-04-05,1,0,1,0
53,Burger King,"1690 valencia street, san francisco, ca, 94110, us",9.43692307692308,7.59,6.324350642189669,4.4,78,92,10.26,17.93,2.89,4.89,5.97,ca,94110,San Francisco,2024-04-05,1,0,1,0
54,McDonald,"29 north milpas street, santa barbara, ca, 93103, us",5.981869918699196,4.69,3.971106898503113,4.7,150,50+,6.79,12.59,4.59,4.19,5.59,ca,93103,Santa Barbara,2024-04-05,1,0,1,0
55,Jack in the Box,"501 north milpas street, santa barbara, ca, 93103, us",8.397066666666664,7.49,4.072900939406976,4.5,150,50+,6.86,12.98,4.11,3.74,4.99,ca,93103,Santa Barbara,2024-04-05,1,0,1,0
56,McDonald,"301 e 1st st, santa ana, ca, 92701, us",6.7167716535433035,4.49,4.72064403751864,4.9,155,67,6.49,13.49,3.39,3.29,5.19,ca,92701,Orange,2024-04-05,1,0,1,0
57,Jack in the Box,"601 north main street, santa ana, ca, 92701, us",7.7390000000000025,7.11,3.779625157781301,4.4,150,25,5.61,11.6,3.49,3.11,4.49,ca,92701,Orange,2024-04-05,1,0,1,0
58,Burger King,"701 north main street, santa ana, ca, 92701, us",9.939615384615383,8.49,6.642081933864831,4.5,78,28,8.49,14.69,3.99,5.59,4.99,ca,92701,Orange,2024-04-05,1,0,1,0
59,McDonald,"322 s center st, stockton, ca, 95203, us",8.622132352941193,5.19,10.516811290394866,4.3,154,20,7.69,14.79,4.09,3.69,5.49,ca,95203,San Joaquin,2024-04-05,1,0,1,0
60,McDonald,"3289 sonoma blvd, vallejo, ca, 94590, us",8.363453237410077,5.0,9.539464919629882,4.4,159,34,8.29,12.99,3.59,3.49,4.99,ca,94590,Solano,2024-04-05,1,0,1,0
61,Jack in the Box,"400 broadway st., vallejo, ca, 94590, us",8.221400000000001,7.49,3.9950981681722575,4.2,150,18,5.61,11.85,3.74,3.36,4.99,ca,94590,Solano,2024-04-05,1,0,1,0
62,Wendy,"1001 redwood, vallejo, ca, 94590, us",6.0989285714285675,5.17,3.1971782640385906,4.4,94,60,7.92,0.0,3.04,2.67,0.0,ca,94590,Solano,2024-04-05,1,0,1,0
63,Burger King,"3606 sonoma boulevard, vallejo, ca, 94590, us",10.364999999999998,9.705,6.068058510834343,4.2,66,15,9.23,13.31,3.83,5.15,4.55,ca,94590,Solano,2024-04-05,1,0,1,0
64,McDonald,"3636 w mineral king ave, visalia, ca, 93291, us",6.871448275862078,5.09,6.161758815111182,4.7,163,15,7.49,12.49,4.19,3.49,4.89,ca,93291,Tulare,2024-04-05,1,0,1,0
65,McDonald,"401 ventura ave, oxnard, ca, 93030, us",4.972045454545459,3.19,3.906086497404611,4.5,153,50+,5.71,9.76,2.39,2.52,3.49,ca,93030,Ventura,2024-04-05,1,0,1,0
66,Jack in the Box,"960 n ventura rd, oxnard, ca, 93030, us",7.776800000000004,6.86,3.8105697421776696,4.8,150,24,6.86,12.23,3.74,3.49,4.49,ca,93030,Ventura,2024-04-05,1,0,1,0
67,McDonald,"4550 clayton rd, concord, ca, 94521-2850, us",7.042380952380949,5.29,5.318710821924445,4.4,152,55,6.89,12.79,3.79,3.59,4.79,ca,94521,Contra Costa,2024-04-05,1,0,1,0
68,McDonald,"556 e el camino real, sunnyvale, ca, 94087, us",5.4643939393939425,4.19,4.491298701559489,4.7,147,57,7.39,12.05,3.49,4.19,4.47,ca,94087,Santa Clara,2024-04-05,1,0,1,0
69,Wendy,"1313 s. wolfe road, sunnyvale, ca, 94087, us",7.9382142857142854,7.609999999999999,4.5936501620415635,4.3,95,60,9.75,0.0,4.14,3.65,0.0,ca,94087,Santa Clara,2024-04-05,1,0,1,0
70,The Habit,"146 w el camino real, sunnyvale, ca, 94087, us",11.42256410256411,8.74,10.66743299761997,4.8,78,29,9.61,17.98,8.49,7.36,4.61,ca,94087,Santa Clara,2024-04-05,1,0,1,0
71,Five Guys,"116 e. el camino real, sunnyvale, ca, 94087, us",8.91551724137931,9.59,3.491810701318253,4.8,29,63,14.15,,11.27,10.43,7.67,ca,94087,Santa Clara,2024-04-05,1,0,1,0
72,McDonald,"5600 nave dr, novato, ca, 94949, us",6.3794814814814815,5.39,4.942937246215797,4.9,148,46,8.29,12.99,4.39,4.39,4.99,ca,94949,Marin,2024-04-05,1,0,1,0
73,Burger King,"220 alameda del prado, novato, ca, 94949, us",9.4205,7.3,6.179045213461379,4.8,80,26,10.26,17.54,2.89,4.89,5.97,ca,94949,Marin,2024-04-05,1,0,1,0
74,McDonald,"640 long beach blvd, long beach, ca, 90802, us",5.562500000000006,3.79,4.489475798303004,4.5,145,200+,6.46,12.09,3.04,2.95,4.59,ca,90802,Los Angeles,2024-04-05,1,0,1,0
75,Jack in the Box,"652 atlantic ave, long beach, ca, 90802, us",8.328410596026488,7.49,4.563197887144357,4.4,151,128,6.86,13.74,3.74,3.11,3.74,ca,90802,Los Angeles,2024-04-05,1,0,1,0
76,Burger King,"127 west 4th street, long beach, ca, 90802, us",8.970256410256415,6.6899999999999995,5.81335464615278,4.5,78,90,10.29,15.29,2.79,5.39,4.89,ca,90802,Los Angeles,2024-04-05,1,0,1,0
